$ID,$ID_NAME,Bonus2,Bonus3,Bonus4,Bonus5,Bonus6,Bonus7,Link_Items,Name
21,set_021,魔法防御力{img green_up_arrow 16 16}5アップ,魔法防御力{img green_up_arrow 16 16}10アップ,知能{img green_up_arrow 16 16}15アップ,None,None,None,"[""502188"", ""512188"", ""522188"", ""532188""]",エルゴスセット
22,set_022,物理防御力{img green_up_arrow 16 16}5アップ,物理防御力{img green_up_arrow 16 16}10アップ,回避{img green_up_arrow 16 16}15アップ,None,None,None,"[""502189"", ""512189"", ""522189"", ""532189""]",イヴレセット
23,set_023,闇属性抵抗力{img green_up_arrow 16 16}10アップ,闇属性抵抗力{img green_up_arrow 16 16}20アップ,HP{img green_up_arrow 16 16}1020アップ,None,None,None,"[""502190"", ""512190"", ""522190"", ""532190""]",グリナスセット
24,set_024,"基本攻撃時、8秒間ポーラポーレ-加熱重複{nl}ポーラポーレ-加熱20重複すると10秒間{nl}光、闇属性の追加ダメージを自分の魔法防御力の{img green_up_arrow 16 16}8%アップ{nl}(各属性ごとに最大3,000アップ)",None,None,None,None,None,"[""603103"", ""603104""]",ポーラポーレセット
25,set_025,氷属性追加ダメージ {img green_up_arrow 16 16}12アップ,氷属性追加ダメージ {img green_up_arrow 16 16}26アップ,突系防御力 {img green_up_arrow 16 16}25アップ,None,None,None,"[""503114"", ""513114"", ""523114"", ""533114""]",ヴィルトーヴセット
26,set_026,氷属性追加ダメージ {img green_up_arrow 16 16}12アップ,氷属性追加ダメージ {img green_up_arrow 16 16}26アップ,打系防御力 {img green_up_arrow 16 16}25アップ,None,None,None,"[""503115"", ""513115"", ""523115"", ""533115""]",ヴィルトーヴレザーセット
27,set_027,氷属性追加ダメージ {img green_up_arrow 16 16}12アップ,氷属性追加ダメージ {img green_up_arrow 16 16}26アップ,斬系防御力 {img green_up_arrow 16 16}25アップ,None,None,None,"[""503116"", ""513116"", ""523116"", ""533116""]",ヴィルトーヴプレートセット
28,set_028,SP回復 {img green_up_arrow 16 16}100アップ,地属性追加ダメージ {img green_up_arrow 16 16}42アップ,知能 {img green_up_arrow 16 16}25アップ,None,None,None,"[""504106"", ""514106"", ""524106"", ""534106""]",ロロパンサーセット
29,set_029,クリティカル発生 {img green_up_arrow 16 16}46アップ,地属性追加ダメージ {img green_up_arrow 16 16}42アップ,敏捷 {img green_up_arrow 16 16}25アップ,None,None,None,"[""504107"", ""514107"", ""524107"", ""534107""]",ロロパンサーレザーセット
3,set_003,暗黒追加ダメージ {img green_up_arrow 16 16}30アップ,None,None,None,None,None,"[""522112"", ""532112""]",マギセット
30,set_030,HP回復{img green_up_arrow 16 16}190アップ,地属性追加ダメージ {img green_up_arrow 16 16}42アップ,力 {img green_up_arrow 16 16}25アップ,None,None,None,"[""504108"", ""514108"", ""524108"", ""534108""]",ロロパンサープレートセット
31,set_031,None,魔法防御力{img green_up_arrow 16 16}10アップ,None,None,None,None,"[""582119"", ""602116"", ""602116""]",ブロンザセット
32,set_032,None,魔法防御力 {img green_up_arrow 16 16}14アップ,None,None,None,None,"[""582120"", ""602117"", ""602117""]",アルジントセット
33,set_033,None,魔法防御力 {img green_up_arrow 16 16}18アップ,None,None,None,None,"[""582121"", ""602118"", ""602118""]",アウルセット
34,set_034,None,魔法防御力 {img green_up_arrow 16 16}22アップ,None,None,None,None,"[""582122"", ""602119"", ""602119""]",プラチナセット
35,set_035,HP回復力 {img green_up_arrow 16 16}240アップ,全ステータス {img green_up_arrow 16 16}6アップ,基本攻撃時、冷気属性攻撃{img green_up_arrow 16 16}110追加{nl}力、精神のステータス{img green_up_arrow 16 16}12アップ,None,None,None,"[""502208"", ""512208"", ""522208"", ""532208""]",マナハースセット
36,set_036,None,全ステータス {img green_up_arrow 16 16}25アップ,最大SP {img green_up_arrow 16 16}1437アップ,None,地属性追加ダメージ {img green_up_arrow 16 16}162,魔法攻撃力{img green_up_arrow 16 16}571増加{nl}魔法クリティカル攻撃力{img green_up_arrow 16 16}69増加,"[""534109"", ""524109"", ""514109"", ""504109"", ""584106"", ""604104"", ""604104""]",ソルミキクロースセット
37,set_037,None,全ステータス {img green_up_arrow 16 16}25アップ,物理クリティカル攻撃力{img green_up_arrow 16 16}225増加{nl}命中{img green_up_arrow 16 16}100増加,None,回避{img green_up_arrow 16 16 }48アップ{nl}クリティカル発生{img green_up_arrow 16 16}72アップ,物理攻撃力が{img green_up_arrow 16 16}818アップ,"[""534110"", ""524110"", ""514110"", ""504110"", ""584107"", ""604105"", ""604105""]",ソルミキレザーセット
38,set_038,None,全ステータス {img green_up_arrow 16 16}25アップ,最大HP {img green_up_arrow 16 16}3942アップ,None,物理防御力{img green_up_arrow 16 16}201アップ{nl}悪魔型の対象から攻撃を受けると、{nl}5%の確率で5秒間、1秒につき{nl}自分の最大体力の{nl}2%分体力回復{nl}(クールタイム10秒),魔法防御力{img green_up_arrow 16 16}247アップ{nl}物理攻撃力{img green_up_arrow 16 16}571アップ,"[""534111"", ""524111"", ""514111"", ""504111"", ""584108"", ""604106"", ""604106""]",ソルミキプレートセット
39,set_039,クリティカル発生{img green_up_arrow 16 16}30アップ,物理攻撃力{img green_up_arrow 16 16}120アップ{nl}広域攻撃比率{img green_up_arrow 16 16}1アップ{nl} 5回攻撃時、1000～3000の追加ダメージ効果,None,None,None,None,"[""584109"", ""604107"", ""604107""]",バルパスセット
4,set_004,移動速度 {img green_up_arrow 16 16}5アップ,None,None,None,None,None,"[""522113"", ""532113""]",ジュードセット
40,set_040,魔法クリティカル攻撃力{img green_up_arrow 16 16}60アップ,魔法攻撃力{img green_up_arrow 16 16}120アップ{nl}広域攻撃比率{img green_up_arrow 16 16}1アップ{nl} 5回攻撃時、1000～3000の追加ダメージ効果,None,None,None,None,"[""584110"", ""604108"", ""604108""]",べリオセット
41,set_041,None,None,None,None,None,None,"[""11119""]",ギルドバトル1位セット
42,set_042,None,None,None,None,None,None,"[""11120""]",ギルドバトル2位セット
43,set_043,None,None,None,None,None,None,"[""11121""]",ギルドバトル3位セット
44,set_044,物理防御力{img green_up_arrow 16 16}50アップ{nl}魔法防御力{img green_up_arrow 16 16}50アップ,大型対象攻撃力{img green_up_arrow 16 16}200アップ{nl}広域攻撃比率{img green_up_arrow 16 16 }1アップ,None,None,None,None,"[""580010"", ""600014"", ""600015""]",ホワイトデーセット
45,set_045,体力{img green_up_arrow 16 16}25アップ,属性抵抗力の分だけ属性攻撃力アップ{nl}- 適用属性: 火、氷、雷、毒、闇、聖、地、炎{nl}- 各属性毎に最大300まで転換,None,None,None,None,"[""584112"", ""604110"", ""604110""]",カイトムーアセット
46,set_046,広域攻撃の割合{img green_up_arrow 16 16}1増加{nl}物理クリティカル攻撃力{img green_up_arrow 16 16}231,一定の確率で周囲の敵最大10体に2000～3000の追加ダメージを与えます。{nl}- 周辺の敵の数によって確率がアップします。{nl} - 最大20%までアップ,None,None,None,None,"[""584114"", ""604112"", ""604112""]",フリエノセット
47,set_047,HP{img green_up_arrow 16 16}1023アップ{nl}敏捷HP{img green_up_arrow 16 16}10,1回攻撃を受けると、物理・魔法防御力が10ずつアップします。50重複達成時、物理・魔法防御力が500追加増加後、10秒間維持されます。,None,None,None,None,"[""584113"", ""604111"", ""604111""]",ファシウテスセット
48,set_048,魔法攻撃力 {img green_up_arrow 16 16}120アップ,1回攻撃すると、魔法攻撃力が2アップします。最大50回まで重複でき、50回重複すると魔法攻撃力がさらに250アップします。,None,None,None,None,"[""584111"", ""604109"", ""604109""]",リヌキシートセット
5,set_005,炎属性抵抗力 {img green_up_arrow 16 16}15アップ,None,None,None,None,None,"[""522114"", ""532114""]",イスミンセット
52,set_052,物理攻撃力{img green_up_arrow 16 16}60アップ{nl}魔法攻撃力{img green_up_arrow 16 16}60アップ,移動速度{img green_up_arrow 16 16}2アップ,None,None,None,None,"[""580013"", ""580014"", ""600027"", ""600027"", ""600026"", ""600026""]",2018年ホワイトデーセット
53,set_053,'ベルカッパーの巣'で受けるダメージ減少10%,None,None,None,None,None,"[""19004"", ""633093""]",ベルカッパーコスチュームセット
54,set_054,None,None,None,None,None,None,"[""11131""]",コロニー戦ベータセット
55,set_055,None,None,None,None,None,None,"[""11132""]",コロニー戦ベータセット
56,set_056,None,強化: ブレスレット、ネックレス11強化以上から強化1につきクリティカル発生10アップ{nl} {nl} 超越: ブレスレット、ネックレス超越1につきクリティカル発生5アップ{nl} {nl} (最大クリティカル発生350までアップ),None,None,None,None,"[""584115"", ""604115"", ""604115""]",ネファグリタスセット
57,set_057,None,400レベル以下の敵に対して後方攻撃判定の場合は、敵のブロック率を無視します。,None,None,None,None,"[""584116"", ""604116"", ""604116""]",ネメトマスセット
58,set_058,None,"着用者の最大HP、物理防御力、魔法防御力50%を召喚獣に与えます。{nl} {nl}最大に与えられる数値{nl}最大HP: 30,000 {nl}防御力: 6,000",None,None,None,None,"[""584117"", ""604117"", ""604117""]",ランゴベスセット
59,set_059,追加ダメージ抵抗 {img green_up_arrow 16 16}1200,"攻撃すると自分の追加ダメージ抵抗分、追加ダメージアップ(最大1,500 アップ){nl} {nl}ドラゴンの気2段階効果{nl}攻撃すると、魔法防御力の8％分追加ダメージアップ（最大4,000アップ）",None,None,None,None,"[""585002"", ""605002"", ""605002""]",ドラコナス・カイトムーアセット
60,set_060,広域攻撃の割合{img green_up_arrow 16 16} 3増加{nl}物理クリティカル攻撃力{img green_up_arrow 16 16} 353増加,20%の確率で攻撃された敵を含む周囲の敵最大10体に5000 ~ 8000のダメージを与えます。{nl} {nl}ドラゴンの気2段階効果{nl}対象の敵が少ないほど、ドラコナス・フリエノセットのダメージが10%ずつ上昇します。,None,None,None,None,"[""585004"", ""605004"", ""605004""]",ドラコナス・フリエノセット
61,set_061,クリティカル発生{img green_up_arrow 16 16}135増加{nl}物理クリティカル攻撃力{img green_up_arrow 16 16}657増加,強化: クリティカル発生(5 * アクセサリ強化数値）上昇します。(最大150まで適用){nl} {nl}ドラゴンの気2段階効果{nl}超越: 装着時、ドラゴンの気がある場合物理クリティカル攻撃力(30 * アクセサリ超越数値)上昇します。,None,None,None,None,"[""585003"", ""605003"", ""605003""]",ドラコナス・ファシウテスセット
62,set_062,体力{img green_up_arrow 16 16} 35増加{nl}キャスティング時間10%減少{nl}魔法クリティカル攻撃力{img green_up_arrow 16 16}452増加,攻撃すると5%の確率で3秒間敵を縛ります。{nl} {nl}ドラゴンの気2段階効果{nl}縛られた敵は魔法防御力が15%ダウンします。{nl}エリート、ボス級モンスターは防御力ダウンのみ適用されます。,None,None,None,None,"[""585001"", ""605001"", ""605001""]",ドラコナス・リヌキシートセット
63,set_063,None,攻撃すると、5%の確率で凶暴化が発動します。{nl} {nl}凶暴化{nl}5秒間クリティカル発生10%アップ(最大200アップ),None,None,None,None,"[""584118"", ""604118"", ""604118""]",アービスイレディアンセット
64,set_064,None,攻撃を受けると、3%の確率でセビサ-保護を発動します。{nl} {nl}セビサ-保護{nl}受けるダメージダウン{img green_down_arrow 16 16}10% {nl}移動速度{img green_up_arrow 16 16}5{nl}(10秒持続),None,None,None,None,"[""584119"", ""604119"", ""604119""]",セビサイレディアンセット
67,set_067,'白カラスの永眠地'で受けるダメージ減少10%,None,None,None,None,None,"[""10017"", ""633216""]",ベルカッパーコスチュームセット
68,set_068,None,"強化:強化数値1当たりの魔法クリティカル攻撃力45アップ(最大2,100){nl} {nl}超越:超越数値1当たりの魔法クリティカル攻撃力30アップ",None,None,None,None,"[""585005"", ""605005"", ""605005""]",カルナス・メジザセット
69,set_069,None,強化:強化数値1当たりの治癒力8アップ(最大400){nl} {nl}超越:超越数値1当たりの治癒力16アップ,None,None,None,None,"[""585006"", ""605006"", ""605006""]",カルナス・ジャイスティセット
7,set_007,HP回復力 {img green_up_arrow 16 16}16アップ,全ステータス {img green_up_arrow 16 16}1アップ,基本攻撃時、地属性攻撃{img green_up_arrow 16 16}12追加,None,None,None,"[""502123"", ""512123"", ""522123"", ""532123""]",カフリサンセット
70,set_070,None,"強化:強化数値1当たりの物理クリティカル攻撃力45アップ (最大2,100){nl} {nl}超越:超越数値1当たりの物理クリティカル攻撃力30アップ",None,None,None,None,"[""585007"", ""605007"", ""605007""]",カルナス・フィジニスセット
71,set_071,None,"セットアクセサリの超越合計が30の時、{nl}中型対象の攻撃力アップ{nl} - セット強化の合計1につき40アップ{nl}(最大2,000アップ)",None,None,None,None,"[""585008"", ""605008"", ""605008""]",ピクティスセット
72,set_072,None,自分の広域防御比率に応じて 'リベレート:忍耐'の持続時間アップ{nl} - 広域防御比率* 0.4秒分アップ{nl}(最大6秒アップ){nl} {nl}セットアクセサリの超越合計が30の時、{nl}リベレート：忍耐詠唱時、300範囲内のPTメンバーにバフを詠唱{nl} - バフの対象は受けるダメージ50%ダウン{nl} - キャスターのリベレート：忍耐持続時間の(セット強化合計)%分持続(最大63%),None,None,None,None,"[""585009"", ""605009"", ""605009""]",カントリーベセット
73,set_073,None,マスヒール使用時、自分以外の味方に12秒間バフを付与{nl} - バフの対象が与えるダメージ10%アップ{nl} - キャスターの魔法クリティカル攻撃力の0.3%分追加でアップ{nl}(追加アップ量は最大20%、計30%){nl} {nl}セットアクセサリの超越合計が30の時、{nl}マスヒール使用時に10秒間{nl}(セット強化合計 / 2)%分治癒力アップ、移動速度が3秒間10アップ{nl}(治癒力アップ量は最大32%),None,None,None,None,"[""585010"", ""605010"", ""605010""]",ジュオーダセット
74,set_074,'蝶目の接線地'でモリングフォニアから受けるダメージ減少10％,"'蝶目の接線地'で物理防御力、魔法防御力1,000アップ",None,None,None,None,"[""633253"", ""10028"", ""637034""]",ピルマースタンタイザーコスチュームセット
75,set_075,'蝶目の接線地'でモリングフォニアに与えるダメージ10%増加,"'蝶目の接線地'で物理攻撃力1,000アップ",None,None,None,None,"[""633264"", ""10031"", ""637037""]",アントラスタンタイザーコスチュームセット
76,set_076,'蝶目の接線地'でタンタイザーから受けるダメージ減少10％,'蝶目の接線地'で治癒力10%アップ,None,None,None,None,"[""633254"", ""10029"", ""637035""]",ピルマースモリングフォニアコスチュームセット
77,set_077,'蝶目の接線地'でタンタイザーに与えるダメージ10%増加,"'蝶目の接線地'で魔法攻撃力1,000アップ",None,None,None,None,"[""633265"", ""10032"", ""637038""]",アントラスモリングフォニアコスチュームセット
78,set_078,None,最大HP + 2000{nl}  最大SP + 500{nl}  移動速度 + 2,None,None,None,None,"[""584123"", ""604123"", ""604123""]",イスビキマスセット
79,set_079,None,セットアクセサリの超越合計が30の時、{nl}クリティカル発生アップ{nl} - セット強化の合計1につき8アップ{nl}(最大415アップ),None,None,None,None,"[""585011"", ""605011"", ""605011""]",トリウカスセット
8,set_008,炎属性抵抗力 {img green_up_arrow 16 16}16アップ,None,None,None,None,None,"[""532150"", ""522150""]",リエナセット
80,set_080,None,セットアクセサリの超越合計が30の時、{nl} - 'オベイ' 状態の時に召喚獣が与えるダメージアップ{nl} - 'アーツ：自我'状態の時、召喚獣が与えるダメージがアップ{nl} {nl}セット強化合計1につき1.25%アップ{nl}(最大62.5%アップ){nl} {nl} - 召喚獣が受けるダメージ強化合計1につき0.6%ダウン{nl}(最大 30%ダウン),None,None,None,None,"[""585012"", ""605012"", ""605012""]",イスガリティセット
81,set_081,None,攻撃すると、5%の確率で凶暴化が発動します。{nl} {nl}凶暴化{nl}5秒間クリティカル発生10%アップ(最大200アップ),None,None,None,None,"[""584118"", ""604118"", ""604118""]",[イベント]アービスイレディアンセット
82,set_082,None,攻撃を受けると、3%の確率でセビサ-保護を発動します。{nl} {nl}セビサ-保護{nl}受けるダメージダウン{img green_down_arrow 16 16}10% {nl}移動速度{img green_up_arrow 16 16}5{nl}(10秒持続),None,None,None,None,"[""584119"", ""604119"", ""604119""]",[イベント]セビサイレディアンセット
9,set_009,炎属性抵抗力 {img green_up_arrow 16 16}16アップ,None,None,None,None,None,"[""532151"", ""522151""]",リエナセット
90,set_090,450レベル未満の時{nl} - ルーティングチャンス{img green_up_arrow 16 16}1000{nl} - 経験値獲得{img green_up_arrow 16 16}200%,450レベル未満の時{nl} - [Episode 12]クエストとチャレンジモード{nl}ボスモンスターに与えるダメージ{img green_up_arrow 16 16}100%{nl} - [Episode 12] クエストとチャレンジモード{nl}ボスモンスターから受けるダメージ 50%ダウン,None,None,None,None,None,2020みどりの日セット
92,set_092,460レベル未満時、{nl} - ルーティングチャンス{img green_up_arrow 16 16}1000{nl} - 獲得経験値{img green_up_arrow 16 16}200%,460レベル未満時、{nl} - [Episode 12] 以降のクエストとチャレンジモードに登場する{nl}ボス対象ダメージ {img green_up_arrow 16 16}100%{nl} - [Episode 12]以降のクエストとチャレンジモードに登場する{nl}ボスから受ける攻撃50%軽減,None,None,None,None,None,2021みどりの日セット
