$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Materials,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
2006,R_misc_jore12,icon_item_recipe_misc1,,,,,"[{""Item"": 2006, ""Quantity"": 1}, {""Item"": 645496, ""Quantity"": 2}, {""Item"": 649208, ""Quantity"": 10}]",,[2006],,649211,Recipe - 派伊羅石,10,TTTT,23
2007,R_misc_jore13,icon_item_recipe_misc1,,,,,"[{""Item"": 2007, ""Quantity"": 1}, {""Item"": 645496, ""Quantity"": 2}, {""Item"": 649210, ""Quantity"": 10}]",,[2007],,649212,Recipe - 克里歐石,10,TTTT,23
2008,R_rsc_3_1,icon_item_recipe_misc1,,,,,"[{""Item"": 2008, ""Quantity"": 1}, {""Item"": 645497, ""Quantity"": 3}, {""Item"": 645438, ""Quantity"": 1}]",,[2008],,645499,Recipe - 硬化劑,10,TTTT,23
2009,R_rsc_3_2,icon_item_recipe_misc1,,,,,"[{""Item"": 2009, ""Quantity"": 1}, {""Item"": 645498, ""Quantity"": 3}, {""Item"": 645495, ""Quantity"": 1}]",,[2009],,645500,Recipe - 堅韌肌腱,10,TTTT,23
2010,R_rsc_4_1,icon_item_recipe_misc1,,,,,"[{""Item"": 2010, ""Quantity"": 1}, {""Item"": 645499, ""Quantity"": 3}, {""Item"": 645427, ""Quantity"": 2}]",,[2010],,645501,Recipe - 樹脂鹽酸,10,TTTT,23
2011,R_UNDER302_STAFF,icon_item_recipe_misc1,,,,,"[{""Item"": 687001, ""Quantity"": 1}, {""Item"": 687002, ""Quantity"": 1}, {""Item"": 687003, ""Quantity"": 1}, {""Item"": 2011, ""Quantity"": 1}]",,[2011],,687004,Recipe - 老舊權杖,0,FFFF,23
2012,R_KLAIPE_CHAR313_ITEM2,icon_item_recipe_misc1,,,,,"[{""Item"": 2012, ""Quantity"": 1}, {""Item"": 645138, ""Quantity"": 15}, {""Item"": 645438, ""Quantity"": 20}, {""Item"": 645196, ""Quantity"": 50}, {""Item"": 645810, ""Quantity"": 100}]",,[2012],,663284,Recipe - 試劑,0,FFFF,23
3001,R_Drug_AriesAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3001, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3001],,640194,Recipe - 攻擊強化藥水：刺擊,0,FFTT,23
3002,R_Drug_SlashAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3002, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3002],,640195,Recipe - 攻擊強化藥水：劈擊,0,FFTT,23
3003,R_Drug_StrikeAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3003, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3003],,640196,Recipe - 攻擊強化藥水：打擊,0,FFTT,23
3004,R_Drug_MissileAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3004, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3004],,640197,Recipe - 攻擊強化藥水：飛彈,0,FFTT,23
3005,R_Drug_FireAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3005, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3005],,640198,Recipe - 攻擊強化藥水：火,0,FFTT,23
3006,R_Drug_IceAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3006, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3006],,640199,Recipe - 攻擊強化藥水：冰,0,FFTT,23
3007,R_Drug_PoisonAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3007, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3007],,640200,Recipe - 攻擊強化藥水：毒,0,FFTT,23
3008,R_Drug_LightningAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3008, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3008],,640201,Recipe - 攻擊強化藥水：電,0,FFTT,23
3009,R_Drug_EarthAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3009, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3009],,640202,Recipe - 攻擊強化藥水：大地,0,FFTT,23
3010,R_Drug_HolyAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3010, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3010],,640203,Recipe - 攻擊強化藥水：神聖,0,FFTT,23
3011,R_Drug_DarkAtk_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3011, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3011],,640204,Recipe - 攻擊強化藥水：黑暗,0,FFTT,23
3012,R_Drug_AriesDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3012, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3012],,640205,Recipe - 防禦強化藥水：刺擊,0,FFTT,23
3013,R_Drug_SlashDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3013, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3013],,640206,Recipe - 防禦強化藥水：劈擊,0,FFTT,23
3014,R_Drug_StrikeDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3014, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3014],,640207,Recipe - 防禦強化藥水：打擊,0,FFTT,23
3015,R_Drug_MissileDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3015, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3015],,640208,Recipe - 防禦強化藥水：飛彈,0,FFTT,23
3016,R_Drug_FireDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3016, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3016],,640209,Recipe - 防禦強化藥水：火,0,FFTT,23
3017,R_Drug_IceDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3017, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3017],,640210,Recipe - 防禦強化藥水：冰,0,FFTT,23
3018,R_Drug_PoisonDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3018, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3018],,640211,Recipe - 防禦強化藥水：毒,0,FFTT,23
3019,R_Drug_LightningDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3019, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3019],,640212,Recipe - 防禦強化藥水：電,0,FFTT,23
3020,R_Drug_EarthDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3020, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3020],,640213,Recipe - 防禦強化藥水：大地,0,FFTT,23
3021,R_Drug_HolyDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3021, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3021],,640214,Recipe - 防禦強化藥水：神聖,0,FFTT,23
3022,R_Drug_DarkDef_PC,icon_item_recipe_misc1,,,,,"[{""Item"": 3022, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3022],,640215,Recipe - 防禦強化藥水：黑暗,0,FFTT,23
3023,R_Guild_Academy01,icon_item_recipe_misc1,,,,,"[{""Item"": 3023, ""Quantity"": 1}, {""Item"": 645268, ""Quantity"": 28}]",,[3023],,640153,Recipe - 學院,0,FFTT,23
3024,R_Guild_Forge01,icon_item_recipe_misc1,,,,,"[{""Item"": 3024, ""Quantity"": 1}, {""Item"": 645268, ""Quantity"": 28}]",,[3024],,640154,Recipe - 鐵匠工場,0,FFTT,23
3025,R_Guild_ShieldCharger01,icon_item_recipe_misc1,,,,,"[{""Item"": 3025, ""Quantity"": 1}, {""Item"": 645268, ""Quantity"": 40}]",,[3025],,640155,Recipe - 盾牌集氣,0,FFTT,23
3026,R_Event_160908_5,icon_item_recipe_songpyeon,,,,,"[{""Item"": 3026, ""Quantity"": 1}, {""Item"": 900126, ""Quantity"": 1}, {""Item"": 900127, ""Quantity"": 1}, {""Item"": 900128, ""Quantity"": 1}, {""Item"": 900129, ""Quantity"": 1}]",,[3026],,900130,Recipe - 松糕,100,FFTT,23
3027,R_Event_160908_6,icon_item_recipe_large_songpyeon,,,,,"[{""Item"": 3027, ""Quantity"": 1}, {""Item"": 900126, ""Quantity"": 5}, {""Item"": 900127, ""Quantity"": 5}, {""Item"": 900128, ""Quantity"": 5}, {""Item"": 900129, ""Quantity"": 5}]",,[3027],,900131,Recipe - 大王松糕,100,FFTT,23
3028,R_Premium_Clear_dungeon_02,icon_item_recipe_misc1,,,,,"[{""Item"": 3028, ""Quantity"": 1}, {""Item"": 490108, ""Quantity"": 3}]",,[3028],,490115,Recipe - 副本掃盪劵(2星),100,FFTF,23
3029,R_Premium_Clear_dungeon_03,icon_item_recipe_misc3,,,,,"[{""Item"": 3029, ""Quantity"": 1}, {""Item"": 490115, ""Quantity"": 2}]",,[3029],,490116,Recipe - 副本掃盪劵(3星),100,FFTT,23
3030,R_Gacha_G_009,icon_item_recipe_misc1,,,,,"[{""Item"": 3030, ""Quantity"": 1}, {""Item"": 649016, ""Quantity"": 16}]",,[3030],[3031],642809,Recipe - 神秘的箱子,100,FFFF,23
3031,R_recipe_Gachacube,icon_item_recipe_misc1,,,,,"[{""Item"": 3031, ""Quantity"": 1}, {""Item"": 646040, ""Quantity"": 10}, {""Item"": 645810, ""Quantity"": 2}]",,[3031],,3030,Recipe - Recipe - 神秘的箱子,100,FFFF,23
9001,R_Bocors_doll,icon_item_recipe_misc1,,,,,"[{""Item"": 9001, ""Quantity"": 1}, {""Item"": 650562, ""Quantity"": 10}, {""Item"": 650563, ""Quantity"": 10}]",,[9001],,650065,Recipe - 邪靈祭司人偶,10,FFFF,23
9003,R_TEST2,icon_item_weapon_misc1,,,,,"[{""Item"": 9003, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 5}, {""Item"": 645122, ""Quantity"": 3}]",,[9003],,101102,Recipe - 短劍,10,TTTT,23
9004,R_SIAULIAI50_DRUG01,icon_item_recipe_misc1,,,,,"[{""Item"": 9004, ""Quantity"": 1}, {""Item"": 663029, ""Quantity"": 6}, {""Item"": 663028, ""Quantity"": 1}]",,[9004],,663026,Recipe - 解毒劑,0,FFFF,23
9005,R_FLASH_58_SQ_070_ITEM_3,icon_item_recipe_misc1,,,,,"[{""Item"": 662133, ""Quantity"": 1}, {""Item"": 662134, ""Quantity"": 3}, {""Item"": 9005, ""Quantity"": 1}]",,[9005],,662135,Recipe - 雪德利佳伊拉的寶珠,0,FFFF,23
9006,R_Bocors_doll2,icon_item_recipe_misc1,,,,,"[{""Item"": 9006, ""Quantity"": 1}, {""Item"": 666091, ""Quantity"": 10}, {""Item"": 666092, ""Quantity"": 10}]",,[9006],,650065,Recipe - 邪靈祭司人偶,10,FFFF,23
9007,R_ABBAY643_SQ4_ITEM1,icon_item_recipe_misc1,,,,,"[{""Item"": 9007, ""Quantity"": 1}, {""Item"": 663111, ""Quantity"": 10}, {""Item"": 663117, ""Quantity"": 1}]",,[9007],,663115,Recipe - 保護結界水晶,0,FFFF,23
9008,R_JOB_SHINOBI_HIDDEN_1,icon_item_recipe_misc1,,,,,"[{""Item"": 645545, ""Quantity"": 100}, {""Item"": 645228, ""Quantity"": 80}, {""Item"": 645187, ""Quantity"": 50}, {""Item"": 645427, ""Quantity"": 10}, {""Item"": 645560, ""Quantity"": 30}]",,,,661079,Recipe - 斥侯大師的特製祕藥,0,FFFF,23
9009,R_JOB_SHINOBI_HIDDEN_2,icon_item_recipe_misc1,,,,,"[{""Item"": 661077, ""Quantity"": 1}, {""Item"": 661074, ""Quantity"": 1}, {""Item"": 661075, ""Quantity"": 1}, {""Item"": 661076, ""Quantity"": 1}, {""Item"": 661079, ""Quantity"": 1}]",,,,661078,Recipe - 看到文字的卷軸,0,FFFF,23
9010,R_BlessedStone_1,icon_item_recipe_misc1,,,,,,,,,,Recipe - Unknown,10000,FFTF,23
9011,R_BlessedStone_2,icon_item_recipe_misc1,,,,,,,,,,Recipe - Unknown,10000,FFTF,23
9012,R_BlessedStone_3,icon_item_recipe_misc1,,,,,,,,,,Recipe - Unknown,10000,FFTF,23
9013,R_Premium_boostToken02,icon_item_recipe_misc1,,,,,"[{""Item"": 9013, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}]",,[9013],,490094,Recipe - x4 經驗之書,50,FFTF,23
9014,R_Premium_boostToken03,icon_item_recipe_misc1,,,,,"[{""Item"": 9014, ""Quantity"": 1}, {""Item"": 490094, ""Quantity"": 1}, {""Item"": 490094, ""Quantity"": 1}]",,[9014],,490095,Recipe - x8 經驗之書,50,FFTF,23
9015,R_misc_TruthMirror,icon_item_recipe_misc1,,,,,"[{""Item"": 9015, ""Quantity"": 1}, {""Item"": 645820, ""Quantity"": 8}]",,[9015],,645819,Recipe - 真實的鏡子,199,FFFF,23
9018,R_BlessedStone_Multi,icon_item_recipe_misc1,,,,,"[{""Item"": 9018, ""Quantity"": 1}, {""Item"": 645783, ""Quantity"": 10}]",,[9018],,646045,Recipe - 女神的祝福石,5000,FFFF,23
9019,R_3CMLAKE262_SQ04,icon_item_recipe_misc1,,,,,"[{""Item"": 9019, ""Quantity"": 1}, {""Item"": 666180, ""Quantity"": 1}, {""Item"": 666182, ""Quantity"": 16}]",,[9019],,666181,Recipe - 魔法消除炸彈,0,FFFF,23
9020,R_3CMLAKE262_SQ10,icon_item_recipe_misc1,,,,,"[{""Item"": 9020, ""Quantity"": 1}, {""Item"": 666179, ""Quantity"": 18}, {""Item"": 666183, ""Quantity"": 12}, {""Item"": 666184, ""Quantity"": 3}]",,[9020],,666185,Recipe - 蘊含湖水靈氣的樹液,0,FFFF,23
9024,R_Dungeon_Key01,icon_item_recipe_misc1,,,,,"[{""Item"": 9024, ""Quantity"": 1}, {""Item"": 649026, ""Quantity"": 15}, {""Item"": 649025, ""Quantity"": 30}]",,[9024],,680000,Recipe - 遠征隊傳送石,0,TTTT,23
9025,R_Old_Socket_Gold,icon_item_recipe_misc1,,"[642926, 642931, 642929, 642934, 642948]",,,"[{""Item"": 9025, ""Quantity"": 1}, {""Item"": 646045, ""Quantity"": 10}]",,[9025],,643018,Recipe - 老舊的黃金鑲嵌槽,0,FFFF,23
9027,R_misc_ore24,icon_item_recipe_misc1,,,,,"[{""Item"": 9027, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 5}, {""Item"": 649004, ""Quantity"": 50}]",,[9027],,649027,Recipe - 貝特雷敏礦石,0,FFTF,23
9028,R_misc_ore25,icon_item_recipe_misc1,,,,,"[{""Item"": 9028, ""Quantity"": 1}, {""Item"": 645694, ""Quantity"": 5}, {""Item"": 649004, ""Quantity"": 50}]",,[9028],,649028,Recipe - 烏斯托馬伊特金屬,0,FFTF,23
9029,R_GuildColony_Item_mysticCristal,icon_item_recipe_misc1,,,,,"[{""Item"": 9029, ""Quantity"": 1}, {""Item"": 490005, ""Quantity"": 2}]",,[9029],,651005,Recipe - [領地戰] 神秘水晶,100,FFTT,23
9030,R_GuildColony_Item_AoE_Revive_Scroll,icon_item_recipe_misc1,,,,,"[{""Item"": 9030, ""Quantity"": 1}, {""Item"": 490005, ""Quantity"": 10}]",,[9030],,651006,Recipe - [領地戰] 廣域復活卷軸,100,FFTT,23
9031,R_Dungeon_Key02,icon_item_recipe_misc1,,,,,"[{""Item"": 9031, ""Quantity"": 1}, {""Item"": 680000, ""Quantity"": 10}]",,[9031],,689001,Recipe - 傳說遠征隊傳送石,0,TTTT,23
10006,R_SWD01_109,icon_item_weapon_misc1,[642158],,,,"[{""Item"": 10006, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 10}]",,[10006],,101109,Recipe - 波形刀,0,TTTT,23
10008,R_SWD01_116,icon_item_weapon_misc1,,,,,"[{""Item"": 10008, ""Quantity"": 1}, {""Item"": 645462, ""Quantity"": 13}, {""Item"": 645573, ""Quantity"": 2}]",,[10008],,101116,Recipe - 摩普拉長劍,0,TTTT,23
10010,R_SWD02_101,icon_item_weapon_misc3,,,,,"[{""Item"": 10010, ""Quantity"": 1}, {""Item"": 645307, ""Quantity"": 2}]",,[10010],,102101,Recipe - 潘圖劍,0,TTTT,23
10012,R_SWD02_106,icon_item_weapon_misc3,[642155],,,,"[{""Item"": 10012, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 15}]",,[10012],,102106,Recipe - 銀光偃月刀,0,TTTT,23
10013,R_SWD02_104,icon_item_weapon_misc3,[642155],,,,"[{""Item"": 10013, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 32}]",,[10013],,102104,Recipe - 金光偃月刀,0,TTTT,23
10015,R_SWD02_102,icon_item_weapon_misc3,,,,,"[{""Item"": 10015, ""Quantity"": 1}, {""Item"": 101106, ""Quantity"": 1}, {""Item"": 645363, ""Quantity"": 14}, {""Item"": 645445, ""Quantity"": 2}]",,[10015],,102102,Recipe - 佛羅納斯軍刀,0,TTTT,23
10016,R_SWD02_108,icon_item_weapon_misc3,,,,,"[{""Item"": 10016, ""Quantity"": 1}, {""Item"": 643502, ""Quantity"": 1}, {""Item"": 643502, ""Quantity"": 1}, {""Item"": 643502, ""Quantity"": 1}]",,[10016],,102108,Recipe - 法師刀鋒劍,0,TTTT,23
10018,R_SWD02_110,icon_item_weapon_misc3,,,,,"[{""Item"": 10018, ""Quantity"": 1}, {""Item"": 101133, ""Quantity"": 1}, {""Item"": 645588, ""Quantity"": 13}, {""Item"": 645579, ""Quantity"": 7}]",,[10018],,102110,Recipe - 奧茲塔斯劍,0,TTTT,23
10019,R_SWD02_111,icon_item_weapon_misc3,,,,,"[{""Item"": 10019, ""Quantity"": 1}, {""Item"": 645131, ""Quantity"": 28}, {""Item"": 645293, ""Quantity"": 1}]",,[10019],,102111,Recipe - 米斯卡斯軍刀,0,TTTT,23
10022,R_SWD03_101,icon_item_weapon_misc4,,,,,"[{""Item"": 10022, ""Quantity"": 1}, {""Item"": 102105, ""Quantity"": 1}, {""Item"": 102106, ""Quantity"": 1}, {""Item"": 102104, ""Quantity"": 1}]",,[10022],,103101,Recipe - 崔妮蒂劍,0,TTTT,23
10024,R_SWD03_103,icon_item_weapon_misc4,,,,,"[{""Item"": 10024, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}]",,[10024],,103103,Recipe - 貝爾尼烏波劍,0,TTTT,23
10025,R_SWD03_104,icon_item_weapon_misc4,,,,,"[{""Item"": 10025, ""Quantity"": 1}, {""Item"": 102113, ""Quantity"": 1}, {""Item"": 645495, ""Quantity"": 27}, {""Item"": 645498, ""Quantity"": 15}]",,[10025],,103104,Recipe - 福爾蒂斯,0,TTTT,23
10027,R_SWD04_101,icon_item_weapon_misc5,,,,,"[{""Item"": 10027, ""Quantity"": 1}, {""Item"": 103101, ""Quantity"": 1}, {""Item"": 102109, ""Quantity"": 1}, {""Item"": 103103, ""Quantity"": 1}, {""Item"": 645501, ""Quantity"": 12}]",,[10027],,104101,Recipe - 邊特拉斯劍,0,TTTT,23
10028,R_SWD04_102,icon_item_weapon_misc5,,,,,"[{""Item"": 10028, ""Quantity"": 1}, {""Item"": 645502, ""Quantity"": 5}, {""Item"": 645231, ""Quantity"": 1}, {""Item"": 645393, ""Quantity"": 1}, {""Item"": 645421, ""Quantity"": 1}]",,[10028],,104102,Recipe - 伊利智亞神劍,0,TTTT,23
10029,R_SWD02_115,icon_item_weapon_misc3,[642155],,,,"[{""Item"": 10029, ""Quantity"": 1}, {""Item"": 649025, ""Quantity"": 3}]",,[10029],,102115,Recipe - 阿拉斯的偃月刀,0,TTTT,23
10041,R_SWD02_116,icon_item_weapon_misc3,,,,,"[{""Item"": 10041, ""Quantity"": 1}, {""Item"": 645129, ""Quantity"": 12}]",,[10041],,102116,Recipe - 史密斯劍,0,TTTT,23
10042,R_SWD02_117,icon_item_weapon_misc3,,,,,"[{""Item"": 10042, ""Quantity"": 1}, {""Item"": 645134, ""Quantity"": 14}]",,[10042],,102117,Recipe - 葛拉比斯劍,0,TTTT,23
10055,R_SWD01_130,icon_item_weapon_misc1,,,,,"[{""Item"": 10055, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 12}, {""Item"": 645213, ""Quantity"": 6}]",,[10055],,101130,Recipe - 小柄,0,TTTT,23
10056,R_SWD01_131,icon_item_weapon_misc1,,,,,"[{""Item"": 10056, ""Quantity"": 1}, {""Item"": 645548, ""Quantity"": 5}]",,[10056],,101131,Recipe - 闊刃彎刀,0,TTTT,23
10057,R_SWD01_132,icon_item_weapon_misc1,,,,,"[{""Item"": 10057, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 4}, {""Item"": 645213, ""Quantity"": 4}]",,[10057],,101132,Recipe - 賽伊夫劍,0,TTTT,23
10058,R_SWD01_133,icon_item_weapon_misc1,,,,,"[{""Item"": 10058, ""Quantity"": 1}, {""Item"": 101132, ""Quantity"": 1}, {""Item"": 101132, ""Quantity"": 1}]",,[10058],,101133,Recipe - 克里希馬德禮劍,0,TTTT,23
10059,R_SWD01_134,icon_item_weapon_misc1,,,,,"[{""Item"": 10059, ""Quantity"": 1}, {""Item"": 645614, ""Quantity"": 9}, {""Item"": 645208, ""Quantity"": 2}]",,[10059],,101134,Recipe - 菲蘭奇劍,0,TTTT,23
10060,R_SWD01_135,icon_item_weapon_misc1,,,,,"[{""Item"": 10060, ""Quantity"": 1}, {""Item"": 645559, ""Quantity"": 6}]",,[10060],,101135,Recipe - 射擊卡特短劍,0,TTTT,23
10061,R_SWD01_136,icon_item_weapon_misc1,,,,,"[{""Item"": 10061, ""Quantity"": 1}, {""Item"": 645580, ""Quantity"": 15}, {""Item"": 645391, ""Quantity"": 2}]",,[10061],,101136,Recipe - 黛米溫劍,0,TTTT,23
10067,R_SWD02_127,icon_item_weapon_misc3,,,,,"[{""Item"": 10067, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[10067],,102127,Recipe - 艾沙奇烏劍,0,TTTT,23
10068,R_SWD02_128,icon_item_weapon_misc3,,,,,"[{""Item"": 10068, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[10068],,102128,Recipe - 克雷格劍,0,TTTT,23
10069,R_SWD02_129,icon_item_weapon_misc3,,,,,"[{""Item"": 10069, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[10069],,102129,Recipe - 朝聖者劍,0,TTTT,23
10070,R_SWD02_130,icon_item_weapon_misc3,,,,,"[{""Item"": 10070, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[10070],,102130,Recipe - 伊斯托拉劍,0,TTTT,23
10071,R_SWD01_138,icon_item_weapon_misc1,,,,,"[{""Item"": 10071, ""Quantity"": 1}, {""Item"": 645657, ""Quantity"": 11}, {""Item"": 645654, ""Quantity"": 7}]",,[10071],,101138,Recipe - 柯培倫之劍,0,TTTT,23
10072,R_SWD01_139,icon_item_weapon_misc1,,,,,"[{""Item"": 10072, ""Quantity"": 1}, {""Item"": 645676, ""Quantity"": 15}, {""Item"": 645678, ""Quantity"": 5}]",,[10072],,101139,Recipe - 上級柯培倫之劍,0,TTTT,23
10073,R_SWD03_110,icon_item_weapon_misc4,,,,,"[{""Item"": 10073, ""Quantity"": 1}, {""Item"": 645698, ""Quantity"": 2}, {""Item"": 645613, ""Quantity"": 45}, {""Item"": 645213, ""Quantity"": 78}]",,[10073],,103110,Recipe - 鯊魚刀,0,TTTT,23
10083,R_SWD03_111,icon_item_weapon_misc4,,"[642911, 642919]",,,"[{""Item"": 10083, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 76}, {""Item"": 645373, ""Quantity"": 42}]",,[10083],,103111,Recipe - 賽伊摩斯劍,0,TTTT,23
