$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
10028,Aos_Hero_Arc,5,怪物,64,49,6,icon_item_nothing,1,,,傭兵將校,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10029,Aos_Hero_War,5,怪物,64,49,6,icon_item_nothing,1,,,傭兵隊長,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10030,War_Shield,5,怪物,64,49,6,icon_item_nothing,1,,,盾牌傭兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10031,Aos_Soldier_Cart,5,怪物,64,49,6,icon_item_nothing,1,,,傭兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10032,Silvertransporter_m,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1711, ""Population"": 4, ""TimeRespawn"": 60.0}]",戰鬥兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10033,Silvertransporter_m_Quest,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 981, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1081, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 1251, ""Population"": 4, ""TimeRespawn"": 60.0}, {""Map"": 1641, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1651, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1661, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1681, ""Population"": 22, ""TimeRespawn"": 60.0}, {""Map"": 3260, ""Population"": 1, ""TimeRespawn"": 60.0}]",戰鬥兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,80,80,2,1,105,2,26,2,2,0
10034,Silvertransporter_m_DESERTER,5,怪物,64,49,6,icon_item_nothing,1,,,逃兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10035,Silvertransporter_m_Quest_2,5,怪物,64,49,6,icon_item_nothing,1,,,癲狂症戰鬥兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10036,Tied_soldier,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}]",被捆綁的戰鬥員,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10037,Silvertransporter_m_Quest_3,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1151, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1180, ""Population"": 1, ""TimeRespawn"": 60.0}]",戰鬥兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,300,300,2,1,105,2,26,2,2,0
10040,PhantomKnight,5,怪物,64,49,6,icon_item_nothing,1,,,幽靈盔甲,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10041,PhantomKnight_S,5,怪物,64,49,6,icon_item_nothing,1,,,幽靈盔甲,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10042,PhantomKnight_Elite,5,怪物,64,49,6,icon_item_nothing,1,,,巨大幽靈盔甲,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10043,Stone01,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1041, ""Population"": 9, ""TimeRespawn"": 60.0}, {""Map"": 1271, ""Population"": 31, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1741, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 2541, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 2581, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 3540, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3580, ""Population"": 4, ""TimeRespawn"": 15.0}, {""Map"": 3960, ""Population"": 10, ""TimeRespawn"": 30.0}]",石頭,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10044,Stone02,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}]",石頭,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10045,Stone03,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1261, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1441, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1544, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3270, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 3420, ""Population"": 1, ""TimeRespawn"": 60.0}]",石頭,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10046,Silvertransporter_m_dir,5,怪物,64,49,6,icon_item_nothing,1,,,戰鬥兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10094,MeteorStrike,5,怪物,64,49,6,icon_item_nothing,1,,,MeteorStrike,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10096,Blizzard,5,怪物,64,49,6,icon_item_nothing,1,,,Blizzard,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10097,LivingFlame,5,怪物,64,49,6,icon_item_nothing,1,,,LivingFlame,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10099,HiddenFlameSeed,5,怪物,64,49,6,icon_item_nothing,1,,,HiddenFlameSeed,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10120,GhostGirl,5,怪物,64,49,6,icon_item_nothing,1,,,信徒幽靈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10121,GhostGirl_Add,5,怪物,64,49,6,icon_item_nothing,1,,,信徒幽靈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10130,GhostBoy,5,怪物,64,49,6,icon_item_nothing,1,,,幽靈少年,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10131,GhostBoy_S,5,怪物,64,49,6,icon_item_nothing,1,,,信徒幽靈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10140,GhostOldWoman,5,怪物,64,49,6,icon_item_nothing,1,,,幽靈大嬸,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10150,Ghostman,5,怪物,64,49,6,icon_item_nothing,1,,,幽靈小姐,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10151,Ghostman_L,5,怪物,64,49,6,icon_item_nothing,1,,,信徒幽靈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10152,Ghostman_Big,5,怪物,64,49,6,icon_item_nothing,1,,,信徒幽靈首領,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10153,Ghostman_Copy,5,怪物,64,49,6,icon_item_nothing,1,,,信徒幽靈(分身),,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10160,Kiyak,5,怪物,64,49,6,icon_item_nothing,1,,,尖角三眼怪,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10170,Kyokyo,5,怪物,64,49,6,icon_item_nothing,1,,,羽翼三眼怪,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10210,Believeroldman,5,怪物,64,49,6,icon_item_nothing,1,,,信徒,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10230,zombiehoplite,5,怪物,64,49,6,icon_item_nothing,1,,,殭屍重步兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10250,Monsterbook,5,怪物,64,49,6,icon_item_nothing,1,,,魔法書,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10260,Pumpkin,5,怪物,64,49,6,icon_item_nothing,1,,,半生不熟的南瓜,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10261,Pumpkin2,5,怪物,64,49,6,icon_item_nothing,1,,,死得好的洋蔥,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10262,Pumpkin3,5,怪物,64,49,6,icon_item_nothing,1,,,血多的洋蔥,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10263,Pumpkin_MagicTarget,5,怪物,64,49,6,icon_item_nothing,1,,,南瓜靶子,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10280,Palisade,5,怪物,0,0,6,icon_item_nothing,1,,,柵欄,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10281,TR_Defense_Symbol,5,怪物,64,49,6,icon_item_nothing,1,,,防守守護物,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11019,shader_test,5,怪物,64,49,6,icon_item_nothing,1,,,Shader 測試,,2,0,32,21,32,21,1,1,0,2,5,1,1,80,80,2,1,105,2,26,2,2,0
11020,Goblin_Elite,5,怪物,64,49,6,icon_item_nothing,1,,,巴巴烏吉斯,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11050,Zombie_Bolt,5,怪物,64,49,6,icon_item_nothing,1,,,羅紗殭屍,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11060,Zombie_Berserker,5,怪物,64,49,6,icon_item_nothing,1,,,殭屍狂劍士,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11061,Zombie_Berserker_Quest,5,怪物,64,49,6,icon_item_nothing,1,,,殭屍狂劍士,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11070,Zombie_Bomber,5,怪物,64,49,6,icon_item_nothing,1,,,蠟燭殭屍,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11080,Zombie_archer,5,此為pc召喚的怪物，已從冒險日誌說明中移除,64,49,6,icon_item_nothing,1,,,殭屍弓箭手,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11085,Zombie_Overwatcher,3,怪物,0,0,0,icon_item_nothing,1,,,輪椅殭屍,4,2,1,2,2,5,5,0,1,0,3,3,1,1,85,92,1,0,5105,1,26,2,2,0
11090,HighBube_Archer,3,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,1827,1147,4,mon_highbube_archer,113,,"[{""Map"": 1141, ""Population"": 30, ""TimeRespawn"": 0.0}]",高階布貝弓箭手,0,5,1,888,296,1676,558,146,90,0,47,292,113,101,802,1203,70,113,9623,23,1049,23,70,0
11091,HighBube_Archer_test,1,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,0,0,7,icon_item_nothing,1,,,高階布貝弓箭手,0,2,0,24,16,45,30,1,0,0,2,7,1,0,54,43,3,1,94,1,13,1,3,0
11092,HighBube_Archer_ghost,1,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,0,0,7,icon_item_nothing,1,,,幽靈布貝弓箭手,0,2,0,24,16,45,30,1,0,0,2,7,1,0,54,43,3,1,94,1,13,1,3,0
11110,New_desmodus,3,有一種說法是魔族利用他們當作傳令兵。,257,225,0,mon_new_desmodus,41,,"[{""Map"": 2085, ""Population"": 35, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 40, ""TimeRespawn"": 15.0}]",吸血蝙蝠,1,5,0,257,210,149,122,41,28,0,13,59,28,65,199,107,9,41,785,32,619,27,9,0
11119,Treasure_Goblin,3,他們雖然是布貝，但卻過著和原種族沒有關係的生活。,2954,1581,6,mon_goblin_spear_yellow,164,,"[{""Map"": 3480, ""Population"": 0, ""TimeRespawn"": 0.0}]",珍寶布貝,0,2,0,1138,758,2151,1434,213,131,0,67,448,164,147,1108,1663,101,164,19569,33,1521,33,101,0
11120,Goblin_Spear,3,常被人類目擊的布貝。,105,109,1,mon_goblin_spear,13,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1041, ""Population"": 23, ""TimeRespawn"": 0.0}]",布貝掠奪者,0,5,1,52,28,110,59,16,10,0,7,33,13,11,61,92,10,13,344,3,119,3,10,0
11123,Goblin_Spear_red,3,常被人類目擊的布貝。,3116,1773,2,mon_goblin_spear_red,150,,,赤紅布貝掠奪者,0,5,1,1089,586,2049,1103,195,120,0,62,403,150,135,1134,1702,93,150,17315,31,1401,31,93,0
11124,Goblin_Spear_blue,3,常被人類目擊的布貝。,158,163,4,mon_goblin_spear_blue,23,,"[{""Map"": 3920, ""Population"": 100, ""TimeRespawn"": 0.0}]",藍色布貝掠奪者,0,5,1,67,36,147,79,29,18,0,11,56,23,20,74,112,16,23,552,5,212,5,16,0
11125,Goblin_Miners,3,常看見他們採集的模樣所以被灌上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 ,118,124,1,mon_goblin_miners,16,,"[{""Map"": 1051, ""Population"": 44, ""TimeRespawn"": 0.0}]",布貝礦夫,0,5,1,57,31,121,65,20,12,0,8,40,16,14,65,97,12,16,405,4,152,4,12,0
11126,Goblin_Miners_Red,3,常看見他們採集的模樣所以被冠上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 根據一種傳言，巨大布貝礦夫是因為犯罪而服勞役。據說若攝取因神樹之日而產生變異的草就會變成紅色。,80,62,2,mon_goblin_miners_red,1,,,赤紅布貝礦夫,0,2,1,36,29,65,53,1,0,0,2,7,1,0,55,82,3,1,118,1,13,1,3,0
11127,Goblin_Miners_Blue,3,常看見他們採集的模樣所以被灌上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 ,139,146,4,mon_goblin_miners_blue,20,,"[{""Map"": 3910, ""Population"": 60, ""TimeRespawn"": 0.0}]",藍色布貝礦夫,0,5,1,59,39,128,85,26,16,0,10,51,20,18,71,107,15,20,489,5,192,5,15,0
11128,Goblin_Miners_Big,3,常看見他們採集的模樣所以被冠上這樣的名字，但是因為布貝集團的體制不為世人所知，所以大家也不知道他們的角色究竟為何。 根據一種傳言，巨大布貝礦夫是因為犯罪而服勞役。,64,49,6,mon_goblin_miners,1,,,巨大布貝礦夫,0,2,0,34,23,62,41,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
11160,Goblin_Archer,3,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,145,151,1,mon_goblin_archer,21,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1061, ""Population"": 25, ""TimeRespawn"": 0.0}]",布貝弓箭手,0,5,1,60,40,129,86,27,16,0,10,52,21,18,72,108,15,21,510,5,199,5,15,0
11162,Goblin_Archer_red,3,布貝弓箭手可以見到鬥士武器特別化的模樣，因此有人主張布貝的職群是很明確的。,3116,1773,2,mon_goblin_archer_red,150,,,赤紅布貝弓箭手,0,5,1,1173,502,2206,945,195,120,0,62,403,150,135,1134,1702,93,150,17315,31,1401,31,93,0
11260,EyesOfRagas,5,怪物,64,49,6,icon_item_nothing,1,,,眼睛,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11270,EyesOfSiknos,5,怪物,64,49,6,icon_item_nothing,1,,,眼珠,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11280,Prison_Guard,5,怪物,64,49,6,icon_item_nothing,1,,,監獄禁卒,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11281,mon_paladin_follower1_1,5,怪物,80,62,6,icon_item_nothing,1,,"[{""Map"": 2083, ""Population"": 1, ""TimeRespawn"": 60.0}]",聖殿十字軍追隨者A1,,2,1,37,24,37,24,1,1,0,2,5,1,1,80,80,2,1,131,2,26,2,2,0
11284,mon_intermediate_officer_men2,5,怪物,80,62,6,icon_item_nothing,1,,,騎士 阿拉斯,,2,1,37,24,37,24,1,1,0,2,5,1,1,80,80,2,1,131,2,26,2,2,0
11310,Mirtis,5,這位是魔君主米爾堤斯為進行偵查派出的部下。 另外也有派分身從旁監視。,64,49,6,icon_item_nothing,1,,,米爾堤斯之眼,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11311,Mirtis_Elite,5,這位是魔君主米爾堤斯為進行偵查派出的部下。 另外也有派分身從旁監視。,64,49,6,icon_item_nothing,1,,,巨大米爾堤斯之眼,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12000,Landmine,5,怪物,0,0,6,icon_item_nothing,1,,,爆發地雷,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12001,Poisonmine,5,怪物,0,0,6,icon_item_nothing,1,,,猛毒地雷,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12002,Claymore,5,怪物,0,0,6,icon_item_nothing,1,,,對人地雷,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12015,Infernalmine,5,怪物,0,0,6,icon_item_nothing,1,,,煉獄地雷,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12051,Warrior_M,5,怪物,64,49,6,icon_item_nothing,1,,,村莊居民,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12061,Statue_angel,5,怪物,94,99,6,icon_item_nothing,16,,,小天使像,,2,0,64,43,64,43,16,16,0,8,32,16,16,24,24,8,16,424,8,204,8,8,0
12062,Hall_stone,5,怪物,98,103,6,icon_item_nothing,17,,,大廳石像,,2,0,66,44,66,44,17,17,0,8,33,17,17,24,24,8,17,445,8,211,8,8,0
12063,Priest,5,怪物,64,49,6,icon_item_nothing,1,,,祭司,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12082,hidden_monster,5,怪物,0,0,6,icon_item_nothing,1,,"[{""Map"": 528, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 529, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 530, ""Population"": 2, ""TimeRespawn"": 60.0}]",透明物件,,2,5,32,21,32,21,1,1,0,2,5,1,1,5,5,2,1,131,2,26,2,2,0
12083,hidden_monster2,5,怪物,0,0,2,icon_item_nothing,1,,,火球,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12084,hidden_monster3,5,怪物,0,0,6,icon_item_nothing,1,,,人質炸彈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12085,hidden_monster4,5,怪物,0,0,6,icon_item_nothing,1,,,透明物件,,2,5,32,21,32,21,1,1,0,2,5,1,1,5,5,2,1,131,2,26,2,2,0
12086,hidden_monster5,5,怪物,0,0,6,icon_item_nothing,1,,,重力球體,,2,5,32,21,32,21,1,1,0,2,5,1,1,5,5,2,1,131,2,26,2,2,0
15000,Ghost_Soldier,5,怪物,64,49,6,icon_item_nothing,1,,"[{""Map"": 1551, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 530, ""Population"": 2, ""TimeRespawn"": 60.0}]",幽靈士兵,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
20000,MonsterSpawner,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
20001,GroupSpawner1,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
20002,GroupSpawner2,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
20003,GroupSpawner3,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
20004,GroupSpawner4,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
20005,GroupSpawner5,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
40056,Skrik,5,怪物,64,49,6,icon_item_nothing,1,,,水晶,,3,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
40063,Anvil,3,,0,0,6,,1,,,鐵砧,3,3,0,36,36,36,36,1,1,0,1,3,1,1,50,50,1,0,3,1,13,1,1,0
40067,HitMe,3,,0,0,6,,1,,,Hit Me,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
40142,mandragora,1,,0,0,6,,1,,,曼德拉高拉,5,3,0,25,25,29,29,1,1,0,3,3,2,1,69,37,1,0,105,1,13,1,3,0
40200,MCy_Turret,3,,0,0,6,,1,,,砲台,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
40201,MCy_Guard_fence,3,,0,0,6,,1,,,蝶林,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
40202,MCy_Soldier,3,,0,0,6,,1,,,警備兵,0,6,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
40203,MCy_Golem,3,,0,0,6,,1,,,青苔泥人,0,3,0,28,28,52,52,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
40204,MCy_Zombieboss,3,,0,0,6,,1,,,機角卡洛斯,0,3,3,36,36,65,65,1,1,0,2,7,1,1,63,95,3,1,177,1,13,1,3,0
