$ID,$ID_NAME,Bonus2,Bonus3,Bonus4,Bonus5,Bonus6,Bonus7,Link_Items,Name
15,set_015,體力屬性 {img green_up_arrow 16 16}5增加,耐力 {img green_up_arrow 16 16}10增加,遭受地屬性攻擊時{nl}10秒內進行基本攻擊時{nl}每1次疊加地屬性攻擊{nl}可追加之大地的憤怒BUFF{nl}(最多可疊加30次),,,,"[502156, 512156, 522156, 532156]",大地的板金防具套裝
16,set_016,黑暗屬性扺抗力 {img green_up_arrow 16 16}10 增加,精神 {img green_up_arrow 16 16}6增加,遭受惡魔型對象攻擊時有 1% 的機率5秒內SP恢復 200,,,,"[502157, 512157, 522157, 532157]",勒肯家門的布防具套裝
17,set_017,黑暗屬性扺抗力 {img green_up_arrow 16 16}10 增加,精神 {img green_up_arrow 16 16}6增加,遭受惡魔型對象攻擊時有 1% 的機率5秒內SP恢復 200,,,,"[502158, 512158, 522158, 532158]",勒肯家門的皮革防具套裝
18,set_018,黑暗屬性扺抗力 {img green_up_arrow 16 16}10 增加,精神 {img green_up_arrow 16 16}6增加,遭受惡魔型對象攻擊時有 1% 的機率5秒內SP恢復 200,,,,"[502159, 512159, 522159, 532159]",勒肯家門的板金防具套裝
20,set_020,敏捷 {img green_up_arrow 16 16}6 增加,,,,,,"[522187, 532187]",維尼亞猴子套裝
21,set_021,魔法防禦力 {img green_up_arrow 16 16}5 增加,魔法防禦力 {img green_up_arrow 16 16}10 增加,智力 {img green_up_arrow 16 16}15 增加,,,,"[502188, 512188, 522188, 532188]",艾爾高斯套裝
22,set_022,物理防禦力 {img green_up_arrow 16 16}5 增加,物理防禦力 {img green_up_arrow 16 16}10 增加,迴避 {img green_up_arrow 16 16}15 增加,,,,"[502189, 512189, 522189, 532189]",伊布雷那裝
23,set_023,黑暗屬性扺抗力 {img green_up_arrow 16 16}10 增加,黑暗屬性扺抗力 {img green_up_arrow 16 16}20 增加,HP {img green_up_arrow 16 16}1020 增加,,,,"[502190, 512190, 522190, 532190]",克里那斯套裝
24,set_024,"基本攻擊時，8秒內鑽研-加熱疊加{nl}鑽研-加20疊加時，10秒內{nl}光、黑暗屬性追加傷害{nl}依照自身魔法防禦力的{img green_up_arrow 16 16}8%增加{nl}(各屬性別最大增加3,000)",,,,,,"[603103, 603104]",波拉波雷套裝
25,set_025,冰屬性追加傷害 {img green_up_arrow 16 16}12增加,冰屬性追加傷害 {img green_up_arrow 16 16}26增加,刺擊類防禦力增加{img green_up_arrow 16 16}25,,,,"[503114, 513114, 523114, 533114]",比勒圖佛套裝
26,set_026,冰屬性追加傷害 {img green_up_arrow 16 16}12增加,冰屬性追加傷害 {img green_up_arrow 16 16}26增加,打擊類防禦力增加{img green_up_arrow 16 16}25,,,,"[503115, 513115, 523115, 533115]",比勒圖佛皮革套裝
27,set_027,冰屬性追加傷害 {img green_up_arrow 16 16}12增加,冰屬性追加傷害 {img green_up_arrow 16 16}26增加,砍擊類防禦力增加{img green_up_arrow 16 16}25,,,,"[503116, 513116, 523116, 533116]",比勒圖佛鋼鐵套裝
28,set_028,SP 恢復增加{img green_up_arrow 16 16}100,地屬性追加傷害 {img green_up_arrow 16 16}42增加,智力增加{img green_up_arrow 16 16}25,,,,"[504106, 514106, 524106, 534106]",羅洛班索套裝
29,set_029,暴擊率增加{img green_up_arrow 16 16}46,地屬性追加傷害 {img green_up_arrow 16 16}42增加,敏捷增加{img green_up_arrow 16 16}25,,,,"[504107, 514107, 524107, 534107]",羅洛班索皮革套裝
30,set_030,HP 恢復 {img green_up_arrow 16 16}190 增加,地屬性追加傷害 {img green_up_arrow 16 16}42增加,力量增加{img green_up_arrow 16 16}25,,,,"[504108, 514108, 524108, 534108]",羅洛班索鋼鐵套裝
31,set_031,,魔法防禦力 {img green_up_arrow 16 16}10 增加,,,,,"[582119, 602116, 602116]",波隆諾套裝
32,set_032,,魔法防禦力 {img green_up_arrow 16 16}14 增加,,,,,"[582120, 602117, 602117]",亞勒特套裝
33,set_033,,魔法防禦力 {img green_up_arrow 16 16}18 增加,,,,,"[582121, 602118, 602118]",亞洛套裝
34,set_034,,魔法防禦力 {img green_up_arrow 16 16}22 增加,,,,,"[582122, 602119, 602119]",普拉提那套裝
35,set_035,HP 恢復力 {img green_up_arrow 16 16}240增加,所有屬性 {img green_up_arrow 16 16}6增加,基本攻擊時寒冰屬性攻擊{img green_up_arrow 16 16}110 追加{nl}力量、精神屬性 {img green_up_arrow 16 16}12 增加,,,,"[502208, 512208, 522208, 532208]",瑪那哈斯組合
36,set_036,,所有屬性 {img green_up_arrow 16 16}25增加,最大 SP {img green_up_arrow 16 16}1437 增加,,地屬性追加傷害 {img green_up_arrow 16 16}162,魔法攻擊力增加{img green_up_arrow 16 16}571{nl}魔法暴擊攻擊力增加{img green_up_arrow 16 16}69,"[534109, 524109, 514109, 504109, 584106, 604104, 604104]",索爾米奇布組合
37,set_037,,所有屬性 {img green_up_arrow 16 16}25增加,物理暴擊攻擊力增加 {img green_up_arrow 16 16}225 {nl}命中增加 {img green_up_arrow 16 16}100,,迴避增加 {img green_up_arrow 16 16}48 {nl}暴擊率增加 {img green_up_arrow 16 16}72 ,物理攻擊力 {img green_up_arrow 16 16}818增加,"[534110, 524110, 514110, 504110, 584107, 604105, 604105]",索爾米奇皮革組合
38,set_038,,所有屬性 {img green_up_arrow 16 16}25增加,最大 HP {img green_up_arrow 16 16}3942 增加,,物理防禦力增加 {img green_up_arrow 16 16}201{nl} 被惡魔型對象攻擊時{nl}會以5%機率在5秒內{nl} 我方最大體力的{nl} 2%體力恢復{nl}(冷卻時間10秒),魔法防禦力增加 {img green_up_arrow 16 16}247 {nl}物理攻擊力增加 {img green_up_arrow 16 16}571,"[534111, 524111, 514111, 504111, 584108, 604106, 604106]",索爾米奇板金組合
39,set_039,暴擊率 {img green_up_arrow 16 16}30 增加,物理攻擊力增加 {img green_up_arrow 16 16}120 {nl} 廣域攻擊比率增加 {img green_up_arrow 16 16}1 {nl} 5次攻擊時1000 ~ 3000的追加傷害效果,,,,,"[584109, 604107, 604107]",波勒派絲組合
40,set_040,魔法暴擊攻擊力增加{img green_up_arrow 16 16}60,魔法攻擊力增加 {img green_up_arrow 16 16}120 {nl} 廣域攻擊比率增加 {img green_up_arrow 16 16}1 {nl} 5次攻擊時1000 ~ 3000的追加傷害效果,,,,,"[584110, 604108, 604108]",培里歐組合
41,set_041,,,,,,,[11119],公會戰第1名組合
42,set_042,,,,,,,[11120],公會戰第2名組合
43,set_043,,,,,,,[11121],公會戰第3名組合
44,set_044,物理防禦力增加 {img green_up_arrow 16 16}50 {nl}魔法防禦力增加 {img green_up_arrow 16 16}50 ,大型對象攻擊力增加 {img green_up_arrow 16 16}200 {nl}廣域攻擊比率增加{img green_up_arrow 16 16}1,,,,,"[580010, 600014, 600015]",白色情人節套裝
45,set_045,體力增加 {img green_up_arrow 16 16}25 ,屬性攻擊力增加至屬性扺抗力水準 {nl}- 套用屬性: 火、冰、電氣、毒、黑暗、神聖、地、念{nl}- 每個屬性最多轉換至300為止,,,,,"[584112, 604110, 604110]",卡伊特姆歐組合
46,set_046,廣域攻擊比率增加 {img green_up_arrow 16 16}1{nl} 物理暴擊攻擊力增加 {img green_up_arrow 16 16}231,以一定機率給最周圍10名的敵人2000 ~ 3000的追加傷害。{nl}- 根據周圍敵人的數量機率增加。{nl} - 最大增加到20%,,,,,"[584114, 604112, 604112]",普利耶努組合
47,set_047,HP增加 {img green_up_arrow 16 16}1023 {nl}敏捷增加 {img green_up_arrow 16 16}10,每被襲擊1次時，物理、魔法防禦力各上升10。當Stack達到50時，物理、魔法防禦力額外增加500後維持10秒。,,,,,"[584113, 604111, 604111]",帕希烏泰斯組合
48,set_048,魔法攻擊力增加 {img green_up_arrow 16 16}120,每攻擊1次時，魔法攻擊力增加2。最大可疊加50次，疊加50次時，魔法攻擊力額外增加250。,,,,,"[584111, 604109, 604109]",利嫰奇希特組合
52,set_052,物理攻擊力增加 {img green_up_arrow 16 16}60 {nl}魔法攻擊力增加{img green_up_arrow 16 16}60 ,移動速度增加 {img green_up_arrow 16 16}2 ,,,,,"[580013, 580014, 600027, 600027, 600026, 600026]",2018年白色情人節套裝
53,set_053,'貝爾庫波巢穴'受到的傷害減少10%,,,,,,"[19004, 633093]",貝爾庫波套裝組合
54,set_054,,,,,,,[11131],領地戰beta組合
55,set_055,,,,,,,[11132],領地戰beta組合
56,set_056,,強化: 手鐲、項鍊從強化 11以上開始，每強化1暴擊率增加 10{nl} {nl} 超越: 手鐲、項鍊每超越 1暴擊率增加 5{nl} {nl} (最大暴擊率增加至 350),,,,,"[584115, 604115, 604115]",納帕克利斯塔斯套裝
57,set_057,,判定為後方攻擊的情形，對400等級以下的敵人會無視敵人的格擋機率。,,,,,"[584116, 604116, 604116]",納梅特瑪斯套裝
58,set_058,,"裝備者的最大HP、物理防禦力、魔法防禦力50%移動給召喚獸。{nl} {nl}最大可移轉數值{nl}最大HP：30,000 {nl}防禦力：6,000",,,,,"[584117, 604117, 604117]",蘭高貝斯套裝
59,set_059,火、冰、電、毒、黑暗、神聖、地、念屬性抵抗力增加 {img green_up_arrow 16 16}150,"攻擊時，視屬性抵抗力增加神聖屬性額外傷害 {nl}- 套用屬性: 火、冰、電氣、毒、黑暗、神聖、地、念(最多: 增加1,500){nl} {nl}龍之氣息2階段效果{nl}神聖屬性攻擊力增加魔法防禦力的8%。(最多增加4,000)",,,,,"[585002, 605002, 605002]",天龍座卡伊特姆歐組合
60,set_060,廣域攻擊比率 {img green_up_arrow 16 16} 增加3{nl}暴擊攻擊力 {img green_up_arrow 16 16} 增加353,以20%機率對包含被攻擊中的敵人周圍10名目標造成5000 ~ 8000的傷害。{nl} {nl}龍之氣息2階段效果{nl}目標敵人越少，天龍座普利耶努傷害會分別提升10%。,,,,,"[585004, 605004, 605004]",天龍座普利耶努組合
61,set_061,暴擊發生 {img green_up_arrow 16 16}增加135{nl}暴擊攻擊力  {img green_up_arrow 16 16}增加657,強化: 提升暴擊發生 (5 * 飾品強化總和)。(最大套用到150){nl} {nl}龍的氣息2階段效果{nl}超越: 著裝時如有龍的氣息，物理暴擊攻擊力提升 (30 * 飾品超越數值總和)。,,,,,"[585003, 605003, 605003]",天龍座帕希烏泰斯
62,set_062,體力 {img green_up_arrow 16 16} 增加35{nl}施展時間減少 10%{nl}  魔法暴擊攻擊力 {img green_up_arrow 16 16}增加452,攻擊時以 5%機率於3秒內綑綁住敵人。{nl} {nl}龍的氣息2階段效果{nl}被綑綁的敵人之魔法防禦力減少 15%。{nl} 精英、BOSS級怪物只會套用防禦力減少。,,,,,"[585001, 605001, 605001]",天龍座利嫰奇希特套裝
63,set_063,,攻擊時有5%發動狂暴化。{nl} {nl}狂暴化{nl}5秒內暴擊率增加10%(最多提高200),,,,,"[584118, 604118, 604118]",深淵伊雷迪安套裝
64,set_064,,受擊時有3%機率發動賽必沙 - 保護。{nl} {nl} 賽必沙 - 保護 {nl}承受傷害減少{img green_down_arrow 16 16}10% {nl} 移動速度 {img green_up_arrow 16 16}5{nl}(持續10秒),,,,,"[584119, 604119, 604119]",賽必沙伊雷迪安套裝
67,set_067,'在白鴉長眠地'受到的傷害減少10%,,,,,,"[10017, 633216]",貝爾庫波套裝組合
68,set_068,,"強化: 每次強化，增加魔法暴擊攻擊力45(最大 2,100){nl} {nl}超越: 每次超越，增加魔法暴擊攻擊力30",,,,,"[585005, 605005, 605005]",卡勒那斯梅吉札套裝
69,set_069,,強化: 每次強化，增加治癒力8(最大400){nl} {nl}超越: 每次超越，增加治癒力16,,,,,"[585006, 605006, 605006]",卡那斯札伊斯堤套裝
70,set_070,,"強化: 每次強化，物理暴擊攻擊力增加增加45(最大 2,100){nl} {nl}超越: 每次超越，增加物理暴擊攻擊力30",,,,,"[585007, 605007, 605007]",卡那斯皮吉尼斯套裝
71,set_071,,"套裝飾品超越合計為30時，{nl}中型對象攻擊力增加{nl} - 套裝強化合計每數值1增加40{nl}(最多增加 2,000)",,,,,"[585008, 605008, 605008]",皮克堤斯套裝
72,set_072,,按照自己的廣域防禦比率 '解放: 忍耐'增加持續時間{nl} - 增加廣域防禦比率 * 0.4 秒{nl}(最多增加6秒){nl} {nl}套裝飾品超越合計為30時，{nl}施展解放：忍耐後，賦予Buff給300範圍內的組隊成員。{nl} - Buff對象受到的傷害減少 50%{nl} - 持續時間為輪法杖的解放：忍耐持續時間的(套裝強化合計)%(最多63%),,,,,"[585009, 605009, 605009]",肯特里貝套裝
73,set_073,,使用群體治療時，賦予12秒Buff給除了自己以外的我軍{nl} - Buff對象給予的傷害增加 10%{nl} - 額外增加輪法杖的魔法暴擊攻擊力 0.3%{nl}(額外增加量最多20%，共30%){nl} {nl}套裝飾品超越合計為30時，{nl} 使用群體治療後，10秒內{nl}治癒力增加(套裝強化合計 / 2)%，移動速度3秒內增加10{nl}(治癒力增加量最多32%),,,,,"[585010, 605010, 605010]",朱歐達套裝
74,set_074,'魔蝶交戰地'從莫靈波尼亞獲得的傷害減少 10%,"'魔蝶交戰地'物理防禦力、魔法防禦力增加 1,000",,,,,"[633253, 10028, 637034]",皮勒瑪斯坦達伊秋套裝組合
75,set_075,'魔蝶交戰地'給予莫靈波尼亞的傷害增加 10%,"'魔蝶交戰地'物理攻擊力增加 1,000",,,,,"[633264, 10031, 637037]",安特拉斯坦達伊秋套裝組合
76,set_076,'魔蝶交戰地'從坦達伊秋獲得的傷害減少 10%,'魔蝶交戰地'治癒力增加 10%,,,,,"[633254, 10029, 637035]",皮勒瑪斯莫靈波尼亞套裝組合
77,set_077,'魔蝶交戰地'給予坦達伊秋的傷害增加 10%,"'魔蝶交戰地'魔法攻擊力增加 1,000",,,,,"[633265, 10032, 637038]",安特拉斯莫靈波尼亞套裝組合
78,set_078,,最大HP + 2000{nl}  最大SP + 500{nl}  移動速度 + 2,,,,,"[584123, 604123, 604123]",伊斯菲奇瑪斯套裝
79,set_079,,套裝飾品超越合計為30時，{nl}暴擊發生增加{nl} - 套裝強化合計每數值1增加8{nl}(最多增加 415),,,,,"[585011, 605011, 605011]",特里烏卡斯套裝
80,set_080,,套裝飾品超越合計為30時，{nl} - '騎乘'狀態時增加召喚獸給予的傷害。{nl} - '秘術：自我'狀態時增加召喚獸給予的傷害。{nl} {nl} 套裝強化合計每數值1增加 5%{nl}(最多增加 250%){nl} {nl} - 召喚獸受到的傷害，強化合計每數值1減少 0.6%{nl}(最多減少 30%),,,,,"[585012, 605012, 605012]",伊斯卡里堤套裝
81,set_081,,攻擊時有5%發動狂暴化。{nl} {nl}狂暴化{nl}5秒內暴擊率增加10%(最多提高200),,,,,"[584118, 604118, 604118]",[活動]深淵伊雷迪安套裝
82,set_082,,受擊時有3%機率發動賽必沙 - 保護。{nl} {nl} 賽必沙 - 保護 {nl}承受傷害減少{img green_down_arrow 16 16}10% {nl} 移動速度 {img green_up_arrow 16 16}5{nl}(持續10秒),,,,,"[584119, 604119, 604119]",[活動]賽必沙伊雷迪安套裝
