$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
11130,ABAND01_130,,,,,為紀念2週年而製作的臂環。,-1,2,icon_item_armband_steam2nd,1,,,,,,,,,5,2週年臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,,,,發送給領地戰beta參加者的臂環。,-1,2,icon_item_armband_01,40,,,,,,,,54,5,Territory Wars Tester Armband (30days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,2592000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",24,11,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,,,,發送給領地戰beta參加者的臂環。,-1,2,icon_item_armband_01,40,,,,,,,,55,5,Territory Wars Tester Armband  (90days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,7776000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",24,11,4,False,False,10.0
11133,ABAND01_131,,,,,為紀念「TOS因公會而存在」活動而製作的臂環。,-1,2,icon_item_armband_guild04,1,,,,,,,,,5,我愛公會臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11134,ABAND01_132,,,,,象徵足球隊長的臂環。,-1,2,icon_item_armband_captain_soccer,1,,,,,,,,,5,隊長臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11135,ABAND01_133,,,,,象徵足球應援的臂環。,-1,2,icon_item_armband_supporter_soccer,1,,,,,,,,,5,應援臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11136,ABAND01_134,,,,,贈送給星之塔活動參加者的臂環。,-1,2,icon_item_armband_stararrow,1,,,,,,,,,5,星之塔英雄臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11137,ABAND01_130_THA,,,,,為紀念1週年而製作的臂環。,-1,2,icon_item_armband_th1stanniversary,1,,,,,,,,,5,1週年臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11138,ABAND01_138,,,,,發送給佔領了領地的公會。{nl}此臂環是征服者的象徵。,-1,2,icon_item_armband_colony01,1,,,,,,,,,5,征服者的臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11139,ABAND01_139,,,,,發送給佔領了領地的公會。{nl}此臂環是征服者的象徵。,-1,2,icon_item_armband_colony01,1,,,,,,,,,5,征服者的臂環(1天),0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,86400.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11140,ABAND01_140,,,,,3周年臂環,-1,2,icon_item_armband_guilty,1,,,,,,,,,5,吉特涅追隨者臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11141,ABAND01_141,,,,,3周年臂環,-1,2,icon_item_armband_goddess,1,,,,,,,,,5,女神的救援者臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11142,ABAND01_142,,,,,第三次迎來植樹節的紀念臂環。,-1,2,icon_item_armband_chick01,1,,,,,,,,,5,咕咕小雞臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11143,ABAND01_143,,,,,給予新國家小樹們的臂環，上面畫有可愛波波小獅王的圖案。,-1,2,icon_item_armband_popolion,1,,,,,,,,,5,波波小獅王臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
11144,ABAND01_144,,,,,台版3週年紀念台灣黑熊臂章。,-1,2,item_icon_armband_blackbear,1,,,,,,,,,5,熊熊臂章,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",24,11,4,False,False,10.0
12111,HAIR_M_101,,,,,王國的名門繼承者第一次弄了這個髮型後，在上流社會有許多人跟著也弄了這個髮型，但是沒有外貌的襯托很難散發出完美的魅力。,-1,,hair_lancer_male,0,,,,,,,,,5,型男,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12112,HAIR_M_102,,,,,大約是千年祭時復原的髮型，許多人都模仿並流傳下來，但是因為製作和維持都很難，所以主要是貴族在使用。,-1,,hair_puppeteer_male,0,,,,,,,,,5,波浪捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12113,HAIR_M_103,,,,,短髮俏麗又適合，而剪短頭髮最大的好處就是剪下的頭髮可以變賣。,-1,2,hair_messy,0,,,,,,,,,5,短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12114,HAIR_M_104,,,,,對方會從你稍被掩蓋的臉上感覺到魅力的。,-1,2,hair_thaumaturge,0,,,,,,,,,5,不對稱短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12115,HAIR_M_105,,,,,含著隱隱金光的一束頭髮會讓你的背影發光。,-1,2,hair_dratail,0,,,,,,,,,5,飛機頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12116,HAIR_M_106,,,,,給人明朗輕快的感覺，讓著裝的人看起來更帥氣。,-1,2,hair_shaggy,0,,,,,,,,,5,蓬鬆短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12117,HAIR_M_107,,,,,不跟隨流行又不會失去魅力的髮型。,-1,2,hair_shot_asymmetric,0,,,,,,,,,5,西裝油頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12118,HAIR_M_108,,,,,據說此髮型是80年前多米飛爾國王統治時出現的。當時的貴族為了與得勢的聖職者與魔法師區別所設計，然而此後許多人爭相模仿，漸漸不在是專屬貴族的髮型。,-1,2,hair_babyperm,0,,,,,,,,,5,嬰兒捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12119,HAIR_M_109,,,,,聽說設計此髮型的人是勒肯家門先祖中的其中一人。,-1,2,hair_dandy,0,,,,,,,,,5,丹迪頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
