$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
300012,misc_collect_gimk_013,不透明的黑色寶石。使用在製作裝備上是有點小，但是大小剛好很適合收藏在箱子裡，圖鑑專用道具。,27_item_ore_obsidian,[642214],,,,,,,小黑曜石碎片,1,0.0,0.0,FFFT,15,1.0
300013,misc_collect_gimk_014,綠色的寶石，傳說可以從惡靈手中守護主人。使用在製作裝備上是有點小，但是大小剛好很適合收藏在箱子裡，圖鑑專用道具。,28_item_ore_peridot,[642214],,,,,,,小橄欖石碎片,1,0.0,0.0,FFFT,15,1.0
300014,misc_collect_gimk_015,褐色寶石。使用在製作裝備上是有點小，但是大小剛好很適合收藏在箱子裡，圖鑑專用道具。,29_item_ore_zircon,[642214],,,,,,,小鋯石 碎片,1,0.0,0.0,FFFT,15,1.0
300015,misc_collect_gimk_016,奶茶給的一般雜草，應該是用啃咬過了，可以看到到處都有牙印。圖鑑專用道具。,icon_item_grassbladeg,[642215],,,,,,,啃咬過的雜草,1,0.0,0.0,FFFT,15,1.0
300016,misc_collect_gimk_017,奶茶給的木槌，應該是有人使用過的，木槌上到處都有使用過的痕跡，到底是去哪裡拿來的呢?圖鑑專用道具。,icon_item_farm47_wood_hammer,[642215],,,,,,,某人的木槌,1,0.0,0.0,FFFT,15,1.0
300017,misc_collect_gimk_018,奶茶咬來的小魚，應該是到抓到的魚，還活蹦亂跳的，這會是奶茶釣到的嗎?圖鑑專用道具。,icon_item_fish4,[642215],,,,,,,新鮮的海鮮,1,0.0,0.0,FFFT,15,1.0
300018,misc_collect_gimk_019,奶茶給的生銹螺絲，螺絲上到處都有生銹的痕跡，想到奶茶一直咬著這個，真是擔心。圖鑑專用道具。,icon_item_bolt,[642215],,,,,,,生銹螺絲,1,0.0,0.0,FFFT,15,1.0
300019,misc_collect_gimk_020,奶茶給的還沒熟的蘋果，介於青蘋果和熟蘋果之間，還不到食用的時候。圖鑑專用道具。,icon_item_fruit_02green,[642215],,,,,,,還沒熟的蘋果,1,0.0,0.0,FFFT,15,1.0
300020,misc_collect_gimk_021,奶茶給的木頭碎片，不知道是不是因為切得很細，所以大小很適合奶茶咬來。圖鑑專用道具。,icon_item_woodpiece,[642215],,,,,,,切得很細的木頭碎片,1,0.0,0.0,FFFT,15,1.0
300021,misc_collect_gimk_022,奶茶咬來的菜刀，沒有磨過，到處都是用過的痕跡，得罵一下奶茶，讓他下次不要再咬這麼危險的東西回來。圖鑑專用道具。,icon_item_knife01,[642215],,,,,,,不鋒利的菜刀,1,0.0,0.0,FFFT,15,1.0
350000,misc_collect_qst_001,奎波爾魯吉萊給的次元探索卷軸，使用時可以找到魔族進攻的次元縫隙。圖鑑專用道具。,golemmagicitem1,[642210],,,,,,,次元探索卷軸,1,0.0,0.0,FFFT,15,1.0
350001,misc_collect_qst_002,淨化扭曲次元的碎片，散發著絢麗的光芒。圖鑑專用道具。,icon_item_gem_stone_int,[642210],,,,,,,次元精髓,1,0.0,0.0,FFFT,15,1.0
350002,misc_collect_qst_003,充滿魔族魔力的核心，奎波爾塔奴泰利用這個和次元精髓製作出守護的水晶守護道具。圖鑑專用道具。,icon_item_core_yellow,[642210],,,,,,,魔族的魔力源,1,0.0,0.0,FFFT,15,1.0
350003,misc_collect_qst_004,帶有藍色光芒的魔力源，被使用在補充普利西德崩壞裝置。圖鑑專用道具。,icon_item_gem_stone_int,[642210],,,,,,,巨大魔力源,1,0.0,0.0,FFFT,15,1.0
350004,misc_collect_qst_005,蓋洛貝斯寄居蟹掉落的發光的道具，鑲在中間的珠子閃爍著閃亮的藍光。圖鑑專用道具。,icon_item_misc04_42,[642212],,,,,,,蘊含藍色光芒的翅膀,1,0.0,0.0,FFFT,15,1.0
350005,misc_collect_qst_006,抵抗軍提供的補給火柴，具有多種用途。圖鑑專用道具。,icon_item_match,[642212],,,,,,,抵抗軍補給火柴,1,0.0,0.0,FFFT,15,1.0
350006,misc_collect_qst_007,插在魔族身上的箭，上頭殘留著雷歐納勒達斯和魔族熾烈戰鬥的痕跡。圖鑑專用道具。,item_icon_bodkinpoint_arrow,[642212],,,,,,,插在身上的箭,1,0.0,0.0,FFFT,15,1.0
350007,misc_collect_qst_008,向在湖水生長的怪物取得的葉子，剛才還有充滿水般濕漉漉的感覺。圖鑑專用道具。,icon_item_leaves_blue,[642212],,,,,,,蘊含湖水氣息的葉子,1,0.0,0.0,FFFT,15,1.0
350008,misc_collect_qst_009,雖然被砍掉下來了，但是因為吸收了湖水的水份，濕漉漉地散發著神秘的氣息。圖鑑專用道具。,icon_item_varnalesa,[642212],,,,,,,濕潤的根,1,0.0,0.0,FFFT,15,1.0
350009,misc_collect_qst_010,分給抵抗軍部隊員的補給水桶，因為長時間放在濕氣重的地方，所以有生銹的痕跡，看來應該不是雷歐納勒達斯的物品。圖鑑專用道具。,icon_item_waterbottle,[642212],,,,,,,抵抗軍補給水桶,1,0.0,0.0,FFFT,15,1.0
490048,Premium_indunReset_14d,使用時，副本地下城和委託所任務的入場次數會重置。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。,icon_item_indunfreeenter,,,,,,,,副本進場次數重置卷:14日,0,0.0,1209600.0,FFFF,8,0.0
490049,Premium_boostToken_14d,點擊右鍵時可以直接使用，可套用角色時間為一小時。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。,icon_item_boostertoken,,,,,,,,[活動]經驗之書(限時),0,0.0,1209600.0,FFFF,8,0.0
490052,Premium_boostToken_14d_test,點擊右鍵時可以直接使用，可套用角色時間為一小時。道具使用期限為1分鐘，獲得後開始計時，若超過使用期限將無法使用道具。,icon_item_boostertoken,,,,,,,,經驗之書(限1分鐘),0,0.0,60.0,FFFF,8,0.0
490061,Premium_awakeningStone14,可以讓道具覺醒，不會減少裝備的潛能。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。,icon_item_awakeningstone,,,,,,,,[活動]覺醒石(限時),0,0.0,1209600.0,FFFF,8,0.0
490074,Jemina_Present,裝有澤米娜項鍊的箱子。點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。 {nl} 該道具使用期限到 6月 30日為只之後一律刪除。,icon_item_jemina,,,,,,,,澤米娜項鍊箱子,0,0.0,0.0,TTFT,8,0.0
490075,Event_gem1,裝有4種寶石及研磨劑的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_luckybox_red,,,,,,,,紅色寶石箱,0,0.0,0.0,FFFF,8,0.0
490076,Event_gem2,裝有4種寶石及研磨劑的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_luckybox_blue,,,,,,,,藍色寶石箱,0,0.0,0.0,FFFF,8,0.0
490077,Event_gem3,裝有4種寶石及研磨劑的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_luckybox_orange,,,,,,,,橘色寶石箱,0,0.0,0.0,FFFF,8,0.0
490078,Event_gem4,裝有4種寶石及研磨劑的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_luckybox_green,,,,,,,,綠色寶石箱,0,0.0,0.0,FFFF,8,0.0
490079,Event_gem5,裝有4種寶石及研磨劑的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_luckybox_gold,,,,,,,,金色寶石箱,0,0.0,0.0,FFFF,8,0.0
490080,160609Event_Potion1,裝有凱伊托藥水的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,凱伊托藥水箱,0,0.0,0.0,FFFF,8,0.0
490081,160609Event_Potion2,裝有凱伊托藥水的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,凱伊托藥水箱,0,0.0,0.0,FFFF,8,0.0
490082,160609Event_Potion3,裝有凱伊托藥水的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,凱伊托藥水箱,0,0.0,0.0,FFFF,8,0.0
490083,160609Event_box1,裝有領主費蒙德爾手鐲的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_eventbox_lord,,,,,,,,領主費蒙德爾的箱子,0,0.0,0.0,TTFT,8,0.0
490084,160609Event_box2,裝有騎士團長烏斯卡手鐲的箱子，點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_eventbox_knight,,,,,,,,騎士團長烏斯卡的箱子,0,0.0,0.0,TTFT,8,0.0
490112,Premium_boostToken_10m,點擊右鍵時可以直接使用，可套用角色時間為1小時。若10分鐘內沒有用系統回收。,icon_item_boostertoken,,,,,,,,[活動]經驗之書(限10分鐘),0,0.0,600.0,FFFF,8,0.0
490124,Premium_boostToken_test1min,點擊滑鼠右鍵即可使用，會對角色套裝1分鐘效果。{nl} - 只有在角色連線時會消耗時間。{nl}[經驗之書效果]{nl} - 消滅怪物時獲得經驗值增加+30%{nl}(可和VIP效果疊加){nl}(不能套用經驗值卡片){nl} - 耐力恢復量增加2倍。,icon_item_boostertoken,,,,,,,,經驗之書(效果1分),0,0.0,0.0,FFFF,8,0.0
490129,Premium_indunReset_1h,使用時，副本地下城和委託所任務的入場次數會重置。獲得後，若1小時內沒有使用系統回收。,icon_item_indunfreeenter,,,,,,,,[活動]副本地下城入場次數重置卷[限時],0,0.0,6000.0,FFFF,8,0.0
490165,Ability_Point_Stone,"使用時特性點數增加1,000，點擊滑鼠右鍵即可使用。",icon_item_abilitypoint,,,,,,,,"特性點數 1,000",0,0.0,0.0,FFFT,8,1.0
490174,Ability_Point_Stone_500,使用時特性點數增加 500，點擊滑鼠右鍵即可使用。,icon_item_abilitypoint2,,,,,,,,特性點數 500,0,0.0,0.0,FFFT,8,1.0
490251,Point_Stone_100,使用時特性點數增加100，點擊滑鼠右鍵即可使用。,icon_item_abilitypoint3,,,,,,,,特性點數 100,0,0.0,0.0,FFFT,8,1.0
490259,Ability_Point_Stone_Quest100,使用時特性點數增加100，點擊滑鼠右鍵即可使用。,icon_item_abilitypoint3,,,,,,,,特性點數 100,0,0.0,0.0,FFFF,8,1.0
490261,Ability_Point_Stone_50,使用時特性點數增加50，點擊滑鼠右鍵即可使用。,icon_item_abilitypoint2,,,,,,,,特性點數 50,0,0.0,0.0,FFFT,8,1.0
490311,Ability_Point_Stone_10000,"使用時特性點數增加10,000，點擊滑鼠右鍵即可使用。",icon_item_abilitypoint4,,,,,,,,"特性點數 10,000",0,0.0,0.0,FFFT,8,1.0
490312,Ability_Point_Stone_30000,"使用時特性點數增加30,000，點擊滑鼠右鍵即可使用。",icon_item_abilitypoint5,,,,,,,,"特性點數 30,000",0,0.0,0.0,FFFT,8,1.0
490313,Ability_Point_Stone_100000,"使用時特性點數增加100,000，點擊滑鼠右鍵即可使用。",icon_item_abilitypoint6,,,,,,,,"特性點數 100,000",0,0.0,0.0,FFFT,8,1.0
490324,Ability_Point_Scroll_1000,"使用時特性點數增加1,000，點擊滑鼠右鍵即可使用。",icon_item_ability_point_scroll_1000,,,,,,,,特性點數卷軸,0,0.0,0.0,FFFT,8,1.0
490354,indunReset_1add_14d_NoStack_Team,使用時即時副本和委託所任務可以追加進場1次。,icon_item_indunonemoreenter,,,,,,,,[活動]副本1次入場卷(限時),0,0.0,1209600.0,FFFT,6,0.0
494079,Event_Ability_Point_Stone_10000_team,"使用時特性點數增加10,000，點擊滑鼠右鍵即可使用。",icon_item_abilitypoint4,,,,,,,,"特性點數10,000(14天)",0,0.0,1209600.0,FFFT,8,1.0
495001,160714Event_box1,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第1天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495002,160714Event_box2,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第2天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495003,160714Event_box3,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第3天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495004,160714Event_box4,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第4天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495005,160714Event_box5,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第5天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495006,160714Event_box6,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第6天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495007,160714Event_box7,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第7天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495008,160714Event_box8,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第8天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495009,160714Event_box9,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第9天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495010,160714Event_box10,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,強者之路第10天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495011,160714Event_box11,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第1天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495012,160714Event_box12,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第2天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495013,160714Event_box13,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第3天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495014,160714Event_box14,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第4天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495015,160714Event_box15,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第5天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495016,160714Event_box16,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第6天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495017,160714Event_box17,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第7天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495018,160714Event_box18,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第8天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495019,160714Event_box19,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第9天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495020,160714Event_box20,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,雷堤夏的禮物第10天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495021,160714Event_box21,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第1天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495022,160714Event_box22,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第2天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495023,160714Event_box23,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第3天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495024,160714Event_box24,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第4天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495025,160714Event_box25,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第5天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495026,160714Event_box26,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第6天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495027,160714Event_box27,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第7天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495028,160714Event_box28,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第8天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495029,160714Event_box29,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第9天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495030,160714Event_box30,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_1,,,,,,,,再來一次第10天寶箱 (7天),0,0.0,604800.0,FFFF,8,0.0
495031,Event_DefenceMission01,點擊滑鼠右鍵即可使用，使用時可獲得任意道具。,icon_item_giftbox_1,,,,,,,,防守任務獎勵箱,0,2.0,604800.0,FFFF,8,0.0
495032,Event_DefenceMission02,點擊滑鼠右鍵即可使用，使用時可獲得任意道具。,icon_item_giftbox_1,,,,,,,,防守任務獎勵箱,0,2.0,604800.0,FFFF,8,0.0
495033,Event_Weaponbox01,點擊滑鼠右鍵即可開啟並獲得箱子內容物。,icon_item_giftbox_1,,,,,,,,武器支援箱,0,0.0,0.0,FFFF,8,0.0
495034,Promotion_Set01_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_package_parrotbill,,,,,,,,戰鬥鴉雀寵物禮包,0,0.0,0.0,FFFT,8,0.0
495035,Promotion_Set02_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_premiumpackage_2,,,,,,,,尤拉泰啟動禮包,0,0.0,0.0,FFFT,8,0.0
495036,Promotion_Set03_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 劍士(男),0,0.0,0.0,FFFT,8,0.0
495037,Promotion_Set04_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 劍士(女),0,0.0,0.0,FFFT,8,0.0
495038,Promotion_Set05_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 魔法師(男),0,0.0,0.0,FFFT,8,0.0
495039,Promotion_Set06_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 魔法師(女),0,0.0,0.0,FFFT,8,0.0
495040,Promotion_Set07_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 弓箭手(男),0,0.0,0.0,FFFT,8,0.0
495041,Promotion_Set08_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 弓箭手(女),0,0.0,0.0,FFFT,8,0.0
495042,Promotion_Set09_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 聖職者(男),0,0.0,0.0,FFFT,8,0.0
495043,Promotion_Set10_160728,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,泳裝禮包 - 聖職者(女),0,0.0,0.0,FFFT,8,0.0
495044,Penguin_Pack_2016,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_package_penguin,,,,,,,,企鵝禮包,0,0.0,0.0,FFFT,8,0.0
495045,Adventurer_Pack_2016,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,探險禮包,0,0.0,0.0,FFFT,8,0.0
495046,Premium_eventTpBox_65_1,Use to obtain 65 TP.,icon_item_tpbox_30,,,,,,,,65 TP,0,0.0,0.0,FFFT,8,0.0
495060,Promotion_Set01_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 劍士(男),0,0.0,0.0,FFFT,8,0.0
495061,Promotion_Set02_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 劍士(女),0,0.0,0.0,FFFT,8,0.0
495062,Promotion_Set03_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 魔法師(男),0,0.0,0.0,FFFT,8,0.0
495063,Promotion_Set04_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 魔法師(女),0,0.0,0.0,FFFT,8,0.0
495064,Promotion_Set05_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 弓箭手(男),0,0.0,0.0,FFFT,8,0.0
495065,Promotion_Set06_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 弓箭手(女),0,0.0,0.0,FFFT,8,0.0
495066,Promotion_Set07_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 聖職者(男),0,0.0,0.0,FFFT,8,0.0
495067,Promotion_Set08_160825,點擊滑鼠右鍵即可開啟並獲得內容物。,icon_item_giftbox_4,,,,,,,,愛麗絲禮包 - 聖職者(女),0,0.0,0.0,FFFT,8,0.0
495068,Promotion_Set01_160906,點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。{nl} - 大王蜜松糕 x2 {nl} - x8 經驗之書 x1 {nl} - 魔法賦予卷軸 x1 {nl} - 副本進場次數重置卷 x1,icon_item_giftbox_4,,,,,,,,松糕禮包,0,0.0,0.0,FFFT,8,0.0
495069,Promotion_Set02_160906,點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。{nl} - 大王蜜松糕 x6 {nl} - x8 經驗之書 x3 {nl} - 魔法賦予卷軸 x3 {nl} - 副本進場次數重置卷 x3 {nl} - 最高階寶石研磨劑 x1,icon_item_giftbox_4,,,,,,,,松糕感恩禮,0,0.0,0.0,FFFT,8,0.0
495070,Promotion_Set03_160906,點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。{nl} - 大王蜜松糕 x30 {nl} - x8 經驗之書 x10 {nl} - 魔法賦予卷軸 x10 {nl} - 副本進場次數重置卷 x10 {nl} - Lv9 寶石研磨劑 x1 {nl} - 銀光鐵砧 x3,icon_item_giftbox_4,,,,,,,,歲末回饋禮包,0,0.0,0.0,FFFT,8,0.0
495071,Promotion_Mainternancereward1,點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。,icon_item_giftbox_4,,,,,,,,維護補儐禮包,0,0.0,0.0,FFFT,8,0.0
495072,Promotion_Mainternancereward2,點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。,icon_item_giftbox_4,,,,,,,,最優秀Bug回報感謝禮包,0,0.0,0.0,FFFT,8,0.0
495073,Promotion_Mainternancereward3,點擊滑鼠右鍵時就能夠使用，可以獲得組合物品。,icon_item_giftbox_4,,,,,,,,優秀Bug回報感謝禮包,0,0.0,0.0,FFFT,8,0.0
