$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
41209,boss_stone_whale,3,鉱物が変異したモンスターであるストーンホエールが何故クジラの形になったのかは明らかになっていません。,1064,991,1,boss_stone_whale,19,,,ストーンホエール,3,0,3,59,31,72,38,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41210,boss_tutu,2,神樹の日以降、両生類は様々な形に変形しましたが、トゥトゥは比較的原型に近い方です。もちろん、だからと言って凶暴でないわけではありません。,243,279,7,boss_tutu,7,,,トゥトゥ,0,0,3,46,20,55,23,3,3,0,5,8,3,3,29,33,4,3,807,1,53,1,4
41211,boss_yonazolem,3,ゾーレムと普通のゴーレムの違いは、魔法ではない気によって動いているという点です。,1171,2104,1,boss_yonazolem,118,,,ヒュージゾーレム,3,0,3,521,280,586,315,61,43,0,57,52,59,59,318,398,21,43,51417,26,1186,31,46
41212,boss_Genmagnus,1,多くの妖精や精霊たちが人間と女神ではなく魔族の味方に付き、そうでない少数派は隠れて事態を見守っています。ジニーもそのような流れと無関係ではありません。,126,82,4,boss_genmagnus,1,,,マスタージニー,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,113,3,13,1,3
41213,boss_BiteRegina,3,神樹の日に変形した昆虫型モンスターのほとんどに女王や皇帝に該当する個体が存在します。,1400,1285,7,boss_biteregina,61,,,ビテレジーナ,2,0,3,155,103,162,108,26,36,22,14,77,30,30,120,107,31,36,7445,14,701,23,17
41214,boss_Iltiswort,0,強力な植物モンスターの良いところは移動できない固定型という点くらいしかありません。,105,75,7,boss_iltiswort,1,,,イルティスウォート,4,0,3,42,18,42,18,0,0,0,1,2,0,0,29,23,1,0,113,1,39,3,1
41215,boss_GiantWoodGoblin_red,2,神樹の日以降、森は人間にとって恐怖の対象となりました。それはこのような恐るべき大型モンスターの影響でしょう。,2983,765,2,boss_giantwoodgoblin_red,121,,,ジャイアントレッドウッド,4,0,3,645,215,645,215,52,52,0,32,79,60,60,412,329,32,52,46715,32,1571,59,32
41216,boss_lepus,2,彼らは以前、人間にとって親しみのある動物でしたが、今は熊よりも危険な生物で魔族と同じくらい邪悪です。,1542,1185,1,boss_lepus,60,,,レプス,0,0,3,154,83,189,102,29,30,0,28,60,30,30,103,115,25,30,7897,11,538,11,22
41217,boss_mushcaria,0,理由は分かりませんが、神樹の日に変形してから女神たちに対して強い敵対感を表しています。,228,145,7,boss_mushcaria,4,,,マッシュカリア,4,0,3,44,23,44,23,2,2,0,2,4,2,2,32,25,2,2,454,2,85,5,2
41219,boss_chafer,2,人間には関係のない事ですが、自分以外の昆虫型を好まず、特に蜂系のモンスターを嫌っています。,432,308,7,boss_chafer,10,,,チェイファー,2,0,3,54,23,57,24,4,6,0,3,16,5,5,36,32,8,6,1141,3,125,5,4
41220,boss_Gaigalas,2,ガイガラスの起源となる生物が何なのかは分かっていません。この世界の生物だったのかさえ疑わしいです。,1648,1379,1,boss_gaigalas,64,,,ガイガラス,0,0,3,176,95,214,115,30,32,0,29,62,32,32,119,133,26,32,8460,11,565,11,23
41221,boss_Throneweaver,0,強い力を持つ昆虫型は本能に忠実な殺戮者になったり、影響力を手に入れようとします。後者の方が危険な理由は、ほとんどが魔族と手を結ぶからで、スローンウィーバーがそのパターンの１つです。,2700,1663,7,boss_throneweaver,109,,,スローンウィーバー,1,0,3,515,343,515,343,62,42,0,19,58,54,54,319,319,24,42,38765,52,970,19,52
41222,boss_bebraspion,2,人間の中にも幼いころに馴らそうと試した人がいましたが、結局成功をしたのは魔族でした。,1576,1426,5,boss_bebraspion,56,,,ベブラスピオン,0,0,3,120,80,150,100,27,28,0,26,56,28,28,87,97,23,28,7308,10,498,10,20
41223,boss_mushwort,0,このような種類のモンスターの厄介な点は、家の中にも現れる可能性があることです。,1854,1717,7,boss_mushwort,112,,,湿ったマッシュウォート,4,0,3,465,310,465,310,49,49,0,30,75,56,56,369,295,30,49,42882,30,1445,54,30
41224,boss_sparnas,2,鳥だからか、エサですぐに誘惑されてしまいます。魔族はその点を利用して人間を襲うように仕向けたりもします。,2100,1178,5,boss_sparnas,61,,,スパルナス,0,0,3,160,86,198,106,29,30,0,28,60,30,30,107,120,25,30,8029,11,545,11,23
41225,boss_mineloader,3,神樹の日の後に変化してモンスターになったのか、魔将が特定の儀式を経てモンスターにしたのかは分かっていません。とにかく、以前は便利な装備でした。,2365,2129,5,boss_mineloader,119,,,マインローダー,3,0,3,525,283,593,319,62,43,0,57,52,59,59,321,402,21,43,51853,26,1193,31,47
41226,boss_Rajatoad,2,この種類のモンスターが神樹の日以降変形して活動空間を海から陸地へ移したのか、魔界の生物が渡って来たのかは分かっていません。今のところ女神ユラテは彼らに興味を示していないようです。,1668,891,4,boss_rajatoad,73,,,ラジャトード,0,0,3,214,142,251,167,34,39,0,33,75,36,36,156,174,30,39,9937,13,651,13,26
41227,boss_ShadowGaoler,0,シャドウジェイラーは本来精霊の一種でしたが、神樹の日の頃から魔族の力を受け入れるようになりました。,1332,1023,0,boss_shadowgaoler,18,,,シャドウジェイラー,1,0,3,89,38,89,38,10,6,0,3,8,9,9,41,41,4,6,2055,11,152,3,11
41228,boss_helgasercle,0,ヘルガ・セルクルは最も強力な魔将の一人です。同じく魔将であるホーバークが彼女の怒りを買ってバラバラにされ、さらに封印されたことから彼女の強さを推察できます。そのヘルガ・セルクルと百年以上に渡って戦い、優位に立っていたアガイラ・フラリーが史上最強のウィザードとして称賛されるのは当然のことと言えるでしょう。,2983,1683,0,boss_helgasercle,126,,,ヘルガ・セルクル,1,0,3,732,313,732,313,73,48,0,22,66,63,63,392,392,28,48,46022,60,1123,22,60
41229,boss_lecifer,1,レキシファーは魔将の中でも最も聡明であると言われています。彼がそれほど活躍できなかったのは、魔王ジェスティが彼を適材適所で活用できなかったせいです。人間としては幸いだったと言えるかもしれません。,2182,1162,0,boss_lecifer,96,,,レキシファー,1,0,3,502,215,502,215,56,37,0,17,52,48,48,263,263,21,37,33834,47,857,17,47
41230,boss_necrovanter,1,他の亡霊たちを支配し、服従しない弱い亡霊の力を奪ってさらに大きな力を集めようとする傾向があります。,2079,1603,0,boss_necrovanter,49,,,ネクロヴェンター,1,0,3,146,78,146,78,27,17,0,8,27,24,24,69,69,11,17,5733,25,425,8,25
41231,boss_rootopus,2,海とは全く関係のない生物と地形でこのような形に変異したモンスターが現れたのは魔族のせいだと言ってしまえば簡単ですが、実はそう簡単には説明できない現象でもあります。,11340,7425,5,boss_rootopus,1,,,ルートプス,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,2261,3,13,1,3
41232,boss_RingCrawler,3,リンクローラーがどのような魔法の作用で動いているのかの原理が明らかになりました。本当に不思議なのは、それが誰かによって考案されたのではなく、神樹の日の頃に自然に発生したという点です。,2250,1737,5,boss_ringcrawler,145,,,リンクローラー,3,0,3,639,426,711,474,73,52,0,69,62,72,72,420,526,26,52,66667,32,1458,38,57
41233,boss_Rocktortuga,3,ロックトルトゥーガが最初に出現した時、その硬さのせいで兵士たちも退治に苦戦しました。時間が経つにつれて身体構造上の弱点が判明したましたが、その弱点の攻略も簡単ではありません。,236,187,1,boss_rocktortuga,5,,,ロックトルトゥーガ,3,0,3,42,22,50,26,3,1,0,5,2,2,2,26,33,1,1,576,1,52,2,4
41234,boss_yekub,2,イェクブは魔界でも悪名高い存在で、多くの分身をこの世に生み落としました。エキュバイトはその分身たちに付けられた名前です。,2257,1593,4,boss_yekub,114,,,イェクブ,0,0,3,520,223,590,253,54,60,0,50,110,57,57,322,360,45,60,48396,20,1017,20,40
41235,boss_RytaSwort,0,彼らが胞子を発散して繁殖する前に倒す活動に、多くの人々が参加しています。,154350,109399,7,boss_rytaswort,55,,,毒胞子リタスウォート,4,0,3,147,63,147,63,24,24,0,15,35,27,27,98,78,15,24,134887,15,725,28,15
41236,boss_Ravinepede,2,虫が変異したモンスターが、後に羽を持つ成虫型モンスターに変化する事例はまだ目撃されていません。彼らを見れば、そのようなことはあってはならないと思えるでしょう。,1195,1324,7,boss_ravinepede,69,,,ラヴァインピード,4,0,3,205,137,205,137,29,29,0,18,41,34,34,165,132,18,29,8577,18,897,34,18
41237,boss_NetherBovine,2,ネザーボバインは魔界を起源とするモンスターです。 知能を持つ魔族ではなく、魔族が飼育する魔界の野獣です。,1462,873,0,boss_netherbovine,21,,,ネザーボバイン,1,0,3,83,55,83,55,11,7,0,4,10,10,10,44,44,5,7,2409,13,186,4,13
41238,boss_Carnivore,0,一体、彼らはどのような動物を吸収して目を持つようになったのでしょうか。,1368,1354,7,boss_carnivore,30,,,カーニバー,4,0,3,79,42,79,42,12,12,0,9,18,15,15,58,46,9,12,3526,9,415,17,9
41239,boss_TombLord,3,以前は墓を盗掘から守る隠れた守護者の役割を果たしていたこともあります。,1898,1466,0,boss_tomblord,67,,,トゥームロード,1,0,3,263,141,263,141,39,27,0,12,35,33,33,139,139,15,27,8102,33,598,12,33
41240,boss_Achat,3,王陵を守るために作られた魔法被造物。女神の力が込められていて魔族の脅威となっています。ジャカリエル大王が製造法をわざと残していなかったため、千年も製造されていませんでした。しかし、最近王陵が開かれたことで、これを再び作ろうとする動きがあるそうです。,2245,2035,5,boss_achat,81,,,エハート,3,0,3,289,155,341,183,42,30,0,40,35,40,40,177,222,15,30,32700,18,822,22,33
41241,boss_Shnayim,3,王陵を守るために作られた魔法被造物。女神の力が込められていて魔族の脅威となっています。一部の学者と魔術師たちは最近王陵が開かれると、エハートを復元して成功したらシュナイムも復元してみるそうです。,1236,1488,5,boss_shnayim,64,,,シュナイム,3,0,3,170,113,205,136,32,21,0,32,27,32,32,112,141,11,21,8676,14,643,17,26
41242,boss_honeypin,2,女神アウステヤがその任務を果たすことが難しくなってから、女神の手から逃げたこのようなモンスターが現れ始めました。,1376,1061,7,boss_honeypin,64,,,ハニーピン,2,0,3,184,99,192,103,27,38,0,14,79,32,32,133,119,32,38,7811,14,721,23,17
41243,boss_Rajapearl,2,この種類のモンスターが神樹の日以降変形して活動空間を海から陸地へ移したのか、魔界の生物が渡って来たのかは分かっていません。今のところ女神ユラテは彼らに興味を示していないようです。,1989,2142,4,boss_rajapearl,123,,,ラジャパール,0,0,3,578,248,651,279,58,64,0,54,118,61,61,357,399,49,64,53005,22,1103,22,43
41244,boss_Strongholder,2,魔界では強い戦士として名が知られた者たちが、ギルティネの命令でこちらの世界に足を踏み入れました。,993,1159,0,boss_strongholder,17,,,サイクロプス,1,0,3,73,49,73,49,9,6,0,3,8,8,8,40,40,4,6,1941,10,146,3,10
41245,boss_archon,3,アコンは魔界では比較的高い地位に属し、戦闘以外にも様々な仕事を担当する魔族です。,1260,1285,2,boss_archon,61,,,アコン,3,0,3,155,103,187,125,30,20,0,31,27,30,30,101,127,11,20,8235,14,623,17,25
41246,boss_Carapace,3,多くのモンスターが神樹の日に様々な変異を起こしましたが、キャラパスはその中でもかなり特徴的な例です。このモンスターは脱皮動物が脱いだ皮から発生しました。 ,532,1242,4,boss_carapace,19,,,キャラパス,2,0,3,63,27,66,28,7,10,0,4,27,9,9,44,39,11,10,2180,4,211,7,5
41247,boss_werewolf,2,ウェアウルフは遥か昔から様々な世界を放浪していた種族です。どの世界にも属さない彼らは、最近神樹の日が自分たちにとって良い機会になるだろうと考えているようです。,1504,2028,0,boss_werewolf,114,,,ウェアウルフ,0,0,3,446,297,506,337,54,60,0,50,110,57,57,322,360,45,60,48396,20,1017,20,40
41248,Tiny,2,見た目がかわいいので多くの人々がティニーを飼い馴らそうとしましたが、成功したことはないそうです。,1142,1050,5,mon_tiny,56,,,ティニー,0,2,1,95,78,123,100,27,28,0,26,56,28,28,76,85,23,28,974,10,498,10,20
41249,TreeAmbulo,2,ツリーアンブロは魔界にいたモンスターで、意外にも生物や物が変形したモンスターではありません。それにもかかわらず魔族たちは彼らを自分たちの世界の植物だと思っています。,943,1341,1,mon_treeambulo,96,,"[{""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}]",ツリーアンブロ,4,2,0,275,224,275,224,39,39,0,25,60,48,48,238,190,25,39,3432,25,1247,47,25
41252,Spion,2,しっかり調教すれば主人に従うようになります。問題はその主人がほとんど魔族だということです。,3528,1134,7,mon_spion,163,,"[{""Map"": 1174, ""TimeRespawn"": 200000, ""Population"": 15}, {""Map"": 1174, ""TimeRespawn"": 20000, ""Population"": 20}]",スピオン,0,2,1,519,425,597,489,78,84,0,71,158,81,81,413,461,64,84,16277,29,1462,29,57
41253,mirtislampa,2,魔族の日常生活に使われる物の役割を担う下級魔族の一員です。,117,18,0,mon_mirtislampa,1,,,ミティスランパ,1,2,0,37,15,37,15,1,0,0,1,2,0,0,18,18,1,0,12,3,13,1,3
41254,spekull,3,嘘つきと詐欺師たちの亡霊が魔界でモンスターになるとこのような姿になります。,84,60,0,mon_spekull,1,,,スペカル,1,2,0,31,21,31,21,1,0,0,1,2,0,0,18,18,1,0,12,3,13,1,3
41255,scab,3,ケドラ商団がこのモンスターを活用して商品を作ろうとしているそうです。,84,60,0,mon_scab,1,,,スキャップ,3,2,0,27,18,31,21,1,0,0,3,2,0,0,16,21,1,0,12,1,13,1,3
41256,Shredded,0,シュレディッドは魔族が強力な怨魂でモンスターを作る時に発生する副産物に基づいて作ったモンスターです。,701,1000,0,mon_shredded,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",シュレディッド,1,2,1,70,47,70,47,11,7,0,4,10,10,10,36,36,5,7,306,12,179,4,12
41257,Yekubite,0,イェクブは魔界でも悪名高い存在で、多くの分身をこの世に生み落としました。エキュバイトはその分身たちに付けられた名前です。,1050,533,4,mon_yekubite,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 5}, {""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",エキュバイト,2,2,1,44,36,46,37,8,11,7,5,29,10,10,38,34,12,11,307,5,244,9,6
41258,Shardstatue,3,神聖さを失った女神像に憑依した魔族が自分の思い通りに作り変えたモンスターです。,3982,2123,5,mon_shardstatue,170,,"[{""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 10}]",シャードスタチュー,3,2,1,621,414,709,472,88,64,98,81,77,85,85,409,512,31,64,17732,38,1717,45,67
41260,Cire,0,正確には植物が変異したモンスターではなく、腐りかけの植物が生命を得たものだそうですが、その痕跡は見当たりません。,1570,4105,5,mon_cire,174,,,サイア,4,2,2,716,385,716,385,75,75,0,46,112,87,87,526,420,46,75,19191,46,2238,83,46
41264,TreeGool,2,モンスターに変化して身体が硬くなり、葉が無くなったツリーグールは失った光合成能力を狩りで補います。,1750,1591,0,mon_treegool,122,,"[{""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 13}]",ツリーグール,4,2,1,389,318,389,318,53,53,0,33,81,61,61,334,267,33,53,5712,33,1577,59,33
41265,Cyst,0,動けないので近づけなければ害はないモンスターですが、油を採取できるため、一般の人たちが事故に遭うこともしばしばあります。,2873,2213,7,mon_cyst,153,,"[{""Map"": 2301, ""TimeRespawn"": 25000, ""Population"": 29}]",シスト,4,2,1,569,379,569,379,64,64,0,41,102,76,76,449,359,41,64,13238,41,1967,73,41
41266,Ammon,2,アモンは古代から存在するモンスターで、沢山の人を襲ってきました。,1090,837,1,mon_ammon,66,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 15}]",アモン,0,2,1,147,98,182,121,31,33,0,30,64,33,33,107,120,27,33,1183,12,591,12,24
41267,operor,2,オペラは比較的原型をとどめているモンスターですが、攻撃性と凶暴さはかなり増しています。,680,1047,7,mon_operor,59,,"[{""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}]",オペラ,2,2,0,133,71,141,75,25,32,0,13,68,29,29,95,85,29,32,764,13,661,21,16
41268,Chafperor,3,蜂とかぶと虫の長所に、変異したモンスターの凶暴さが加わったモンスターです。蜂のように組織立った動きをします。,1656,1016,7,mon_chafperor,64,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 20}]",チェイペラー,2,2,0,144,96,151,100,27,38,0,14,79,32,32,113,101,32,38,833,14,721,23,17
41269,RavineLerva,2,植物の変形であることが明らかになる前は、何かのモンスターの幼虫ではないかと推測されていました。,1591,2080,7,mon_ravinelerva,121,,"[{""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 15}, {""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 14}, {""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 5}]",ラバインラーヴァ,4,2,1,453,243,453,243,52,52,0,32,79,60,60,330,264,32,52,5642,32,1571,59,32
41273,Vesper,2,王陵に棲息していた動物が最近の魔気の影響を受けて変異したモンスターです。,1631,798,0,mon_vesper,85,,"[{""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 20}]",ヴェスパー,3,2,0,276,118,332,142,44,31,0,42,35,42,42,157,197,15,31,3342,19,861,23,34
41274,Karas,3,厳密にはゴーレムの一種ですが、作った者の願いがこもった名前を持つ魔法被造物です。,1860,715,0,mon_karas,83,,"[{""Map"": 1331, ""TimeRespawn"": 0, ""Population"": 10}]",カラス,3,2,1,210,172,254,208,43,31,0,41,35,41,41,152,190,15,31,4063,19,835,22,34
41275,Echad,3,王陵を守るために作られた魔法被造物。女神の力が込められていて魔族の脅威となっています。,1436,1108,1,mon_echad,87,,"[{""Map"": 1351, ""TimeRespawn"": 0, ""Population"": 25}]",エハード,3,2,1,223,183,270,220,45,32,0,42,35,43,43,163,204,15,32,4275,19,875,23,35
41276,shtayim,3,見た目と違ってこの魔法被造物には女神の祝福が宿っており、魔族の脅威となり得ます。,1378,1056,1,mon_shtayim,89,,"[{""Map"": 1351, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 1351, ""TimeRespawn"": 0, ""Population"": 5}]",シュタイム,3,2,1,273,147,328,176,45,32,0,43,35,44,44,169,212,15,32,4391,19,888,23,35
41277,Tombsinker,3,特に魔族の侵入に対抗できるよう作られています。,730,2235,0,mon_tombsinker,86,,"[{""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 15}]",トゥームシンカー,3,2,1,221,180,265,216,44,32,0,42,35,43,43,160,201,15,32,4226,19,868,23,34
41280,Weaver,0,ウィーバーは石の糸を紡ぐという噂があります。,372,115,1,mon_weaver,8,,"[{""Map"": 1032, ""TimeRespawn"": 0, ""Population"": 20}]",ウィーバー,2,2,1,30,25,30,25,3,5,0,2,12,4,4,26,23,6,5,121,2,98,4,2
41281,Hallowventor,0,彼らの頭の部分の闇を直視してはいけません。,3546,1969,0,mon_hallowventor,107,,"[{""Map"": 1451, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 1451, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1451, ""TimeRespawn"": 0, ""Population"": 16}]",ハロウヴェンター,1,2,2,494,212,494,212,61,41,0,19,58,53,53,250,250,24,41,5745,52,957,19,52
41285,Meleech,3,硬くて毒性を持ち、何よりも吸血本能が残っています。,2068,1224,7,mon_meleech,120,,"[{""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 20}, {""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 15}]",メリーチ,2,2,1,397,264,415,276,52,68,46,27,141,60,60,310,277,58,68,5410,27,1356,43,32
41286,Salamander_summon,2,神樹の日以前にも存在したモンスターで、以前は人と親しくしていた個体もいましたが、今では完全に人を敵視しています。この傾向は成体ではない幼いサラマンダーであるインフロサラマンダーも同じです。,328,252,2,icon_item_nothing,12,,,インフロサラマンダー,0,2,0,36,24,45,30,6,6,0,8,14,6,6,27,30,7,6,149,2,99,2,6
