$ID,$ID_NAME,Description,DescriptionRequired,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skill,Name,Unlock,UnlockArgs,UpgradePrice
101004,Swordman2,* [쓰러스트]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}쓰러스트 1레벨 이상{b},ability_warrior_swordman2,False,100,[1001],10001,쓰러스트: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgStr"": ""Swordman_Thrust"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
101007,Swordman13,* 특성 레벨당 [겅호]의 물리 공격 대미지 증가 효과가 0.5% 증가{nl},{nl}{b}겅호 1레벨 이상{b},ability_warrior_swordman13,False,100,[1001],10003,겅호: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgStr"": ""Swordman_GungHo"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
101015,Blow,* 스킬 [배시]에 피격된 적에게 넉다운{nl}* SP 소모 30%증가{nl},{nl}{b}배시 3레벨 이상{b},ability_warrior_swordman6,True,1,[1001],10002,배시: 넉다운,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgStr"": ""Swordman_Bash"", ""UnlockArgNum"": ""3""}}",[60]
101020,Swordman28,* 적을 공격할 때 얻는 위협도가 특성 레벨당 50% 증가{nl},{nl}{b}없음{b},ability_warrior_swordman28,True,10,[1001],,프로보크,,"{""1001"": {""UnlockArgStr"": """", ""UnlockArgNum"": ""1""}}","[60, 65, 70, 75, 80, 85, 90, 95, 100, 105]"
101022,Swordman30,* 특성 레벨당 [베어]의 물리 피해 감소 효과가 0.5% 증가{nl},{nl}{b}베어 1레벨 이상{b},ability_warrior_swordman30,False,100,[1001],10009,베어: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1001"": {""UnlockArgStr"": ""Swordman_Bear"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102001,Peltasta11,* [림 블로]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}림 블로 1레벨 이상{b},ability_warrior_peltasta11,False,100,[1003],10102,림 블로: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_RimBlow"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102004,Peltasta12,* [엄보 블로]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}엄보 블로 1레벨 이상{b},ability_warrior_peltasta12,False,100,[1003],10101,엄보 블로: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_UmboBlow"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102007,Peltasta13,"* [가디언]의 물리,마법 피해 감소 효과가 특성 레벨당 0.5% 증가{nl}",{nl}{b}가디언 1레벨 이상{b},ability_warrior_peltasta13,False,100,[1003],10104,가디언: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_Guardian"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102008,Peltasta14,* [실드 로브]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}실드 로브 1레벨 이상{b},ability_warrior_peltasta14,False,100,[1003],10105,실드 로브: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_ShieldLob"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102012,Impact,* 스킬 [엄보 블로]에 피격된 적에게 특성 레벨당 5% 확률로 3초 동안 [스턴]{nl}* SP 소모 30%증가{nl},{nl}{b}엄보 블로 5레벨 이상{b},ability_warrior_peltasta3,True,5,[1003],10101,엄보 블로: 스턴,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_UmboBlow"", ""UnlockArgNum"": ""5""}}","[60, 65, 70, 75, 80]"
102014,Peltasta5,* [방패] 착용 시 자신을 공격하는 적의 수가 특성 레벨당 1 증가{nl},{nl}{b}캐릭터 100레벨 이상{b},ability_warrior_peltasta5,False,5,[1003],,방패 마스터리: 펠타스타,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": """", ""UnlockArgNum"": ""100""}}","[22, 24, 26, 28, 30]"
102016,Peltasta10,* 방패 착용 후 C 버튼으로 [가드] 사용 가능{nl}* [가드]가 활성화 되어 있는 동안 캐릭터의 물리 방어력이 특성 레벨당 10% 증가{nl}* 친선대결 및 PVP 중 피격 시 해제되며 재사용 대기시간 3초 적용{nl},{nl}{b}캐릭터 200레벨 이상{b},ability_warrior_peltasta10,True,5,[1003],,가드: 방어력,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": """", ""UnlockArgNum"": ""200""}}","[48, 52, 56, 60, 64]"
102027,Peltasta32,* 스킬 [스워시 버클링] 지속시간이 특성 레벨당 1초 증가{nl}* SP 소모 10%증가{nl},{nl}{b}캐릭터 200레벨 이상{b},ability_warrior_peltasta32,True,5,[1003],10103,스워시 버클링: 위협 유지,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": """", ""UnlockArgNum"": ""200""}}","[48, 52, 56, 60, 64]"
102028,Peltasta31,* 펠타스타 스킬로 적을 공격할 때 얻는 위협도가 2배로 적용{nl},{nl}{b}캐릭터 300레벨 이상{b},ability_warrior_peltasta31,True,1,[1003],,펠타스타: 도발의 정석,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": """", ""UnlockArgNum"": ""300""}}",[108]
102031,Peltasta35,* 스킬 [림 블로]의 넉백 제거{nl}* SP 소모 20%증가{nl},{nl}{b}림 블로 3레벨 이상{b},ability_warrior_peltasta35,True,1,[1003],10102,림 블로: 넉백 제거,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_RimBlow"", ""UnlockArgNum"": ""3""}}",[60]
102032,Peltasta36,* 특성 레벨당 [하이 가드]의 블록 증가 효과가 0.5% 증가{nl},{nl}{b}하이 가드 1레벨 이상{b},ability_warrior_peltasta36,False,100,[1003],10106,하이 가드: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_HighGuard"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102033,Peltasta37,* 특성 레벨당 [하드 실드]의 방어력 증가 효과가 0.5% 증가{nl},{nl}{b}하드 실드 1레벨 이상{b},ability_warrior_peltasta37,False,100,[1003],10110,하드 실드: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": ""Peltasta_HardShield"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
102034,Peltasta38,"*[림 블로] / [실드 로브] / [엄보 블로]{nl}*방패로 때리는 스킬이 주무기 공격력이 아닌, 방패 물리방어력을 공격력으로 사용{nl}",{nl}{b}캐릭터 1레벨 이상{b},ability_warrior_peltasta38,True,1,[1003],,펠타스타: 방패타격술,"[""var pcBaseLevel = TryGetProp(pc, \""Lv\"")"", """", ""if (pcBaseLevel >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1003"": {""UnlockArgStr"": """", ""UnlockArgNum"": ""1""}}",[15]
103001,Highlander11,* [카타 스트로크]의 스킬 계수가 특성 레벨당{nl}    0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}카타 스트로크 1레벨 이상{b},ability_warrior_highlander11,False,100,[1002],10202,카타 스트로크: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgStr"": ""Highlander_CartarStroke"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
103004,Highlander12,* [크라운]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}크라운 1레벨 이상{b},ability_warrior_highlander12,False,100,[1002],10203,크라운: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgStr"": ""Highlander_Crown"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
103007,Highlander13,* [수레 바퀴]의 스킬 계수가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가{nl},{nl}{b}수레바퀴 1레벨 이상{b},ability_warrior_highlander13,False,100,[1002],10201,수레 바퀴: 강화,"[""var skl = GetSkill(pc, sklName)"", """", ""if (skl != null  &&  skl.LevelByDB >= limitLevel) {"", ""    return \""UNLOCK\"";"", ""}"", ""return \""LOCK_GRADE\"";""]","{""1002"": {""UnlockArgStr"": ""Highlander_WagonWheel"", ""UnlockArgNum"": ""1""}}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 74, 80, 85, 91, 98, 105, 112, 120, 128, 137, 176, 189, 202, 216, 231, 247, 265, 283, 303, 324, 405, 434, 464, 496, 531, 568, 608, 651, 696, 745, 911, 975, 1044, 1117, 1195, 1279, 1368, 1464, 1566, 1676, 1905, 2039, 2182, 2334, 2498, 2673, 2860, 3060, 3274, 3504, 3969, 4247, 4545, 4863, 5203, 5568, 5957, 6374, 6821, 7298]"
