$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
41197,tombstone_turtle,3,인프로락터의 아종에 속하는 몬스터입니다.,3272,1688,6,mon_tombstone_turtle,173,,"[{""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 60}]",락터,3,2,0,306,131,402,172,121,242,0,115,322,224,173,381,412,53,103,17816,53,1958,62,71
41198,dog_of_king,3,일설에 의하면 경비견은 자카리엘 대왕이 손수 시안을 잡아 만든 것이라 합니다.,1201,784,1,mon_dog_of_king,90,,"[{""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}]",베누켈로스,1,2,1,442,189,181,77,90,62,0,28,132,62,144,171,92,19,90,4623,66,1337,57,19
41199,katacom_cemeterygolem,3,세계에 존재하는 대부분의 골렘은 본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이게 되었습니다.,1015,701,6,katacom_cemetery_golem,82,,,묘지 골렘,3,2,1,133,88,171,114,57,114,0,56,142,106,82,218,237,26,49,4632,26,932,30,34
41201,boss_onion_the_great,3,"왜 어떤 케파들이 이렇게 변형이 되는지 연구가 행해지고 있습니다. 그 중에는 먹을 수 있도록 하는 연구도 포함되지만, 성과는 기대하기 어렵습니다.",120,93,0,boss_onion_the_great,1,,,케파치프틴,3,0,3,4,3,8,5,1,2,0,3,3,2,1,12,13,1,0,788,1,26,2,2
41202,boss_poata,2,포아타는 식물에서 기원한 몬스터로 더 강한 힘을 얻기 위해 마족에게 잘 보일 기회를 찾고 있습니다.,127,117,7,boss_poata,6,,,포아타,0,0,3,17,7,51,21,14,9,0,4,18,11,10,16,24,6,6,1778,2,59,2,6
41203,boss_deadbone,3,"죽음에서 되돌아온 몬스터라고 하지만, 정확하게 말하면 죽음을 거쳐 다시 마족으로 태어난 몬스터입니다.",2476,1611,0,m_boss_deadbone,107,,,데드본,3,0,3,283,189,365,243,140,280,0,72,189,260,200,497,539,33,64,70949,33,1217,39,44
41205,boss_salamander,2,신수의 날 이전에도 존재하던 몬스터로 예전에는 비록 소수라도 사람과 친한 개체도 있었으나 지금은 전혀 그렇지 않습니다.,184,193,2,boss_salamander,17,,,샐러맨더,0,0,3,40,21,115,62,41,25,0,8,43,31,28,37,56,13,17,3757,4,159,4,13
41207,boss_Saltistter,3,본시 추운 지방에서 태어났으며 신수의 날 이후에 여러 곳에서 목격된 것으로 보아 활발하게 돌아다니는 것 같습니다.,2433,1593,4,boss_saltistter,106,,,살티스터,0,0,3,260,140,712,383,258,159,0,44,269,198,178,247,371,66,106,74574,22,989,22,66
41208,boss_ginklas,3,현재의 긴클라스는 광기에 물들어 있으며 따라서 본시 있던 이성이 드러날 가능성은 없습니다.,201,210,2,boss_ginklas,19,,,긴클라스,3,0,3,49,33,62,41,24,49,0,15,33,46,35,86,93,7,11,3704,7,224,8,9
41209,boss_stone_whale,3,광물에서 변이된 몬스터인 석화고래가 별 연관이 없는 고래의 형태를 띤 이유는 밝혀지지 않았습니다.,201,210,1,boss_stone_whale,19,,,석화고래,3,0,3,53,28,67,36,24,49,0,15,33,46,35,86,93,7,11,3704,7,224,8,9
41210,boss_tutu,2,신수의 날 이후 양서류들은 매우 여러 형태로 변형되었기 때문에 투투는 상대적으로 본래 원형에 가깝습니다. 물론 그렇다고 흉폭하지 않은 것은 아닙니다.,130,123,7,boss_tutu,7,,,투투,0,0,3,19,8,59,25,17,10,0,4,21,13,11,17,25,7,7,1956,2,66,2,7
41211,boss_yonazolem,3,졸렘이 일반 골렘과 다른 차이점은 마법이 아닌 다른 기운에 의해 움직인다는 점입니다.,2971,1813,1,boss_yonazolem,118,,,요나졸렘,3,0,3,337,181,438,235,154,309,0,79,207,287,221,547,592,36,70,86800,36,1342,43,49
41212,boss_Genmagnus,1,"많은 요정과 정령들이 인간과 여신이 아닌 마족의 편에 섰으며, 그렇지 않은 소수는 숨어서 관망중입니다. 지니 역시 이러한 흐름에서 벗어나지 않습니다.",120,93,4,boss_genmagnus,1,,,마스터 지니,1,0,3,23,12,6,3,1,1,0,1,3,1,3,5,3,1,1,689,4,39,3,1
41213,boss_BiteRegina,3,신수의 날에 변형된 곤충형 몬스터는 대부분 여왕이나 군주에 해당하는 개체가 존재합니다.,907,745,7,boss_biteregina,61,,,비테레지나,2,0,3,194,129,256,171,114,80,0,26,165,68,148,154,162,46,85,23134,13,649,19,26
41214,boss_Iltiswort,0,강력한 식물 몬스터들에게서 찾을 수 있는 장점은 대개 그들이 움직이지 못하는 고정형이라는 사실 정도입니다.,120,93,7,boss_iltiswort,1,,,일티스워트,4,0,3,6,2,15,6,1,1,0,3,3,3,1,10,10,1,0,985,1,13,1,3
41215,boss_GiantWoodGoblin_red,2,신수의 날 이후 숲은 인간에게 공포가 되었습니다. 바로 이러한 감당하기 어려운 대형 몬스터들의 영향이 큽니다.,3115,1869,2,boss_giantwoodgoblin_red,121,,,자이언트 레드 우드,4,0,3,499,166,663,221,226,226,0,75,213,453,226,450,450,37,0,113429,37,1285,37,63
41216,boss_lepus,2,"이들은 한때는 인간에게 친숙한 동물이었지만, 지금은 곰보다 위험한 생물이며, 마족만큼 사악합니다.",882,732,1,boss_lepus,60,,,레푸스,0,0,3,144,77,388,209,146,90,0,26,147,112,101,135,203,39,60,23721,13,564,13,39
41217,boss_mushcaria,0,"이유는 알 수 없지만, 신수의 날로 변형된 이후 여신들에게 강한 적대감을 드러냅니다.",123,105,7,boss_mushcaria,4,,,머슈카리아,4,0,3,16,8,24,13,7,7,0,5,8,15,7,20,20,2,0,1580,2,46,2,4
41219,boss_chafer,2,"어차피 인간에게는 무관한 일이지만, 자신 외에 다른 곤충형을 좋아하지 않으며 특히 벌종류의 몬스터들을 싫어합니다.",142,142,7,boss_chafer,10,,,체이퍼,2,0,3,40,17,55,23,18,13,0,6,30,11,24,28,30,10,14,2357,3,112,4,6
41220,boss_Gaigalas,2,가이갈라스의 기원이 되는 생물이 무엇인지 모호합니다. 심지어 본래 우리 세상에 속하던 생물인지도 의심스럽습니다.,984,787,1,boss_gaigalas,64,,,가이갈라스,0,0,3,151,81,419,225,156,96,0,27,158,120,108,143,214,41,64,26925,13,591,13,41
41221,boss_Throneweaver,0,강한 힘을 지닌 곤충형은 본능에 충실한 살육자가 되거나 영향력을 얻으려 합니다. 후자가 특히 위험한 이유는 대개 마족과 손을 잡기 때문이며 쓰론위버가 이 경우에 해당합니다.,2563,1647,7,boss_throneweaver,109,,,쓰론위버,1,0,3,743,495,307,204,204,143,0,34,163,143,327,361,194,22,109,60183,79,1607,68,22
41222,boss_bebraspion,2,"인간 가운데도 어린 시절에 길들이려 한 시도가 있었으나, 확실한 성공을 거둔 것은 마족들입니다.",786,678,5,boss_bebraspion,56,,,베브라스피온,0,0,3,124,82,332,221,136,84,0,24,136,105,94,126,189,36,56,20697,12,524,12,36
41223,boss_mushwort,0,이러한 종류의 몬스터의 가장 곤란한 점은 자고 일어난 집안에서도 나타날 가능성이 있다는 점입니다.,2695,1702,7,boss_mushwort,112,,,눅눅한 머쉬워트,4,0,3,372,248,480,320,210,210,0,70,198,420,210,418,418,35,0,96784,35,1198,35,58
41224,boss_sparnas,2,새라서 그런지 모이에 잘 유혹당합니다. 마족은 이를 이용해 인간을 괴롭히도록 유인하기도 합니다.,907,745,5,boss_sparnas,61,,,스파르나스,0,0,3,146,78,391,210,148,91,0,26,148,114,102,136,205,39,61,24495,13,571,13,39
41225,boss_mineloader,3,신수의 날 이후 변화되어 몬스터가 된 것인지 마군주가 특정한 의식을 거쳐 몬스터로 만들었는지 확실하지 않습니다. 아무튼 전에는 유용한 장비였습니다.,3019,1831,5,boss_mineloader,119,,,마인로더,3,0,3,342,184,440,237,156,312,0,80,210,290,223,563,610,37,71,88739,37,1349,43,49
41226,boss_Rajatoad,2,이 종류의 몬스터가 신수의 날 이후 변형되어 활동 공간을 바다에서 육지로 옮긴 것인지 마계의 생물이 넘어온 것인지는 확실하지 않습니다. 일단 유라테 여신께서는 이들에 대해 관심을 보이지 않고 있습니다.,1237,918,4,boss_rajatoad,73,,,라자토드,0,0,3,159,106,437,291,177,109,0,31,179,136,123,167,251,46,73,35134,15,677,15,46
41227,boss_ShadowGaoler,0,섀도게일러는 본시 정령 가운데 하나였으나 신수의 날을 즈음하여 마족의 힘을 받아들였습니다.,192,202,0,boss_shadowgaoler,18,,,섀도게일러,1,0,3,144,62,56,24,33,23,0,6,26,23,54,56,30,4,18,3054,16,282,13,4
41228,boss_helgasercle,0,헬가 세르클은 가장 강력한 마군주의 하나입니다. 같은 마군주인 하우벅이 그녀의 분노를 받아 해체되어 봉인된 일은 그녀의 강함을 알려줍니다. 이런 헬가 세르클과 백 년 넘게 싸우며 우위를 점한 아가일라 플러리가 역사상 최고의 마법사로 칭송받는 것은 매우 당연합니다.,3361,1965,0,boss_helgasercle,126,,,헬가 세르클,1,0,3,1037,444,416,178,236,165,0,39,190,165,378,416,224,26,126,80606,91,1851,78,26
41229,boss_lecifer,1,렉시퍼는 모든 마군주 가운데 가장 총명하다고 알려졌습니다. 그가 더 큰 활약을 하지 못하는 것은 마왕 제스티가 그를 적재적소에 활용하지 못하기 때문입니다. 인간으로서는 다행한 일이라 하겠습니다.,2026,1414,0,boss_lecifer,96,,,렉시퍼,1,0,3,766,328,318,136,180,126,0,30,145,126,288,318,171,20,96,46640,70,1416,60,20
41230,boss_necrovanter,1,"다른 망령들을 지배하고, 복종하지 않은 약한 망령의 힘을 빼앗아 더 큰 힘을 모으려는 성향이 있습니다.",633,585,0,boss_necrovanter,49,,,네크로벤터,1,0,3,344,185,145,78,91,64,0,16,71,64,147,155,83,10,49,12249,37,737,32,10
41231,boss_rootopus,2,"바다와 전혀 상관이 없는 생물과 지형에서 이런 형태로 변이된 몬스터가 나오는 이유는 마족탓이라고 생각하면 간편하지만, 실은 그렇게 간단히 설명할 수 없는 현상이기도 합니다.",240,186,5,boss_rootopus,1,,,꿈틀대는 루토푸스,1,0,3,23,12,6,3,1,1,0,1,3,1,3,5,3,1,1,1378,4,39,3,1
41232,boss_RingCrawler,3,링크롤러가 어떤 마법 작용으로 움직이는지는 대강 그 원리가 밝혀졌습니다. 정말 신기한 일은 그것이 누군가에 의해 고안된 것이 아니라 신수의 날 즈음하여 저절로 발생한 것이란 사실입니다.,4383,2551,5,boss_ringcrawler,145,,,링크롤러,3,0,3,396,264,520,347,190,380,0,97,264,353,271,697,755,45,87,134453,45,1640,52,60
41233,boss_Rocktortuga,3,락토르투가가 처음에 출현했을 때 그 견고함 때문에 병사들이 퇴치에 어려움을 겪었습니다. 시간이 지나면서 신체구조상의 약점이 알려지긴 했으나 그 약점에 대한 공략도 그리 쉽지는 않습니다.,124,111,1,boss_rocktortuga,5,,,락토르투가,3,0,3,17,9,23,12,6,13,0,6,11,12,9,29,31,3,3,1424,3,65,3,4
41234,boss_yekub,2,예쿱은 마계에서 악명를 떨친 존재이며 많은 분신을 낳아 세상에 퍼뜨렸습니다. 에큐바이트는 그런 분신들에게 붙여진 이름입니다.,2787,1738,4,boss_yekub,114,,,예쿱,0,0,3,299,128,841,360,277,171,0,47,295,213,192,265,398,71,114,86397,23,1056,23,71
41235,boss_RytaSwort,0,이들이 포자를 발산해 후손이 되는 개체를 낳기 전에 제거하는 노력에 여러 사람이 동참하고 있습니다.,1527,1329,7,boss_rytaswort,55,,,독포자 리타스워트,4,0,3,205,87,269,115,103,103,0,36,93,206,103,194,194,18,0,45330,18,595,18,30
41236,boss_Ravinepede,2,벌레에서 변이된 몬스터가 나중에는 날개를 지닌 성충형 몬스터로 변한 사례는 아직 목격되지 않았습니다. 이 녀석을 보면 그런 일은 없어야 합니다.,1120,859,7,boss_ravinepede,69,,,라바인피드,4,0,3,224,149,287,191,129,129,0,44,119,258,129,245,245,22,0,35742,22,741,22,37
41237,boss_NetherBovine,2,네더보바인은 마계를 기원으로 하는 몬스터입니다. 지능이 있는 마족이 아니라 마족이 사육하는 마계의 야수입니다.,217,226,0,boss_netherbovine,21,,,네더보바인,1,0,3,141,94,58,38,39,27,0,7,31,27,63,65,35,5,21,3475,18,329,15,5
41238,boss_Carnivore,0,도대체 이 녀석은 어떤 동물을 잡아 먹어 흡수했기에 눈을 가지게 된 것인지 알 수 없습니다.,316,309,7,boss_carnivore,30,,,광폭해진 카너버,4,0,3,104,56,133,71,56,56,0,21,51,112,56,107,107,10,0,6938,10,324,10,17
41239,boss_TombLord,3,예전에는 무덤을 도굴에서 지키는 숨어있는 수호자의 역할을 담당하던 시절도 있었습니다.,1065,831,0,boss_tomblord,67,,,툼로드,1,0,3,485,261,199,107,125,87,0,21,98,87,201,216,116,14,67,22708,50,1001,43,14
41240,boss_Achat,3,왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다. 자카리엘 대왕이 제조법을 일부러 남기지 않았기에 천 년 넘게 제조되지 않았으나 최근에 왕릉이 열리면서 이것을 다시 만들어보려는 시도가 있다고 합니다.,1489,1036,5,boss_achat,81,,,에하트,3,0,3,226,121,294,158,106,212,0,55,139,197,151,364,394,25,48,39849,25,926,30,34
41241,boss_Shnayim,3,왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다. 일부 학자와 마법사들은 최근에 왕릉이 열리자 에하트를 재복원하는 일에 성공하면 쉬나임도 시도하려고 한다고 합니다.,984,787,5,boss_shnayim,64,,,쉬나임,3,0,3,165,110,209,139,84,168,0,44,110,156,120,284,307,20,38,24697,20,734,24,27
41242,boss_honeypin,2,아우스테야 여신께서 그 임무를 살피기 어려워지시면서 여신의 손길에서 벗어난 이러한 몬스터들이 나타나기 시작했습니다.,984,787,7,boss_honeypin,64,,,허니핀,2,0,3,217,117,290,156,120,84,0,27,172,72,156,160,169,48,89,25429,13,682,20,27
41243,boss_Rajapearl,2,이 종류의 몬스터가 신수의 날 이후 변형되어 활동 공간을 바다에서 육지로 옮긴 것인지 마계의 생물이 넘어온 것인지는 확실하지 않습니다. 일단 유라테 여신께서는 이들에 대해 관심을 보이지 않고 있습니다.,3213,1908,4,boss_rajapearl,123,,,라자펄,0,0,3,324,138,904,387,299,184,0,51,318,230,207,294,441,76,123,101331,25,1142,25,76
41244,boss_Strongholder,2,마계에서 강력한 전사로 이름을 떨치던 이들이 길티네의 명으로 우리 세계에 발을 디뎠습니다.,184,193,0,boss_strongholder,17,,,사이클롭스,1,0,3,116,77,46,31,31,22,0,6,25,22,51,54,29,4,17,2915,15,276,13,4
41245,boss_archon,3,아콘은 마계에서 비교적 높은 지위에 속하며 전투 외에도 많은 일을 담당하는 마족입니다.,907,745,2,boss_archon,61,,,아콘,3,0,3,153,102,200,133,80,160,0,42,102,148,114,271,293,19,36,22437,19,701,23,26
41246,boss_Carapace,3,"많은 몬스터들이 신수의 날에 온갖 종류의 변형을 일으켰지만, 캐러페이스는 그 가운데도 독특한 경우에 해당합니다. 이 몬스터는 탈피동물이 벗어버린 껍질에서 발생했습니다.",201,210,4,boss_carapace,19,,,캐러페이스,2,0,3,67,29,93,39,35,24,0,9,51,21,46,47,50,16,26,3891,4,211,7,9
41247,boss_werewolf,2,웨어울프는 오래 전부터 여러 세상을 방랑하던 종족입니다. 어느 세계나 세상에도 속하지 않던 이들은 최근 신수의 날이 자신들에게는 좋은 기회가 될 것이라고 생각하고 있습니다.,2787,1738,0,boss_werewolf,114,,,웨어울프,0,0,3,257,171,721,480,277,171,0,47,295,213,192,265,398,71,114,86397,23,1056,23,71
41248,Tiny,2,귀여운 외모 탓에 많은 사람들이 티니를 길들이려 하였으나 성공한 적이 없다고 합니다.,524,452,5,mon_tiny,56,,,티니,0,2,1,71,58,190,155,72,44,0,24,136,56,50,74,111,36,56,2345,12,524,12,36
41249,TreeAmbulo,2,트리암불로는 마계에 기원한 몬스터로 선입견과 달리 생물이나 사물이 변형된 몬스터가 아닙니다. 그럼에도 불구하고 마족들은 이들을 자기 세계의 화분 식물이라고 생각하긴 합니다.,1080,754,1,mon_treeambulo,96,,"[{""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 40}]",트리암불로,4,2,0,159,130,205,168,96,96,0,60,170,192,96,156,156,30,0,6370,30,1026,30,50
41252,Spion,2,잘 훈련시키면 주인을 따릅니다. 문제는 그 주인이란 대개 마족이란 점입니다.,3650,1962,7,mon_spion,163,,"[{""Map"": 1174, ""TimeRespawn"": 200000, ""Population"": 15}, {""Map"": 1174, ""TimeRespawn"": 20000, ""Population"": 20}]",스피온,0,2,1,218,178,621,508,211,130,0,67,444,163,146,235,352,100,163,20541,33,1514,33,100
41253,mirtislampa,2,마족의 일상 생활에 쓰이는 사물 역할을 하는 하급 마족의 일원입니다.,64,49,0,mon_mirtislampa,1,,,미티스램파,1,2,0,13,5,3,1,1,0,0,1,3,0,1,2,1,1,1,62,4,39,3,1
41254,spekull,3,거짓말쟁이와 사기꾼들의 망령이 마계에서 몬스터로 변하면 이런 꼴이 됩니다.,64,49,0,mon_spekull,1,,,스페컬,1,2,0,11,7,3,2,1,0,0,1,3,0,1,2,1,1,1,62,4,39,3,1
41255,scab,3,케도라 상단이 이 몬스터를 활용해 상품을 만들 궁리를 하고 있다고 합니다.,64,49,0,mon_scab,1,,,스캡,3,2,0,2,1,4,3,0,1,0,3,3,1,1,5,5,1,0,71,1,26,2,2
41256,Shredded,0,쉬레디드는 마족이 강력한 원혼으로 몬스터를 만들 때 떨어져 나온 부산물에서 기원한 몬스터입니다. ,139,146,0,mon_shredded,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",쉬레디드,1,2,1,83,55,35,23,20,14,0,7,30,14,32,37,20,5,20,378,17,322,15,5
41257,Yekubite,0,예쿱은 마계에서 악명를 떨친 존재이며 많은 분신을 낳아 세상에 퍼뜨렸습니다. 에큐바이트는 그런 분신들에게 붙여진 이름입니다.,139,146,4,mon_yekubite,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 5}, {""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",에큐바이트,2,2,1,37,30,50,41,20,14,0,10,55,12,26,31,33,17,28,462,5,218,7,10
41258,Shardstatue,3,신성이 떠난 여신상에 빙의한 마족이 자신만의 피조물로 만든 몬스터입니다.,3955,2066,5,mon_shardstatue,170,,"[{""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 30}]",샤드스태튜,3,2,1,297,198,390,260,118,237,0,113,316,221,170,499,540,52,102,21460,52,1925,61,70
41260,Cire,0,"정확히는 초목이 변형된 몬스터가 아니라 썩어가는 초목이 생명을 얻은 것이라 합니다만, 그 흔적은 찾기 쉽지 않습니다.",4962,2551,5,mon_cire,174,,,사이어,4,2,2,446,240,582,313,174,174,0,107,323,348,174,464,464,53,0,34719,53,1848,53,89
41264,TreeGool,2,몬스터로 변한 후 목질이 단단해지고 잎이 없어진 트리굴은 없어진 광합성 능력을 사냥으로 보충합니다.,2109,1259,0,mon_treegool,122,,"[{""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 13}]",트리굴,4,2,1,232,190,306,250,122,122,0,76,216,244,122,269,269,38,0,13082,38,1304,38,63
41265,Cyst,0,움직이지 못하니 접근하지 않으면 별 문제 없는 몬스터이지만 특이하게도 쓸만한 기름을 채취할 수 있기에 일반인들이 사고를 당하기도 합니다.,3235,1816,7,mon_cyst,153,,"[{""Map"": 2301, ""TimeRespawn"": 25000, ""Population"": 29}]",시스트,4,2,1,325,217,427,285,153,153,0,94,277,306,153,348,348,47,0,21103,47,1629,47,79
41266,Ammon,2,암몬은 고대부터 존재한 몬스터로 많은 사람을 해쳤습니다.,692,544,1,mon_ammon,66,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 15}]",암몬,0,2,1,91,60,248,165,85,52,0,28,163,66,59,87,131,42,66,3244,14,617,14,42
41267,operor,2,"오페러는 비교적 원형을 유지하고 있는 몬스터지만, 그 공격성과 사나움은 심해졌습니다. ",457,383,7,mon_operor,59,,"[{""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}]",오페러,2,2,0,109,58,146,78,59,41,0,25,158,35,76,65,69,44,82,1963,12,635,19,25
41268,Chafperor,3,벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다.,524,420,7,mon_chafperor,64,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 20}]",체이퍼러,2,2,0,109,72,145,97,64,44,0,27,172,38,83,71,75,48,89,2305,13,682,20,27
41269,RavineLerva,2,식물변형이란 점이 밝혀지기 전에는 어떤 몬스터의 유충이 아닌가 추측이 있었습니다.,2077,1246,7,mon_ravinelerva,121,,"[{""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 15}, {""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 14}, {""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 5}]",러바인러바,4,2,1,270,145,360,193,121,121,0,75,213,242,121,266,266,37,0,12855,37,1285,37,63
41273,Vesper,2,왕릉에 서식하던 동물이 근래에 마기의 영향을 받아 변형된 몬스터입니다.,866,585,0,mon_vesper,85,,"[{""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 20}]",베스퍼,3,2,0,140,60,181,77,59,118,0,58,147,110,85,170,184,27,51,3986,27,965,31,36
41274,Karas,3,엄밀히는 골렘의 일종이나 만든이의 염원이 담긴 이름을 지닌 마법피조물입니다.,1037,712,0,mon_karas,83,,"[{""Map"": 1331, ""TimeRespawn"": 0, ""Population"": 10}]",카라스,3,2,1,123,100,160,130,58,116,0,57,143,107,83,222,240,26,49,4749,26,939,30,35
