$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
490019,Premium_PackageOBT_1,마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 600 TP(귀속){nl} - 고농축 HP포션 50개(귀속){nl} - 고농축 SP포션 50개(귀속){nl} - 워프 주문서 10개 상자(귀속){nl} - 확성기 50개 상자(귀속){nl} - 헤어 악세서리 : 워보닛,icon_item_premiumpackage_1,,,,,,프리미엄 패키지A,0,0.0,0.0,0001,19,0.0
490020,Premium_PackageOBT_2,마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 1300 TP(귀속){nl} - 고농축 HP포션 150개(귀속){nl} - 고농축 SP포션 150개(귀속){nl} - 워프 주문서 10개 상자 3개(귀속){nl} - 확성기 50개 상자(귀속){nl} - 헤어 악세서리 : 산수유 투구,icon_item_premiumpackage_2,,,,,,프리미엄 패키지B,0,0.0,0.0,0001,19,0.0
490021,Premium_tpBox_600,사용 시 600 TP를 획득합니다. ,icon_item_tpbox_360,,,,,,600 TP,0,0.0,0.0,0001,19,0.0
490022,Premium_tpBox_1300,사용 시 1300 TP를 획득합니다. ,icon_item_tpbox_360,,,,,,1300 TP,0,0.0,0.0,0001,19,0.0
490023,PremiumToken_24h,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 1일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능",icon_item_token,,,,,,토큰:1일[증정용],0,0.0,0.0,0001,19,0.0
490024,PremiumToken_3h,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 3시간동안 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능",icon_item_token,,,,,,토큰:3시간[증정용],0,0.0,0.0,0001,19,0.0
490025,PremiumToken_6h,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 6시간동안 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능",icon_item_token,,,,,,토큰:6시간[증정용],0,0.0,0.0,0001,19,0.0
490026,PremiumToken_12h,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 12시간동안 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능",icon_item_token,,,,,,토큰:12시간[증정용],0,0.0,0.0,0001,19,0.0
490027,PremiumToken_3d,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 3일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능",icon_item_token,,,,,,토큰:3일[증정용],0,0.0,0.0,0001,19,0.0
490029,Premium_SkillReset,사용한 스킬 포인트를 초기화 합니다.,icon_item_potion_resetskill,,,,,,스킬 초기화 포션,0,0.0,0.0,0001,19,0.0
490030,Premium_indunReset,사용 시 인스턴스 던전과 의뢰소 미션의 입장 횟수가 초기화됩니다.,icon_item_indunfreeenter,,,,,,인스턴스 던전 입장 횟수 초기화권,0,0.0,0.0,0001,19,0.0
490031,Premium_tpBox_10,사용 시 10 TP를 획득합니다.,icon_item_tpbox_30,,,,,,10 TP,0,0.0,0.0,0001,19,0.0
490032,Premium_repairPotion,사용 시 착용하고 있는 장비의 내구도를 +5 회복시켜 줍니다.,icon_item_repairkit,,,,,,긴급 수리 키트,0,0.0,0.0,0001,19,0.0
490033,Premium_eventTpBox_50,사용 시 50 TP를 획득합니다.,icon_item_tpbox_30,,,,,,50 TP,0,0.0,0.0,0001,19,0.0
490034,Moru_Platinum_Premium,"모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 포텐셜이 1이상인 장비에만 사용가능 합니다. 실패해도 장비의 포텐셜이 감소하지 않습니다. 강화 성공 시, 장비의 포텐셜이 -1 감소합니다. 마우스 우클릭으로 사용합니다.",icon_item_anvil_gold,,,,,,백금 모루,0,0.0,0.0,0001,19,0.0
490035,Premium_Enchantchip,헤어 코스튬에 사용 시 랜덤한 옵션이 추가됩니다. 옵션은 최대 3개까지 생성될 수 있습니다. 착용하고 있는 장비에는 사용할 수 없습니다. 마우스 우클릭으로 사용합니다.,icon_item_enchantscroll,,"[642906, 642902, 642903, 642904, 642905, 642907, 642908, 642909, 642910, 642913, 642911, 642918, 642919, 642920, 642922]",,,,마법 부여 스크롤,0,0.0,0.0,1101,19,0.0
490036,Premium_eventTpBox_100,사용 시 100 TP를 획득합니다.,icon_item_tpbox_100,,,,,,100 TP,0,0.0,0.0,0001,19,0.0
490037,Premium_Enchantchip_20,사용 시 마법 부여 스크롤 20개를 획득합니다. 마우스 우클릭으로 사용합니다.,icon_item_enchantscroll_bundle,,,,,,마법 부여 스크롤 20개 상자,0,0.0,0.0,0001,19,0.0
490038,Premium_StatReset,캐릭터에 적용된 스탯을 초기화 합니다.,icon_item_statreset,,,,,,스탯 초기화 포션,0,0.0,0.0,0001,19,0.0
490039,Premium_Package_50day,마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 500 TP{nl} - 마법 부여 스크롤 10개{nl} - 헤어 악세서리 - 포포리온 인형{nl} - 150 TP,icon_item_premiumpackage_1,,,,,,오픈 50일 기념 패키지,0,0.0,0.0,0001,19,0.0
490040,Premium_tpBox_500,사용 시 500 TP를 획득합니다.,icon_item_tpbox_360,,,,,,500 TP,0,0.0,0.0,0001,19,0.0
490041,Premium_eventTpBox_150,사용 시 150 TP를 획득합니다.,icon_item_tpbox_100,,,,,,150 TP,0,0.0,0.0,0001,19,0.0
490042,PremiumToken_event,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 30일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능{nl} - 개인 거래 무제한",icon_item_token,,,,,,토큰[증정용],0,0.0,0.0,0001,19,0.0
490043,PremiumToken_15d,"마우스 우클릭 시 사용되며 서버 내 모든 캐릭터에 사용 시점으로부터 15일간 혜택이 적용됩니다. 캐릭터 정보창에서 잔여시간을 확인하실 수 있습니다.{nl}[토큰 효과]{nl} - 마켓 판매 수수료율 감소(30%{img white_right_arrow 16 16}10%){nl} - 마켓 판매 등록 아이템 개수 10개{nl} - 마켓 상/하한가 관계없이 물품 등록 가능{nl} - 마켓 판매금 즉시 수령{nl} - 캐릭터 이동속도 +3 증가{nl} - 몬스터 처치 시 경험치 +50% 증가{nl}(PC방 혜택, 경험의 서 효과와 중첩 가능){nl} - 팀 창고 +30칸 증가{nl} - 프리미엄 제스쳐 사용 가능",icon_item_token,,,,,,토큰:15일[증정용],0,0.0,0.0,0001,19,0.0
490044,Premium_eventTpBox_90,사용 시 90 TP를 획득합니다.,icon_item_tpbox_100,,,,,,90 TP,0,0.0,0.0,0001,19,0.0
490045,Premium_Package_100day,마우스 우클릭 시 사용되며 구성물을 획득할 수 있습니다.{nl} - 풍선피리{nl} - 100 TP{nl} - 100 TP,icon_item_giftbox_1,,,,,,Lucky 100 패키지,0,0.0,0.0,0001,19,0.0
490046,Premium_hairColor_01,"은은한 금빛은 이성에게 매력을 뽐내기에 충분합니다. 마우스 우클릭으로 사용가능하고, 등록된 색은 캐릭터 설정에서 확인할 수 있습니다.",haircolor_blond,,,,,,애쉬 블론드 염색약,0,0.0,0.0,0001,19,0.0
490047,Premium_hairColor_02,"루비와 같은 강렬한 붉은 색입니다. 마우스 우클릭으로 사용가능하고, 등록된 색은 캐릭터 설정에서 확인할 수 있습니다.",haircolor_red,,,,,,루비 와인 염색약,0,0.0,0.0,0001,19,0.0
490048,Premium_indunReset_14d,사용 시 인스턴스 던전과 의뢰소 미션의 입장 횟수가 초기화됩니다. 획득 후부터 14일동안 사용 가능합니다.,icon_item_indunfreeenter,,,,,,인스턴스 던전 입장 횟수 초기화권:14일,0,0.0,1209600.0,0000,8,0.0
490049,Premium_boostToken_14d,"마우스 우클릭 시 사용되며 캐릭터에 1시간 동안 효과가 적용됩니다. 획득 후부터 14일동안 사용 가능합니다.{nl} - 캐릭터 접속 시에만 시간이 소진됩니다.{nl}[경험의 서 효과]{nl} - 몬스터 처치 시 획득 경험치 +30% 증가{nl}(PC방 혜택, 토큰 효과와 중첩 가능){nl}(경험치 카드 적용안됨){nl} - 스태미나 회복량 2배 증가",icon_item_boostertoken,,,,,,경험의 서:14일,0,0.0,1209600.0,0000,8,0.0
490050,Premium_tpBox_30_evt,사용 시 30 TP를 획득합니다.,icon_item_tpbox_30,,,,,,30 TP,0,0.0,0.0,0001,19,0.0
490051,Premium_indunReset_14d_test,사용 시 인스턴스 던전과 의뢰소 미션의 입장 횟수가 초기화됩니다. 획득 후부터 1분 동안 사용 가능합니다.,icon_item_indunfreeenter,,,,,,인스턴스 던전 입장 횟수 초기화권:1분,0,0.0,60.0,0000,19,0.0
