$ID,$ID_NAME,Description,Icon,IconTooltip,Link_Collections,Link_Cubes,Link_Monster,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,MonsterElement,MonsterRace,Name,Price,Stat_Height,Stat_Legs,Stat_Weight,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeCard,Weight
644011,card_Devilglove,[Card Equip Effect] Increases damage against Mutant-type property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,072_boss_devilglove,,,"{""$ID"": 41385, ""Url"": ""monsters"", ""Name"": ""Cursed Devilglove"", ""Icon"": ""boss_devilglove""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57133, ""Url"": ""monsters"", ""Name"": ""Devilglove"", ""Icon"": ""boss_devilglove""}}]",,,0,3,Cursed Devilglove Card,500,127,5,98,0.0,0.0,1111,3,0,1.0
644012,card_Denoptic,[Card Equip Effect] Magic Defense +[{img star_mark 20 20}*10],icon_item_card_def,024_boss_denoptic,,,"{""$ID"": 41368, ""Url"": ""monsters"", ""Name"": ""Denoptic"", ""Icon"": ""boss_denoptic""}",,,,7,3,Denoptic Card,500,388,6,205,0.0,0.0,1111,3,1,1.0
644014,card_Ravinepede,[Card Equip Effect] Stamina Potion Effects +[{img star_mark 20 20}]%,icon_item_card_util,025_boss_ravinepede,,,"{""$ID"": 41236, ""Url"": ""monsters"", ""Name"": ""Ravinepede"", ""Icon"": ""boss_ravinepede""}",,,,7,4,Ravinepede Card,500,210,1,164,0.0,0.0,1111,3,5,1.0
644015,card_Rajatoad,[Card Equip Effect] Attack +[{img star_mark 20 20}*7] when equipping Pierce weapons,icon_item_card_atk,097_boss_rajatoad,"[{""$ID"": 642013, ""Url"": ""collections"", ""Name"": ""Lv3 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 41226, ""Url"": ""monsters"", ""Name"": ""Rajatoad"", ""Icon"": ""boss_rajatoad""}",,,,4,0,Rajatoad Card,500,151,4,275,0.0,0.0,1111,3,0,1.0
644016,card_Rocktortuga,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Earth property monsters,icon_item_card_util,046_boss_rocktortuga,,,"{""$ID"": 41233, ""Url"": ""monsters"", ""Name"": ""Rocktortuga"", ""Icon"": ""boss_rocktortuga""}",,,,1,3,Rocktortuga Card,500,400,2,2472,0.0,0.0,1111,3,5,1.0
644017,card_lecifer,[Card Equip Effect] Magic Amplification +[{img star_mark 20 20}*10],icon_item_card_atk,030_boss_lecifer,,,"{""$ID"": 800043, ""Url"": ""monsters"", ""Name"": ""Rexipher"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Rexipher Card,500,213,2,123,0.0,0.0,1111,3,0,1.0
644018,card_Reaverpede,[Card Equip Effect] Increases damage against Medium-sized monsters by [{img star_mark 20 20}/2]%,icon_item_card_atk,051_boss_reaverpede,,,"{""$ID"": 800044, ""Url"": ""monsters"", ""Name"": ""Reaverpede"", ""Icon"": ""icon_item_nothing""}",,,,7,2,Reaverpede Card,500,276,6,1200,0.0,0.0,1111,3,0,1.0
644019,card_spector_gh,[Card Equip Effect] SP Potion Effects +[{img star_mark 20 20}]%,icon_item_card_util,010_boss_spector_gh,,,"{""$ID"": 800045, ""Url"": ""monsters"", ""Name"": ""Rikaus"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 0.13, ""Monster"": {""$ID"": 47356, ""Url"": ""monsters"", ""Name"": ""Pale Rikaus"", ""Icon"": ""m_boss_spector_gh""}}]",,,0,1,Rikaus Card,500,230,2,76,0.0,0.0,1111,3,5,1.0
644022,card_mineloader,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of shocking an enemy for 3 sec,icon_item_card_util,092_boss_mineloader,"[{""$ID"": 642014, ""Url"": ""collections"", ""Name"": ""Lv4 Card Collection"", ""Icon"": ""icon_item_box""}]","[{""$ID"": 642904, ""Url"": ""cubes"", ""Name"": ""Mineloader Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642921, ""Url"": ""cubes"", ""Name"": ""Fallen Legwyn Family Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800024, ""Url"": ""monsters"", ""Name"": ""Mineloader"", ""Icon"": ""icon_item_nothing""}",,,,5,3,Mineloader Card,500,345,4,863,0.0,0.0,1111,3,5,1.0
644023,card_Malletwyvern,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 3% SP when attacked by large-sized monsters{nl}Cooldown 5 sec,icon_item_card_util,106_malletwyvern,,,"{""$ID"": 47502, ""Url"": ""monsters"", ""Name"": ""Mallet Wyvern"", ""Icon"": ""boss_malletwyvern""}",,,,4,0,Mallet Wyvern Card,500,222,4,1605,0.0,0.0,1111,3,5,1.0
644024,card_MagBurk,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Mutant-type monsters,icon_item_card_util,049_boss_magburk,"[{""$ID"": 642014, ""Url"": ""collections"", ""Name"": ""Lv4 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 41350, ""Url"": ""monsters"", ""Name"": ""Magburk"", ""Icon"": ""boss_magburk""}",,,,2,3,Magburk Card,500,197,4,409,0.0,0.0,1111,3,5,1.0
644025,card_Manticen,[Card Equip Effect] Movement Speed +[{img star_mark 20 20}/5] for 10 seconds after using Stamina potions,icon_item_card_util,114_boss_manticen,,"[{""$ID"": 642906, ""Url"": ""cubes"", ""Name"": ""Manticen Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642922, ""Url"": ""cubes"", ""Name"": ""Catacombs Underground Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800030, ""Url"": ""monsters"", ""Name"": ""Manticen"", ""Icon"": ""icon_item_nothing""}",,,,7,2,Manticen Card,500,255,4,214,0.0,0.0,1111,3,5,1.0
644026,card_Mummyghast,"[Card Equip Effect] STR +[{img star_mark 20 20}/2], DEX +[{img star_mark 20 20}/2] ",icon_item_card_stat,042_boss_mummyghast,,,"{""$ID"": 800003, ""Url"": ""monsters"", ""Name"": ""Mummyghast"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Mummyghast Card,500,420,2,312,0.0,0.0,1111,3,4,1.0
644027,card_mushcaria,[Card Equip Effect] SP Recovery +[{img star_mark 20 20}*6],icon_item_card_util,059_boss_mushcaria,,,"{""$ID"": 41217, ""Url"": ""monsters"", ""Name"": ""Mushcaria"", ""Icon"": ""boss_mushcaria""}",,,,7,4,Mushcaria Card,500,263,2,272,0.0,0.0,1111,3,5,1.0
644028,card_Merge,[Card Equip Effect] Increases damage against Ice property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,119_merge,,,"{""$ID"": 800046, ""Url"": ""monsters"", ""Name"": ""Merge"", ""Icon"": ""icon_item_nothing""}",,,,4,2,Merge Card,500,321,1,320,0.0,0.0,1111,3,0,1.0
644029,card_Mothstem,[Card Equip Effect] Magic Attack +[{img star_mark 20 20}*7] when equipping Strike weapons,icon_item_card_atk,103_boss_mothstem,"[{""$ID"": 642012, ""Url"": ""collections"", ""Name"": ""Lv2 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800047, ""Url"": ""monsters"", ""Name"": ""Mothstem"", ""Icon"": ""icon_item_nothing""}",,,,5,2,Mothstem Card,500,188,1,136,0.0,0.0,1111,3,0,1.0
644030,card_moa,[Card Equip Effect] Increases damage against Demon-type monsters by [{img star_mark 20 20}]%,icon_item_card_atk,083_boss_moa,,,"{""$ID"": 41378, ""Url"": ""monsters"", ""Name"": ""Moa"", ""Icon"": ""boss_moa""}",,,,0,0,Moa Card,500,340,2,1120,0.0,0.0,1111,3,0,1.0
644031,card_Moyabruka,[Card Equip Effect] Increases damage against Leather-wearing enemies by [{img star_mark 20 20}/2]%,icon_item_card_atk,115_boss_moyabruka,"[{""$ID"": 642012, ""Url"": ""collections"", ""Name"": ""Lv2 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 47325, ""Url"": ""monsters"", ""Name"": ""Moyabruka"", ""Icon"": ""boss_moyabruka""}","[{""Map"": null, ""Chance"": 0.13, ""Monster"": {""$ID"": 47386, ""Url"": ""monsters"", ""Name"": ""Stone Thorned Moyabruka"", ""Icon"": ""m_boss_moyabruka""}}]",,,1,0,Moyabruka Card,500,200,4,1288,0.0,0.0,1111,3,0,1.0
644032,card_Moldyhorn,[Card Equip Effect] Increases damage against petrified enemies by [{img star_mark 20 20}]%,icon_item_card_atk,109_boss_moldyhorn,"[{""$ID"": 642012, ""Url"": ""collections"", ""Name"": ""Lv2 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 47323, ""Url"": ""monsters"", ""Name"": ""Moldyhorn"", ""Icon"": ""boss_moldyhorn""}",,,,7,0,Moldyhorn Card,500,307,2,421,0.0,0.0,1111,3,0,1.0
644033,card_molich,[Card Equip Effect] Block +[{img star_mark 20 20}*2],icon_item_card_util,021_boss_glass_mole,"[{""$ID"": 642012, ""Url"": ""collections"", ""Name"": ""Lv2 Card Collection"", ""Icon"": ""icon_item_box""}]","[{""$ID"": 642908, ""Url"": ""cubes"", ""Name"": ""Molich Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642915, ""Url"": ""cubes"", ""Name"": ""Red Lavenzard's Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642923, ""Url"": ""cubes"", ""Name"": ""Castle Dungeon Cube: Red"", ""Icon"": ""icon_item_cube4""}]","{""$ID"": 400421, ""Url"": ""monsters"", ""Name"": ""Molich"", ""Icon"": ""boss_molich""}",,,,0,0,Molich Card,500,540,2,2075,0.0,0.0,1111,3,5,1.0
644034,card_Minotaurs,"[Card Equip Effect] DEX +[{img star_mark 20 20}/2], SPR +[{img star_mark 20 20}/2] ",icon_item_card_stat,090_boss_minotaurs,,,"{""$ID"": 800004, ""Url"": ""monsters"", ""Name"": ""Minotaur"", ""Icon"": ""icon_item_nothing""}",,,,2,1,Minotaur Card,500,242,2,560,0.0,0.0,1111,3,4,1.0
644035,card_mirtis,[Card Equip Effect] Increases damage against Small-sized monsters by [{img star_mark 20 20}/2]%,icon_item_card_atk,007_boss_mirtis,,,"{""$ID"": 800048, ""Url"": ""monsters"", ""Name"": ""Mirtis"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Mirtis Card,500,346,2,192,0.0,0.0,1111,3,0,1.0
644036,card_bebraspion,[Card Equip Effect] Attack Speed +[{img star_mark 20 20}] when equipping two-handed weapons,icon_item_card_util,005_boss_bebraspion,,,"{""$ID"": 41222, ""Url"": ""monsters"", ""Name"": ""Bebraspion"", ""Icon"": ""boss_bebraspion""}","[{""Map"": null, ""Chance"": 0.13, ""Monster"": {""$ID"": 47366, ""Url"": ""monsters"", ""Name"": ""Quick Bebraspion"", ""Icon"": ""m_boss_bebraspion""}}]",,,5,0,Bebraspion Card,500,345,2,860,0.0,0.0,1111,3,5,1.0
644037,card_bearkaras,[Card Equip Effect] Increases damage against Earth property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,031_boss_bearkaras,,,"{""$ID"": 401141, ""Url"": ""monsters"", ""Name"": ""Bearkaras"", ""Icon"": ""boss_bearkaras""}",,,,1,0,Bearkaras Card,500,359,2,3123,0.0,0.0,1111,3,0,1.0
644038,card_Velorchard,[Card Equip Effect] Evasion +[{img star_mark 20 20}*2],icon_item_card_util,126_boss_velorchard,,,"{""$ID"": 800049, ""Url"": ""monsters"", ""Name"": ""Velorchard"", ""Icon"": ""icon_item_nothing""}",,,,5,1,Velorchard Card,500,185,3,160,0.0,0.0,1111,3,5,1.0
644039,card_Goblin_Warrior,[Card Equip Effect] Increases damage against Beast-type monsters by [{img star_mark 20 20}]%,icon_item_card_atk,004_boss_goblin_warrior,,,"{""$ID"": 400201, ""Url"": ""monsters"", ""Name"": ""Vubbe Fighter"", ""Icon"": ""mon_goblin_warrior""}",,,,1,0,Vubbe Fighter Card,500,240,2,356,0.0,0.0,1111,3,0,1.0
644040,card_Goblin_Warrior_red,[Card Equip Effect] Physical Attack +[{img star_mark 20 20}*7] when equipping Strike weapons,icon_item_card_atk,128_boss_goblin_warrior_red,,,"{""$ID"": 400203, ""Url"": ""monsters"", ""Name"": ""Red Vubbe Fighter"", ""Icon"": ""mon_goblin_warrior_red""}",,,,2,0,Red Vubbe Fighter Card,500,255,2,390,0.0,0.0,1111,3,0,1.0
644041,card_bramble,[Card Equip Effect] Earth Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,019_boss_bramble,,,"{""$ID"": 400901, ""Url"": ""monsters"", ""Name"": ""Bramble"", ""Icon"": ""boss_bramble""}",,,,0,4,Bramble Card,500,545,2,1350,0.0,0.0,1111,3,1,1.0
644042,card_BiteRegina,[Card Equip Effect] [{img star_mark 20 20}/3]% chance per attack dealt of poisoning an enemy for 6 sec,icon_item_card_util,022_boss_biteregina,"[{""$ID"": 642011, ""Url"": ""collections"", ""Name"": ""Lv1 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800050, ""Url"": ""monsters"", ""Name"": ""Biteregina"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 0.2, ""Monster"": {""$ID"": 57141, ""Url"": ""monsters"", ""Name"": ""Fierce Biteregina"", ""Icon"": ""m_boss_biteregina""}}]",,,7,2,Biteregina Card,500,210,6,180,0.0,0.0,1111,3,5,1.0
644043,card_Strongholder,[Card Equip Effect] Stamina +[{img star_mark 20 20}],icon_item_card_util,082_boss_strongholder,"[{""$ID"": 642011, ""Url"": ""collections"", ""Name"": ""Lv1 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800005, ""Url"": ""monsters"", ""Name"": ""Cyclops"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 0.13, ""Monster"": {""$ID"": 47358, ""Url"": ""monsters"", ""Name"": ""Impregnable Cyclops"", ""Icon"": ""m_boss_strongholder""}}]",,,0,1,Cyclops Card,500,251,2,456,0.0,0.0,1111,3,5,1.0
644044,card_Saltistter,[Card Equip Effect] Ice Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,085_boss_saltistter,,,"{""$ID"": 41207, ""Url"": ""monsters"", ""Name"": ""Saltistter"", ""Icon"": ""boss_saltistter""}",,,,4,0,Saltistter Card,500,300,2,685,0.0,0.0,1111,3,1,1.0
644045,card_salamander,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Fire property monsters,icon_item_card_util,054_boss_salamander,"[{""$ID"": 642014, ""Url"": ""collections"", ""Name"": ""Lv4 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 41205, ""Url"": ""monsters"", ""Name"": ""Salamander"", ""Icon"": ""boss_salamander""}",,,,2,0,Salamander Card,500,202,4,524,0.0,0.0,1111,3,5,1.0
644046,card_ShadowGaoler,[Card Equip Effect] Silence Resistance +[{img star_mark 20 20}*2]%,icon_item_card_util,093_boss_shadowgaoler,,"[{""$ID"": 642901, ""Url"": ""cubes"", ""Name"": ""Shadowgaler Cube"", ""Icon"": ""icon_item_cube2""}, {""$ID"": 642918, ""Url"": ""cubes"", ""Name"": ""Underground Chapel Dungeon Cube"", ""Icon"": ""icon_item_cube2""}]","{""$ID"": 800006, ""Url"": ""monsters"", ""Name"": ""Shadowgaler"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47360, ""Url"": ""monsters"", ""Name"": ""Thorned Shadowgaler"", ""Icon"": ""m_boss_shadowgaoler""}}]",,,0,1,Shadowgaler Card,500,290,1,161,0.0,0.0,1111,3,5,1.0
644047,card_stone_whale,[Card Equip Effect] [{img star_mark 20 20}/3]% per attack dealt of reducing damage received by 10% for 5 seconds,icon_item_card_util,075_boss_stone_whale,,,"{""$ID"": 41209, ""Url"": ""monsters"", ""Name"": ""Stone Whale"", ""Icon"": ""boss_stone_whale""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57143, ""Url"": ""monsters"", ""Name"": ""Stone Whale"", ""Icon"": ""m_boss_stone_whale""}}]",,,1,3,Stone Whale Card,500,226,1,5288,0.0,0.0,1111,3,5,1.0
644048,card_Shnayim,[Card Equip Effect] Lightning Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,033_boss_shnayim,"[{""$ID"": 642013, ""Url"": ""collections"", ""Name"": ""Lv3 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 41241, ""Url"": ""monsters"", ""Name"": ""Shnayim"", ""Icon"": ""boss_shnayim""}",,,,5,3,Shnayim Card,500,270,2,3100,0.0,0.0,1111,3,1,1.0
644049,card_Confinedion,[Card Equip Effect] Pierce Defense +[{img star_mark 20 20}*10],icon_item_card_def,096_boss_confinedion,,,"{""$ID"": 41379, ""Url"": ""monsters"", ""Name"": ""Scorpio"", ""Icon"": ""boss_confinedion""}",,,,7,0,Scorpio Card,500,355,8,644,0.0,0.0,1111,3,1,1.0
644050,card_Spector_m,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Dark property monsters,icon_item_card_util,008_boss_spector_m,,,"{""$ID"": 800007, ""Url"": ""monsters"", ""Name"": ""Specter Monarch"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Specter Monarch Card,500,210,2,45,0.0,0.0,1111,3,5,1.0
644051,card_Throneweaver,[Card Equip Effect] [{img star_mark 20 20}]% chance of recovering 5% SP after defeating Poison property monsters,icon_item_card_util,041_boss_throneweaver,,,"{""$ID"": 800009, ""Url"": ""monsters"", ""Name"": ""Throneweaver"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57384, ""Url"": ""monsters"", ""Name"": ""Throneweaver"", ""Icon"": ""boss_throneweaver""}}, {""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47365, ""Url"": ""monsters"", ""Name"": ""Poisonous Throneweaver"", ""Icon"": ""m_boss_throneweaver""}}]",,,7,1,Throneweaver Card,500,352,6,375,0.0,0.0,1111,3,5,1.0
644052,card_Ironbaum,[Card Equip Effect] Increases damage against sleeping enemies by [{img star_mark 20 20}]%,icon_item_card_atk,060_boss_ironbaum,,,"{""$ID"": 41354, ""Url"": ""monsters"", ""Name"": ""Ironbaum"", ""Icon"": ""boss_ironbaum""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 57390, ""Url"": ""monsters"", ""Name"": ""Ironbaum"", ""Icon"": ""boss_ironbaum""}}]",,,2,3,Ironbaum Card,500,230,2,2108,0.0,0.0,1111,3,0,1.0
644053,card_archon,[Card Equip Effect] Increases damage against Fire property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,095_boss_archon,"[{""$ID"": 642013, ""Url"": ""collections"", ""Name"": ""Lv3 Card Collection"", ""Icon"": ""icon_item_box""}, {""$ID"": 642047, ""Url"": ""collections"", ""Name"": ""Collection: Royal Mausoleum Storage"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 800027, ""Url"": ""monsters"", ""Name"": ""Archon"", ""Icon"": ""icon_item_nothing""}","[{""Map"": null, ""Chance"": 0.13, ""Monster"": {""$ID"": 47370, ""Url"": ""monsters"", ""Name"": ""Tempered Archon"", ""Icon"": ""m_boss_archon""}}]",,,2,3,Archon Card,500,406,2,960,0.0,0.0,1111,3,0,1.0
644054,card_Abomination,"[Card Equip Effect] DEX +[{img star_mark 20 20}/2], CON +[{img star_mark 20 20}/2] ",icon_item_card_stat,038_boss_abomination,,,"{""$ID"": 800029, ""Url"": ""monsters"", ""Name"": ""Abomination"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Abomination Card,500,420,2,1255,0.0,0.0,1111,3,4,1.0
644055,card_Unknocker,"[Card Equip Effect] SPR +[{img star_mark 20 20}/2], CON +[{img star_mark 20 20}/2]",icon_item_card_stat,040_boss_unknocker,,,"{""$ID"": 800010, ""Url"": ""monsters"", ""Name"": ""Unknocker"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Unknocker Card,500,383,2,782,0.0,0.0,1111,3,4,1.0
644056,card_Achat,[Card Equip Effect] Increases damage against Lightning property monsters by [{img star_mark 20 20}]%,icon_item_card_atk,032_boss_achat,,,"{""$ID"": 41240, ""Url"": ""monsters"", ""Name"": ""Achat"", ""Icon"": ""boss_achat""}",,,,5,3,Achat Card,500,220,2,2403,0.0,0.0,1111,3,0,1.0
644057,card_ellaganos,[Card Equip Effect] DEX +[{img star_mark 20 20}],icon_item_card_stat,037_boss_ellaganos,,,"{""$ID"": 800013, ""Url"": ""monsters"", ""Name"": ""Ellaganos"", ""Icon"": ""icon_item_nothing""}",,,,0,1,Ellaganos Card,500,392,6,1060,0.0,0.0,1111,3,4,1.0
644058,card_yekub,[Card Equip Effect] Add. Holy Property Damage +[{img star_mark 20 20}*10],icon_item_card_util,011_boss_yekub,,,"{""$ID"": 41234, ""Url"": ""monsters"", ""Name"": ""Yekub"", ""Icon"": ""boss_yekub""}",,,,4,0,Yekub Card,500,340,8,316,0.0,0.0,1111,3,5,1.0
644059,card_yonazolem,[Card Equip Effect] Holy Property Resistance +[{img star_mark 20 20}*10],icon_item_card_def,055_boss_yonazolem,"[{""$ID"": 642014, ""Url"": ""collections"", ""Name"": ""Lv4 Card Collection"", ""Icon"": ""icon_item_box""}]",,"{""$ID"": 41211, ""Url"": ""monsters"", ""Name"": ""Yonazolem"", ""Icon"": ""boss_yonazolem""}","[{""Map"": null, ""Chance"": 0.0, ""Monster"": {""$ID"": 41211, ""Url"": ""monsters"", ""Name"": ""Yonazolem"", ""Icon"": ""boss_yonazolem""}}, {""Map"": null, ""Chance"": 0.13, ""Monster"": {""$ID"": 47364, ""Url"": ""monsters"", ""Name"": ""Judder Yonazolem"", ""Icon"": ""m_boss_yonazolem""}}]",,,1,3,Yonazolem Card,500,410,2,3170,0.0,0.0,1111,3,1,1.0
644061,card_werewolf,[Card Equip Effect] [{img star_mark 20 20}]% chance of attacks being registered as rear attacks,icon_item_card_util,070_boss_werewolf,,,"{""$ID"": 41247, ""Url"": ""monsters"", ""Name"": ""Werewolf"", ""Icon"": ""boss_werewolf""}","[{""Map"": null, ""Chance"": 10.0, ""Monster"": {""$ID"": 47415, ""Url"": ""monsters"", ""Name"": ""Hungry Werewolf"", ""Icon"": ""boss_werewolf""}}]",,,0,0,Werewolf Card,500,378,2,982,0.0,0.0,1111,3,5,1.0
