$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Materials,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
2011,R_UNDER302_STAFF,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 687001, ""Url"": ""items"", ""$ID_NAME"": ""UNDER302_STAFF_TOP"", ""Name"": ""Cane's Upper Part Piece Fragment"", ""Icon"": ""icon_item_staff_top""}, ""Quantity"": 1}, {""Item"": {""$ID"": 687002, ""Url"": ""items"", ""$ID_NAME"": ""UNDER302_STAFF_MID"", ""Name"": ""Cane's Central Part Piece Fragment"", ""Icon"": ""icon_item_staff_mid""}, ""Quantity"": 1}, {""Item"": {""$ID"": 687003, ""Url"": ""items"", ""$ID_NAME"": ""UNDER302_STAFF_BOT"", ""Name"": ""Cane's Lower Part Piece Fragment"", ""Icon"": ""icon_item_staff_bot""}, ""Quantity"": 1}, {""Item"": {""$ID"": 2011, ""Url"": ""recipes"", ""$ID_NAME"": ""R_UNDER302_STAFF"", ""Name"": ""Recipe - Old Cane"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}]",,"[{""$ID"": 2011, ""Url"": ""recipes"", ""$ID_NAME"": ""R_UNDER302_STAFF"", ""Name"": ""Recipe - Old Cane"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 687004, ""Url"": ""items"", ""$ID_NAME"": ""UNDER302_STAFF"", ""Name"": ""Old Cane"", ""Icon"": ""icon_item_staff_red""}",Recipe - Old Cane,0,0000,21
2012,R_KLAIPE_CHAR313_ITEM2,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 2012, ""Url"": ""recipes"", ""$ID_NAME"": ""R_KLAIPE_CHAR313_ITEM2"", ""Name"": ""Recipe - Reagent"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 645138, ""Url"": ""items"", ""$ID_NAME"": ""misc_0022"", ""Name"": ""Firent Flower"", ""Icon"": ""icon_item_firentflower""}, ""Quantity"": 15}, {""Item"": {""$ID"": 645438, ""Url"": ""items"", ""$ID_NAME"": ""misc_ellom"", ""Name"": ""Ellom Bell"", ""Icon"": ""icon_item_drop""}, ""Quantity"": 20}, {""Item"": {""$ID"": 645196, ""Url"": ""items"", ""$ID_NAME"": ""misc_0080"", ""Name"": ""Phyracon Leaf"", ""Icon"": ""icon_item_leaves_red""}, ""Quantity"": 50}, {""Item"": {""$ID"": 645810, ""Url"": ""items"", ""$ID_NAME"": ""misc_EnchantedPowder"", ""Name"": ""Magic Powder"", ""Icon"": ""icon_item_magicpowder""}, ""Quantity"": 100}]",,"[{""$ID"": 2012, ""Url"": ""recipes"", ""$ID_NAME"": ""R_KLAIPE_CHAR313_ITEM2"", ""Name"": ""Recipe - Reagent"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 663284, ""Url"": ""items"", ""$ID_NAME"": ""KLAIPE_CHAR313_ITEM2"", ""Name"": ""Reagent"", ""Icon"": ""icon_item_quest_00020""}",Recipe - Reagent,0,0000,21
3001,R_Drug_AriesAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3001, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_AriesAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Pierce"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640217, ""Url"": ""items"", ""$ID_NAME"": ""food_037"", ""Name"": ""Lavender"", ""Icon"": ""icon_item_lavender_farm""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640003, ""Url"": ""items"", ""$ID_NAME"": ""Drug_HP2"", ""Name"": ""HP Potion"", ""Icon"": ""item_hp_oil_2""}, ""Quantity"": 3}]",,"[{""$ID"": 3001, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_AriesAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Pierce"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640194, ""Url"": ""items"", ""$ID_NAME"": ""Drug_AriesAtk_PC"", ""Name"": ""Attack Boost Potion: Pierce"", ""Icon"": ""icon_item_seed_atk1""}",Recipe - Attack Boost Potion: Pierce,0,0011,21
3002,R_Drug_SlashAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3002, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_SlashAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Slash"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640033, ""Url"": ""items"", ""$ID_NAME"": ""food_009"", ""Name"": ""Mairunas"", ""Icon"": ""icon_item_mairunas""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640006, ""Url"": ""items"", ""$ID_NAME"": ""Drug_SP2"", ""Name"": ""SP Potion"", ""Icon"": ""item_sp_requid_2""}, ""Quantity"": 1}]",,"[{""$ID"": 3002, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_SlashAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Slash"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640195, ""Url"": ""items"", ""$ID_NAME"": ""Drug_SlashAtk_PC"", ""Name"": ""Attack Boost Potion: Slash"", ""Icon"": ""icon_item_seed_atk1""}",Recipe - Attack Boost Potion: Slash,0,0011,21
3003,R_Drug_StrikeAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3003, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_StrikeAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Strike"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640216, ""Url"": ""items"", ""$ID_NAME"": ""food_036"", ""Name"": ""Rosemary"", ""Icon"": ""icon_item_rosemary_farm""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640003, ""Url"": ""items"", ""$ID_NAME"": ""Drug_HP2"", ""Name"": ""HP Potion"", ""Icon"": ""item_hp_oil_2""}, ""Quantity"": 3}]",,"[{""$ID"": 3003, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_StrikeAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Strike"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640196, ""Url"": ""items"", ""$ID_NAME"": ""Drug_StrikeAtk_PC"", ""Name"": ""Attack Boost Potion: Strike"", ""Icon"": ""icon_item_seed_atk1""}",Recipe - Attack Boost Potion: Strike,0,0011,21
3004,R_Drug_MissileAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3004, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_MissileAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Missile"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640032, ""Url"": ""items"", ""$ID_NAME"": ""food_008"", ""Name"": ""Jonazole"", ""Icon"": ""icon_item_jonazole""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640003, ""Url"": ""items"", ""$ID_NAME"": ""Drug_HP2"", ""Name"": ""HP Potion"", ""Icon"": ""item_hp_oil_2""}, ""Quantity"": 3}]",,"[{""$ID"": 3004, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_MissileAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Missile"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640197, ""Url"": ""items"", ""$ID_NAME"": ""Drug_MissileAtk_PC"", ""Name"": ""Attack Boost Potion: Missile"", ""Icon"": ""icon_item_seed_atk1""}",Recipe - Attack Boost Potion: Missile,0,0011,21
3005,R_Drug_FireAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3005, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_FireAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Fire"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640216, ""Url"": ""items"", ""$ID_NAME"": ""food_036"", ""Name"": ""Rosemary"", ""Icon"": ""icon_item_rosemary_farm""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640006, ""Url"": ""items"", ""$ID_NAME"": ""Drug_SP2"", ""Name"": ""SP Potion"", ""Icon"": ""item_sp_requid_2""}, ""Quantity"": 1}]",,"[{""$ID"": 3005, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_FireAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Fire"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640198, ""Url"": ""items"", ""$ID_NAME"": ""Drug_FireAtk_PC"", ""Name"": ""Attack Boost Potion: Fire"", ""Icon"": ""icon_item_seed_rr1""}",Recipe - Attack Boost Potion: Fire,0,0011,21
3006,R_Drug_IceAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3006, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_IceAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Ice"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640217, ""Url"": ""items"", ""$ID_NAME"": ""food_037"", ""Name"": ""Lavender"", ""Icon"": ""icon_item_lavender_farm""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640003, ""Url"": ""items"", ""$ID_NAME"": ""Drug_HP2"", ""Name"": ""HP Potion"", ""Icon"": ""item_hp_oil_2""}, ""Quantity"": 3}]",,"[{""$ID"": 3006, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_IceAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Ice"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640199, ""Url"": ""items"", ""$ID_NAME"": ""Drug_IceAtk_PC"", ""Name"": ""Attack Boost Potion: Ice"", ""Icon"": ""icon_item_seed_rr1""}",Recipe - Attack Boost Potion: Ice,0,0011,21
3007,R_Drug_PoisonAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3007, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_PoisonAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Poison"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640033, ""Url"": ""items"", ""$ID_NAME"": ""food_009"", ""Name"": ""Mairunas"", ""Icon"": ""icon_item_mairunas""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640003, ""Url"": ""items"", ""$ID_NAME"": ""Drug_HP2"", ""Name"": ""HP Potion"", ""Icon"": ""item_hp_oil_2""}, ""Quantity"": 3}]",,"[{""$ID"": 3007, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_PoisonAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Poison"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640200, ""Url"": ""items"", ""$ID_NAME"": ""Drug_PoisonAtk_PC"", ""Name"": ""Attack Boost Potion: Poison"", ""Icon"": ""icon_item_seed_rr1""}",Recipe - Attack Boost Potion: Poison,0,0011,21
3008,R_Drug_LightningAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3008, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_LightningAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Lightning"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640032, ""Url"": ""items"", ""$ID_NAME"": ""food_008"", ""Name"": ""Jonazole"", ""Icon"": ""icon_item_jonazole""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640006, ""Url"": ""items"", ""$ID_NAME"": ""Drug_SP2"", ""Name"": ""SP Potion"", ""Icon"": ""item_sp_requid_2""}, ""Quantity"": 1}]",,"[{""$ID"": 3008, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_LightningAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Lightning"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640201, ""Url"": ""items"", ""$ID_NAME"": ""Drug_LightningAtk_PC"", ""Name"": ""Attack Boost Potion: Lightning"", ""Icon"": ""icon_item_seed_rr1""}",Recipe - Attack Boost Potion: Lightning,0,0011,21
3009,R_Drug_EarthAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": {""$ID"": 3009, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_EarthAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Earth"", ""Icon"": ""icon_item_recipe_misc1""}, ""Quantity"": 1}, {""Item"": {""$ID"": 640216, ""Url"": ""items"", ""$ID_NAME"": ""food_036"", ""Name"": ""Rosemary"", ""Icon"": ""icon_item_rosemary_farm""}, ""Quantity"": 5}, {""Item"": {""$ID"": 640003, ""Url"": ""items"", ""$ID_NAME"": ""Drug_HP2"", ""Name"": ""HP Potion"", ""Icon"": ""item_hp_oil_2""}, ""Quantity"": 3}]",,"[{""$ID"": 3009, ""Url"": ""recipes"", ""$ID_NAME"": ""R_Drug_EarthAtk_PC"", ""Name"": ""Recipe - Attack Boost Potion: Earth"", ""Icon"": ""icon_item_recipe_misc1""}]",,"{""$ID"": 640202, ""Url"": ""items"", ""$ID_NAME"": ""Drug_EarthAtk_PC"", ""Name"": ""Attack Boost Potion: Earth"", ""Icon"": ""icon_item_seed_rr1""}",Recipe - Attack Boost Potion: Earth,0,0011,21
