$ID,$ID_NAME,CoolDown,Description,Effect,EffectCaptionRatio,EffectCaptionRatio2,EffectCaptionRatio3,EffectCaptionTime,EffectSkillFactor,EffectSkillSR,EffectSpendItemCount,EffectSpendPoison,EffectSpendSP,Element,Icon,LevelMax,LevelPerCircle,Link_Attributes,Link_Gem,Link_Job,Name,OverHeat,Prop_BasicPoison,Prop_LvUpSpendPoison,Prop_SklAtkAdd,Prop_SklAtkAddByLevel,Prop_SklFactor,Prop_SklFactorByLevel,Prop_SklSR,Prop_SpendItemBaseCount,RequiredCircle,RequiredStance,RequiredStanceCompanion,RequiredSubWeapon,SP,SPPerLevel,TypeAttack
13,CounterAttack,0,Attack an enemy from a short distance. The target gets knocked back when it is struck a certain number of times.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
14,Common_ShadowUmbrella,0,Shadow Umbrella,In development,,,,,,,,,,6,war_bash,-1,-1,,,,Shadow Umbrella,0,0,0,0.0,0.0,100.0,0.0,8.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
15,Common_Medusa,1,Medusa Head,In development,,,,,,,,,,6,war_bash,-1,-1,,,,Medusa Head,0,0,0,0.0,0.0,100.0,0.0,8.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
16,Common_ConfusionFlag,1,Confusion Flag,In development,,,,,,,,,,6,war_bash,-1,-1,,,,Confusion Flag,0,0,0,0.0,0.0,100.0,0.0,8.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
17,Common_FoldingFan,20,Imperial Fan,,,,,,,,,,,6,war_bash,-1,-1,,,,Imperial Fan,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
18,Common_Conquest,1,Demonbane Charm,In development,,,,,,,,,,6,war_bash,-1,-1,,,,Demonbane Charm,0,0,0,0.0,0.0,100.0,0.0,8.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,6
19,Common_Yoryung,1,Point,In development,,,,,,,,,,6,war_bash,-1,-1,,,,Point,0,0,0,0.0,0.0,100.0,0.0,8.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,0
20,Common_DaggerAries,0,Attack an enemy from a short distance. The target gets knocked back when it is struck a certain number of times.,,,,,,,,,,,6,war_bash,-1,-1,,,,Dagger Pierce,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,0
21,Common_BubbleStick,0,Soap Bubble,,,,,,,,,,,6,war_bash,-1,-1,,,,Soap Bubble,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,0
22,HeavyVibrate_Attack,0,Item skill,,,,,,,,,,,6,war_bash,-1,-1,,,,Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
23,Dash_Attack,0,This is the dash version of the base attack,,,,,,,,,,,6,war_bash,-1,-1,,,,Dash Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
50,Common_Zaibas,14,Zaibas,"Lv. 1 Attack Ratio: #{SkillFactor}#, AoE Attack Ratio: #{SkillSR}#",,,,,"[""var sklFactor;"", """", ""if (skillOwner.ClassName == 'PC') {"", ""    var atkType = skill.AttackType;"", ""    var attribute = skill.Attribute;"", ""    var atkTypebyItem = GetSumOfEquipItem(skillOwner, atkType);"", ""    var attributebyItem = GetSumOfEquipItem(skillOwner, attribute);"", ""    sklFactor = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel + atkTypebyItem + attributebyItem;"", ""    return Math.floor(sklFactor);"", ""    } else {"", ""    sklFactor = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""    return Math.floor(sklFactor);"", ""}"", """"]","[""var value = pc.SR + skill.SklSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", """", ""return value""]",,,,6,war_bash,-1,-1,,,,Zaibas,0,0,0,0.0,0.0,100.0,8.0,50.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,15,3.0,9
51,Bow_Attack2,0,Bow Left hand,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack 2,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,0
52,CrossBow_Attack,0,Right-hand Bow (Crossbow only),,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
53,Pistol_Attack,0,Right-handed Pistol (Pistol Only),,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,-999.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,3
54,Common_StaffAttack,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Staff Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,7
55,Musket_Attack,0,Attack a distant enemy,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,3
56,Sword_Attack,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,3.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,9
57,Pistol_Attack2,0,Right-handed Pistol (Pistol Only),,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,365.0,73.0,100.0,0.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}, {""Name"": ""Companion"", ""Icon"": ""weapon_companion""}]",2,True,0,0.0,3
58,Cannon_Attack,1,Cannon Attack,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,338.0,23.6,9.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,9
59,War_JustFramePistol,0,Right-handed Pistol (Pistol Only),,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,3
60,Common_ForcedAttack,1,Your summon will attack the targeted enemy.,Maximum Level: 1,,,,,,,,,,6,summon_common_forcedattack,1,1,,,"{""$ID"": 4004, ""Url"": ""jobs"", ""$ID_NAME"": ""Char4_4"", ""Name"": ""Bokor"", ""Icon"": ""c_cleric_bokor""}",Summon: Force Attack,0,0,0,0.0,0.0,0.0,0.0,-9999.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,4
61,Common_ForcedAttackCancel,1,Cancels Force Attack and attacks enemies randomly. ,Maximum Level: 1,,,,,,,,,,6,summon_common_forcedattackcancel,1,1,,,"{""$ID"": 4004, ""Url"": ""jobs"", ""$ID_NAME"": ""Char4_4"", ""Name"": ""Bokor"", ""Icon"": ""c_cleric_bokor""}",Summon: Cancel Attack,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,4
62,Common_SummonRemove,1,Release your summon.,Maximum Level: 1,,,,,,,,,,6,summon_common_summonremove,1,1,,,"{""$ID"": 4004, ""Url"": ""jobs"", ""$ID_NAME"": ""Char4_4"", ""Name"": ""Bokor"", ""Icon"": ""c_cleric_bokor""}",Summon: Release,0,0,0,0.0,0.0,100.0,0.0,0.0,0,1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,True,0,0.0,4
63,DoubleGun_Attack,0,Double Pistol Attack,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,10.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,True,0,0.0,3
64,Muleta_Attack,0,Counter Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Muleta counter attack,0,0,0,0.0,0.0,914.0,50.299999,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,0
65,LightningHands_Attack,0,Lightning Hands,,,,,,,,,,,5,war_bash,-1,-1,,,,Lightning Hands Basic Attack,0,0,0,0.0,0.0,100.0,0.0,3.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,4
66,NakMuay_Attack,0,Nak Muay Attack,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,10.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,7
67,Common_MusketAttack,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Musket Attack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,7
68,Lycan_Half_Attack,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
100,Default,0,,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,True,0,0.0,9
101,Common_vuvuzela,30,Vuvuzela,,,,,,,,,,,6,war_bash,-1,-1,,,,Vuvuzela,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
102,Common_bubblewrap,0,Bubble Wrap,,,,,,,,,,,6,war_bash,-1,-1,,,,Bubble Wrap,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
103,Common_shovel,60,Shovelling,,,,,,,,,,,6,war_bash,-1,-1,,,,Shovelling,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
104,Common_metaldetector,10,Detect metal,,,,,,,,,,,6,war_bash,-1,-1,,,,Detect metal,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,0
105,Common_dumbbell,0,Dumbbell,,,,,,,,,,,6,war_bash,-1,-1,,,,Dumbbell,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
106,Common_snowspray,20,Snow Flower Spray,,,,,,,,,,,6,war_bash,-1,-1,,,,Snow Flower Spray,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
107,Common_wateringcan,0,Water spray,,,,,,,,,,,6,war_bash,-1,-1,,,,Water spray,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
108,Common_otlflag,0,Defeated Flag,,,,,,,,,,,6,war_bash,-1,-1,,,,Defeated Flag,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
109,Common_mining,3,Mining,,,,,,,,,,,6,war_bash,-1,-1,,,,Mining,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
110,Common_balloonpipe,30,Party Horn,,,,,,,,,,,6,war_bash,-1,-1,,,,Party Horn,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
111,Common_foldingchair,10,Foldable Stool,,,,,,,,,,,6,war_bash,-1,-1,,,,Foldable Stool,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
112,Common_firework,5,Fireworks,,,,,,,,,,,6,war_bash,-1,-1,,,,Fireworks,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
113,Common_snowspray2,10,Snow Spray,,,,,,,,,,,6,war_bash,-1,-1,,,,Snow Spray,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
114,Common_hotpack,10,Hot Pack,,,,,,,,,,,6,war_bash,-1,-1,,,,Hot Pack,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
115,Common_firework_green,5,Fireworks Green,,,,,,,,,,,6,war_bash,-1,-1,,,,Fireworks Green,0,0,0,0.0,0.0,100.0,0.0,0.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",0,False,0,0.0,9
1500,Common_TEST1,8,Mischief 1,,,,,,,,,,,6,war_bash,-1,-1,,,,Public_Test 1,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,8,3.0,0
1501,Common_TEST2,8,Mischief 2,,,,,,,,,,,6,war_bash,-1,-1,,,,Public_Test 2,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,8,3.0,0
1502,Common_TEST3,8,Mischief 3,,,,,,,,,,,6,war_bash,-1,-1,,,,Public_Test 3,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,8,3.0,0
1503,Common_TEST4,8,Mischief 4,,,,,,,,,,,6,war_bash,-1,-1,,,,Public_Test 4,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,8,3.0,0
1504,Common_TEST5,8,Mischief 5,,,,,,,,,,,6,war_bash,-1,-1,,,,Public_Test 5,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,8,3.0,0
1506,DragonCrash,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1507,Fly_Shot,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1508,FlyLightning,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1509,Gravity_1,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1510,Gravity_2,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1511,Gravity_3,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1512,Gravity_4,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1514,Snow_2,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1515,Snow_3,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1516,Snow_4,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1517,Cannon_1,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1518,Cannon_2,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1519,Cannon_3,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1520,Cannon_4,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1525,Quest_Cannon,0,Attack an enemy from a short distance.,,,,,,,,,,,6,war_bash,-1,-1,,,,Basic Attack,0,0,0,0.0,0.0,100.0,0.0,1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1530,Sadu_1,3,Basic Normal Attack,,,,,,,,,,,6,act_attack,-1,-1,,,,Attack,0,0,0,0.0,0.0,100.0,0.0,-1.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,0,0.0,9
1531,Catapract_1,5,In development,"Attack +#{SkillFactor}#, AoE Attack Ratio: #{SkillSR}#{nl}Consumes #{SpendSP}# SP",,,,,"[""var sklFactor;"", """", ""if (skillOwner.ClassName == 'PC') {"", ""    var atkType = skill.AttackType;"", ""    var attribute = skill.Attribute;"", ""    var atkTypebyItem = GetSumOfEquipItem(skillOwner, atkType);"", ""    var attributebyItem = GetSumOfEquipItem(skillOwner, attribute);"", ""    sklFactor = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel + atkTypebyItem + attributebyItem;"", ""    return Math.floor(sklFactor);"", ""    } else {"", ""    sklFactor = skill.SklFactor + (skill.Level - 1) * skill.SklFactorByLevel;"", ""    return Math.floor(sklFactor);"", ""}"", """"]","[""var value = pc.SR + skill.SklSR;"", """", ""if (value < 1) {"", ""    value = 1"", ""}"", """", ""return value""]",,,"[""var basicsp = skill.BasicSP;"", ""var lv = skill.Level;"", ""var lvUpSpendSp = skill.LvUpSpendSp;"", ""var decsp = 0;"", """", ""if (basicsp == 0) {"", ""    return 0;"", ""}"", """", ""var abilAddSP = skill.SP;"", ""abilAddSP = abilAddSP / 100;"", ""var lvUpSpendSpRound = Math.floor((lvUpSpendSp * 10000) + 0.5)/10000;"", ""var value = basicsp + (lv - 1) * lvUpSpendSpRound;"", ""value = value + (value * abilAddSP);"", ""var zeminaLv = GetExProp(pc, \""ZEMINA_BUFF_LV\"");"", """", ""if (zeminaLv > 0) {"", ""    decsp = 4 + (zeminaLv * 4);"", ""}"", """", ""value = value - decsp;"", """", ""if (IsBuffApplied(pc, \""AcrobaticMount_Buff\"") == \""YES\"") {"", """", ""    if (TryGetProp(skill, \""EnableCompanion\"") == \""YES\"") {"", ""        var acrobaticBuff = GetBuffByName(pc, \""AcrobaticMount_Buff\"")"", ""        var acrobaticBuffLevel = GetBuffArg(acrobaticBuff)"", ""        var acrobaticAddSPRate = acrobaticBuffLevel * 0.1"", ""        value = value *(1 + acrobaticAddSPRate)"", ""        SetExProp(acrobaticBuff, \""ACROBATICMOUNT_SPENDSP\"", Math.floor(value))"", ""    }"", """", ""}"", """", """", ""if (value < 1) {"", ""    value = 1;"", ""}"", """", ""return Math.floor(value);""]",6,war_thrust,-1,-1,,,,Hoplite,0,0,0,0.0,0.0,100.0,0.0,3.0,0,-1,"[{""Name"": ""All"", ""Icon"": ""weapon_all""}]",1,False,6,2.0,0
