$ID,$ID_NAME,Description,Icon,IsToggleable,LevelMax,Link_Jobs,Link_Skill,Name,Unlock,UpgradePrice,UpgradeTime
10020,CompMastery2,"* When companion HP is below 50%, activates [First Aid] effect to recover HP for 2 seconds{nl}Duration is increased by 1 second per attribute level from Lv. 2{nl}[First Aid] cannot be used for another 10 minutes after being activated{nl}{nl}{b}Hunter 1st Circle required{b}{nl}{b}Falconer 1st Circle required{b}",ability_common_compmastery2,False,4,"[3002, 3014]",,Companion First Aid,"[""var jobGrade = GetJobGrade(3014);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[2, 3, 4, 5]","[30, 30, 30, 30]"
10021,Musket,* Can equip [Musket] type weapons{nl}{nl}{b}Musketeer 1st Circle required{b},ability_archer_rifle,False,1,[3016],,Musket Use,"[""var jobGrade = GetJobGrade(3016);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",,
10024,SubSword,* [One-handed Sword] type weapons can be equipped on the right hand (sub weapon){nl}{nl}{b}Hackapell 1st Circle Required{b},ability_warrior_sword,False,1,[3007],,Use One-handed Swords,"[""var jobGrade = GetJobGrade(3007);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",,
10025,THMace,* Can equip [Two-handed Blunt] type weapons{nl}{nl}{b}Monk 1st Circle required{b}{nl}{b}Paladin 1st Circle required{b},ability_cleric_thmace,False,1,"[4009, 4011]",,Use Two-handed Blunt Weapon,"[""var jobGrade = GetJobGrade(4011);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",,
10026,THMace_SR,* Increases AoE attack ratio by 5 when equipping a [Two-handed Blunt] weapon{nl}{nl}{b}Paladin 1st Circle required{b},ability_cleric_thmace2,False,1,[4011],,Two-handed Blunt Mastery: Paladin,"[""var jobGrade = GetJobGrade(4011);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[2],[30]
10027,THMace_BLKBREAK,* Increases block penetration by 85 when equipping a [Two-handed Blunt] weapon{nl}{nl}{b}Monk 1st Circle required{b},ability_cleric_thmace,False,1,[4009],,Two-handed Blunt Mastery: Monk,"[""var jobGrade = GetJobGrade(4009);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[2],[30]
10028,SwordMastery_DEForATK,* Adds 20% of your weapon's attack as physical defense when equipping a [Shield] and [One-handed Sword]{nl}* Increases attack speed when equipping a subweapon and [One-handed Sword] (no [Shield]){nl}{nl}{b}Swordsman 1st Circle required{b},ability_warrior_sword2,False,1,"[1001, 1003, 1006, 1010, 1008, 1011, 1016, 1012, 1013]",,One-handed Sword Mastery: Ready for Battle,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[2],[30]
101001,Swordman1,* Increases the damage dealt on an enemy with [Bash] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Swordsman 1st Circle required{b},ability_warrior_swordman1,False,100,[1001],10002,Bash: Enhance,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 11, 12, 13, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 27, 29, 31, 33, 36, 38, 41, 44, 47, 50, 54, 57, 62, 66, 70, 75, 81, 86, 93, 99, 106, 113, 121, 130, 139, 149, 159, 171, 183, 195, 209, 224, 239, 256, 274, 293, 314, 336, 360, 385, 412, 441, 471, 505, 540, 578, 618, 661, 708, 757]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101004,Swordman2,* Increases the damage dealt on an enemy with [Thrust] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Swordsman 1st Circle required{b},ability_warrior_swordman2,False,100,[1001],10001,Thrust: Enhance,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 11, 12, 13, 13, 14, 16, 17, 18, 19, 21, 22, 24, 25, 27, 29, 31, 33, 36, 38, 41, 44, 47, 50, 54, 57, 62, 66, 70, 75, 81, 86, 93, 99, 106, 113, 121, 130, 139, 149, 159, 171, 183, 195, 209, 224, 239, 256, 274, 293, 314, 336, 360, 385, 412, 441, 471, 505, 540, 578, 618, 661, 708, 757]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101007,Swordman13,* Amplifies physical damage increase effect and decreased defense effect of [Gung Ho] by 1% per attribute level{nl}{nl}{b}Lv3 Gung Ho required{b},ability_warrior_swordman13,False,50,[1001],10003,Gung Ho: Enhance,"[""var skl = GetSkill(10003)"", """", ""if (skl != null  &&  skl.LevelByDB >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]"
101008,Swordman14,* Increases additional damage of [Concentrate] by 1% per attribute level{nl}{nl}{b}Lv3 Concentrate required{b},ability_warrior_swordman14,False,50,[1001],10004,Concentrate: Enhance,"[""var skl = GetSkill(10004)"", """", ""if (skl != null  &&  skl.LevelByDB >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]"
101010,Swordman25,* Increases the damage dealt on an enemy with [Pommel Beat] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Swordsman 2nd Circle required{b},ability_warrior_swordman25,False,100,[1001],10007,Pommel Beat: Enhance,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 26, 27, 29, 32, 34, 36, 39, 42, 44, 48, 51, 55, 58, 63, 67, 72, 77, 82, 88, 94, 101, 108, 115, 124, 132, 141, 151, 162, 173, 186, 199, 213, 227, 243, 261, 279, 298, 319, 342, 366, 391, 419, 448, 479, 513, 549, 587, 629, 673, 720, 770, 824, 882, 943, 1010, 1080, 1156, 1237, 1323, 1416, 1515]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101012,Swordman27,* Increases the damage dealt on an enemy with [Double Slash] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Swordsman 3rd Circle required{b},ability_warrior_swordman27,False,100,[1001],10008,Double Slash: Enhance,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[2, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 26, 27, 29, 32, 34, 36, 39, 41, 44, 48, 51, 55, 58, 63, 67, 72, 77, 82, 88, 94, 101, 108, 115, 123, 132, 141, 151, 162, 173, 186, 199, 212, 227, 243, 260, 279, 298, 319, 341, 365, 391, 418, 448, 479, 513, 549, 587, 628, 672, 719, 770, 824, 881, 943, 1009, 1080, 1155, 1236, 1323, 1415, 1515, 1621, 1734, 1856, 1985, 2124, 2273]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101013,Penetration,* Increases AoE attack ratio of [Bash] by 1 per attribute level{nl}* Increases SP consumption by 10%{nl}{nl}{b}Swordsman 2nd Circle required{b},ability_warrior_penetration,True,3,[1001],10002,Bash: Splash,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1]","[12, 16, 20]"
101014,Repeat,* Activates consecutive attacks when using [Thrust] by 1% chance per attribute level{nl}* Increases SP consumption by 10%{nl}{nl}{b}Swordsman 1st Circle required{b},ability_warrior_repeat,True,5,[1001],10001,Thrust: Continuous Attack,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1, 1, 1]","[0, 4, 8, 12, 16]"
101015,Blow,* Enemies hit by [Bash] are knocked down{nl}* Increases SP consumption by 30%{nl}{nl}{b}Lv3 Bash required{b},ability_warrior_swordman6,True,1,[1001],10002,Bash: Knockdown,"[""var skl = GetSkill(10002)"", """", ""if (skl != null  &&  skl.LevelByDB >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[1],[16]
101016,Swordman10,* Increases critical chance of [Double Slash] by 7% per attribute level{nl}* Increases SP consumption by 10%{nl}{nl}{b}Swordsman 3rd Circle required{b},ability_warrior_swordman9,True,5,[1001],10008,Double Slash: Critical,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1, 1, 1]","[8, 12, 16, 20, 24]"
101017,Swordman3,* Inflicts [Bleeding] on stunned enemies for 5 seconds with [Thrust]{nl}* Bleeding damage is proportional to character's STR{nl}* Increases SP consumption by 10%{nl}{nl}{b}Swordsman 2nd Circle required{b},ability_warrior_swordman3,True,1,[1001],10001,Thrust: Bleeding,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[1],[20]
101018,Swordman4,* Enemies stunned by [Restrain] become slowed down after stun wears off{nl}* Increases duration of slow effect by 3 seconds per attribute level{nl}* Increases SP consumption by 10%{nl}{nl}{b}Swordsman 2nd Circle required{b},ability_warrior_swordman4,True,4,[1001],10006,Restrain: Slow,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1, 1]","[8, 12, 16, 20]"
101020,Swordman28,* Increases provocation when attacking enemies by 50% per attribute level{nl}{nl}{b}Swordsman 1st Circle required{b},ability_warrior_swordman28,True,10,[1001],,Provoke,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101021,Swordman29,* Increases [Pain Barrier] duration for 5 seconds{nl}* Increases SP consumption by 10%{nl}{nl}{b}Swordsman 3rd Circle required{b},ability_warrior_swordman29,True,1,[1001],10005,Pain Barrier: Duration,"[""var jobGrade = GetJobGrade(1001);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]",[1],[24]
102001,Peltasta11,* Increases the damage dealt on an enemy with [Rim Blow] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Peltasta 1st Circle required{b},ability_warrior_peltasta11,False,100,[1003],10102,Rim Blow: Enhance,"[""var jobGrade = GetJobGrade(1003);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 26, 27, 29, 32, 34, 36, 39, 42, 44, 48, 51, 55, 58, 63, 67, 72, 77, 82, 88, 94, 101, 108, 115, 124, 132, 141, 151, 162, 173, 186, 199, 213, 227, 243, 261, 279, 298, 319, 342, 366, 391, 419, 448, 479, 513, 549, 587, 629, 673, 720, 770, 824, 882, 943, 1010, 1080, 1156, 1237, 1323, 1416, 1515]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102004,Peltasta12,* Increases the damage dealt on an enemy with [Umbo Blow] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Peltasta 1st Circle required{b},ability_warrior_peltasta12,False,100,[1003],10101,Umbo Blow: Enhance,"[""var jobGrade = GetJobGrade(1003);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 26, 27, 29, 32, 34, 36, 39, 42, 44, 48, 51, 55, 58, 63, 67, 72, 77, 82, 88, 94, 101, 108, 115, 124, 132, 141, 151, 162, 173, 186, 199, 213, 227, 243, 261, 279, 298, 319, 342, 366, 391, 419, 448, 479, 513, 549, 587, 629, 673, 720, 770, 824, 882, 943, 1010, 1080, 1156, 1237, 1323, 1416, 1515]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102008,Peltasta14,* Increases the damage dealt on an enemy with [Shield Lob] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Peltasta 2nd Circle required{b},ability_warrior_peltasta14,False,100,[1003],10105,Shield Lob: Enhance,"[""var jobGrade = GetJobGrade(1003);"", """", ""if (jobGrade >= 2) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[2, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 24, 26, 27, 29, 32, 34, 36, 39, 41, 44, 48, 51, 55, 58, 63, 67, 72, 77, 82, 88, 94, 101, 108, 115, 123, 132, 141, 151, 162, 173, 186, 199, 212, 227, 243, 260, 279, 298, 319, 341, 365, 391, 418, 448, 479, 513, 549, 587, 628, 672, 719, 770, 824, 881, 943, 1009, 1080, 1155, 1236, 1323, 1415, 1515, 1621, 1734, 1856, 1985, 2124, 2273]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102010,Peltasta22,* Increases the damage dealt on an enemy with [Butterfly] by 0.5% per attribute level{nl}* +10% added damage at maximum level{nl}{nl}{b}Peltasta 3rd Circle required{b},ability_warrior_peltasta22,False,100,[1003],10107,Butterfly: Enhance,"[""var jobGrade = GetJobGrade(1003);"", """", ""if (jobGrade >= 3) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[3, 4, 4, 4, 4, 5, 5, 6, 6, 6, 7, 7, 8, 9, 9, 10, 11, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24, 26, 28, 30, 32, 34, 37, 39, 42, 45, 48, 52, 55, 59, 64, 68, 73, 78, 84, 89, 96, 102, 110, 117, 126, 134, 144, 154, 165, 176, 189, 202, 216, 231, 248, 265, 283, 303, 325, 347, 372, 398, 426, 455, 487, 522, 558, 597, 639, 684, 732, 783, 838, 896, 959, 1026, 1098, 1175, 1258, 1346, 1440, 1541, 1648, 1764, 1887, 2020, 2161, 2312, 2474, 2647, 2833, 3031]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102011,Peltasta1,* Decreases the damage taken by 5% per attribute level for 10 seconds when using [Swash Buckling]{nl}{nl}{b}Peltasta 1st Circle required{b},ability_warrior_peltasta1,True,5,[1003],10103,Swash Buckling: Focused Defense,"[""var jobGrade = GetJobGrade(1003);"", """", ""if (jobGrade >= 1) {"", ""    return \""UNLOCK\"";"", ""}"", """", ""return \""LOCK_GRADE\"";""]","[1, 1, 1, 1, 1]","[4, 8, 12, 16, 20]"
