$ID,$ID_NAME,Bonus2,Bonus3,Bonus4,Bonus5,Bonus6,Bonus7,Link_Items,Name
14,set_014,CON {img green_up_arrow 16 16} 5,Stamina {img green_up_arrow 16 16} 10,"When hit by Earth property attacks, your regular attacks gain the Rage of Earth buff (1 Earth property attack per stack) for 10 sec{nl}Max. 30 stacks",,,,"[{""$ID"": 502155, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_155"", ""Name"": ""Leather Earth Gloves"", ""Icon"": ""icon_item_gloves_gairas_yellow""}, {""$ID"": 512155, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_155"", ""Name"": ""Leather Earth Boots"", ""Icon"": ""icon_item_boots_gairas_yellow""}, {""$ID"": 522155, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_155"", ""Name"": ""Leather Earth Pants"", ""Icon"": ""icon_item_pants_gairas_yellow""}, {""$ID"": 532155, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_155"", ""Name"": ""Leather Earth Armor"", ""Icon"": ""icon_item_shirts_gairas_yellow""}]",Earth Leather Armor Set
15,set_015,CON {img green_up_arrow 16 16} 5,Stamina {img green_up_arrow 16 16} 10,"When hit by Earth property attacks, your regular attacks gain the Rage of Earth buff (1 Earth property attack per stack) for 10 sec{nl}Max. 30 stacks",,,,"[{""$ID"": 502156, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_156"", ""Name"": ""Earth Plate Gauntlets"", ""Icon"": ""icon_item_gloves_sr_olive""}, {""$ID"": 512156, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_156"", ""Name"": ""Earth Plate Greaves"", ""Icon"": ""icon_item_boots_sr_olive""}, {""$ID"": 522156, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_156"", ""Name"": ""Earth Plate Pants"", ""Icon"": ""icon_item_pants_sr_olive""}, {""$ID"": 532156, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_156"", ""Name"": ""Earth Plate Armor"", ""Icon"": ""icon_item_shirts_sr_olive""}]",Earth Plate Armor Set
16,set_016,Dark Property Resistance {img green_up_arrow 16 16} 10,SPR {img green_up_arrow 16 16} 6,1% chance of recovering 200 SP for 5 seconds when attacked by a Devil-type enemy,,,,"[{""$ID"": 502157, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_157"", ""Name"": ""Legwyn Family Gloves"", ""Icon"": ""icon_item_gloves_sage_red""}, {""$ID"": 512157, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_157"", ""Name"": ""Legwyn Family Boots"", ""Icon"": ""icon_item_boots_sage_red""}, {""$ID"": 522157, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_157"", ""Name"": ""Legwyn Family Pants"", ""Icon"": ""icon_item_pants_sage_red""}, {""$ID"": 532157, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_157"", ""Name"": ""Legwyn Family Robe"", ""Icon"": ""icon_item_shirts_sage_red""}]",Legwyn Family's Cloth Armor Set
17,set_017,Dark Property Resistance {img green_up_arrow 16 16} 10,SPR {img green_up_arrow 16 16} 6,1% chance of recovering 200 SP for 5 seconds when attacked by a Devil-type enemy,,,,"[{""$ID"": 502158, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_158"", ""Name"": ""Legwyn Family Leather Gloves"", ""Icon"": ""icon_item_gloves_forest_red""}, {""$ID"": 512158, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_158"", ""Name"": ""Legwyn Family Leather Boots"", ""Icon"": ""icon_item_boots_forest_red""}, {""$ID"": 522158, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_158"", ""Name"": ""Legwyn Family Leather Pants"", ""Icon"": ""icon_item_pants_forest_red""}, {""$ID"": 532158, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_158"", ""Name"": ""Legwyn Family Leather Armor"", ""Icon"": ""icon_item_shirts_forest_red""}]",Legwyn Family's Leather Armor Set
18,set_018,Dark Property Resistance {img green_up_arrow 16 16} 10,SPR {img green_up_arrow 16 16} 6,1% chance of recovering 200 SP for 5 seconds when attacked by a Devil-type enemy,,,,"[{""$ID"": 502159, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_159"", ""Name"": ""Legwyn Family Plate Gauntlets"", ""Icon"": ""icon_item_gloves_ce_red""}, {""$ID"": 512159, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_159"", ""Name"": ""Legwyn Family Plate Greaves"", ""Icon"": ""icon_item_boots_ce_red""}, {""$ID"": 522159, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_159"", ""Name"": ""Legwyn Family Plate Pants"", ""Icon"": ""icon_item_pants_ce_red""}, {""$ID"": 532159, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_159"", ""Name"": ""Legwyn Family Plate Armor"", ""Icon"": ""icon_item_shirts_ce_red""}]",Legwyn Family's Plate Armor Set
19,set_019,Attack increases by {img green_up_arrow 16 16} 150% and evasion reduces by {img red_down_arrow 16 16} 188 when you attack an enemy from behind with Backstab,,,,,,"[{""$ID"": 183108, ""Url"": ""equipment"", ""$ID_NAME"": ""BOW03_108"", ""Name"": ""Karacha Crossbow"", ""Icon"": ""icon_item_crossbow_caracha_bow""}, {""$ID"": 113002, ""Url"": ""equipment"", ""$ID_NAME"": ""DAG03_102"", ""Name"": ""Karacha Dagger"", ""Icon"": ""icon_item_choora""}]",Karacha Set
20,set_020,DEX {img green_up_arrow 16 16} 6,,,,,,"[{""$ID"": 522187, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_187"", ""Name"": ""Velnia Monkey Leather Pants"", ""Icon"": ""icon_item_pants_gairas_gray""}, {""$ID"": 532187, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_187"", ""Name"": ""Velnia Monkey Leather Armor"", ""Icon"": ""icon_item_shirts_gairas_gray""}]",Velnia Monkey Set
21,set_021,Magic Defense {img green_up_arrow 16 16} 5,Magic Defense {img green_up_arrow 16 16} 10,INT {img green_up_arrow 16 16} 15,,,,"[{""$ID"": 502188, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_188"", ""Name"": ""Elkosh Gloves"", ""Icon"": ""icon_item_gloves_scholar""}, {""$ID"": 512188, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_188"", ""Name"": ""Elkosh Boots"", ""Icon"": ""icon_item_boots_scholar""}, {""$ID"": 522188, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_188"", ""Name"": ""Elkosh Pants"", ""Icon"": ""icon_item_pants_scholar""}, {""$ID"": 532188, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_188"", ""Name"": ""Elkosh Robe"", ""Icon"": ""icon_item_shirts_scholar""}]",Elgos Set
22,set_022,Physical Defense {img green_up_arrow 16 16} 5,Physical Defense {img green_up_arrow 16 16} 10,Evasion {img green_up_arrow 16 16} 15,,,,"[{""$ID"": 502189, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_189"", ""Name"": ""Ibre Gloves"", ""Icon"": ""icon_item_gloves_animalleather""}, {""$ID"": 512189, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_189"", ""Name"": ""Ibre Boots"", ""Icon"": ""icon_item_boots_animalleather""}, {""$ID"": 522189, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_189"", ""Name"": ""Ibre Pants"", ""Icon"": ""icon_item_pants_animalleather""}, {""$ID"": 532189, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_189"", ""Name"": ""Ibre Armor"", ""Icon"": ""icon_item_shirts_animalleather""}]",Ibre Set
23,set_023,Dark Property Resistance {img green_up_arrow 16 16} 10,Dark Property Resistance {img green_up_arrow 16 16} 20,HP {img green_up_arrow 16 16}1020,,,,"[{""$ID"": 502190, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_190"", ""Name"": ""Grynas Gauntlets"", ""Icon"": ""icon_item_gloves_royalguard""}, {""$ID"": 512190, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_190"", ""Name"": ""Grynas Greaves"", ""Icon"": ""icon_item_boots_royalguard""}, {""$ID"": 522190, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_190"", ""Name"": ""Grynas Leggings"", ""Icon"": ""icon_item_pants_royalguard""}, {""$ID"": 532190, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_190"", ""Name"": ""Grynas Armor"", ""Icon"": ""icon_item_shirts_royalguard""}]",Grynas Set
24,set_024,"Activates the stacking [Porapore]{nl}buff for 8 seconds when using physical attacks. Upon reaching 100 stacks, provides additional Holy and Darkness property damage equal to {img green_up_arrow 16 16}8% of your Magic Defense for 10 seconds.",,,,,,"[{""$ID"": 603103, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC03_103"", ""Name"": ""Pora"", ""Icon"": ""item_bracelet_10""}, {""$ID"": 603104, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC03_104"", ""Name"": ""Pore"", ""Icon"": ""item_bracelet_10""}]",Poratore Set
25,set_025,Add. Ice Property Damage {img green_up_arrow 16 16}12,Add. Ice Property Damage {img green_up_arrow 16 16}26,Pierce-type Defense {img green_up_arrow 16 16} 25,,,,"[{""$ID"": 503114, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND03_114"", ""Name"": ""Virtov Gloves"", ""Icon"": ""icon_item_gloves_sage_black""}, {""$ID"": 513114, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT03_114"", ""Name"": ""Virtov Boots"", ""Icon"": ""icon_item_boots_sage_black""}, {""$ID"": 523114, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG03_114"", ""Name"": ""Virtov Pants"", ""Icon"": ""icon_item_pants_sage_black""}, {""$ID"": 533114, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP03_114"", ""Name"": ""Virtov Robe"", ""Icon"": ""icon_item_shirts_sage_black""}]",Virtov Set
26,set_026,Add. Ice Property Damage {img green_up_arrow 16 16}12,Add. Ice Property Damage {img green_up_arrow 16 16}26,Strike-type Defense {img green_up_arrow 16 16} 25,,,,"[{""$ID"": 503115, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND03_115"", ""Name"": ""Virtov Leather Gloves"", ""Icon"": ""icon_item_gloves_neo_black""}, {""$ID"": 513115, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT03_115"", ""Name"": ""Virtov Leather Boots"", ""Icon"": ""icon_item_boots_neo_black""}, {""$ID"": 523115, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG03_115"", ""Name"": ""Virtov Leather Pants"", ""Icon"": ""icon_item_pants_neo_black""}, {""$ID"": 533115, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP03_115"", ""Name"": ""Virtov Leather Robe"", ""Icon"": ""icon_item_shirts_neo_black""}]",Virtov Leather Set
27,set_027,Add. Ice Property Damage {img green_up_arrow 16 16}12,Add. Ice Property Damage {img green_up_arrow 16 16}26,Slash-type Defense {img green_up_arrow 16 16} 25,,,,"[{""$ID"": 503116, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND03_116"", ""Name"": ""Virtov Plate Gloves"", ""Icon"": ""icon_item_gloves_knight""}, {""$ID"": 513116, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT03_116"", ""Name"": ""Virtov Plate Boots"", ""Icon"": ""icon_item_boots_knight""}, {""$ID"": 523116, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG03_116"", ""Name"": ""Virtov Plate Pants"", ""Icon"": ""icon_item_pants_knight""}, {""$ID"": 533116, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP03_116"", ""Name"": ""Virtov Plate Robe"", ""Icon"": ""icon_item_shirts_knight""}]",Virtov Plate Set
28,set_028,SP Recovery {img green_up_arrow 16 16} 100,Add. Earth Property Damage {img green_up_arrow 16 16}42,INT {img green_up_arrow 16 16} 25,,,,"[{""$ID"": 504106, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND04_106"", ""Name"": ""Lolopanther Gloves"", ""Icon"": ""icon_item_gloves_acolyte_yellow""}, {""$ID"": 514106, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT04_106"", ""Name"": ""Lolopanther Boots"", ""Icon"": ""icon_item_boots_acolyte_yellow""}, {""$ID"": 524106, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG04_106"", ""Name"": ""Lolopanther Pants"", ""Icon"": ""icon_item_pants_acolyte_yellow""}, {""$ID"": 534106, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP04_106"", ""Name"": ""Lolopanther Robe"", ""Icon"": ""icon_item_shirts_acolyte_yellow""}]",Lolopanther Set
29,set_029,Critical Rate {img green_up_arrow 16 16} 46,Add. Earth Property Damage {img green_up_arrow 16 16}42,DEX {img green_up_arrow 16 16} 25,,,,"[{""$ID"": 504107, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND04_107"", ""Name"": ""Lolopanther Leather Gloves"", ""Icon"": ""icon_item_gloves_nobleleather_yellow""}, {""$ID"": 514107, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT04_107"", ""Name"": ""Lolopanther Leather Boots"", ""Icon"": ""icon_item_boots_nobleleather_yellow""}, {""$ID"": 524107, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG04_107"", ""Name"": ""Lolopanther Leather Pants"", ""Icon"": ""icon_item_pants_nobleleather_yellow""}, {""$ID"": 534107, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP04_107"", ""Name"": ""Lolopanther Leather Armor"", ""Icon"": ""icon_item_shirts_nobleleather_yellow""}]",Lolopanther Leather Set
30,set_030,HP Recovery {img green_up_arrow 16 16} 190,Add. Earth Property Damage {img green_up_arrow 16 16}42,STR {img green_up_arrow 16 16} 25,,,,"[{""$ID"": 504108, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND04_108"", ""Name"": ""Lolopanther Plate Gauntlets"", ""Icon"": ""icon_item_gloves_crusader""}, {""$ID"": 514108, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT04_108"", ""Name"": ""Lolopanther Plate Greaves"", ""Icon"": ""icon_item_boots_crusader""}, {""$ID"": 524108, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG04_108"", ""Name"": ""Lolopanther Plate Leggings"", ""Icon"": ""icon_item_pants_crusader""}, {""$ID"": 534108, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP04_108"", ""Name"": ""Lolopanther Plate Mail"", ""Icon"": ""icon_item_shirts_crusader""}]",Lolopanther Plate Set
31,set_031,,Magic Defense {img green_up_arrow 16 16} 10,,,,,"[{""$ID"": 582119, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK02_119"", ""Name"": ""Bronza Medal"", ""Icon"": ""item_necklace_19""}, {""$ID"": 602116, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_116"", ""Name"": ""Bronza Bracelet"", ""Icon"": ""item_bracelet_03""}, {""$ID"": 602116, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_116"", ""Name"": ""Bronza Bracelet"", ""Icon"": ""item_bracelet_03""}]",Bronza Set
32,set_032,,Magic Defense {img green_up_arrow 16 16} 14,,,,,"[{""$ID"": 582120, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK02_120"", ""Name"": ""Argint Medal"", ""Icon"": ""item_necklace_19""}, {""$ID"": 602117, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_117"", ""Name"": ""Argint Bracelet"", ""Icon"": ""item_bracelet_03""}, {""$ID"": 602117, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_117"", ""Name"": ""Argint Bracelet"", ""Icon"": ""item_bracelet_03""}]",Argint Set
33,set_033,,Magic Defense {img green_up_arrow 16 16} 18,,,,,"[{""$ID"": 582121, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK02_121"", ""Name"": ""Auru Medal"", ""Icon"": ""item_necklace_19""}, {""$ID"": 602118, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_118"", ""Name"": ""Auru Bracelet"", ""Icon"": ""item_bracelet_03""}, {""$ID"": 602118, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_118"", ""Name"": ""Auru Bracelet"", ""Icon"": ""item_bracelet_03""}]",Auru Set
34,set_034,,Magic Defense {img green_up_arrow 16 16} 22,,,,,"[{""$ID"": 582122, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK02_122"", ""Name"": ""Platina Medal"", ""Icon"": ""item_necklace_19""}, {""$ID"": 602119, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_119"", ""Name"": ""Platina Bracelet"", ""Icon"": ""item_bracelet_03""}, {""$ID"": 602119, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC02_119"", ""Name"": ""Platina Bracelet"", ""Icon"": ""item_bracelet_03""}]",Platina Set
35,set_035,HP Recovery {img green_up_arrow 16 16}240,All Stats {img green_up_arrow 16 16}6,Adds an additional hit of {img green_up_arrow 16 16}110 Ice property damage to basic attacks{nl}Increases STR and SPR by {img green_up_arrow 16 16}12,,,,"[{""$ID"": 502208, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_208"", ""Name"": ""Manahas Gloves"", ""Icon"": ""icon_item_gloves_bube_blue""}, {""$ID"": 512208, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_208"", ""Name"": ""Manahas Boots"", ""Icon"": ""icon_item_boots_bube_blue""}, {""$ID"": 522208, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_208"", ""Name"": ""Manahas Pants"", ""Icon"": ""icon_item_pants_bube_blue""}, {""$ID"": 532208, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_208"", ""Name"": ""Manahas Armor"", ""Icon"": ""icon_item_shirts_bube_blue""}]",Manahas Set
36,set_036,,All Stats {img green_up_arrow 16 16}25,SP {img green_up_arrow 16 16}1437,,Add. Earth Property Damage {img green_up_arrow 16 16}162,Magic Attack {img green_up_arrow 16 16}571{nl}Magic Amplification {img green_up_arrow 16 16}69,"[{""$ID"": 534109, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP04_109"", ""Name"": ""Solmiki Robe"", ""Icon"": ""icon_item_shirts_acolyte_silver""}, {""$ID"": 524109, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG04_109"", ""Name"": ""Solmiki Pants"", ""Icon"": ""icon_item_pants_acolyte_silver""}, {""$ID"": 514109, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT04_109"", ""Name"": ""Solmiki Boots"", ""Icon"": ""icon_item_boots_acolyte_silver""}, {""$ID"": 504109, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND04_109"", ""Name"": ""Solmiki Gloves"", ""Icon"": ""icon_item_gloves_acolyte_silver""}, {""$ID"": 584106, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_106"", ""Name"": ""Solmiki Medal"", ""Icon"": ""item_necklace_09_blue""}, {""$ID"": 604104, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_104"", ""Name"": ""Solmiki Bracelet"", ""Icon"": ""item_bracelet_09""}, {""$ID"": 604104, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_104"", ""Name"": ""Solmiki Bracelet"", ""Icon"": ""item_bracelet_09""}]",Solmiki Cloth Set
37,set_037,,All Stats {img green_up_arrow 16 16}25,Critical Attack {img green_up_arrow 16 16}225{nl}Accuracy {img green_up_arrow 16 16}100,,Evasion {img green_up_arrow 16 16}48{nl}Critical Rate {img green_up_arrow 16 16}72,Physical Attack {img green_up_arrow 16 16}818,"[{""$ID"": 534110, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP04_110"", ""Name"": ""Solmiki Leather Armor"", ""Icon"": ""icon_item_shirts_nobleleather_silver""}, {""$ID"": 524110, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG04_110"", ""Name"": ""Solmiki Leather Pants"", ""Icon"": ""icon_item_pants_nobleleather_silver""}, {""$ID"": 514110, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT04_110"", ""Name"": ""Solmiki Leather Boots"", ""Icon"": ""icon_item_boots_nobleleather_silver""}, {""$ID"": 504110, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND04_110"", ""Name"": ""Solmiki Leather Gloves"", ""Icon"": ""icon_item_gloves_nobleleather_silver""}, {""$ID"": 584107, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK04_107"", ""Name"": ""Solmiki Medal (Leather)"", ""Icon"": ""item_necklace_09_blue""}, {""$ID"": 604105, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_105"", ""Name"": ""Solmiki Bracelet (Leather)"", ""Icon"": ""item_bracelet_09""}, {""$ID"": 604105, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC04_105"", ""Name"": ""Solmiki Bracelet (Leather)"", ""Icon"": ""item_bracelet_09""}]",Solmiki Leather Set
