$ID,$ID_NAME,Bonus,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642011,COLLECT_111,"[[""Dark Property Resistance"", 8]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 644042, ""Url"": ""cards"", ""$ID_NAME"": ""card_BiteRegina"", ""Name"": ""Biteregina Card"", ""Icon"": ""icon_item_card_util""}, {""$ID"": 644043, ""Url"": ""cards"", ""$ID_NAME"": ""card_Strongholder"", ""Name"": ""Cyclops Card"", ""Icon"": ""icon_item_card_util""}, {""$ID"": 644009, ""Url"": ""cards"", ""$ID_NAME"": ""card_necrovanter"", ""Name"": ""Necroventer Card"", ""Icon"": ""icon_item_card_util""}, {""$ID"": 644067, ""Url"": ""cards"", ""$ID_NAME"": ""card_Chapparition"", ""Name"": ""Chapparition Card"", ""Icon"": ""icon_item_card_atk""}]",,,,Lv1 Card Collection,1,0.0,0.0,0010,4,0.0
642012,COLLECT_112,"[[""Defense"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 644031, ""Url"": ""cards"", ""$ID_NAME"": ""card_Moyabruka"", ""Name"": ""Moyabruka Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644032, ""Url"": ""cards"", ""$ID_NAME"": ""card_Moldyhorn"", ""Name"": ""Moldyhorn Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644029, ""Url"": ""cards"", ""$ID_NAME"": ""card_Mothstem"", ""Name"": ""Mothstem Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644068, ""Url"": ""cards"", ""$ID_NAME"": ""card_chafer"", ""Name"": ""Chafer Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644033, ""Url"": ""cards"", ""$ID_NAME"": ""card_molich"", ""Name"": ""Molich Card"", ""Icon"": ""icon_item_card_util""}]",,,,Lv2 Card Collection,1,0.0,0.0,0010,4,0.0
642013,COLLECT_113,"[[""Magic Defense"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 644007, ""Url"": ""cards"", ""$ID_NAME"": ""card_ginklas"", ""Name"": ""Ginklas Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644063, ""Url"": ""cards"", ""$ID_NAME"": ""card_Iltiswort"", ""Name"": ""Iltiswort Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644048, ""Url"": ""cards"", ""$ID_NAME"": ""card_Shnayim"", ""Name"": ""Shnayim Card"", ""Icon"": ""icon_item_card_def""}, {""$ID"": 644015, ""Url"": ""cards"", ""$ID_NAME"": ""card_Rajatoad"", ""Name"": ""Rajatoad Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644053, ""Url"": ""cards"", ""$ID_NAME"": ""card_archon"", ""Name"": ""Archon Card"", ""Icon"": ""icon_item_card_atk""}, {""$ID"": 644093, ""Url"": ""cards"", ""$ID_NAME"": ""card_Kerberos"", ""Name"": ""Cerberus Card"", ""Icon"": ""icon_item_card_util""}]",,,,Lv3 Card Collection,1,0.0,0.0,0010,4,0.0
642014,COLLECT_114,"[[""CON"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 644024, ""Url"": ""cards"", ""$ID_NAME"": ""card_MagBurk"", ""Name"": ""Magburk Card"", ""Icon"": ""icon_item_card_util""}, {""$ID"": 644045, ""Url"": ""cards"", ""$ID_NAME"": ""card_salamander"", ""Name"": ""Salamander Card"", ""Icon"": ""icon_item_card_util""}, {""$ID"": 644059, ""Url"": ""cards"", ""$ID_NAME"": ""card_yonazolem"", ""Name"": ""Yonazolem Card"", ""Icon"": ""icon_item_card_def""}, {""$ID"": 644022, ""Url"": ""cards"", ""$ID_NAME"": ""card_mineloader"", ""Name"": ""Mineloader Card"", ""Icon"": ""icon_item_card_util""}]",,,,Lv4 Card Collection,1,0.0,0.0,0010,4,0.0
642015,COLLECT_115,"[[""INT"", 1]]","A collection of five necklaces. Each necklace is inscribed with one of the five topics of a pilgrim's path. Made by Maven, the founder of the Great Cathedral. You can add it through the Magic Association NPC's Collection window with right-click.",icon_item_jewelrybox,,,"[{""$ID"": 581132, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK01_132"", ""Name"": ""Necklace of Gluttony"", ""Icon"": ""item_neck_pilgrim_01_pwr""}, {""$ID"": 581133, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK01_133"", ""Name"": ""Necklace of Sloth"", ""Icon"": ""item_neck_pilgrim_02_agt""}, {""$ID"": 581134, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK01_134"", ""Name"": ""Necklace of Fury"", ""Icon"": ""item_neck_pilgrim_03_spr""}, {""$ID"": 581135, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK01_135"", ""Name"": ""Necklace of Deceit"", ""Icon"": ""item_neck_pilgrim_04_int""}, {""$ID"": 581136, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK01_136"", ""Name"": ""Necklace of Greed"", ""Icon"": ""item_neck_pilgrim_05_hpw""}]",,,,Necklace of the Five Sins Collection,1,0.0,0.0,0000,4,0.0
642016,COLLECT_116,"[[""Maximum HP"", 125]]",A collection of the conflict between the demons and the goddesses in Goddess Laima's revelation.{nl}Right-click to add it to the Collection window through the Magic Association NPC.,icon_item_holyark,,,"[{""$ID"": 650710, ""Url"": ""items"", ""$ID_NAME"": ""stonetablet01"", ""Name"": ""Revelation of Crystal Mine"", ""Icon"": ""icon_item_stonetablet""}, {""$ID"": 650742, ""Url"": ""items"", ""$ID_NAME"": ""stonetablet02"", ""Name"": ""Revelation of Tenet Church"", ""Icon"": ""icon_item_stonetablet""}, {""$ID"": 650830, ""Url"": ""items"", ""$ID_NAME"": ""stonetablet03"", ""Name"": ""Revelation of Kvailas Forest"", ""Icon"": ""icon_item_stonetablet""}]",,,,Revelation: Opposing Piece Collection,1,0.0,0.0,0000,4,0.0
642017,COLLECT_117,"[[""Weight Limit"", 100]]",A collection of one of the world's hidden secret in Goddess Laima's revelation.{nl}Right-click to add it to the Collection window through the Magic Association NPC.,icon_item_holyark,,,"[{""$ID"": 650824, ""Url"": ""items"", ""$ID_NAME"": ""stonetablet04"", ""Name"": ""Revelation of Royal Mausoleum"", ""Icon"": ""icon_item_stonetablet""}, {""$ID"": 653041, ""Url"": ""items"", ""$ID_NAME"": ""stonetablet05"", ""Name"": ""Revelation of Mage Tower"", ""Icon"": ""icon_item_stonetablet""}, {""$ID"": 650856, ""Url"": ""items"", ""$ID_NAME"": ""stonetablet06"", ""Name"": ""Revelation of Great Cathedral"", ""Icon"": ""icon_item_stonetablet""}]",,,,Revelation: Inside Piece Collection,1,0.0,0.0,0000,4,0.0
642018,COLLECT_118,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645117, ""Url"": ""items"", ""$ID_NAME"": ""misc_0001"", ""Name"": ""Kepa Stem"", ""Icon"": ""icon_item_stem_green""}, {""$ID"": 628054, ""Url"": ""equipment"", ""$ID_NAME"": ""Hat_628054"", ""Name"": ""Kepa Doll"", ""Icon"": ""hairacc_48_cepadoll""}, {""$ID"": 645118, ""Url"": ""items"", ""$ID_NAME"": ""misc_0002"", ""Name"": ""Leaf Bug Shell"", ""Icon"": ""icon_item_shell_green""}, {""$ID"": 645024, ""Url"": ""items"", ""$ID_NAME"": ""leaf_hanaming"", ""Name"": ""Hanaming Petal"", ""Icon"": ""icon_item_hanamingpetal""}, {""$ID"": 645120, ""Url"": ""items"", ""$ID_NAME"": ""misc_0004"", ""Name"": ""Chinency Leaf"", ""Icon"": ""icon_item_bokchoyleaf""}, {""$ID"": 645121, ""Url"": ""items"", ""$ID_NAME"": ""misc_0005"", ""Name"": ""Infrorocktor Shell"", ""Icon"": ""icon_item_shell""}, {""$ID"": 645267, ""Url"": ""items"", ""$ID_NAME"": ""misc_infroRocktor2"", ""Name"": ""Infrorocktor Bones"", ""Icon"": ""icon_item_bone""}]",,,,Collection: West Siauliai Woods,1,0.0,0.0,0000,4,0.0
642019,COLLECT_119,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645122, ""Url"": ""items"", ""$ID_NAME"": ""misc_0006"", ""Name"": ""Chupacabra Tooth"", ""Icon"": ""icon_item_tooth_white""}, {""$ID"": 645269, ""Url"": ""items"", ""$ID_NAME"": ""misc_chupacabra2"", ""Name"": ""Chupacabra Skin"", ""Icon"": ""icon_item_misc_00007""}, {""$ID"": 640072, ""Url"": ""items"", ""$ID_NAME"": ""food_Popolion"", ""Name"": ""Popolion Meat"", ""Icon"": ""icon_item_meat_02""}, {""$ID"": 645124, ""Url"": ""items"", ""$ID_NAME"": ""misc_0008"", ""Name"": ""Weaver Feeler"", ""Icon"": ""icon_item_feeler_black""}, {""$ID"": 645125, ""Url"": ""items"", ""$ID_NAME"": ""misc_0009"", ""Name"": ""Pokubu Skin"", ""Icon"": ""icon_item_misc_00011""}]",,,,Collection: East Siauliai Woods,1,0.0,0.0,0000,4,0.0
642020,COLLECT_120,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645117, ""Url"": ""items"", ""$ID_NAME"": ""misc_0001"", ""Name"": ""Kepa Stem"", ""Icon"": ""icon_item_stem_green""}, {""$ID"": 645126, ""Url"": ""items"", ""$ID_NAME"": ""misc_0010"", ""Name"": ""Jukopus Leaf"", ""Icon"": ""icon_item_leaves_blue""}, {""$ID"": 645129, ""Url"": ""items"", ""$ID_NAME"": ""misc_0013"", ""Name"": ""Vubbe Token"", ""Icon"": ""icon_item_bubetoken""}, {""$ID"": 601123, ""Url"": ""equipment"", ""$ID_NAME"": ""BRC01_123"", ""Name"": ""Vubbe Bangle"", ""Icon"": ""item_bracelet_16""}]",,,,Collection: Miners' Village,1,0.0,0.0,0000,4,0.0
642021,COLLECT_121,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 640025, ""Url"": ""items"", ""$ID_NAME"": ""food_001"", ""Name"": ""Varnalesa"", ""Icon"": ""icon_item_varnalesa""}, {""$ID"": 645129, ""Url"": ""items"", ""$ID_NAME"": ""misc_0013"", ""Name"": ""Vubbe Token"", ""Icon"": ""icon_item_bubetoken""}, {""$ID"": 581123, ""Url"": ""equipment"", ""$ID_NAME"": ""NECK01_123"", ""Name"": ""Vubbe Necklace"", ""Icon"": ""item_necklace_18""}, {""$ID"": 645235, ""Url"": ""items"", ""$ID_NAME"": ""misc_0119"", ""Name"": ""Bat Wing"", ""Icon"": ""icon_item_batwing""}, {""$ID"": 645286, ""Url"": ""items"", ""$ID_NAME"": ""misc_bat2"", ""Name"": ""Bat Tooth"", ""Icon"": ""icon_item_tooth_white""}, {""$ID"": 645130, ""Url"": ""items"", ""$ID_NAME"": ""misc_0014"", ""Name"": ""Stone Orca Core"", ""Icon"": ""icon_item_core_yellow""}]",,,,Collection: Crystal Mine 1F,1,0.0,0.0,0000,4,0.0
642022,COLLECT_122,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645287, ""Url"": ""items"", ""$ID_NAME"": ""misc_shredded2"", ""Name"": ""Shredded Piece of Cloth"", ""Icon"": ""icon_item_clothpiece_red""}, {""$ID"": 645288, ""Url"": ""items"", ""$ID_NAME"": ""misc_shredded3"", ""Name"": ""Shredded Spirit Matter"", ""Icon"": ""icon_item_spirit_red""}, {""$ID"": 645132, ""Url"": ""items"", ""$ID_NAME"": ""misc_0016"", ""Name"": ""Yekubite Antennae"", ""Icon"": ""icon_item_feeler_purple""}, {""$ID"": 645129, ""Url"": ""items"", ""$ID_NAME"": ""misc_0013"", ""Name"": ""Vubbe Token"", ""Icon"": ""icon_item_bubetoken""}, {""$ID"": 645222, ""Url"": ""items"", ""$ID_NAME"": ""misc_0106"", ""Name"": ""Vubbe Bow"", ""Icon"": ""icon_item_bubebow""}]",,,,Collection: Crystal Mine 2F,1,0.0,0.0,0000,4,0.0
642023,COLLECT_123,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645131, ""Url"": ""items"", ""$ID_NAME"": ""misc_0015"", ""Name"": ""Crystal Spider Feelers"", ""Icon"": ""icon_item_feeler_blue""}, {""$ID"": 645292, ""Url"": ""items"", ""$ID_NAME"": ""misc_quartz_weaver3"", ""Name"": ""Crystal Spider Crystal"", ""Icon"": ""icon_item_crystal_00005""}, {""$ID"": 645129, ""Url"": ""items"", ""$ID_NAME"": ""misc_0013"", ""Name"": ""Vubbe Token"", ""Icon"": ""icon_item_bubetoken""}, {""$ID"": 645293, ""Url"": ""items"", ""$ID_NAME"": ""misc_bubeWarriorBlood"", ""Name"": ""Vubbe Fighter Blood"", ""Icon"": ""icon_item_drug_51013""}]",,,,Collection: Crystal Mine 3F,1,0.0,0.0,0000,4,0.0
642024,COLLECT_124,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645135, ""Url"": ""items"", ""$ID_NAME"": ""misc_0019"", ""Name"": ""Zignuts Stem"", ""Icon"": ""icon_item_zignuts""}, {""$ID"": 645134, ""Url"": ""items"", ""$ID_NAME"": ""misc_0018"", ""Name"": ""Panto Horn"", ""Icon"": ""icon_item_pantohorn""}, {""$ID"": 645352, ""Url"": ""items"", ""$ID_NAME"": ""misc_Grummer"", ""Name"": ""Grummer Leaf"", ""Icon"": ""icon_item_leaves_green""}, {""$ID"": 502123, ""Url"": ""equipment"", ""$ID_NAME"": ""HAND02_123"", ""Name"": ""Cafrisun Gloves"", ""Icon"": ""icon_item_gloves_brigan""}, {""$ID"": 512123, ""Url"": ""equipment"", ""$ID_NAME"": ""FOOT02_123"", ""Name"": ""Cafrisun Boots"", ""Icon"": ""icon_item_boots_brigan""}, {""$ID"": 522123, ""Url"": ""equipment"", ""$ID_NAME"": ""LEG02_123"", ""Name"": ""Cafrisun Pants"", ""Icon"": ""icon_item_pants_brigan""}, {""$ID"": 532123, ""Url"": ""equipment"", ""$ID_NAME"": ""TOP02_123"", ""Name"": ""Cafrisun Armor"", ""Icon"": ""icon_item_shirts_brigan""}]",,,,Collection: Srautas Gorge,1,0.0,0.0,0000,4,0.0
642025,COLLECT_125,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645300, ""Url"": ""items"", ""$ID_NAME"": ""misc_leafly"", ""Name"": ""Leafly Wing"", ""Icon"": ""icon_item_bugwing""}, {""$ID"": 645134, ""Url"": ""items"", ""$ID_NAME"": ""misc_0018"", ""Name"": ""Panto Horn"", ""Icon"": ""icon_item_pantohorn""}, {""$ID"": 142101, ""Url"": ""equipment"", ""$ID_NAME"": ""STF02_101"", ""Name"": ""Panto Rod"", ""Icon"": ""panto_wand""}, {""$ID"": 645307, ""Url"": ""items"", ""$ID_NAME"": ""misc_pantoSword"", ""Name"": ""Broken Panto Sword"", ""Icon"": ""icon_item_bladepiece""}]",,,,Collection: Gele Plateau,1,0.0,0.0,0000,4,0.0
642026,COLLECT_126,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645347, ""Url"": ""items"", ""$ID_NAME"": ""misc_puragi"", ""Name"": ""Large Hook"", ""Icon"": ""icon_item_claw_01""}, {""$ID"": 645138, ""Url"": ""items"", ""$ID_NAME"": ""misc_0022"", ""Name"": ""Firent Flower"", ""Icon"": ""icon_item_firentflower""}, {""$ID"": 645306, ""Url"": ""items"", ""$ID_NAME"": ""misc_firent2"", ""Name"": ""Firent Skin"", ""Icon"": ""icon_item_misc_00013""}, {""$ID"": 645348, ""Url"": ""items"", ""$ID_NAME"": ""misc_banshee"", ""Name"": ""Banshee Spirit Matter"", ""Icon"": ""icon_item_spirit_orange""}, {""$ID"": 645412, ""Url"": ""items"", ""$ID_NAME"": ""misc_banshee3"", ""Name"": ""Banshee Hood"", ""Icon"": ""icon_item_bandana""}, {""$ID"": 645346, ""Url"": ""items"", ""$ID_NAME"": ""misc_zigri"", ""Name"": ""Kitchen Knife"", ""Icon"": ""icon_item_knife01""}, {""$ID"": 645297, ""Url"": ""items"", ""$ID_NAME"": ""misc_humming_bud"", ""Name"": ""Hummingbird Wing"", ""Icon"": ""icon_item_bugwing""}, {""$ID"": 628018, ""Url"": ""equipment"", ""$ID_NAME"": ""Hat_628018"", ""Name"": ""White Flower Hairpin"", ""Icon"": ""hairacc_15_flowerribbon""}]",,,,Collection: Nefritas Cliff,1,0.0,0.0,0000,4,0.0
642027,COLLECT_127,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[{""$ID"": 645303, ""Url"": ""items"", ""$ID_NAME"": ""misc_seedmia"", ""Name"": ""Seedmia Seed"", ""Icon"": ""icon_item_seed_brown""}, {""$ID"": 645134, ""Url"": ""items"", ""$ID_NAME"": ""misc_0018"", ""Name"": ""Panto Horn"", ""Icon"": ""icon_item_pantohorn""}, {""$ID"": 645310, ""Url"": ""items"", ""$ID_NAME"": ""misc_mallardu"", ""Name"": ""Mallardu Meat"", ""Icon"": ""icon_item_meat_02""}, {""$ID"": 645231, ""Url"": ""items"", ""$ID_NAME"": ""misc_0115"", ""Name"": ""Panto Spearhead"", ""Icon"": ""icon_item_pantoblade""}]",,,,Collection: Tenet Garden,1,0.0,0.0,0000,4,0.0
