$ID,$ID_NAME,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Material,Name,Potential,Price,ReinforceRatio,RequiredClass,RequiredLevel,Set,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
11105,ABAND01_105,,It is used for special offers and as a fashion item.,-1,2,icon_item_armband_tassel,40,,,,,"[{""$ID"": 36005, ""Url"": ""recipes"", ""$ID_NAME"": ""R_ABAND01_105"", ""Name"": ""Recipe - Tasseled Armband"", ""Icon"": ""icon_item_recipe_misc1""}]",4,Tasseled Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11106,ABAND01_106,,An armband for players who participated in the 1st CBT.,-1,2,icon_item_artefact_armband_cbt1,1,,,,,,4,Beginning of Savior Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11107,ABAND01_107,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_chief,40,,,,,,4,Chief Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11108,ABAND01_108,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_silver,40,,,,,,4,Silver Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11109,ABAND01_109,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_dia,40,,,,,,4,Diamond Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11110,ABAND01_110,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_singletassel,40,,,,,,4,Alcohol Decoration Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11111,ABAND01_111,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_shaman,40,,,,,,4,Shaman Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11112,ABAND01_112,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_orient,40,,,,,,4,Orient Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11113,ABAND01_113,,An armband to commemorate those that participated in the Seasonal Server.,-1,2,icon_item_armband_gold,1,,,,,,4,Golden Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11114,ABAND01_114,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_leaf,40,,,,,,4,Leaf Pattern Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11115,ABAND01_115,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_dragonfly1,40,,,,,,4,Dragonfly Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11116,ABAND01_116,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_exclamationmark_icon,40,,,,,,4,Feelings Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11117,ABAND01_117,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_ribbon,40,,,,,,4,Ribbon Arm Band,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11118,ABAND01_118,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_facebook,40,,,,,,4,Thumbup Armband,0,0,1.0,1111,40,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11119,ABAND01_119,,An honorable armband awarded to members of the guild that achieves 1st Place in the Regional Guild Battles.,-1,2,icon_item_armband_01,40,,,,,,4,Guild Battle 1st Place Armband,0,0,1.0,1111,40,"{""$ID_NAME"": ""set_041"", ""Name"": ""Guild Battle 1st Place Set"", ""Link_Items"": [{""$ID"": 11119, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_119"", ""Name"": ""Guild Battle 1st Place Armband"", ""Icon"": ""icon_item_armband_01""}], ""$ID"": 41, ""Bonus3"": null, ""Bonus2"": null, ""Bonus5"": null, ""Bonus4"": null, ""Bonus7"": null, ""Bonus6"": null}",0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
11120,ABAND01_120,,An honorable armband awarded to members of the guild that achieves 2nd Place in the Regional Guild Battles.,-1,2,icon_item_armband_02,40,,,,,,4,Guild Battle 2nd Place Armband,0,0,1.0,1111,40,"{""$ID_NAME"": ""set_042"", ""Name"": ""Guild Battle 2nd Place Set"", ""Link_Items"": [{""$ID"": 11120, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_120"", ""Name"": ""Guild Battle 2nd Place Armband"", ""Icon"": ""icon_item_armband_02""}], ""$ID"": 42, ""Bonus3"": null, ""Bonus2"": null, ""Bonus5"": null, ""Bonus4"": null, ""Bonus7"": null, ""Bonus6"": null}",0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
11121,ABAND01_121,,An honorable armband awarded to members of the guild that achieves 3rd Place in the Regional Guild Battles.,-1,2,icon_item_armband_03,40,,,,,,4,Guild Battle 3rd Place Armband,0,0,1.0,1111,40,"{""$ID_NAME"": ""set_043"", ""Name"": ""Guild Battle 3rd Place Set"", ""Link_Items"": [{""$ID"": 11121, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_121"", ""Name"": ""Guild Battle 3rd Place Armband"", ""Icon"": ""icon_item_armband_03""}], ""$ID"": 43, ""Bonus3"": null, ""Bonus2"": null, ""Bonus5"": null, ""Bonus4"": null, ""Bonus7"": null, ""Bonus6"": null}",0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
11122,ABAND01_122,,An arm band worn by the leader of the class.,-1,2,icon_item_armband_freshness,1,,,,,,4,Class President Arm Band,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11123,ABAND01_123,,An arm band worn by those who are up to no good.,-1,2,icon_item_armband_skull,1,,,,,,4,Skull Arm Band,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11124,ABAND01_124,,A cute arm band featuring a bunny face.,-1,2,icon_item_armband_bunny,1,,,,,,4,Bunnies Arm Band,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11125,ABAND01_125,,A lovely heart gives a nice touch to this arm band.,-1,2,icon_item_armband_nurse,1,,,,,,4,White Nurse Arm Band,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11126,ABAND01_126,,G9 Savior's Armband,-1,2,icon_item_armband_g9,1,,,,,,4,G9 Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
11127,ABAND01_127,,An armband produced to the image of Vakarine's Dyonis.,-1,2,icon_item_armband_dinios,1,,,,,,4,Dionys Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11128,ABAND01_128,,A special armband for a special savior. ,-1,2,icon_item_armband_e_speicialbrain,1,,,,,,4,TOS Specialty Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
11129,ABAND01_129,,"This armband commemorates 2018, Year of the Golden Dog.",-1,2,item_icon_armband_golddog2018,1,,,,,,4,Golden Pup Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11130,ABAND01_130,,An arm band accessory celebrating 2 years of TOS on Steam.,-1,2,icon_item_armband_steam2nd,1,,,,,,4,Steam 2nd Anniversary Arm Band,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1111,22,9,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,An armband given to beta testers of the new Guild Territory Wars.,-1,2,icon_item_armband_01,40,,,,,,4,Territory Wars Tester Armband (30days),0,0,1.0,1111,40,"{""$ID_NAME"": ""set_054"", ""Name"": ""Territory Wars Beta Set"", ""Link_Items"": [{""$ID"": 11131, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_119_COLONY_30"", ""Name"": ""Territory Wars Tester Armband (30days)"", ""Icon"": ""icon_item_armband_01""}], ""$ID"": 54, ""Bonus3"": null, ""Bonus2"": null, ""Bonus5"": null, ""Bonus4"": null, ""Bonus7"": null, ""Bonus6"": null}",0,0,0,0,0,0,0,0,0.0,2592000.0,0000,22,9,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,An armband given to beta testers of the new Guild Territory Wars.,-1,2,icon_item_armband_01,40,,,,,,4,Territory Wars Tester Armband  (90days),0,0,1.0,1111,40,"{""$ID_NAME"": ""set_055"", ""Name"": ""Territory Wars Beta Set"", ""Link_Items"": [{""$ID"": 11132, ""Url"": ""equipment"", ""$ID_NAME"": ""ABAND01_119_COLONY_90"", ""Name"": ""Territory Wars Tester Armband  (90days)"", ""Icon"": ""icon_item_armband_01""}], ""$ID"": 55, ""Bonus3"": null, ""Bonus2"": null, ""Bonus5"": null, ""Bonus4"": null, ""Bonus7"": null, ""Bonus6"": null}",0,0,0,0,0,0,0,0,0.0,7776000.0,0000,22,9,4,False,False,10.0
11133,ABAND01_131,,An armband created to remember that guilds make TOS. ,-1,2,icon_item_armband_guild04,1,,,,,,4,Guild Lovers Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
11134,ABAND01_132,,Armband worn by the captain of a soccer team.,-1,2,icon_item_armband_captain_soccer,1,,,,,,4,Captain Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1101,22,9,4,False,False,10.0
11135,ABAND01_133,,Armband worn by supporters of a soccer team.,-1,2,icon_item_armband_supporter_soccer,1,,,,,,4,Supporters Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,1101,22,9,4,False,False,10.0
11136,ABAND01_134,,An armband given to Astral Tower event participants.,-1,2,icon_item_armband_stararrow,1,,,,,,4,Astral Tower Hero Armband,0,0,1.0,1111,1,,0,0,0,0,0,0,0,0,0.0,0.0,0001,22,9,4,False,False,10.0
12111,HAIR_M_101,,"Once the heir of one the more prestigious families fashioned their hair this way, many followed suit. It must be said however, it's difficult to capitalize on its charm without being attractive in the first place.",-1,,hair_lancer_male,0,,,,,,4,Terius,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12112,HAIR_M_102,,"A hairstyle imitated by many, restored from around the time of the Millenary. However, it was mostly done by nobility due to it being difficult to cut and maintain.",-1,,hair_puppeteer_male,0,,,,,,4,Dandy Wave Curl,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12113,HAIR_M_103,,Wearing this will change your hairstyle.,-1,2,hair_messy,0,,,,,,4,Short Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12114,HAIR_M_104,,Wearing this will change your hairstyle.,-1,2,hair_thaumaturge,0,,,,,,4,Asymmetrical Short Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12115,HAIR_M_105,,Wearing this will change your hairstyle.,-1,2,hair_dratail,0,,,,,,4,Regent,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12116,HAIR_M_106,,Wearing this will change your hairstyle.,-1,2,hair_shaggy,0,,,,,,4,Short Shaggy,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12117,HAIR_M_107,,Wearing this will change your hairstyle.,-1,2,hair_shot_asymmetric,0,,,,,,4,Slicked-back Hair,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12118,HAIR_M_108,,Wearing this will change your hairstyle.,-1,2,hair_babyperm,0,,,,,,4,Baby Perm,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12119,HAIR_M_109,,Wearing this will change your hairstyle.,-1,2,hair_dandy,0,,,,,,4,Dandy,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12120,HAIR_M_110,,Wearing this will change your hairstyle.,-1,2,hair_halfup,0,,,,,,4,Short Ponytail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12121,HAIR_M_111,,Wearing this will change your hairstyle.,-1,2,hair_musketeer,0,,,,,,4,Noble Wave,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12122,HAIR_M_112,,Wearing this will change your hairstyle.,-1,2,hair_pantherhair,0,,,,,,4,Shadow Perm,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12123,HAIR_M_113,,"Some say that a mere hairstyle cannot be a way to show one's respect for the goddesses.{nl}However, goddesses also have their preferences.",-1,,icon_item_hair_sage,0,,,,,,4,Root Lifted Wave Hairstyle,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12124,HAIR_M_114,,"A hairstyle that's come into fashion each time the kingdom was at peace. This hairstyle signifies longing for the peace of times past, before Medzio Diena.",-1,,icon_item_hair_warrock,0,,,,,,4,Noble Ponytail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12125,HAIR_M_116,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_hair_cokatrice_m,0,,,,,,4,Cockatrice Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12126,HAIR_M_117,,Wearing this will change your hairstyle.,-1,,hair_onmyoji,0,,,,,,4,Quiff Style,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12127,HAIR_M_118,,Wearing this will change your hairstyle.,-1,,hair_necromancer,0,,,,,,4,Noble Dandy Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12128,HAIR_M_119,,Wearing this will change your hairstyle.,-1,,hair_featherfoota,0,,,,,,4,Curling Back Perm,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12129,HAIR_M_120,,Wearing this will change your hairstyle.,-1,,hair_shinobi,0,,,,,,4,Upper-bind Two-block,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12130,HAIR_M_121,,Wearing this will change your hairstyle.,-1,,hair_mergen,0,,,,,,4,Twoblock,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12131,HAIR_M_122,,"A hair cut favored by royal families in past days, this style boasts natural elegance in its soft waves.",-1,,hair_plaguedoctor_m,0,,,,,,4,Prince Waves,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12132,HAIR_M_123,,The nobles in the past adapt this hairstyle. It requires a special fluid to keep it like this.,-1,,hair_shortwave_m,0,,,,,,4,Medium Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12133,HAIR_M_124,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,hair_falconer_m,0,,,,,,4,Asymmetric Long Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12134,HAIR_M_125,,Changes your appearance. Does not apply wig dye color.,-1,,hair_shepherd,0,,,,,,4,Retro Layered,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0000,1,9,6,False,False,0.0
12135,HAIR_M_126,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_poodle_m,0,,,,,,4,Fried Chicken Poodle Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12136,HAIR_M_127,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_tiecat_m,0,,,,,,4,Tuxedo Cat Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12137,HAIR_M_128,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_popolion_m,0,,,,,,4,Popolion Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12138,HAIR_M_129,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_penguin_m,0,,,,,,4,Penguin Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12139,HAIR_M_130,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_hanaming_m,0,,,,,,4,Hanaming Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12140,HAIR_M_131,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_kepa_m,0,,,,,,4,Kepa Head (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,1101,1,9,6,False,False,0.0
12141,HAIR_M_132,,Changes your appearance. Does not apply wig dye color.,-1,,hair_bunnyboy,0,,,,,,4,Bunny Boy,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0000,1,9,6,False,False,0.0
12142,HAIR_M_133,,Changes your appearance. Does not apply wig dye color.,-1,,hair_mintpink,0,,,,,,4,Two-tone Dandy Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0000,1,9,6,False,False,0.0
12143,HAIR_M_134,,Changes your appearance. Does not apply wig dye color.,-1,,hair_redbridge,0,,,,,,4,Noble Wave Ponytail ,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0000,1,9,6,False,False,0.0
12144,HAIR_M_135,,Changes your appearance. Does not apply wig dye color.,-1,,hair_redbridge,0,,,,,,4,Lamb Towel Hat (Male),1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0000,1,9,6,False,False,0.0
12501,HAIR_F_101,,"According to some rumors, General Ramin was able to find the princess half buried in the ruins of the old capital thanks to this hairstyle.",-1,,hair_lancer_female,0,,,,,,4,Curvy Wave Twintail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12502,HAIR_F_102,,This hairstyle has an inornate natural beauty about it. Much like the blessings of the goddesses.,-1,,hair_gm_female,0,,,,,,4,Curvy Wave,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12503,HAIR_F_103,,Equip to change your appearance.,-1,2,hair_shorthair,0,,,,,,4,Short Cut,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12504,HAIR_F_104,,Equip to change your appearance.,-1,2,hair_longhair,0,,,,,,4,Long Shaggy,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12505,HAIR_F_105,,Equip to change your appearance.,-1,2,hair_semilonghair,0,,,,,,4,Volume Curl,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12506,HAIR_F_106,,Equip to change your appearance.,-1,2,hair_richhair,0,,,,,,4,Long Ponytail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12507,HAIR_F_107,,Equip to change your appearance.,-1,2,hair_twinhair,0,,,,,,4,Twintail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12508,HAIR_F_108,,Equip to change your appearance.,-1,2,hair_ponytail,0,,,,,,4,Reggae Ponytail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12509,HAIR_F_109,,Equip to change your appearance.,-1,2,hair_rollhair,0,,,,,,4,Double Bun,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12510,HAIR_F_110,,Equip to change your appearance.,-1,2,hair_longwave,0,,,,,,4,Long Layered,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
12511,HAIR_F_111,,Equip to change your appearance.,-1,2,hair_shorttwin,0,,,,,,4,Short Twin Tail,1,0,1.0,1111,0,,0,0,0,0,0,0,0,0,0.0,0.0,0001,1,9,6,False,False,0.0
