$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
10007,helmet_diver,,,,,Optimized for full submersion.,-1,2,icon_item_helmet_diver,0,,,,,,,4,Diver Helmet,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10008,DragoonHelmet,,,,,"A gladiator helmet with no marks can mean one of two things. Either it's a new helmet that's never been used, or a really magnificent piece that won't scratch even with use.",-1,2,icon_item_sword_26,0,,,,,,,4,Dragoon Helmet,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10009,pumkin_helmet,,,,,A helmet that mimics the appearance of an evil face carved into a pumpkin.,-1,2,icon_item_pumkin_helmet,0,,,,,,,4,Jack-o'-Lantern Helmet,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10010,helmet_Rudolf01,,,,,Rudolph's red nose is a symbol of hope.,-1,2,icon_item_helmet_rudolph,0,,,,,,,4,Rudolph Helmet,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10011,helmet_weddingvail02,,,,,"A beautiful wedding veil, for the most important day of your life. Use to change your appearance. Can be exchanged for medals at the Exchange Shop.",-1,2,helmet_weddingvail02,0,,,,,,,4,Pit-a-pat Veil,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
11000,NoArmband,,,,,,-1,2,icon_item_sword_1,0,,,,,,,4,Empty_armband,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,0,11,,False,False,0.0
11101,ABAND01_101,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_artefact_armband,40,,,,,,,4,Red Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11102,ABAND01_102,,,,,Blood may not flow through if you tie it too tightly.,-1,2,icon_item_armband_cloth,40,,,,,[36002],,4,Knotted Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11103,ABAND01_103,,,,,Its long length makes it possible to be used as a substitute to bandage at urgent times.,-1,2,icon_item_armband_clothlong,40,[642075],,"[{""Chance"": 0.3, ""Map"": null, ""Monster"": 41269}]",,,,4,Long Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11104,ABAND01_104,,,,,Decorated with feather. It is weak and should be handled with attention.,-1,2,icon_item_armband_feather,40,,,,,[36004],,4,Feather Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11105,ABAND01_105,,,,,It is used for special offers and as a fashion item.,-1,2,icon_item_armband_tassel,40,,,,,[36005],,4,Tasseled Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11106,ABAND01_106,,,,,An armband for players who participated in the 1st CBT.,-1,2,icon_item_artefact_armband_cbt1,1,,,,,,,4,Beginning of Savior Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11107,ABAND01_107,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_chief,40,,,,,,,4,Chief Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11108,ABAND01_108,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_silver,40,,,,,,,4,Silver Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11109,ABAND01_109,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_dia,40,,,,,,,4,Diamond Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11110,ABAND01_110,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_singletassel,40,,,,,,,4,Alcohol Decoration Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11111,ABAND01_111,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_shaman,40,,,,,,,4,Shaman Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11112,ABAND01_112,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_orient,40,,,,,,,4,Orient Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11113,ABAND01_113,,,,,An armband to commemorate those that participated in the Seasonal Server.,-1,2,icon_item_armband_gold,1,,,,,,,4,Golden Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11114,ABAND01_114,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_leaf,40,,,,,,,4,Leaf Pattern Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11115,ABAND01_115,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_dragonfly1,40,,,,,,,4,Dragonfly Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11116,ABAND01_116,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_exclamationmark_icon,40,,,,,,,4,Feelings Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11117,ABAND01_117,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_ribbon,40,,,,,,,4,Ribbon Arm Band,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11118,ABAND01_118,,,,,Wearing it will help you classify your allies.,-1,2,icon_item_armband_facebook,40,,,,,,,4,Thumbup Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11119,ABAND01_119,,,,,An honorable armband awarded to members of the guild that achieves 1st Place in the Regional Guild Battles.,-1,2,icon_item_armband_01,40,,,,,,41,4,Guild Battle 1st Place Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11120,ABAND01_120,,,,,An honorable armband awarded to members of the guild that achieves 2nd Place in the Regional Guild Battles.,-1,2,icon_item_armband_02,40,,,,,,42,4,Guild Battle 2nd Place Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11121,ABAND01_121,,,,,An honorable armband awarded to members of the guild that achieves 3rd Place in the Regional Guild Battles.,-1,2,icon_item_armband_03,40,,,,,,43,4,Guild Battle 3rd Place Armband,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11122,ABAND01_122,,,,,An arm band worn by the leader of the class.,-1,2,icon_item_armband_freshness,1,,,,,,,4,Class President Arm Band,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11123,ABAND01_123,,,,,An arm band worn by those who are up to no good.,-1,2,icon_item_armband_skull,1,,,,,,,4,Skull Arm Band,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11124,ABAND01_124,,,,,A cute arm band featuring a bunny face.,-1,2,icon_item_armband_bunny,1,,,,,,,4,Bunnies Arm Band,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11125,ABAND01_125,,,,,A lovely heart gives a nice touch to this arm band.,-1,2,icon_item_armband_nurse,1,,,,,,,4,White Nurse Arm Band,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11126,ABAND01_126,,,,,G9 Savior's Armband,-1,2,icon_item_armband_g9,1,,,,,,,4,G9 Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11127,ABAND01_127,,,,,An armband produced to the image of Vakarine's Dyonis.,-1,2,icon_item_armband_dinios,1,,,,,,,4,Dionys Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11128,ABAND01_128,,,,,A special armband for a special savior. ,-1,2,icon_item_armband_e_speicialbrain,1,,,,,,,4,TOS Specialty Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11129,ABAND01_129,,,,,"This armband commemorates 2018, Year of the Golden Dog.",-1,2,item_icon_armband_golddog2018,1,,,,,,,4,Golden Pup Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11130,ABAND01_130,,,,,An arm band accessory celebrating 2 years of TOS on Steam.,-1,2,icon_item_armband_steam2nd,1,,,,,,,4,Steam 2nd Anniversary Arm Band,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,,,,An armband given to participants in thes new Guild Territory Wars.,-1,2,icon_item_armband_01,40,,,,,,54,4,Territory Wars Tester Armband (30days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,2592000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,,,,An armband given to participants in thes new Guild Territory Wars.,-1,2,icon_item_armband_01,40,,,,,,55,4,Territory Wars Tester Armband  (90days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,7776000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11133,ABAND01_131,,,,,An armband created to remember that guilds make TOS. ,-1,2,icon_item_armband_guild04,1,,,,,,,4,Guild Lovers Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11134,ABAND01_132,,,,,Armband worn by the captain of a soccer team.,-1,2,icon_item_armband_captain_soccer,1,,,,,,,4,Captain Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11135,ABAND01_133,,,,,Armband worn by supporters of a soccer team.,-1,2,icon_item_armband_supporter_soccer,1,,,,,,,4,Supporters Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11136,ABAND01_134,,,,,An armband given to Astral Tower event participants.,-1,2,icon_item_armband_stararrow,1,,,,,,,4,Astral Tower Hero Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11137,ABAND01_130_THA,,,,,An armband accessory celebrating 1 year of TOS.,-1,2,icon_item_armband_th1stanniversary,1,,,,,,,4,1st Anniversary Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11138,ABAND01_138,,,,,Armband awarded to guilds that have seized a Spot in the Kingdom.,-1,2,icon_item_armband_colony01,1,,,,,,,4,Conqueror Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11139,ABAND01_139,,,,,Armband awarded to guilds that have seized a Spot in the Kingdom.,-1,2,icon_item_armband_colony01,1,,,,,,,4,Conqueror Armband (1 Day),0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,86400.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11140,ABAND01_140,,,,,3rd Anniversary Armband,-1,2,icon_item_armband_guilty,1,,,,,,,4,Giltine Follower Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11141,ABAND01_141,,,,,3rd Anniversary Armband,-1,2,icon_item_armband_goddess,1,,,,,,,4,Goddess' Savior Armband,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
12111,HAIR_M_101,,,,,"Once the heir of one the more prestigious families fashioned their hair this way, many followed suit. It must be said however, it's difficult to capitalize on its charm without being attractive in the first place.",-1,,hair_lancer_male,0,,,,,,,4,Terius,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12112,HAIR_M_102,,,,,"A hairstyle imitated by many, restored from around the time of the Millenary. However, it was mostly done by nobility due to it being difficult to cut and maintain.",-1,,hair_puppeteer_male,0,,,,,,,4,Dandy Wave Curl,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12113,HAIR_M_103,,,,,Wearing this will change your hairstyle.,-1,2,hair_messy,0,,,,,,,4,Short Cut,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12114,HAIR_M_104,,,,,Wearing this will change your hairstyle.,-1,2,hair_thaumaturge,0,,,,,,,4,Asymmetrical Short Cut,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12115,HAIR_M_105,,,,,Wearing this will change your hairstyle.,-1,2,hair_dratail,0,,,,,,,4,Regent,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12116,HAIR_M_106,,,,,Wearing this will change your hairstyle.,-1,2,hair_shaggy,0,,,,,,,4,Short Shaggy,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12117,HAIR_M_107,,,,,Wearing this will change your hairstyle.,-1,2,hair_shot_asymmetric,0,,,,,,,4,Slicked-back Hair,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12118,HAIR_M_108,,,,,Wearing this will change your hairstyle.,-1,2,hair_babyperm,0,,,,,,,4,Baby Perm,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12119,HAIR_M_109,,,,,Wearing this will change your hairstyle.,-1,2,hair_dandy,0,,,,,,,4,Dandy,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12120,HAIR_M_110,,,,,Wearing this will change your hairstyle.,-1,2,hair_halfup,0,,,,,,,4,Short Ponytail,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12121,HAIR_M_111,,,,,Wearing this will change your hairstyle.,-1,2,hair_musketeer,0,,,,,,,4,Noble Wave,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12122,HAIR_M_112,,,,,Wearing this will change your hairstyle.,-1,2,hair_pantherhair,0,,,,,,,4,Shadow Perm,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12123,HAIR_M_113,,,,,"Some say that a mere hairstyle cannot be a way to show one's respect for the goddesses.{nl}However, goddesses also have their preferences.",-1,,icon_item_hair_sage,0,,,,,,,4,Root Lifted Wave Hairstyle,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12124,HAIR_M_114,,,,,"A hairstyle that's come into fashion each time the kingdom was at peace. This hairstyle signifies longing for the peace of times past, before Medzio Diena.",-1,,icon_item_hair_warrock,0,,,,,,,4,Noble Ponytail,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12125,HAIR_M_116,,,,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_hair_cokatrice_m,0,,,,,,,4,Cockatrice Head (Male),1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12126,HAIR_M_117,,,,,Wearing this will change your hairstyle.,-1,,hair_onmyoji,0,,,,,,,4,Quiff Style,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12127,HAIR_M_118,,,,,Wearing this will change your hairstyle.,-1,,hair_necromancer,0,,,,,,,4,Noble Dandy Cut,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12128,HAIR_M_119,,,,,Wearing this will change your hairstyle.,-1,,hair_featherfoota,0,,,,,,,4,Curling Back Perm,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12129,HAIR_M_120,,,,,Wearing this will change your hairstyle.,-1,,hair_shinobi,0,,,,,,,4,Upper-bind Two-block,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12130,HAIR_M_121,,,,,Wearing this will change your hairstyle.,-1,,hair_mergen,0,,,,,,,4,Twoblock,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12131,HAIR_M_122,,,,,"A hair cut favored by royal families in past days, this style boasts natural elegance in its soft waves.",-1,,hair_plaguedoctor_m,0,,,,,,,4,Prince Waves,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12132,HAIR_M_123,,,,,The nobles in the past adapt this hairstyle. It requires a special fluid to keep it like this.,-1,,hair_shortwave_m,0,,,,,,,4,Medium Cut,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12133,HAIR_M_124,,,,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,hair_falconer_m,0,,,,,,,4,Asymmetric Long Cut,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12134,HAIR_M_125,,,,,Changes your appearance. Does not apply wig dye color.,-1,,hair_shepherd,0,,,,,,,4,Retro Layered,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
