$ID,$ID_NAME,Description,Icon,Name,Type
47109,npc_rokas_cube,,,Canyon Area Device 7,2
47110,npc_rokas_7_1,,,The size of the device at Canyon Area,2
47121,magicsquare_1,,,Magic Square of Thorn Forest,2
47122,magicsquare_2,,,Magic Square of Petrified Town,2
47123,magicsquare_3,,,Magic Square of Underground Base,2
47124,magicsquare_1_mini,,,Magic Circle,2
47130,bokor_statue_1,,,Ruined Statue set by Boroko,2
47140,book_prop_1,,,Table 1,2
47150,bube_flag1,,,Vubbe Tribe Flag,2
47160,pedlar_lose_1,,,Lost Stuff of Vendor 1,2
47161,pedlar_lose_2,,,Lost Stuff of Vendor 2,2
47170,soldier_article_1,,,Soldier's Relic,2
47180,steel_barred_1,,,Steel-barred Window,2
47181,steel_barred_2,,,Steel-barred Window 1,2
47190,stone_monument1,,,Literature 1,2
47191,stone_monument2,,,Literature 2,2
47192,stone_monument3,,,Literature 3,2
47200,siauliai_grass_1,,,Discolored Grass of Siauliai,2
47201,siauliai_grass_2,,,Discolored Grass of Siauliai,2
47202,siauliai_grass_3,,,Discolored Grass of Siauliai,2
47203,siauliai_grass_3_large,,,Large Discolored Grass of Siauliai,2
47204,siauliai_grass_4,,,Siauliai Discolored Grass4,2
47210,petrifaction_1,,,Petrifaction 1,2
47211,petrifaction_2,,,Petrifaction 2,2
47212,petrifaction_3,,,Petrifaction 3,2
47220,stonepillar_1,,,Stone 1,2
47221,stonepillar_2,,,Stone 2,2
47222,stones,,,Pile of Stones,2
47223,fire_wood,,,Firewood,2
47224,crystal,,,Crystal,2
47225,stone_event,,,Background Rock,2
47226,siauliai_fence,,,Fence,2
47230,cmine_cartheap,,,Stack of Wagons,2
47231,brarkaras_stone_basis1,,,Dummy Pillar 1,2
47232,brarkaras_stone_basis2,,,Dummy Pillar 2,2
47233,stonetablet_stone,,,Crystal Pillar,2
47234,stonetablet,,,Revelation Slate,2
47235,catacomb_skull,,,Stack of Skulls,2
47236,npc_Laima_little,,,Girl,2
47237,statue_vakarine_event01,,,Statue of Goddess Vakarine,2
47238,statue_vakarine_event02,,,Statue of Goddess Vakarine,2
47239,npc_sculptor,,minimap_man_cleric,Sculptor,2
47240,Golem_gray_stone,,,Gray Golem Rock,2
47241,cathedral_furniture,,,Stack of Furniture,2
47242,cathedral_torch,,,Torch,2
47243,thorn_raid_npc1,,,Block the Thorn Forest Raid 1 ,2
47244,thorn_raid_npc2,,,Block the Thorn Forest Raid 2,2
47245,npc_sout_hunter,,,Hunter,2
47246,npc_flower1,,,Bouquet 1,2
47247,npc_flower2,,,Bouquet 2,2
47248,npc_cat,,,Cat,2
47250,npc_zachariel_cube,,,Royal Mausoleum Cube,2
47251,npc_zachariel_head_01,,,Royal Mausoleum Tombstone01,2
47252,npc_zachariel_head_02,,,Royal Mausoleum Tombstone02,2
47253,npc_zachariel_lantern,,,Royal Mausoleum Stone Lantern,2
47254,npc_zacharial_desk,,,Royal Mausoleum Desk,2
47255,rokas_brickwall,,,Brickwall,2
47256,rokas_pot1,,,Jar,2
47257,rokas_pot2,,,Jar,2
47258,rokas_pot3,,,Jar,2
47259,Moving_trap_32,,,Broken Moving Trap,2
47260,zachariel_guardian,,,Royal Mausoleum Guardian,2
47261,npc_zachariel_cube_05,,,Royal Mausoleum Cube,2
47262,npc_zachariel_cube_09,,,Royal Mausoleum Cube,2
47263,Hidden_target,,,Transparency Target,2
47264,Hidden_Mon_01,,,Transparent Monster,2
47265,npc_zachariel_lantern_2,,,Royal Mausoleum Stone Lantern,2
47266,treasure_box3_2,,,Treasure Box 3,2
47413,npc_lecifer,Monster,icon_item_nothing,Human Rexipher,2
48002,f_katyn_owl02,,,Owl Sculpture,2
48003,f_katyn_owl03,,,Owl Sculpture,2
48004,f_katyn_owl04,,,Owl Sculpture,2
48005,such_torch,,,Confirm,2
48006,f_katyn_owl04_big,,,Owl Sculpture,2
48021,f_katyn_owl01_fall,,,,2
48022,f_katyn_owl02_fall,,,,2
48023,f_katyn_owl03_fall,,,,2
48024,f_katyn_owl04_fall,,,,2
57264,npc_Alina,Monster,icon_item_nothing,Member Alina,2
57337,npc_Gragina,Monster,icon_item_nothing,Member Grazina,2
57578,mon_kupole_1,Monster,icon_item_nothing,Kupole 1,2
57579,mon_kupole_2,Monster,icon_item_nothing,Kupole 2,2
57580,mon_kupole_3,Monster,icon_item_nothing,Kupole 3,2
57581,mon_kupole_4,Monster,icon_item_nothing,Kupole 4,2
57582,mon_kupole_5,Monster,icon_item_nothing,Kupole 5,2
57583,mon_kupole_6,Monster,icon_item_nothing,Kupole 6,2
57585,mon_kupole_5_Event,Monster,minimap_event_1,Kupole 5,2
57586,mon_kupole_6_Event,Monster,minimap_event_1,Kupole 6,2
57840,npc_hauberk,"Demon Lord Hauberk signed a secret treaty with Agailla Flurry, who is known as one of the greatest mages in the history, but after that treaty had been discovered by Demon Lord Helgasercle, the body of Hauberk was ripped into pieces and those pieces were sealed away and scattered across the world. Nevertheless, Hauberk still influences his servants and dreams of his resurrection and return.",boss_hauberk,Demon Lord Hauberk,2
57857,npc_Alina_normal,Monster,icon_item_nothing,Member Alina Track,2
58049,Shieldcharger,"This isn't a strong monster, but tears could be dropping from your eyes if you attack it recklessly.",icon_item_nothing,Shield Charger,2
58289,mon_npc_sapper,Monster,icon_item_nothing,Revelator Mihail,2
58290,mon_npc_tila_monk,Monster,icon_item_nothing,Monk1,2
58291,mon_paladin_follower2_1,Monster,icon_item_nothing,Paladin Follower B1,2
58292,mon_paladin_follower2_2,Monster,icon_item_nothing,Paladin Follower B2,2
58293,mon_paladin_follower2_3,Monster,icon_item_nothing,Paladin Follower B3,2
58452,pet_egg,"This isn't a strong monster, but tears could be dropping from your eyes if you attack it recklessly.",icon_item_nothing,Companion Egg,2
58460,alfalfa,"This isn't a strong monster, but tears could be dropping from your eyes if you attack it recklessly.",icon_item_nothing,Alfalfa,2
58461,tomato,"This isn't a strong monster, but tears could be dropping from your eyes if you attack it recklessly.",icon_item_nothing,Tomato,2
58530,mon_npc_w_hunter,Monster,icon_item_nothing,White Hunter,2
58568,pcskill_Enchanter_skill,"This isn't a strong monster, but tears could be dropping from your eyes if you attack it recklessly.",icon_item_nothing,Enchanter Shop,2
58584,artefact_cereal,Monster,icon_item_nothing,Battlebird Feed,2
58602,pet_fruits_plate,Monster,icon_item_nothing,Toucan Food,2
58738,npc_raid_gimmick,Monster,icon_item_nothing,Pillar of Protection,2
59066,farmer_plant_step_01,Monster,icon_item_nothing,,2
101001,mon_paladin_follower1_2_hp,Monster,icon_item_nothing,Paladin Follower A2,2
101002,mon_paladin_follower1_3_hp,Monster,icon_item_nothing,Paladin Follower A3,2
103015,mon_paladin_follower1_3_Q,Monster,icon_item_nothing,Ruklys Army Member,2
107003,mon_npc_tila_monk2,Monster,icon_item_nothing,Monk2,2
147303,npc_zachariel_gate,,,Royal Mausoleum Gate,2
147304,rokas_trap_dummy,,,Destroyed Moving Trap,2
147305,Firetower_Defense,,,Mage Tower Defense,2
147306,Firetower_GateOpen,,,Mage Tower Gate,2
147307,Firetower_Offense,,,Mage Tower Offense,2
147308,Cat_Deagil,,,Path,2
147311,BOOK_01,,,Book,2
147312,LOST_PAPER,,,Dropped Paper,2
147313,Hogma_combat_gray,,,Hogma Stone Statue,2
147315,Warleader_Hogma_gray,,,Hogma Captain Stone Statue,2
147316,hogma_archer_gray,,,Hogma Stone Statue 2,2
147317,hogma_sorcerer_gray,,,Hogma Shaman Stone Statue,2
147318,Hogma_combat_gray_01,,,Hogma Stone Statue01,2
147319,Treasure_box_3cm,,,Treasure Chest 3cm,2
147320,Treasure_box_katyn,,,Treasure Chest Kateen,2
147321,Treasure_box_remain,,,Treasure Chest Area of Ruins,2
147322,Treasure_box_siaul,,,Treasure Chest Siauliai,2
147323,Treasure_box_table,,,Treasure Chest Isolation Highland,2
147325,npc_HOP_master,,minimap_man_master,Hoplite Master,2
147326,npc_CEN_master,,minimap_man_master,Centurion Master,2
147327,npc_CAT_master,,minimap_man_master,Cataphract Master,2
147328,npc_PSY_master,,minimap_man_wizard,Psychokino Master,2
147329,npc_SOR_master,,minimap_man_wizard,Sorcerer Master,2
147336,cablecar,,,Broken Equipment,2
147337,cemetery_irongate,,,Iron Gates,2
147338,katyn_rock,,,Boulder,2
147339,thorn_rock,,,Boulder,2
147340,Treasure_box_rokas,,,Treasure Chest Valley,2
147341,Treasure_box_flash,,,Treasure Chest Petrification City,2
147342,Treasure_box_prison,,,Treasure Chest Prison,2
147343,npc_RAG_master,,minimap_man_archer,Ranger Master,2
147345,npc_historian_odel_body,,,Cyrenia Odell,2
147346,npc_ftower_chair,,,Mage Tower Chair,2
147347,npc_ftower_gear,,,Mage Tower Cogwheel,2
147348,event_achat,,,Achat Piece,2
147349,npc_lecife_event,,,Demonic Form Rexipher,2
147350,mission_chaple_01,,,Cathedral Quest Gate,2
147351,chaple_chair_01,,,Cathedral Mini Chair,2
147352,bell_rope_01,,,Belfry Rope,2
147353,chapel_front_gate,,,Cathedral Gate,2
147354,gale_bucket_stuff,,,Tools Tub,2
147355,goat_cable_lever,,,Cable Car Controller,2
147357,holly_sphere_chapel_01,,,Barrier of Paladin_Temple A,2
147358,holly_sphere_chapel_02,,,Barrier of Paladin_Temple B,2
147359,shrine_bot,,,Altar,2
147360,holly_sphere_gele,,,Barrier of Paladin_Galley Plateau,2
147361,HiddenTrigger_CantGen50,,,,2
147362,HiddenTrigger_CantGen100,,,,2
147363,HiddenTrigger_CantGen150,,,,2
147364,HiddenTrigger_CantGen200,,,,2
147365,HiddenTrigger_CantGen250,,,,2
147366,HiddenTrigger_CantGen300,,,,2
147367,chaple_chair_02,,,Cathedral Chairs,2
147368,magicsquare_3_thornmian_big,,,,2
147369,magicsquare_3_thornmain_mid,,,,2
147370,magicsquare_3_thornmain_mini,,,,2
147371,npc_gesti,,,Gesti,2
147372,blank_npc,,,Empty NPC,2
147373,holly_oliphant_1,,,Divine Sphere,2
147374,HiddenWall_10_500_500,,,,2
147375,siau_tent_01,,,Siauliai Tent,2
147376,siau_fence_01,,,Siauliai Fence,2
147377,npc_gele_dummy_01,,,Galley Plateau,2
147378,npc_gele_dummy_02,,,Galley Plateau,2
147379,chaple_gate_02,,,Cathedral Gate,2
147380,blank_npc_2,,,Empty NPC 2 times,2
147381,chaple_gate_open,,,Cathedral Gate,2
147382,npc_blackman,,,Beholder,2
147383,npc_giltine,,,Giltine,2
147384,npc_hiddennpc02,,,Mission Gate,2
147385,npc_saule_goddess,,,Goddess Saule,2
147386,npc_saule_female_1,,,Saule Goddess 2,2
147387,huevill_merge_gray,,,Seven Valley Stone Statue 1,2
147388,huevill_mothtem_gray,,,Seven Valley Stone Statue 2,2
147389,npc_saule_male_1,,,Saule God1,2
147390,npc_paladin_follower1_1,,,Paladin Follower A1,2
147391,npc_paladin_follower3_1,,,Paladin Follower C1,2
147392,treasure_box1,,,Treasure Box 1,2
147393,treasure_box3,,,Treasure Box 3,2
147394,treasure_box4,,,Treasure Box 4,2
147395,treasure_box5,,,Treasure Box 5,2
147396,huevill_chief,,,Seven Valley Village Chief,2
147397,npc_saule_female_2,,,Saule Goddess2,2
147398,npc_saule_male_2,,,Saule God2,2
147399,npc_paladin_follower1_2,,,Paladin Follower A2,2
147400,npc_paladin_follower1_3,,,Paladin Follower A3,2
147401,npc_paladin_follower3_2,,,Paladin Follower C2,2
147402,npc_paladin_follower3_3,,,Paladin Follower C3,2
147403,npc_paladin_follower2_1,,,Paladin Follower B1,2
147404,npc_paladin_follower2_2,,,Paladin Follower B2,2
147405,npc_paladin_follower2_3,,,Paladin Follower B3,2
147406,npc_paladin_follower2_4,,,Paladin Follower B4,2
147407,npc_huevill_male_1,,,Seven Valley Man 1,2
147408,npc_huevill_male_2,,,Seven Valley Man 2,2
147409,npc_huevill_male_3,,,Seven Valley Man 3,2
147410,npc_soldier_female_01,,,Female Guard,2
147411,npc_thorn_flower,,,Spiny Flower,2
147412,npc_thorn_bigflower,,,Large Spiny Flower,2
147413,npc_gele_sanctuary_1,,,Gele Plateau Barrier,2
147414,npc_Obelisk,,,Obelisk,2
147415,npc_soldier_female_02,,,Sentinel Woman 2,2
147416,npc_soldier_female_03,,,Sentinel Woman 3,2
147417,Huevillage_Altar,,,Altar,2
147418,npc_huevill_female_1,,,Seven Valley Woman 1,2
147419,npc_huevill_female_2,,,Seven Valley Woman 2,2
147420,npc_huevill_female_3,,,Seven Valley Woman 3,2
147421,npc_paladin_noinst3_1,,,Paladin Follower no instrument c1,2
147422,npc_paladin_noinst3_2,,,Paladin Follower no instrument c2,2
147423,npc_paladin_noinst3_3,,,Paladin Follower no instrument c3,2
147424,npc_gele_firepuppet,,,Summon Magic Dolls,2
147425,npc_Florijonas,,,Florijonas,2
147426,npc_paladin_noinst3_2_pet,,,Companion Trader,2
147428,npc_tableland_guy,,,Southern Elevator,2
147429,npc_p_villageuncle1,,,Fedimian Male 1,2
147430,npc_p_villageuncle2,,,Fedimian Male 2,2
147431,npc_p_villageuncle3,,,Fedimian Male 3,2
147432,npc_potter,,,Old Potter,2
147433,npc_p_villageuncle1_cart1,,,Fedimian South Wagon,2
147434,npc_SAP_master,,minimap_man_archer,Sapper Master,2
147435,npc_THA_master,,minimap_man_scout,Thaumaturge Master,2
147436,npc_FLT_master,,minimap_man_archer,Fletcher Master,2
147437,npc_village_uncle_1_nonwindow,,,Village Gentleman 1,2
147438,npc_COS_master,,minimap_man_scout,Corsair Master,2
147439,npc_SQR_master,,minimap_man_scout,Squire Master,2
147440,npc_village_uncle_8_nowindow,,,Gentleman 8,2
147441,npc_PDN_master,,minimap_man_cleric,Pardoner Master,2
147442,npc_WRC_master,,minimap_man_wizard,Elementalist Master,2
147443,npc_DOP_master,,minimap_man_master,Doppelsoeldner Master,2
147444,npc_village_uncle_4_nowindow,,,Village Gentleman 4,2
147445,npc_QRS_master,,minimap_man_archer,Quarrel Shooter Master,2
147446,npc_NEC_master,,minimap_man_wizard,Necromancer Master,2
147447,npc_ARC_master,,minimap_man_archer,Archer Master,2
147448,npc_CHR_master,,minimap_man_wizard,Chronomancer Master,2
147449,npc_grita,,,Grita,2
147450,npc_Carnivore,,,Wild Carnivore,2
147451,npc_Panto,,,Baby Panto,2
147452,npc_gabia_goddess,,,Goddess Gabija,2
147453,mine_crystal_red,,,Crystal Basket,2
147454,npc_Nepenthes,,,Sleeping Nepenthes,2
147455,HiddenWall_250_250_300,,,,2
147456,npc_Unknocker,,,Suspicious Treasure Chest,2
147457,npc_Offset_1,,,Central Pillar,2
147458,npc_drum_M,,,Drums,2
147459,npc_drum_S,,,Small Drums,2
