$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
10018,Symbol_sin,5,Monster,64,49,6,icon_item_nothing,1,,,Symbol of Sin,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10019,Symbol_Rescue,5,Monster,64,49,6,icon_item_nothing,1,,,(Temporary) Prison Control Device,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10020,SCS_M2_Mon,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 3760, ""Population"": 20, ""TimeRespawn"": 60.0}]",Security Guard,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10021,SCS_M2_Mon_DeadAin,5,Monster,64,49,6,icon_item_nothing,1,,,Collapsed Guard,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10022,SCS_M2_Mon_Guard,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 1, ""TimeRespawn"": 0.001}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 3350, ""Population"": 3, ""TimeRespawn"": 60.0}]",Siauliai Guard,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10023,Aos_Soldier,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1311, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1511, ""Population"": 0, ""TimeRespawn"": 60.0}]",Mercenary,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10028,Aos_Hero_Arc,5,Monster,64,49,6,icon_item_nothing,1,,,Mercenary Officer,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10029,Aos_Hero_War,5,Monster,64,49,6,icon_item_nothing,1,,,Condottiere,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10030,War_Shield,5,Monster,64,49,6,icon_item_nothing,1,,,Shield Mercenary,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10031,Aos_Soldier_Cart,5,Monster,64,49,6,icon_item_nothing,1,,,Mercenary,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10032,Silvertransporter_m,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1021, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 1231, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1711, ""Population"": 4, ""TimeRespawn"": 60.0}]",Trooper,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10033,Silvertransporter_m_Quest,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 981, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1032, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1081, ""Population"": 6, ""TimeRespawn"": 60.0}, {""Map"": 1251, ""Population"": 4, ""TimeRespawn"": 60.0}, {""Map"": 1641, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1651, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1661, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1681, ""Population"": 22, ""TimeRespawn"": 60.0}, {""Map"": 3260, ""Population"": 1, ""TimeRespawn"": 60.0}]",Trooper,,2,0,32,21,32,21,1,1,0,2,5,1,1,80,80,2,1,105,2,26,2,2,0
10034,Silvertransporter_m_DESERTER,5,Monster,64,49,6,icon_item_nothing,1,,,Deserter,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10035,Silvertransporter_m_Quest_2,5,Monster,64,49,6,icon_item_nothing,1,,,Lunatic Soldier,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10036,Tied_soldier,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1082, ""Population"": 10, ""TimeRespawn"": 60.0}]",Tied Combatant,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10037,Silvertransporter_m_Quest_3,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1151, ""Population"": 10, ""TimeRespawn"": 60.0}, {""Map"": 1180, ""Population"": 1, ""TimeRespawn"": 60.0}]",Trooper,,2,0,32,21,32,21,1,1,0,2,5,1,1,300,300,2,1,105,2,26,2,2,0
10040,PhantomKnight,5,Monster,64,49,6,icon_item_nothing,1,,,Ghost Armor,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10041,PhantomKnight_S,5,Monster,64,49,6,icon_item_nothing,1,,,Ghost Armor,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10042,PhantomKnight_Elite,5,Monster,64,49,6,icon_item_nothing,1,,,Large Ghost Armor,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10043,Stone01,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1041, ""Population"": 9, ""TimeRespawn"": 60.0}, {""Map"": 1271, ""Population"": 31, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1741, ""Population"": 3, ""TimeRespawn"": 60.0}, {""Map"": 2541, ""Population"": 7, ""TimeRespawn"": 60.0}, {""Map"": 2581, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 3540, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3580, ""Population"": 4, ""TimeRespawn"": 15.0}, {""Map"": 3960, ""Population"": 10, ""TimeRespawn"": 30.0}]",Stone,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10044,Stone02,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}]",Stone,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10045,Stone03,5,Monster,64,49,6,icon_item_nothing,1,,"[{""Map"": 1261, ""Population"": 0, ""TimeRespawn"": 60.0}, {""Map"": 1441, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 1601, ""Population"": 15, ""TimeRespawn"": 60.0}, {""Map"": 1544, ""Population"": 10, ""TimeRespawn"": 30.0}, {""Map"": 3270, ""Population"": 1, ""TimeRespawn"": 60.0}, {""Map"": 3420, ""Population"": 1, ""TimeRespawn"": 60.0}]",Stone,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10046,Silvertransporter_m_dir,5,Monster,64,49,6,icon_item_nothing,1,,,Trooper,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10094,MeteorStrike,5,Monster,64,49,6,icon_item_nothing,1,,,MeteorStrike,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10096,Blizzard,5,Monster,64,49,6,icon_item_nothing,1,,,Blizzard,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10097,LivingFlame,5,Monster,64,49,6,icon_item_nothing,1,,,LivingFlame,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10099,HiddenFlameSeed,5,Monster,64,49,6,icon_item_nothing,1,,,HiddenFlameSeed,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10120,GhostGirl,5,Monster,64,49,6,icon_item_nothing,1,,,Follower Ghost,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10121,GhostGirl_Add,5,Monster,64,49,6,icon_item_nothing,1,,,Follower Ghost,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10130,GhostBoy,5,Monster,64,49,6,icon_item_nothing,1,,,Boy Ghost,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10131,GhostBoy_S,5,Monster,64,49,6,icon_item_nothing,1,,,Follower Ghost,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10140,GhostOldWoman,5,Monster,64,49,6,icon_item_nothing,1,,,Madam Ghost,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10150,Ghostman,5,Monster,64,49,6,icon_item_nothing,1,,,Ghost Uncle,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10151,Ghostman_L,5,Monster,64,49,6,icon_item_nothing,1,,,Follower Ghost,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10152,Ghostman_Big,5,Monster,64,49,6,icon_item_nothing,1,,,Follower Ghost Leader,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10153,Ghostman_Copy,5,Monster,64,49,6,icon_item_nothing,1,,,Follower Ghost (Alter Ego),,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10160,Kiyak,5,Monster,64,49,6,icon_item_nothing,1,,,Three-Eyed Horn,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10170,Kyokyo,5,Monster,64,49,6,icon_item_nothing,1,,,Three-Eyed Wing,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10210,Believeroldman,5,Monster,64,49,6,icon_item_nothing,1,,,Follower,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10230,zombiehoplite,5,Monster,64,49,6,icon_item_nothing,1,,,Heavy Infantry Zombie,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10250,Monsterbook,5,Monster,64,49,6,icon_item_nothing,1,,,Magic Book,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10260,Pumpkin,5,Monster,64,49,6,icon_item_nothing,1,,,Unripe Pumpkin,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10261,Pumpkin2,5,Monster,64,49,6,icon_item_nothing,1,,,Well Die Onion,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10262,Pumpkin3,5,Monster,64,49,6,icon_item_nothing,1,,,Large HP Onion,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10263,Pumpkin_MagicTarget,5,Monster,64,49,6,icon_item_nothing,1,,,Amber Target,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10280,Palisade,5,Monster,0,0,6,icon_item_nothing,1,,,Stake Stockades,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10281,TR_Defense_Symbol,5,Monster,64,49,6,icon_item_nothing,1,,,Defense Guardian,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11019,shader_test,5,Monster,64,49,6,icon_item_nothing,1,,,Shader Test,,2,0,32,21,32,21,1,1,0,2,5,1,1,80,80,2,1,105,2,26,2,2,0
11020,Goblin_Elite,5,Monster,64,49,6,icon_item_nothing,1,,,Babauzi,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11050,Zombie_Bolt,5,Monster,64,49,6,icon_item_nothing,1,,,Nachi Zombie,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11060,Zombie_Berserker,5,Monster,64,49,6,icon_item_nothing,1,,,Zombie Berserker,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11061,Zombie_Berserker_Quest,5,Monster,64,49,6,icon_item_nothing,1,,,Zombie Berserker,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11070,Zombie_Bomber,5,Monster,64,49,6,icon_item_nothing,1,,,Candle Zombie,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11080,Zombie_archer,5,excluded from the adventure journal,64,49,6,icon_item_nothing,1,,,Zombie Shooter,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11085,Zombie_Overwatcher,3,Monster,0,0,0,icon_item_nothing,1,,,Wheelchair Zombie,4,2,1,2,2,5,5,0,1,0,3,3,1,1,85,92,1,0,5105,1,26,2,2,0
11090,HighBube_Archer,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,1827,1147,4,mon_highbube_archer,113,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 68, ""Quantity_MIN"": 64}, {""Chance"": 7.5, ""Item"": 645479, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.08, ""Item"": 601132, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680200, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685200, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.04, ""Item"": 643893, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1141, ""Population"": 30, ""TimeRespawn"": 0.0}]",High Vubbe Archer,0,5,1,888,296,1676,558,146,90,0,47,292,113,101,802,1203,70,113,9623,23,1049,23,70,0
11091,HighBube_Archer_test,1,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,0,0,7,icon_item_nothing,1,,,High Vubbe Archer,0,2,0,24,16,45,30,1,0,0,2,7,1,0,54,43,3,1,94,1,13,1,3,0
11092,HighBube_Archer_ghost,1,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,0,0,7,icon_item_nothing,1,,,Ghost Vubbe Archer,0,2,0,24,16,45,30,1,0,0,2,7,1,0,54,43,3,1,94,1,13,1,3,0
11110,New_desmodus,3,A popular theory is that you have to be a demon to use this messenger.,257,225,0,mon_new_desmodus,41,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 6, ""Quantity_MIN"": 6}, {""Chance"": 0.6, ""Item"": 271104, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 241101, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.46, ""Item"": 582103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 161106, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680062, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685062, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643588, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2085, ""Population"": 35, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 40, ""TimeRespawn"": 15.0}]",Desmodus,1,5,0,257,210,149,122,41,28,0,13,59,28,65,199,107,9,41,785,32,619,27,9,0
11119,Treasure_Goblin,3,"They are surely Vubbes, but they live another life.",2954,1581,6,mon_goblin_spear_yellow,164,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 2, ""Quantity_MIN"": 1}]","[{""Map"": 3480, ""Population"": 0, ""TimeRespawn"": 0.0}]",Treasure Vubbe,0,2,0,1138,758,2151,1434,213,131,0,67,448,164,147,1108,1663,101,164,19569,33,1521,33,101,0
11120,Goblin_Spear,3,The most commonly encountered Vubbe.,105,109,1,mon_goblin_spear,13,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 8, ""Quantity_MIN"": 8}, {""Chance"": 8.0, ""Item"": 645129, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.5, ""Item"": 272110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.29, ""Item"": 102114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 601123, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 122114, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680012, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685012, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643717, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1041, ""Population"": 23, ""TimeRespawn"": 0.0}]",Vubbe Thief,0,5,1,52,28,110,59,16,10,0,7,33,13,11,61,92,10,13,344,3,119,3,10,0
11123,Goblin_Spear_red,3,The most commonly encountered Vubbe.,3116,1773,2,mon_goblin_spear_red,150,,,Red Vubbe Robber,0,5,1,1089,586,2049,1103,195,120,0,62,403,150,135,1134,1702,93,150,17315,31,1401,31,93,0
11124,Goblin_Spear_blue,3,The most commonly encountered Vubbe.,158,163,4,mon_goblin_spear_blue,23,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 0.55, ""Item"": 101120, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3920, ""Population"": 100, ""TimeRespawn"": 0.0}]",Blue Vubbe Thief,0,5,1,67,36,147,79,29,18,0,11,56,23,20,74,112,16,23,552,5,212,5,16,0
11125,Goblin_Miners,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system.,118,124,1,mon_goblin_miners,16,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 8.0, ""Item"": 645129, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 581123, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.0, ""Item"": 202110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.82, ""Item"": 101119, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.82, ""Item"": 161119, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521103, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 640263, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 102118, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680014, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685014, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643642, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1051, ""Population"": 44, ""TimeRespawn"": 0.0}]",Vubbe Miner,0,5,1,57,31,121,65,20,12,0,8,40,16,14,65,97,12,16,405,4,152,4,12,0
11126,Goblin_Miners_Red,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system. Some speculate that larger Vubbe are mining as penance for a sin they have committed. Their reddish color is said to be from eating mutated plants after Medzio Diena.,80,62,2,mon_goblin_miners_red,1,"[{""Chance"": 33.33, ""Item"": -1, ""Quantity_MAX"": 13, ""Quantity_MIN"": 12}, {""Chance"": 0.0, ""Item"": -1, ""Quantity_MAX"": 660, ""Quantity_MIN"": 600}]",,Red Vubbe Miner,0,2,1,36,29,65,53,1,0,0,2,7,1,0,55,82,3,1,118,1,13,1,3,0
11127,Goblin_Miners_Blue,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system.,139,146,4,mon_goblin_miners_blue,20,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 19, ""Quantity_MIN"": 18}, {""Chance"": 1.15, ""Item"": 221102, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.15, ""Item"": 30083, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 3910, ""Population"": 60, ""TimeRespawn"": 0.0}]",Blue Vubbe Miner,0,5,1,59,39,128,85,26,16,0,10,51,20,18,71,107,15,20,489,5,192,5,15,0
11128,Goblin_Miners_Big,3,It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system. Some speculate that larger Vubbe are mining as penance for a sin they have committed. ,64,49,6,mon_goblin_miners,1,,,Large Vubbe Miner,0,2,0,34,23,62,41,1,0,0,2,7,1,0,41,62,3,1,94,1,13,1,3,0
11160,Goblin_Archer,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,145,151,1,mon_goblin_archer,21,"[{""Chance"": 80.0, ""Item"": -1, ""Quantity_MAX"": 15, ""Quantity_MIN"": 14}, {""Chance"": 8.0, ""Item"": 645129, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 7.5, ""Item"": 645222, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.6, ""Item"": 161120, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.25, ""Item"": 601110, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.0, ""Item"": 628010, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 521124, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 1.34, ""Item"": 640263, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 162116, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 680019, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 685019, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Chance"": 0.02, ""Item"": 643663, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1061, ""Population"": 25, ""TimeRespawn"": 0.0}]",Vubbe Archer,0,5,1,60,40,129,86,27,16,0,10,52,21,18,72,108,15,21,510,5,199,5,15,0
11162,Goblin_Archer_red,3,Vubbe Archers specialize in using ranged weapons. Thus some people claim the Vubbes have specific roles.,3116,1773,2,mon_goblin_archer_red,150,,,Red Vubbe archer,0,5,1,1173,502,2206,945,195,120,0,62,403,150,135,1134,1702,93,150,17315,31,1401,31,93,0
11260,EyesOfRagas,5,Monster,64,49,6,icon_item_nothing,1,,,Fine Observation,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11270,EyesOfSiknos,5,Monster,64,49,6,icon_item_nothing,1,,,Eye,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11280,Prison_Guard,5,Monster,64,49,6,icon_item_nothing,1,,,Prison Guard,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11281,mon_paladin_follower1_1,5,Monster,80,62,6,icon_item_nothing,1,,"[{""Map"": 2083, ""Population"": 1, ""TimeRespawn"": 60.0}]",Paladin Follower A1,,2,1,37,24,37,24,1,1,0,2,5,1,1,80,80,2,1,131,2,26,2,2,0
11284,mon_intermediate_officer_men2,5,Monster,80,62,6,icon_item_nothing,1,,,Knight Aras,,2,1,37,24,37,24,1,1,0,2,5,1,1,80,80,2,1,131,2,26,2,2,0
11310,Mirtis,5,The subordinate of Demon Lord Mirtis in charge of reconnaissance operations. Some believe him to be an alter ego.,64,49,6,icon_item_nothing,1,,,Eye of Mirtis,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
