$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
10007,helmet_diver,,,,,最適合潛水的套裝。,-1,2,icon_item_helmet_diver,0,,,,,,,4,潛水頭盔套裝,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10008,DragoonHelmet,,,,,劍鬥士的頭盔沒有損傷只有兩種可能。若不是第一次使用的新頭盔，在經過無數次試驗後依然毫無損傷的話，那必是非常偉大的道具。,-1,2,icon_item_sword_26,0,,,,,,,4,龍騎士頭盔,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10009,pumkin_helmet,,,,,戴上南瓜燈惡魔不再來。,-1,2,icon_item_pumkin_helmet,0,,,,,,,4,傑克南瓜燈頭盔,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10010,helmet_Rudolf01,,,,,魯道夫的紅鼻子是希望的象徵。,-1,2,icon_item_helmet_rudolph,0,,,,,,,4,魯道夫頭盔套裝,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10011,helmet_weddingvail02,,,,,新娘在婚禮人生最重要的瞬間所戴的面紗。{nl}穿上外觀會改變。,-1,2,helmet_weddingvail02,0,,,,,,,4,婚禮面紗,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
11000,NoArmband,,,,,,-1,2,icon_item_sword_1,0,,,,,,,4,無_armband,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,0,11,,False,False,0.0
11101,ABAND01_101,,,,,如果背著這個，對於區分我軍會有幫助。,-1,2,icon_item_artefact_armband,40,,,,,,,4,赤紅臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11102,ABAND01_102,,,,,如果綁太緊，血有可能不流通。,-1,2,icon_item_armband_cloth,40,,,,,[36002],,4,結繩臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11103,ABAND01_103,,,,,長度很長，在危急狀況之下，也可以當作繃帶來使用。,-1,2,icon_item_armband_clothlong,40,[642075],,,,,,4,長臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11104,ABAND01_104,,,,,裝飾有鳥的羽毛，耐久度不好，需要用心管理。,-1,2,icon_item_armband_feather,40,,,,,[36004],,4,羽毛臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11105,ABAND01_105,,,,,特別的提議之下使用，但也會為了耍師而裝備。,-1,2,icon_item_armband_tassel,40,,,,,[36005],,4,流蘇臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11106,ABAND01_106,,,,,給予參與第1次CBT的玩家，帶有感謝之意的道具。,-1,2,icon_item_artefact_armband_cbt1,1,,,,,,,4,太初救援者臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11107,ABAND01_107,,,,,如果背著這個，對於區分我軍會有幫助，另一方面對敵人來說也將我軍塑造成主要人物。,-1,2,icon_item_armband_chief,40,,,,,,,4,首領臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11108,ABAND01_108,,,,,如果背著這個，對於區分我軍會有幫助，另一方面對敵人來說也將我軍塑造成主要人物，依照情況有時能炫耀，有時也可能招來危機。,-1,2,icon_item_armband_silver,40,,,,,,,4,銀色臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11109,ABAND01_109,,,,,如果背著這個，對於區分我軍會有幫助。偶爾在人們面前故意顯露缺點也不錯。,-1,2,icon_item_armband_dia,40,,,,,,,4,鑽石臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11110,ABAND01_110,,,,,如果背著這個，對於區分我軍會有幫助。聽說也有人在流蘇上掛著紀念品，顯現自己的個性。,-1,2,icon_item_armband_singletassel,40,,,,,,,4,流蘇臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11111,ABAND01_111,,,,,如果背著這個，對於區分我軍會有幫助。與某些人的誤解不同，這手鐲的模樣與聖者大師沒有任何關係。,-1,2,icon_item_armband_shaman,40,,,,,,,4,薩滿臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11112,ABAND01_112,,,,,如果背著這個，對於區分我軍會有幫助。 有一說是王國的海軍力較弱的時代，有名的海賊團使用的裝飾。,-1,2,icon_item_armband_orient,40,,,,,,,4,東亞臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11113,ABAND01_113,,,,,這是送給參與季節限定伺服器的玩家，帶有感謝之意的小紀念品臂環。,-1,2,icon_item_armband_gold,1,,,,,,,4,黃金臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11114,ABAND01_114,,,,,如果背著這個，對於區分我軍會有幫助。 神樹之日後，就算是已經對樹或草厭煩的人們也一定會好好戴著這腕飾。,-1,2,icon_item_armband_leaf,40,,,,,,,4,葉紋臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11115,ABAND01_115,,,,,如果背著這個，對於區分我軍會有幫助。 這絕對不是把真的蜻蜓做成標本貼上去的。,-1,2,icon_item_armband_dragonfly1,40,,,,,,,4,蜻蜓臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11116,ABAND01_116,,,,,如果背著這個，對於區分我軍會有幫助，因為知道我軍的感覺..,-1,2,icon_item_armband_exclamationmark_icon,40,,,,,,,4,有感臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11117,ABAND01_117,,,,,如果背著這個，對於區分我軍會有幫助。戴著才不會自己送給誰當禮物了。,-1,2,icon_item_armband_ribbon,40,,,,,,,4,蝴蝶結臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11118,ABAND01_118,,,,,如果背著這個，對於區分我軍會有幫助。 而且會感覺受到很多人的支持。,-1,2,icon_item_armband_facebook,40,,,,,,,4,按讚腕飾,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11119,ABAND01_119,,,,,送給得到第1名的臂環。,-1,2,icon_item_armband_01,40,,,,,,41,4,第1名臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11120,ABAND01_120,,,,,送給得到第2名的臂環。,-1,2,icon_item_armband_02,40,,,,,,42,4,第2名臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11121,ABAND01_121,,,,,送給得到第3名的臂環。,-1,2,icon_item_armband_03,40,,,,,,43,4,第3名臂環,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11122,ABAND01_122,,,,,先驅者所穿戴的臂環。,-1,2,icon_item_armband_freshness,1,,,,,,,4,先驅者臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11123,ABAND01_123,,,,,顯示此人為不良階級的臂環。,-1,2,icon_item_armband_skull,1,,,,,,,4,骷髏臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11124,ABAND01_124,,,,,上面有可愛兔子裝飾的臂環。,-1,2,icon_item_armband_bunny,1,,,,,,,4,巴尼茲臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11125,ABAND01_125,,,,,上面有白色愛心裝飾的臂環,-1,2,icon_item_armband_nurse,1,,,,,,,4,純白臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11126,ABAND01_126,,,,,祈禱地球幸福的救援者所配戴的臂環。,-1,2,icon_item_armband_g9,1,,,,,,,4,地球的幸福臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11127,ABAND01_127,,,,,模仿瓦卡麗涅疼愛的迪歐尼斯製成的臂環。,-1,2,icon_item_armband_dinios,1,,,,,,,4,迪歐尼斯臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11128,ABAND01_128,,,,,證明你是個性感腦袋的TOS專家臂環。,-1,2,icon_item_armband_e_speicialbrain,1,,,,,,,4,TOS 特別臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11129,ABAND01_129,,,,,為紀念黃金狗年而製作的臂環。,-1,2,item_icon_armband_golddog2018,1,,,,,,,4,18K金臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11130,ABAND01_130,,,,,為紀念2週年而製作的臂環。,-1,2,icon_item_armband_steam2nd,1,,,,,,,4,2週年臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,,,,發送給領地戰beta參加者的臂環。,-1,2,icon_item_armband_01,40,,,,,,54,4,Territory Wars Tester Armband (30days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,2592000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,,,,發送給領地戰beta參加者的臂環。,-1,2,icon_item_armband_01,40,,,,,,55,4,Territory Wars Tester Armband  (90days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,7776000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11133,ABAND01_131,,,,,為紀念「TOS因公會而存在」活動而製作的臂環。,-1,2,icon_item_armband_guild04,1,,,,,,,4,我愛公會臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11134,ABAND01_132,,,,,象徵足球隊長的臂環。,-1,2,icon_item_armband_captain_soccer,1,,,,,,,4,隊長臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11135,ABAND01_133,,,,,象徵足球應援的臂環。,-1,2,icon_item_armband_supporter_soccer,1,,,,,,,4,應援臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11136,ABAND01_134,,,,,贈送給星之塔活動參加者的臂環。,-1,2,icon_item_armband_stararrow,1,,,,,,,4,星之塔英雄臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11137,ABAND01_130_THA,,,,,為紀念1週年而製作的臂環。,-1,2,icon_item_armband_th1stanniversary,1,,,,,,,4,1週年臂環,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
12111,HAIR_M_101,,,,,王國的名門繼承者第一次弄了這個髮型後，在上流社會有許多人跟著也弄了這個髮型，但是沒有外貌的襯托很難散發出完美的魅力。,-1,,hair_lancer_male,0,,,,,,,4,型男,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12112,HAIR_M_102,,,,,大約是千年祭時復原的髮型，許多人都模仿並流傳下來，但是因為製作和維持都很難，所以主要是貴族在使用。,-1,,hair_puppeteer_male,0,,,,,,,4,波浪捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12113,HAIR_M_103,,,,,短髮俏麗又適合，而剪短頭髮最大的好處就是剪下的頭髮可以變賣。,-1,2,hair_messy,0,,,,,,,4,短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12114,HAIR_M_104,,,,,對方會從你稍被掩蓋的臉上感覺到魅力的。,-1,2,hair_thaumaturge,0,,,,,,,4,不對稱短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12115,HAIR_M_105,,,,,含著隱隱金光的一束頭髮會讓你的背影發光。,-1,2,hair_dratail,0,,,,,,,4,飛機頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12116,HAIR_M_106,,,,,給人明朗輕快的感覺，讓著裝的人看起來更帥氣。,-1,2,hair_shaggy,0,,,,,,,4,蓬鬆短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12117,HAIR_M_107,,,,,不跟隨流行又不會失去魅力的髮型。,-1,2,hair_shot_asymmetric,0,,,,,,,4,西裝油頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12118,HAIR_M_108,,,,,據說此髮型是80年前多米飛爾國王統治時出現的。當時的貴族為了與得勢的聖職者與魔法師區別所設計，然而此後許多人爭相模仿，漸漸不在是專屬貴族的髮型。,-1,2,hair_babyperm,0,,,,,,,4,嬰兒捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12119,HAIR_M_109,,,,,聽說設計此髮型的人是勒肯家門先祖中的其中一人。,-1,2,hair_dandy,0,,,,,,,4,丹迪頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12120,HAIR_M_110,,,,,聽說這是利迪亞夏班短頭髮時期，她的弟子模仿師傅而產生的髮型。 雖然起源是女性，但之後許多男性做了修改，產生了現在的男版髮型。,-1,2,hair_halfup,0,,,,,,,4,短馬尾,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12121,HAIR_M_111,,,,,明亮的金色頭髮讓你的外貌看起來更高貴。,-1,2,hair_musketeer,0,,,,,,,4,貴族捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12122,HAIR_M_112,,,,,這並不是單純技術剪出的髮型，為了維持還套入了隱藏魔法，可說是日常生活中的魔法。,-1,2,hair_pantherhair,0,,,,,,,4,陰影燙髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12123,HAIR_M_113,,,,,也有人這樣說髮型這種東西不會是展現女神相關攻擊的起點，可是女神也有她的愛好。,-1,,icon_item_hair_sage,0,,,,,,,4,後梳短捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12124,HAIR_M_114,,,,,這是王國和平時期時都會流行的髮型，雖然是神樹之日以後的時間，但是包含著再次祈願那個時代的心情在裡面。,-1,,icon_item_hair_warrock,0,,,,,,,4,貴族馬尾辮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12125,HAIR_M_116,,,,,裝備時外型會改變，不會套用染色藥的顏色。,-1,,icon_item_hair_cokatrice_m,0,,,,,,,4,雞冠頭飾(男),1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12126,HAIR_M_117,,,,,這個髮型在伊凱梅爾國王時代還傳到了王國外的部族社會。,-1,,hair_onmyoji,0,,,,,,,4,飛機頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12127,HAIR_M_118,,,,,活動中也想維持紳士品格的強烈男性們偏好的髮型。,-1,,hair_necromancer,0,,,,,,,4,貴族丹迪頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12128,HAIR_M_119,,,,,一開始原本是與異性定下誓約，為表示遵守約定的意志而產生的髮型。到現在宣誓的意義已不存在。,-1,,hair_featherfoota,0,,,,,,,4,後捲燙髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12129,HAIR_M_120,,,,,一開始是發誓要報仇的劍士們用髮型來祈禱。到現代已經不帶有誓約，裝飾的意味更強。,-1,,hair_shinobi,0,,,,,,,4,髮髻潮男頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12130,HAIR_M_121,,,,,髮髻潮男頭中的宣誓意味消失後，自然演變成的髮型。,-1,,hair_mergen,0,,,,,,,4,潮男頭,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12131,HAIR_M_122,,,,,以前王家子弟留的髮型，他們為自然流露的優雅與光澤秀髮自豪。,-1,,hair_plaguedoctor_m,0,,,,,,,4,小王子捲髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12132,HAIR_M_123,,,,,過去上流社會流行過的髮型，記錄上說要維持此髮型需要使用特殊顏料液體來固定。,-1,,hair_shortwave_m,0,,,,,,,4,中等短髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12133,HAIR_M_124,,,,,裝備時外型會改變，不會套用染色藥的顏色。,-1,,hair_falconer_m,0,,,,,,,4,不對稱長髮,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12134,HAIR_M_125,,,,,外型會改變，不會套裝假髮染色藥的顏色。,-1,,hair_shepherd,0,,,,,,,4,復古層次髮型,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
