$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
41202,boss_poata,2,波亞塔是起源於植物的怪物，為了獲得更強的力量，正找機會見魔族。,220,240,7,boss_poata,6,,,波亞塔,0,0,3,46,19,51,22,3,3,0,5,8,3,3,28,32,4,3,691,1,46,1,3
41203,boss_deadbone,3,是個死而復生的怪物，不過嚴格來說，應該是走了鬼門關一回重新投胎成魔族的怪物。,2304,1368,0,m_boss_deadbone,107,,,鐵甲殭屍,3,0,3,419,279,474,316,53,39,0,52,43,53,53,276,345,19,39,45767,24,1074,28,42
41205,boss_salamander,2,神樹之日以前就存在的怪物，雖然遠古前數量很少，甚至有些個體與人類關係很親近，現在則完全相反。,696,1003,2,boss_salamander,17,,,火焰蜥蜴王,0,0,3,55,29,65,35,7,8,0,9,16,8,8,38,42,8,8,1998,3,146,3,7
41207,boss_Saltistter,3,原本出生在很冷的鄉下，神樹之日過後被目睹到處活動的樣子。,2632,1350,4,boss_saltistter,106,,,薩爾提斯托,0,0,3,430,231,490,263,51,53,0,47,104,53,53,289,323,42,53,43981,19,950,19,37
41208,boss_ginklas,3,目前奇葛拉斯被狂氣感染，所以本來具備的理性已消失。,1491,1078,2,boss_ginklas,19,,,奇葛拉斯,3,0,3,54,36,66,44,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41209,boss_stone_whale,3,由礦物變種的怪物，與石鯨怪沒甚麼血緣關係，目前還不清楚為何具有鯨魚的外型。,1064,991,1,boss_stone_whale,19,,,石鯨怪,3,0,3,59,31,72,38,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41210,boss_tutu,2,神樹之日過後兩棲類變種成多種型態，毒魔蛙圖圖相較之下反而變得較接近原本的樣貌。但並不是那樣就變得比較不殘暴。,243,279,7,boss_tutu,7,,,毒魔蛙圖圖,0,0,3,46,20,55,23,3,3,0,5,8,3,3,29,33,4,3,807,1,53,1,4
41211,boss_yonazolem,3,喬雷說與一般青苔泥人不同，並非因為魔法，是因為其他氣息影響才讓牠們活動的。,1171,2104,1,boss_yonazolem,118,,,約納喬雷,3,0,3,521,280,586,315,61,43,0,57,52,59,59,318,398,21,43,51417,26,1186,31,46
41212,boss_Genmagnus,1,許多妖精與精靈都偏袒與非人類和女神的魔族，選擇反對的少數派則躲藏起來觀望情況。就連神燈魔神也得面對這樣的情勢。,126,82,4,boss_genmagnus,1,,,神燈魔神,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,113,3,13,1,3
41213,boss_BiteRegina,3,神樹之日時變種的昆蟲怪物大部分為存在於女王或君主下的個體。,1400,1285,7,boss_biteregina,61,,,比特雷巨蜂,2,0,3,155,103,162,108,26,36,22,14,77,30,30,120,107,31,36,7445,14,701,23,17
41214,boss_Iltiswort,0,從強大的植物怪物身上可以找到的優勢，大概就是他們是無法移動的固定型吧。,105,75,7,boss_iltiswort,1,,,伊提斯大嘴獸,4,0,3,42,18,42,18,0,0,0,1,2,0,0,29,23,1,0,113,1,39,3,1
41215,boss_GiantWoodGoblin_red,2,神樹之日以後森林變成人類聚怕的地方。就是因為這些難以對付的大型怪物的影響。,2983,765,2,boss_giantwoodgoblin_red,121,,,紅樹林巨獸,4,0,3,645,215,645,215,52,52,0,32,79,60,60,412,329,32,52,46715,32,1571,59,32
41216,boss_lepus,2,他們曾經是對人類很友好的動物，不過現在是比熊還危險的生物。就像魔族一樣邪惡。,1542,1185,1,boss_lepus,60,,,雷普斯,0,0,3,154,83,189,102,29,30,0,28,60,30,30,103,115,25,30,7897,11,538,11,22
41217,boss_mushcaria,0,理由雖然還不得而知，但因為神樹之日變形後，就對女神們露出敵對感。,228,145,7,boss_mushcaria,4,,,蘑菇卡利亞,4,0,3,44,23,44,23,2,2,0,2,4,2,2,32,25,2,2,454,2,85,5,2
41219,boss_chafer,2,反正對人類而言是不相關的事情，除了自己以外，都不喜歡其它昆蟲型。特別是厭惡蜂種類的怪物們。,432,308,7,boss_chafer,10,,,切波勒,2,0,3,54,23,57,24,4,6,0,3,16,5,5,36,32,8,6,1141,3,125,5,4
41220,boss_Gaigalas,2,不太清楚魔龍凱拉斯祈願的生物是甚麼。極有可能是原本不存在於這世界的生物。,1648,1379,1,boss_gaigalas,64,,,魔龍凱拉斯,0,0,3,176,95,214,115,30,32,0,29,62,32,32,119,133,26,32,8460,11,565,11,23
41221,boss_Throneweaver,0,具有強大力量的昆蟲型會忠實於自我本能成為殺戮者或是想獲得影響力。後者特別危險的理由是他們大半和魔族聯手，王座大蜘蛛就屬於此情形。,2700,1663,7,boss_throneweaver,109,,,王座大蜘蛛,1,0,3,515,343,515,343,62,42,0,19,58,54,54,319,319,24,42,38765,52,970,19,52
41222,boss_bebraspion,2,曾嘗試於年幼時要馴服人類族群，不過只有魔族徹底馴服成功。,1576,1426,5,boss_bebraspion,56,,,火暴地鼠獸,0,0,3,120,80,150,100,27,28,0,26,56,28,28,87,97,23,28,7308,10,498,10,20
41223,boss_mushwort,0,抓這類怪物最難的地方就在於睡醒時有很高的機率會出現在家裡。,1854,1717,7,boss_mushwort,112,,,潮濕的蘑菇沃特,4,0,3,465,310,465,310,49,49,0,30,75,56,56,369,295,30,49,42882,30,1445,54,30
41224,boss_sparnas,2,可能因為是鳥，所以很容易被飼料誘惑。魔族也利誘它們開始折磨人類。,2100,1178,5,boss_sparnas,61,,,斯帕勒那絲,0,0,3,160,86,198,106,29,30,0,28,60,30,30,107,120,25,30,8029,11,545,11,23
41225,boss_mineloader,3,不清楚到底是神樹之日之後形成的怪物還是魔君主經由特殊儀式製造成的怪物。總之是個非常有用的裝備。,2365,2129,5,boss_mineloader,119,,,瑪因洛德,3,0,3,525,283,593,319,62,43,0,57,52,59,59,321,402,21,43,51853,26,1193,31,47
41226,boss_Rajatoad,2,這類怪物在神樹之日之後變種而成，不確定是活動空間從海邊移動到了陸地上，還是由魔界生物體過渡而來的。重點是尤拉泰女神看起來不太感興趣的樣子。,1668,891,4,boss_rajatoad,73,,,拉查托特,0,0,3,214,142,251,167,34,39,0,33,75,36,36,156,174,30,39,9937,13,651,13,26
41227,boss_ShadowGaoler,0,鬼影凱伊洛原是精靈的一份子，神樹之日時則臣服於魔族力量之下。,1332,1023,0,boss_shadowgaoler,18,,,鬼影凱伊洛,1,0,3,89,38,89,38,10,6,0,3,8,9,9,41,41,4,6,2055,11,152,3,11
41228,boss_helgasercle,0,赫嘉塞露女妖是最強大的魔君主之一。同樣是魔君主的哈勃克曾經遭受到她的憤怒，被解體並封印的事情，也顯示了她的強大。與赫嘉塞露女妖經歷過數百年戰鬥，具有優勢的亞佳伊拉弗羅里則當然是歷史上最常被歌頌的偉大魔法師。,2983,1683,0,boss_helgasercle,126,,,赫嘉塞露女妖,1,0,3,732,313,732,313,73,48,0,22,66,63,63,392,392,28,48,46022,60,1123,22,60
41229,boss_lecifer,1,雷克西波是所有魔君主中最聰明的一位。但雷克西波之所以不夠活躍的原因，是魔王傑斯堤沒有適當任用他的關係。幸好我身為人類可以做很多事情。,2182,1162,0,boss_lecifer,96,,,雷克西波,1,0,3,502,215,502,215,56,37,0,17,52,48,48,263,263,21,37,33834,47,857,17,47
41230,boss_necrovanter,1,支配其他命令，奪走不服從的懦弱亡靈的力量，並傾向於收集更強的力量。,2079,1603,0,boss_necrovanter,49,,,地獄亡靈,1,0,3,146,78,146,78,27,17,0,8,27,24,24,69,69,11,17,5733,25,425,8,25
41231,boss_rootopus,2,你覺得在與海洋無關的生物體與地形上出現變異生成的怪物都是因為魔族的錯的話，那也想得太輕鬆了。其實這狀況是無法那麼輕易說明的。,11340,7425,5,boss_rootopus,1,,,蠕動的魯托普士,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,2261,3,13,1,3
41232,boss_RingCrawler,3,我大概發現克羅洛鐘利用甚麼樣的魔法作用活動的原理了。神奇的是我並不是參考別人的研究，其實這是神樹之日後就這樣自然而然發生了。,2250,1737,5,boss_ringcrawler,145,,,克羅洛鐘,3,0,3,639,426,711,474,73,52,0,69,62,72,72,420,526,26,52,66667,32,1458,38,57
41233,boss_Rocktortuga,3,遠古石龜獸初期出現時，士兵因為它堅硬的外殼於打怪時遭遇挫折。後來進一步了解遠古石龜獸身體構造的弱點，但要利用其弱點想出攻略也不簡單。,236,187,1,boss_rocktortuga,5,,,遠古石龜獸,3,0,3,42,22,50,26,3,1,0,5,2,2,2,26,33,1,1,576,1,52,2,4
41234,boss_yekub,2,耶庫是魔界最惡名昭彰的存在，而且生出很多分身散佈各處，約克巴伊特就是其中一種分身的名稱。,2257,1593,4,boss_yekub,114,,,耶庫,0,0,3,520,223,590,253,54,60,0,50,110,57,57,322,360,45,60,48396,20,1017,20,40
41235,boss_RytaSwort,0,他們孢子散播、後代子孫個體初生之前，致力於剷除這些個體。,154350,109399,7,boss_rytaswort,55,,,毒孢子霸王食人花,4,0,3,147,63,147,63,24,24,0,15,35,27,27,98,78,15,24,134887,15,725,28,15
41236,boss_Ravinepede,2,由昆蟲變成的怪物，但還沒有人目睹過它演變成有翅膀的成蟲型怪物的樣子，但看看這傢伙應該不會變成那樣吧。,1195,1324,7,boss_ravinepede,69,,,尖角皮德蟲,4,0,3,205,137,205,137,29,29,0,18,41,34,34,165,132,18,29,8577,18,897,34,18
41237,boss_NetherBovine,2,尼多普巴伊透過魔界起源的怪物。不屬於有智能的魔族而是魔族飼育的野獸。,1462,873,0,boss_netherbovine,21,,,尼多普巴伊,1,0,3,83,55,83,55,11,7,0,4,10,10,10,44,44,5,7,2409,13,186,4,13
41238,boss_Carnivore,0,不知道這傢伙到底是把什麼樣的怪物抓來吃掉並吸收，怎麼會有眼睛呢。,1368,1354,7,boss_carnivore,30,,,變狂暴的魔花卡諾波,4,0,3,79,42,79,42,12,12,0,9,18,15,15,58,46,9,12,3526,9,415,17,9
41239,boss_TombLord,3,以前盜墓時也曾擔任過在旁邊躲起來把風的守護者。,1898,1466,0,boss_tomblord,67,,,墓主洛德,1,0,3,263,141,263,141,39,27,0,12,35,33,33,139,139,15,27,8102,33,598,12,33
41240,boss_Achat,3,是為了守護王陵而創造的魔法創造物，雖然不是很強，但是因為充滿女神之力，所以對魔族來說算強的。由於札卡里耶爾大王刻意不留下製作法，所以超過數千年的期間都沒被製造出來，但據說近來王陵被打開，便有人嘗試重新製作。,2245,2035,5,boss_achat,81,,,艾哈特,3,0,3,289,155,341,183,42,30,0,40,35,40,40,177,222,15,30,32700,18,822,22,33
41241,boss_Shnayim,3,是為了守護王陵而創造的魔法創造物，雖然不是很強，但是因為充滿女神之力，所以對魔族來說算強的。近來，當王陵被打開，部分學者和魔法師表示，若成功重新復原艾哈特，將嘗試復原虛那印。,1236,1488,5,boss_shnayim,64,,,虛那印,3,0,3,170,113,205,136,32,21,0,32,27,32,32,112,141,11,21,8676,14,643,17,26
41242,boss_honeypin,2,隨著奧斯特雅女神很難觀察那任務，從女神的手中解脫的這些怪物們就開始出現了。,1376,1061,7,boss_honeypin,64,,,鬼眼蜘蛛,2,0,3,184,99,192,103,27,38,0,14,79,32,32,133,119,32,38,7811,14,721,23,17
41243,boss_Rajapearl,2,這類怪物在神樹之日之後變種而成，不確定是活動空間從海邊移動到了陸地上，還是由魔界生物體過渡而來的。重點是尤拉泰女神看起來不太感興趣的樣子。,1989,2142,4,boss_rajapearl,123,,,魔鬼鰩,0,0,3,578,248,651,279,58,64,0,54,118,61,61,357,399,49,64,53005,22,1103,22,43
41244,boss_Strongholder,2,魔界中強大劍士著稱的他們以之吉特涅名踐踏了我們的領土。,993,1159,0,boss_strongholder,17,,,獨眼巨人,1,0,3,73,49,73,49,9,6,0,3,8,8,8,40,40,4,6,1941,10,146,3,10
41245,boss_archon,3,亞崑在魔界算是數一數二地位崇高的人，除了戰鬥以外也負責很多其他工作的魔族。,1260,1285,2,boss_archon,61,,,亞崑,3,0,3,155,103,187,125,30,20,0,31,27,30,30,101,127,11,20,8235,14,623,17,25
41246,boss_Carapace,3,許多怪物於神樹之日時開始進行各式各樣的變種，蓋洛貝斯寄居蟹可說是當中最特別的一個案例。該怪物會從脫落的外殼中重新誕生。,532,1242,4,boss_carapace,19,,,蓋洛貝斯寄居蟹,2,0,3,63,27,66,28,7,10,0,4,27,9,9,44,39,11,10,2180,4,211,7,5
41247,boss_werewolf,2,狼人從很久以前就是個浪跡天涯的種族。不屬於任何一個領土或世界的他們，最近發現神樹之日對他們來說是一個嶄新的機會。,1504,2028,0,boss_werewolf,114,,,狼人,0,0,3,446,297,506,337,54,60,0,50,110,57,57,322,360,45,60,48396,20,1017,20,40
41248,Tiny,2,因為牠長得很可愛，有很多人試著要馴服牠，但聽說沒有人成功。,1142,1050,5,mon_tiny,56,,,提尼,0,2,1,95,78,123,100,27,28,0,26,56,28,28,76,85,23,28,974,10,498,10,20
41249,TreeAmbulo,2,安布羅樹精身為魔界起源的怪物，但是和第一印象不同，他並不是從生物或事物變形而成的怪物。儘管如此，魔族還是認為他們是屬於自己世界的盆栽植物。,943,1341,1,mon_treeambulo,96,,"[{""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}]",安布羅樹精,4,2,0,275,224,275,224,39,39,0,25,60,48,48,238,190,25,39,3432,25,1247,47,25
41252,Spion,2,如果好好地訓練會跟著主人，但問題是主人大部份都是魔族。,3528,1134,7,mon_spion,163,,"[{""Map"": 1174, ""TimeRespawn"": 200000, ""Population"": 15}, {""Map"": 1174, ""TimeRespawn"": 20000, ""Population"": 20}]",地鼠獸,0,2,1,519,425,597,489,78,84,0,71,158,81,81,413,461,64,84,16277,29,1462,29,57
41253,mirtislampa,2,屬於低階魔族的一員，扮演著魔族日常生活物品的角色。,117,18,0,mon_mirtislampa,1,,,米堤斯蘭波,1,2,0,37,15,37,15,1,0,0,1,2,0,0,18,18,1,0,12,3,13,1,3
41254,spekull,3,若騙子和詐騙者的亡靈在魔界化為怪物，就會變成這副模樣。,84,60,0,mon_spekull,1,,,斯佩摳爾,1,2,0,31,21,31,21,1,0,0,1,2,0,0,18,18,1,0,12,3,13,1,3
41255,scab,3,據說凱都拉商團正想辦法用此怪物來製作商品。,84,60,0,mon_scab,1,,,斯凱伯,3,2,0,27,18,31,21,1,0,0,3,2,0,0,16,21,1,0,12,1,13,1,3
41256,Shredded,0,撕裂者是從魔族用強力怨魂創造怪物時，掉下來的副產物起源的怪物。,701,1000,0,mon_shredded,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",撕裂者,1,2,1,70,47,70,47,11,7,0,4,10,10,10,36,36,5,7,306,12,179,4,12
41257,Yekubite,0,耶庫是魔界最惡名昭彰的存在，而且生出很多分身散佈各處，約克巴伊特就是其中一種分身的名稱。,1050,533,4,mon_yekubite,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 5}, {""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",約克巴伊特,2,2,1,44,36,46,37,8,11,7,5,29,10,10,38,34,12,11,307,5,244,9,6
41258,Shardstatue,3,附身在沒有神性的女神像裡的魔族用自己的造化之物創造的怪物。,3982,2123,5,mon_shardstatue,170,,"[{""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 10}]",夏德斯泰爾,3,2,1,621,414,709,472,88,64,98,81,77,85,85,409,512,31,64,17732,38,1717,45,67
41260,Cire,0,正確來說並非是草木變形而成的怪物，而是腐壞的草木獲得生命，但是很難找到那個痕跡。,1570,4105,5,mon_cire,174,,,塞爾,4,2,2,716,385,716,385,75,75,0,46,112,87,87,526,420,46,75,19191,46,2238,83,46
41264,TreeGool,2,變成怪物之後木質變堅硬，沒有葉子的樹精庫爾會透過狩獵來補充消息的光合作用能力。,1750,1591,0,mon_treegool,122,,"[{""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 13}]",樹精庫爾,4,2,1,389,318,389,318,53,53,0,33,81,61,61,334,267,33,53,5712,33,1577,59,33
41265,Cyst,0,此怪物無法行動，不靠近牠就不會有問題，但由於可從牠身上採集到好用的油，所以一般人很常受其所害。,2873,2213,7,mon_cyst,153,,"[{""Map"": 2301, ""TimeRespawn"": 25000, ""Population"": 29}]",西斯特,4,2,1,569,379,569,379,64,64,0,41,102,76,76,449,359,41,64,13238,41,1967,73,41
41266,Ammon,2,阿蒙是從古代就存在的怪物，危害了許多人。,1090,837,1,mon_ammon,66,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 15}]",阿蒙,0,2,1,147,98,182,121,31,33,0,30,64,33,33,107,120,27,33,1183,12,591,12,24
41267,operor,2,歐涪羅雖然還是維持圓形的模樣，但是攻擊力和殘暴性變得更嚴重。,680,1047,7,mon_operor,59,,"[{""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}]",歐涪羅,2,2,0,133,71,141,75,25,32,0,13,68,29,29,95,85,29,32,764,13,661,21,16
41268,Chafperor,3,集合蜜蜂和甲蟲的優點變形而成的怪物，是種充滿殘暴性的怪物，此怪物的體系和蜜蜂相似。,1656,1016,7,mon_chafperor,64,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 20}]",切波勒,2,2,0,144,96,151,100,27,38,0,14,79,32,32,113,101,32,38,833,14,721,23,17
41269,RavineLerva,2,在被發現是植物變形而成的怪物之前，曾經推測過可能是某種怪物的幼蟲。,1591,2080,7,mon_ravinelerva,121,,"[{""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 15}, {""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 14}, {""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 5}]",毒妖花,4,2,1,453,243,453,243,52,52,0,32,79,60,60,330,264,32,52,5642,32,1571,59,32
41273,Vesper,2,棲息在王陵的動物最近受到魔氣的影響變形而成的怪物。,1631,798,0,mon_vesper,85,,"[{""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 20}]",暗黑蝙蝠,3,2,0,276,118,332,142,44,31,0,42,35,42,42,157,197,15,31,3342,19,861,23,34
41274,Karas,3,嚴格來說是青苔泥人的一種，蘊藏著製作者的心願的魔法創造物。,1860,715,0,mon_karas,83,,"[{""Map"": 1331, ""TimeRespawn"": 0, ""Population"": 10}]",卡拉斯,3,2,1,210,172,254,208,43,31,0,41,35,41,41,152,190,15,31,4063,19,835,22,34
41275,Echad,3,是為了守護王陵而創造的魔法創造物，雖然不是很強，但是因為充滿女神之力，所以對魔族來說算強的。,1436,1108,1,mon_echad,87,,"[{""Map"": 1351, ""TimeRespawn"": 0, ""Population"": 25}]",阿哈得,3,2,1,223,183,270,220,45,32,0,42,35,43,43,163,204,15,32,4275,19,875,23,35
41276,shtayim,3,這個魔法創造物和其外形不同，因為充滿女神祝福，對魔族來說可能是致命的。,1378,1056,1,mon_shtayim,89,,"[{""Map"": 1351, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 1351, ""TimeRespawn"": 0, ""Population"": 5}]",休塔因,3,2,1,273,147,328,176,45,32,0,43,35,44,44,169,212,15,32,4391,19,888,23,35
41277,Tombsinker,3,以圖辛克為首那些安排在王陵的怪物因為魔族的侵入而變得更強。,730,2235,0,mon_tombsinker,86,,"[{""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 15}]",圖辛克,3,2,1,221,180,265,216,44,32,0,42,35,43,43,160,201,15,32,4226,19,868,23,34
41280,Weaver,0,有傳聞說韋伯用石頭製成的線來紡織。,372,115,1,mon_weaver,8,,"[{""Map"": 1032, ""TimeRespawn"": 0, ""Population"": 20}]",韋伯,2,2,1,30,25,30,25,3,5,0,2,12,4,4,26,23,6,5,121,2,98,4,2
41281,Hallowventor,0,請不要直視他們頭頂上空虛。,3546,1969,0,mon_hallowventor,107,,"[{""Map"": 1451, ""TimeRespawn"": 0, ""Population"": 20}, {""Map"": 1451, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1451, ""TimeRespawn"": 0, ""Population"": 16}]",幽靈范托,1,2,2,494,212,494,212,61,41,0,19,58,53,53,250,250,24,41,5745,52,957,19,52
41285,Meleech,3,堅硬又具有毒性，重要的是還殘留著吸血本能。,2068,1224,7,mon_meleech,120,,"[{""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 20}, {""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 15}]",毛蟲獸,2,2,1,397,264,415,276,52,68,46,27,141,60,60,310,277,58,68,5410,27,1356,43,32
41286,Salamander_summon,2,神樹之日以前就存在的怪物，雖然遠古前數量很少，甚至有些個體與人類關係很親近，現在則完全相反。非成體的小火焰蜥蜴王──因普羅火焰蜥蜴王也一樣有這種傾向。,328,252,2,icon_item_nothing,12,,,因普羅火焰蜥蜴王,0,2,0,36,24,45,30,6,6,0,8,14,6,6,27,30,7,6,149,2,99,2,6
