$ID,$ID_NAME,BonusBoots,BonusGloves,BonusSubWeapon,BonusTopAndBottom,BonusWeapon,Description,Icon,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Skill,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,TypeGem,Weight
643511,Gem_Swordman_Restrain,"[{""Stat"": ""\u6291\u5236\u6280\u80fd\u7b49\u7d1a +1""}]","[{""Stat"": ""\u6291\u5236\u6280\u80fd\u7b49\u7d1a +1""}]",,,,從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_seedmia,,,,,,10006,希德米亞寶石,100,0.0,0.0,TTTT,11,0,1.0
643512,Gem_Swordman_PommelBeat,"[{""Stat"": ""\u528d\u67c4\u6253\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u528d\u67c4\u6253\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_npanto_baby,,,,,,10007,潘圖寶石,100,0.0,0.0,TTTT,11,0,1.0
643513,Gem_Swordman_DoubleSlash,,"[{""Stat"": ""\u4e8c\u91cd\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u4e8c\u91cd\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_ultanun,,,,,,10008,歐爾塔倫寶石,100,0.0,0.0,TTTT,11,0,1.0
643514,Gem_Highlander_WagonWheel,,"[{""Stat"": ""\u8eca\u8f2a\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u8eca\u8f2a\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_katynforest_zombie_03_green,,,,,,10201,普朗基寶石,100,0.0,0.0,TTTT,11,0,1.0
643515,Gem_Highlander_CartarStroke,"[{""Stat"": ""\u84c4\u529b\u4e00\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u84c4\u529b\u4e00\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_goblin_warrior,,,,,,10202,布貝鬥士寶石,100,0.0,0.0,TTTT,11,0,1.0
643516,Gem_Highlander_Crown,,"[{""Stat"": ""\u64ca\u982d\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u64ca\u982d\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_mallardu,,,,,,10203,綠頭鴨寶石,100,0.0,0.0,TTTT,11,0,1.0
643517,Gem_Highlander_CrossGuard,"[{""Stat"": ""\u5341\u5b57\u5b88\u8b77\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u5341\u5b57\u5b88\u8b77\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_zombiegirl2,,,,,,10204,棕色羅德林寶石,100,0.0,0.0,TTTT,11,0,1.0
643518,Gem_Highlander_Moulinet,,"[{""Stat"": ""\u9023\u7e8c\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u9023\u7e8c\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_glizardon,,,,,,10205,葛利查頓寶石,100,0.0,0.0,TTTT,11,0,1.0
643519,Gem_Highlander_SkyLiner,"[{""Stat"": ""\u7834\u7a7a\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u7834\u7a7a\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_rauzinute,,,,,,10207,拉屋地奴泰那寶石,100,0.0,0.0,TTTT,11,0,1.0
643520,Gem_Highlander_CrossCut,,"[{""Stat"": ""\u5341\u5b57\u65ac\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u5341\u5b57\u65ac\u64ca\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_loftlem,,,,,,10208,羅佛特倫寶石,100,0.0,0.0,TTTT,11,0,1.0
643521,Gem_Highlander_ScullSwing,"[{""Stat"": ""\u9ab7\u9acf\u6416\u64fa\u6280\u80fd\u7b49\u7d1a +1""}]",,,,"[{""Stat"": ""\u9ab7\u9acf\u6416\u64fa\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_deadbornscab,,,,,,10206,大地的死產斯凱伯寶石,100,0.0,0.0,TTTT,11,0,1.0
643522,Gem_Highlander_VerticalSlash,,"[{""Stat"": ""\u5782\u76f4\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",,,"[{""Stat"": ""\u5782\u76f4\u65ac\u6280\u80fd\u7b49\u7d1a +1""}]",從怪物身上發現到的寶石，安裝在鑲嵌槽上可以進行強化，效果不會重覆套用。點擊滑鼠右鍵後，選擇想要的裝備安裝。,gem_mon_moving_trap,,,,,,10209,普巫葛寶石,100,0.0,0.0,TTTT,11,0,1.0
