$ID,$ID_NAME,Bonus2,Bonus3,Bonus4,Bonus5,Bonus6,Bonus7,Link_Items,Name
79,set_079,,"세트 장신구 초월 합계가 30일 때,{nl}치명타 발생 증가{nl} - 세트 강화 합계 1당 8 증가{nl}(최대 415 증가)",,,,,"[585011, 605011, 605011]",트리우카스 세트
80,set_080,,"세트 장신구 초월 합계가 30일 때,{nl} - '탑승' 상태일 때 소환수가 주는 대미지 증가{nl} - '아츠 : 자아' 상태일 때 소환수가 주는 대미지 증가{nl} {nl}세트 강화 합계 1당 5% 증가{nl}(최대 250% 증가){nl} {nl} - 소환수가 받는 대미지 강화 합계 1당 0.6% 감소{nl}(최대 30% 감소)",,,,,"[585012, 605012, 605012]",이스가리티 세트
81,set_081,,공격시 5% 확률로 광폭화가 발동합니다.{nl} {nl}광폭화{nl}5초 동안 치명타 발생 10% 증가 (최대 200 상승),,,,,"[584118, 604118, 604118]",[이벤트]어비스 이레디안 세트
82,set_082,,피격시 3% 확률로 세비사 - 보호가 발동됩니다.{nl} {nl} 세비사 - 보호 {nl}받는 피해 감소 {img green_down_arrow 16 16}10% {nl} 이동 속도 {img green_up_arrow 16 16}5{nl}(10초 지속),,,,,"[584119, 604119, 604119]",[이벤트]세비사 이레디안 세트
83,set_083,,"- 소환수가 주는 대미지 250% 증가{nl}소환수가 받는 대미지 30% 감소{nl} - [소환수 강제공격], [탑승] 사용 시 권속강화 버프 부여{nl} - 권속강화 재사용 대기시간 10초{nl} {nl}권속강화{nl} - 소환수 공격 시 입힌 피해 절반 만큼의 대미지로 주변 타깃 60 범위 3명에게 추가 타격{nl} - 지속시간 3초{nl} - 리리스와 중복 불가{nl} {nl} 드래곤의 기운 2단계 효과{nl}권속강화 버프 지속시간{img green_up_arrow 16 16}1초",,,,,,카랄리엔 이스가리티 세트
84,set_084,,"매스 힐 사용 시 자신을 제외한 아군에게 12초간 버프 부여{nl} - 버프 대상이 주는 대미지 20% 증가, 받는 피해 20% 감소{nl} - 매스 힐 사용 시 10초동안 자신의 치유력 32% 증가, 이동속도 3초간 10 증가{nl} {nl} 드래곤의 기운 2단계 효과{nl} - 버프 대상이 주는 대미지 10% 추가 증가",,,,,,카랄리엔 주오다 세트
85,set_085,,매직 실드 혹은 수호성인 사용 시{nl}30초 동안 버프 부여{nl} - 버프 중 마법 치명타 적중 시 사용한 스킬의 속성에 대응되는{nl}[포스 웨이브] 스킬 시전 {nl}- 포스 웨이브 스킬 공격력 5500%{nl} - 재사용 대기시간 3초{nl} - 적중 시 10초간 포스 웨이브로 입힌 피해와 동일한 속성에 50% 추가 피해를 받는 디버프 부여 {nl} - 속성 디버프가 두 가지 이상 일 때{nl}3초 동안 이동속도 20 감소{nl} {nl}드래곤의 기운 2단계 효과 {nl} - 포스 웨이브 스킬 공격력{img green_up_arrow 16 16}2000%,,,,,,카랄리엔 트리우카스 세트
86,set_086,," - '리버레이트: 인내' 지속시간{img green_up_arrow 16 16}6초{nl}리버레이트 : 인내 시전 시 300 범위 내의 파티원에게 버프 시전{nl} - 버프 대상 받는 대미지 50% 감소{nl} - 버프 지속시간 7.5초{nl}리버레이트 : 인내 지속 중 물리 피해 블럭 성공 시 공격자에게 디버프 부여{nl} - 자신의 치명타 저항 만큼 공격자의 치명타 발생 감소{nl} - 지속시간 5초, 중첩불가{nl} {nl}드래곤의 기운 2단계 효과{nl} - 디버프 지속시간 3초 증가",,,,,,카랄리엔 칸트리베 세트
87,set_087,," - '리버레이트: 인내' 지속시간{img green_up_arrow 16 16}6초{nl}리버레이트 : 인내 시전 시 300 범위 내의 파티원에게 버프 시전{nl} - 버프 대상 받는 대미지 50% 감소{nl} - 버프 지속시간 7.5초{nl}리버레이트 : 인내 지속 중 마법 피해 블럭 성공 시 공격자에게 디버프 부여{nl} - 자신의 치명타 저항 만큼 공격자의 치명타 발생 감소{nl} - 지속시간 5초, 중첩불가{nl} {nl}드래곤의 기운 2단계 효과{nl} - 디버프 지속시간 3초 증가",,,,,,카랄리엔 바르제라스 세트
88,set_088,,"카운터 공격 시 5초 동안{nl}회심 버프 1중첩{nl} - 카운터 재사용 대기시간 1초{nl} {nl}회심{nl} - 중첩 당 치명타 발생{img green_up_arrow 16 16}125{nl} - 5중첩 시 중첩을 모두 소모하고{nl}맹화 버프 부여{nl} {nl}맹화{nl} - 대미지 증가{img green_up_arrow 16 16}100%{nl} - 버프 중 카운터 발동 불가{nl} - 지속시간 5초{nl} {nl}드래곤의 기운 2단계 효과{nl} - 맹화 버프 지속시간{img green_up_arrow 16 16}2초{nl} {nl}카운터{nl}상대방과 거리 200 이하 일 때, 상대가 일반 공격 또는 스킬 사용 중 자신이 물리 피해 스킬로 대미지를 주었을 때 발동{nl}카운터는 상대방과 자신 모두 모션이 있는 스킬 중일 때만 적용",,,,,,카랄리엔 피크티스 세트
89,set_089,,매 20번 째 공격 마다 추가 대미지 능력치 4000% 추가 적용{nl} {nl}드래곤의 기운 2단계 효과{nl} - 추가 대미지 5200% 추가 적용으로 변경{nl} {nl}레전드 세트 옵션 스킬은 공격 횟수에 포함되지 않음,,,,,,카랄리엔 프리데티 세트
90,set_090,450레벨 미만일 때{nl} - 루팅 찬스{img green_up_arrow 16 16}1000{nl} - 경험치 획득{img green_up_arrow 16 16}200%,450레벨 미만일 때{nl} - [Episode 12] 퀘스트와 챌린지 모드{nl}보스 몬스터에게 주는 대미지{img green_up_arrow 16 16}100%{nl} - [Episode 12] 퀘스트와 챌린지 모드{nl}보스 몬스터에게 받는 피해 50% 감소,,,,,,2020 근본 세트
