$ID,$ID_NAME,Bonus,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642011,COLLECT_111,"[[""Dark Property Resistance"", 8]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644042, 644043, 644009, 644067]",,,,,,LV1 카드 컬렉션,1,0.0,0.0,FFTF,4,0.0
642012,COLLECT_112,"[[""Defense"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644031, 644032, 644029, 644068, 644033]",,,,,,LV2 카드 컬렉션,1,0.0,0.0,FFTF,4,0.0
642013,COLLECT_113,"[[""Magic Defense"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644007, 644063, 644048, 644015, 644053, 644093]",,,,,,LV3 카드 컬렉션,1,0.0,0.0,FFTF,4,0.0
642014,COLLECT_114,"[[""CON"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644024, 644045, 644059, 644022]",,,,,,LV4 카드 컬렉션,1,0.0,0.0,FFTF,4,0.0
642015,COLLECT_115,"[[""INT"", 1]]",대성당의 창시자 메이번이 순례자의 길에 내린 화두를 새긴 5개의 목걸이를 모은 컬렉션 입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_jewelrybox,,,"[581132, 581133, 581134, 581135, 581136]",,,,,,5대 죄악의 목걸이 컬렉션,1,0.0,0.0,FFFF,4,0.0
642016,COLLECT_116,"[[""Maximum HP"", 125]]",라이마 여신의 계시 중 여신과 마족의 갈등이 기록된 계시를 모은 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_holyark,,,"[650710, 650742, 650830]",,,,,,계시록: 대립편 컬렉션,1,0.0,0.0,FFFF,4,0.0
642017,COLLECT_117,"[[""Weight Limit"", 100]]",라이마 여신의 계시 중 세계의 숨겨진 비밀이 담겨 있는 계시를 모은 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_holyark,,,"[650824, 653041, 650856]",,,,,,계시록: 이면편 컬렉션,1,0.0,0.0,FFFF,4,0.0
642018,COLLECT_118,"[[""Physical Attack"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645117, 628054, 645118, 645024, 645120, 645121, 645267]","[{""Chance"": 100, ""Map"": 1021, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 샤울레이 서쪽 숲,1,0.0,0.0,FFFF,4,0.0
642019,COLLECT_119,"[[""Magic Attack"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645122, 645269, 640072, 645124, 645125]","[{""Chance"": 100, ""Map"": 1032, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 샤울레이 동쪽 숲,1,0.0,0.0,FFFF,4,0.0
642020,COLLECT_120,"[[""Defense"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645117, 645126, 645129, 601123]","[{""Chance"": 100, ""Map"": 1041, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 샤울레이 광산 마을,1,0.0,0.0,FFFF,4,0.0
642021,COLLECT_121,"[[""Magic Defense"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[640025, 645129, 581123, 645235, 645286, 645130]","[{""Chance"": 100, ""Map"": 1051, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 수정광산 1층,1,0.0,0.0,FFFF,4,0.0
642022,COLLECT_122,"[[""Maximum HP"", 150]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645287, 645288, 645132, 645129, 645222]","[{""Chance"": 100, ""Map"": 1061, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 수정광산 2층,1,0.0,0.0,FFFF,4,0.0
642023,COLLECT_123,"[[""Maximum SP"", 30]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645131, 645292, 645129, 645293]","[{""Chance"": 100, ""Map"": 1071, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 수정광산 3층,1,0.0,0.0,FFFF,4,0.0
642024,COLLECT_124,"[[""HP Recovery"", 10]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645135, 645134, 645352, 502123, 512123, 522123, 532123]","[{""Chance"": 100, ""Map"": 2081, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 스라우타스 협곡,1,0.0,0.0,FFFF,4,0.0
642025,COLLECT_125,"[[""SP Recovery"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645300, 645134, 142101, 645307]","[{""Chance"": 100, ""Map"": 2082, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 겔리 고원,1,0.0,0.0,FFFF,4,0.0
642026,COLLECT_126,"[[""Critical Magic Attack"", 4]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645347, 645138, 645306, 645348, 645412, 645346, 645297, 628018]","[{""Chance"": 100, ""Map"": 2083, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 네프리타스 벼랑,1,0.0,0.0,FFFF,4,0.0
642027,COLLECT_127,"[[""Physical Attack"", 4]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645303, 645134, 645310, 645231]","[{""Chance"": 100, ""Map"": 2084, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 테넷 화원,1,0.0,0.0,FFFF,4,0.0
642028,COLLECT_128,"[[""Magic Attack"", 4]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645461, 645228, 645229, 645380, 645151]","[{""Chance"": 100, ""Map"": 2088, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 베야 골짜기,1,0.0,0.0,FFFF,4,0.0
642029,COLLECT_129,"[[""Defense"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645341, 645153, 645435, 645357, 645394, 645393]","[{""Chance"": 100, ""Map"": 2089, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 비에타 계곡,1,0.0,0.0,FFFF,4,0.0
642030,COLLECT_130,"[[""Magic Defense"", 12]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645156, 649201, 645451]","[{""Chance"": 100, ""Map"": 2090, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 코발트 숲,1,0.0,0.0,FFFF,4,0.0
642031,COLLECT_131,"[[""Maximum HP"", 70]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[640044, 645403, 601127, 511107]","[{""Chance"": 100, ""Map"": 2091, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 셉티니 골,1,0.0,0.0,FFFF,4,0.0
642032,COLLECT_132,"[[""Maximum SP"", 20]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645142, 582103, 645333, 645334]","[{""Chance"": 100, ""Map"": 2085, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 테넷 성당 지하 1층,1,0.0,0.0,FFFF,4,0.0
642033,COLLECT_133,"[[""HP Recovery"", 10]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645453, 649007, 645330, 645618, 628051]","[{""Chance"": 100, ""Map"": 2086, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 테넷 성당 지상 1층,1,0.0,0.0,FFFF,4,0.0
642034,COLLECT_134,"[[""SP Recovery"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645141, 645320, 645430, 649204]","[{""Chance"": 100, ""Map"": 2087, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 테넷 성당 지상 2층,1,0.0,0.0,FFFF,4,0.0
642035,COLLECT_135,"[[""Accuracy"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645159, 645246, 645413, 645162, 640042, 645160]","[{""Chance"": 100, ""Map"": 1201, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 관문로,1,0.0,0.0,FFFF,4,0.0
642036,COLLECT_136,"[[""Evasion"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645161, 645218, 645369, 645219, 645164, 645234]","[{""Chance"": 100, ""Map"": 1211, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 시르드겔라 숲,1,0.0,0.0,FFFF,4,0.0
642037,COLLECT_137,"[[""Critical Rate"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645165, 645163, 645432]","[{""Chance"": 100, ""Map"": 1221, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 크바일라스 숲,1,0.0,0.0,FFFF,4,0.0
642038,COLLECT_138,"[[""Critical Attack"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645187, 645547, 202119, 242111, 121106, 201108]","[{""Chance"": 100, ""Map"": 1381, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 파수꾼의 묘역,1,0.0,0.0,FFFF,4,0.0
642039,COLLECT_139,"[[""Critical Defense"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645225, 645476, 645171, 645445]","[{""Chance"": 100, ""Map"": 1251, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 대왕의 관문,1,0.0,0.0,FFFF,4,0.0
642040,COLLECT_140,"[[""Critical Magic Attack"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645172, 645173, 645420, 628061]","[{""Chance"": 100, ""Map"": 1261, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 람스티스 협곡,1,0.0,0.0,FFFF,4,0.0
642041,COLLECT_141,"[[""Physical Attack"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645174, 645256, 645446, 601129, 531107, 521111, 531111]","[{""Chance"": 100, ""Map"": 1271, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 긴다리 계곡,1,0.0,0.0,FFFF,4,0.0
642042,COLLECT_142,"[[""Magic Attack"", 4]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645175, 645421, 645465, 645464, 649208]","[{""Chance"": 100, ""Map"": 1281, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 아크멘스 능선,1,0.0,0.0,FFFF,4,0.0
642043,COLLECT_143,"[[""Defense"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645176, 645177, 241104, 161109, 141109]","[{""Chance"": 100, ""Map"": 1291, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 틸타스 협곡,1,0.0,0.0,FFFF,4,0.0
642044,COLLECT_144,"[[""Magic Defense"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645565, 645423, 645540, 645392]","[{""Chance"": 100, ""Map"": 1180, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 기티스의 개척지,1,0.0,0.0,FFFF,4,0.0
642045,COLLECT_145,"[[""Maximum HP"", 140]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644130, 680114, 685114, 680115, 685115, 680116, 685116, 680117, 685117]","[{""Chance"": 100, ""Map"": 3810, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 노역자 숙소,1,0.0,0.0,FFFF,4,0.0
642046,COLLECT_146,"[[""Maximum SP"", 28]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644126, 680118, 685118, 680119, 685119, 680120, 685120, 680121, 685121]","[{""Chance"": 100, ""Map"": 3820, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 건축자 예배당,1,0.0,0.0,FFFF,4,0.0
642047,COLLECT_147,"[[""HP Recovery"", 14]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[644053, 649216, 182106, 680122, 685122, 680123, 685123, 680124, 685124]","[{""Chance"": 100, ""Map"": 3830, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 적재소,1,0.0,0.0,FFFF,4,0.0
642048,COLLECT_148,"[[""SP Recovery"", 3]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645177, 645364, 645238, 602105]","[{""Chance"": 100, ""Map"": 1301, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 루카스 고원,1,0.0,0.0,FFFF,4,0.0
642049,COLLECT_149,"[[""Accuracy"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645177, 628040, 501114, 501113, 182114]","[{""Chance"": 100, ""Map"": 1311, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕의 고원,1,0.0,0.0,FFFF,4,0.0
642050,COLLECT_150,"[[""Evasion"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645463, 645392, 251101, 601128, 202116]","[{""Chance"": 100, ""Map"": 1321, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 자카리엘 교차로,1,0.0,0.0,FFFF,4,0.0
642051,COLLECT_151,"[[""Critical Rate"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645178, 645410, 645221, 645179, 645450]","[{""Chance"": 100, ""Map"": 1331, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 1층,1,0.0,0.0,FFFF,4,0.0
642052,COLLECT_152,"[[""Critical Attack"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645180, 645220, 645181, 581129, 201110, 241105]","[{""Chance"": 100, ""Map"": 1341, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 2층,1,0.0,0.0,FFFF,4,0.0
642053,COLLECT_153,"[[""Critical Defense"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645428, 645210, 645181, 531114, 521153, 161110]","[{""Chance"": 100, ""Map"": 1351, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 3층,1,0.0,0.0,FFFF,4,0.0
642054,COLLECT_154,"[[""Stamina"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645411, 645209, 121108, 531153, 251101]","[{""Chance"": 100, ""Map"": 1361, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 4층,1,0.0,0.0,FFFF,4,0.0
642055,COLLECT_155,"[[""Critical Magic Attack"", 8]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645402, 645401, 640040, 649205, 645186]","[{""Chance"": 100, ""Map"": 1371, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 왕릉 5층,1,0.0,0.0,FFFF,4,0.0
642056,COLLECT_156,"[[""Physical Attack"", 8]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645477, 640072, 162106, 101110, 511113, 582106]","[{""Chance"": 100, ""Map"": 1176, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 아렐르노 남작령,1,0.0,0.0,FFFF,4,0.0
642057,COLLECT_157,"[[""Magic Attack"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645438, 645552, 645160, 645547, 521113, 602106]","[{""Chance"": 100, ""Map"": 3750, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 미르키티 농장,1,0.0,0.0,FFFF,4,0.0
642058,COLLECT_158,"[[""Defense"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645547, 645573, 645225, 645551, 501115]","[{""Chance"": 100, ""Map"": 3740, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 수로교 지역,1,0.0,0.0,FFFF,4,0.0
642059,COLLECT_159,"[[""Magic Defense"", 15]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645445, 645476, 643740, 643677]","[{""Chance"": 100, ""Map"": 3730, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 테넌츠 농장,1,0.0,0.0,FFFF,4,0.0
642060,COLLECT_160,"[[""Maximum HP"", 70]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645240, 645187, 645462, 645239, 640029]","[{""Chance"": 100, ""Map"": 1421, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 비석로,1,0.0,0.0,FFFF,4,0.0
642061,COLLECT_161,"[[""Maximum SP"", 18]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645427, 649200, 640028, 645397, 645396, 649209, 645190]","[{""Chance"": 100, ""Map"": 1431, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 여신의 옛뜰,1,0.0,0.0,FFFF,4,0.0
642062,COLLECT_162,"[[""HP Recovery"", 7]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645191, 645213, 645192, 221113]","[{""Chance"": 100, ""Map"": 1441, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 에산치우 마을,1,0.0,0.0,FFFF,4,0.0
642063,COLLECT_163,"[[""SP Recovery"", 4]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645481, 645193, 649203, 645455, 645419, 645194, 628015]","[{""Chance"": 100, ""Map"": 1451, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 페디미안 외곽,1,0.0,0.0,FFFF,4,0.0
642064,COLLECT_164,"[[""Accuracy"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[521122, 645614, 521122, 202104, 161130]","[{""Chance"": 100, ""Map"": 1091, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 수정광산 2광구 1층,1,0.0,0.0,FFFF,4,0.0
642065,COLLECT_165,"[[""Evasion"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[531122, 645429, 645615, 645235, 271122, 142104]","[{""Chance"": 100, ""Map"": 1101, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 수정광산 2광구 2층,1,0.0,0.0,FFFF,4,0.0
642066,COLLECT_166,"[[""Critical Rate"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645438, 645539, 645363, 645344, 141130]","[{""Chance"": 100, ""Map"": 1081, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 카틴 숲 입구,1,0.0,0.0,FFFF,4,0.0
642067,COLLECT_167,"[[""Critical Attack"", 6]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645437, 645540, 645541, 17033, 30278, 582109]","[{""Chance"": 100, ""Map"": 1082, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 매너클 묘지,1,0.0,0.0,FFFF,4,0.0
642068,COLLECT_168,"[[""Critical Defense"", 2]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[645479, 601132, 645469, 601132]","[{""Chance"": 100, ""Map"": 1141, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 포슬린키스 숲,1,0.0,0.0,FFFF,4,0.0
642069,COLLECT_169,"[[""Stamina"", 1]]",아이템을 수집할 수 있는 컬렉션입니다. 마우스 오른쪽 버튼 클릭으로 등록할 수 있습니다.,icon_item_box,,,"[111001, 645344, 582108, 18008]","[{""Chance"": 100, ""Map"": 1151, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,,,,컬렉션: 사크니스 벌판,1,0.0,0.0,FFFF,4,0.0
