$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
10009,pumkin_helmet,,,,,"호박의 속을 파내고 악마의 얼굴 모양으로 눈, 코, 입을 도려낸 투구입니다.",-1,2,icon_item_pumkin_helmet,0,,,,,,,,,5,잭오랜턴 헬멧,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10010,helmet_Rudolf01,,,,,루돌프 빨간코는 희망의 상징입니다.,-1,2,icon_item_helmet_rudolph,0,,,,,,,,,5,루돌프 헬멧 코스튬,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10011,helmet_weddingvail02,,,,,인생에서 가장 중요한 순간 중 하나인 결혼식에서 신부가 착용하는 면사포입니다.{nl}착용하면 외형이 변경됩니다.{nl}리사이클 샵에서 메달로 교환할 수 있습니다.,-1,2,helmet_weddingvail02,0,,,,,,,,,5,콩닥콩닥 면사포,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10012,helmet_astronaut,,,,,"머나먼 세계, 저 너머로 여행을 하기 위해 필요하다고 전해지는 우주 비행사 헬멧입니다.{nl}착용하면 외형이 변경 됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.",-1,2,icon_item_astronaut_helmet,0,,,,,,,,,5,폴라리스 우주 비행사 헬멧,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10013,helmet_astronaut02,,,,,"머나먼 세계, 저 너머로 여행을 하기 위해 필요하다고 전해지는 우주 비행사 헬멧입니다.{nl}착용하면 외형이 변경 됩니다.",-1,2,icon_item_helmet_astronaut02,0,,,,,,,,,5,알파 센타우리 우주 비행사 헬멧,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10014,helmet_romance01,,,,,양쪽의 소라빵 머리가 인상적인 초롱초롱한 눈망울을 가진 귀족 영애의 얼굴입니다.{nl}착용하면 외형이 변경 됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.,-1,2,icon_item_helmet_romance01,0,,,,,,,,,5,소라빵 귀염둥이 귀족 영애 얼굴,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10015,helmet_romance02,,,,,여러가지 사건을 겪어 충격받아 창백해진 장미 기사의 얼굴입니다.{nl}착용하면 외형이 변경 됩니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.,-1,2,icon_item_helmet_romance02,0,,,,,,,,,5,충격받은 장미 기사 얼굴,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
11000,NoArmband,,,,,,-1,2,icon_item_sword_1,0,,,,,,,,,5,없음_armband,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,0,11,,False,False,0.0
11101,ABAND01_101,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다.,-1,2,icon_item_artefact_armband,40,,,,,,,,,5,붉은 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11102,ABAND01_102,,,,,너무 세게 묶는다면 피가 통하지 않을 수도 있습니다.,-1,2,icon_item_armband_cloth,40,,,,,,,[36002],,5,매듭진 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11103,ABAND01_103,,,,,길이가 길어 위급상황에서는 붕대 대용으로도 사용가능합니다.,-1,2,icon_item_armband_clothlong,40,[642075],,,,,,,,5,긴 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11104,ABAND01_104,,,,,새의 깃털로 장식되어 있습니다. 내구성이 좋지 못하여 관리에 신경을 써주어야 합니다.,-1,2,icon_item_armband_feather,40,,,,,,,[36004],,5,깃털 장식 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11105,ABAND01_105,,,,,특별한 제의에 사용되지만 멋을 위해 착용하고 다니기도 합니다.,-1,2,icon_item_armband_tassel,40,,,,,,,[36005],,5,술달린 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11106,ABAND01_106,,,,,1차 CBT에 참여하신 분들께 드리는 감사의 뜻을 담은 물건입니다.,-1,2,icon_item_artefact_armband_cbt1,1,,,,,,,,,5,태초의 구원자 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11107,ABAND01_107,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 한편으로 적에게 주요인물로 부각되기도 합니다. ,-1,2,icon_item_armband_chief,40,,,,,,,,,5,치프 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11108,ABAND01_108,,,,,"이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 한편으로 적에게 주요인물로 부각되며, 상황에 따라 자랑할 기회가 되거나 위기를 불러올 수도 있습니다.",-1,2,icon_item_armband_silver,40,,,,,,,,,5,실버 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11109,ABAND01_109,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 가끔은 사람들 앞에서 일부러 유리에 흠집을 내는 모습을 보여주어도 좋습니다.,-1,2,icon_item_armband_dia,40,,,,,,,,,5,다이아 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11110,ABAND01_110,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 술장식에 기념품을 달아 자신만의 개성을 나타내는 사람도 있다고 합니다. ,-1,2,icon_item_armband_singletassel,40,,,,,,,,,5,술 장식 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11111,ABAND01_111,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 몇몇 사람들의 오해와는 달리 이 밴드의 모양새는 사두 마스터와는 아무런 관련이 없습니다.  ,-1,2,icon_item_armband_shaman,40,,,,,,,,,5,샤먼 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11112,ABAND01_112,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 왕국의 해군력이 약하던 시절 유명한 해적단이 사용하던 장식이라는 설이 있습니다.,-1,2,icon_item_armband_orient,40,,,,,,,,,5,오리엔트 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11113,ABAND01_113,,,,,시즌 한정 서버에 참여하신 분들께 감사한 마음으로 드리는 작은 기념품 암밴드입니다.,-1,2,icon_item_armband_gold,1,,,,,,,,,5,골든 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11114,ABAND01_114,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 신수의 날 이후 나무와 풀이라면 지겹다는 사람들도 이 밴드는 곧잘 차고 다닙니다.,-1,2,icon_item_armband_leaf,40,,,,,,,,,5,잎사귀 무늬 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11115,ABAND01_115,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 절대로 실제 잠자리를 박제하여 붙인 것은 아닙니다. ,-1,2,icon_item_armband_dragonfly1,40,,,,,,,,,5,잠자리 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11116,ABAND01_116,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 아군 느낌 아니까..,-1,2,icon_item_armband_exclamationmark_icon,40,,,,,,,,,5,느낌있는 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11117,ABAND01_117,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 차고 있다고 자신이 누군가에게 선물이 되지는 않습니다.,-1,2,icon_item_armband_ribbon,40,,,,,,,,,5,리본 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11118,ABAND01_118,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 또한 어쩐지 많은 사람의 지지를 받는 기분이 듭니다. ,-1,2,icon_item_armband_facebook,40,,,,,,,,,5,엄지척 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11119,ABAND01_119,,,,,길드 배틀에서 1위를 달성한 길드원에게 주어지는 암밴드입니다.,-1,2,icon_item_armband_01,40,,,,,,,,41,5,길드 배틀 1위 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11120,ABAND01_120,,,,,길드 배틀에서 2위를 달성한 길드원에게 주어지는 암밴드입니다.,-1,2,icon_item_armband_02,40,,,,,,,,42,5,길드 배틀 2위 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11121,ABAND01_121,,,,,길드 배틀에서 3위를 달성한 길드원에게 주어지는 암밴드입니다.,-1,2,icon_item_armband_03,40,,,,,,,,43,5,길드 배틀 3위 암밴드,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11122,ABAND01_122,,,,,선도부가 착용하는 암밴드입니다.,-1,2,icon_item_armband_freshness,1,,,,,,,,,5,선도 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11123,ABAND01_123,,,,,불량 서클을 표시하는 암밴드입니다.,-1,2,icon_item_armband_skull,1,,,,,,,,,5,백골 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11124,ABAND01_124,,,,,귀여운 토끼가 인상적인 암밴드입니다.,-1,2,icon_item_armband_bunny,1,,,,,,,,,5,바니즈 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11125,ABAND01_125,,,,,흰색 하트가 인상적인 암밴드입니다.,-1,2,icon_item_armband_nurse,1,,,,,,,,,5,순백의 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11126,ABAND01_126,,,,,지구가 행복해지기를 기원하는 구원자가 착용하는 암밴드입니다.,-1,2,icon_item_armband_g9,1,,,,,,,,,5,지구의 행복 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11127,ABAND01_127,,,,,바카리네가 아끼는 디오니스를 모방한 암밴드입니다.,-1,2,icon_item_armband_dinios,1,,,,,,,,,5,디오니스 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11128,ABAND01_128,,,,,뇌오세의 스페셜리스트임을 증명하는 암밴드입니다.,-1,2,icon_item_armband_e_speicialbrain,1,,,,,,,,,5,TOS 스페셜티 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11129,ABAND01_129,,,,,황금 개의 해를 기념하여 만든 암밴드입니다.,-1,2,item_icon_armband_golddog2018,1,,,,,,,,,5,황금 멍멍 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,,,,콜로니전 베타 참여자에게 지급되는 암밴드 입니다.,-1,2,icon_item_armband_01,40,,,,,,,,54,5,Territory Wars Tester Armband (30days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,2592000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,,,,콜로니전 베타 참여자에게 지급되는 암밴드 입니다.,-1,2,icon_item_armband_01,40,,,,,,,,55,5,Territory Wars Tester Armband  (90days),0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,7776000.0,FFFF,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11133,ABAND01_131,,,,,길드 있어 트오세 있다 이벤트를 기념하여 만든 암밴드입니다.,-1,2,icon_item_armband_guild04,1,,,,,,,,,5,길드 사랑 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11134,ABAND01_132,,,,,축구 캡틴을 상징하는 암밴드입니다.,-1,2,icon_item_armband_captain_soccer,1,,,,,,,,,5,캡틴 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11135,ABAND01_133,,,,,축구 서포터즈를 상징하는 암밴드입니다.,-1,2,icon_item_armband_supporter_soccer,1,,,,,,,,,5,서포터즈 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11136,ABAND01_134,,,,,별의 탑을 향하여 이벤트 참여자에게 지급되는 암밴드입니다.,-1,2,icon_item_armband_stararrow,1,,,,,,,,,5,별의 탑 영웅 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11137,ABAND01_130_THA,,,,,태국 1주년을 기념하여 제작된 암밴드 입니다.,-1,2,icon_item_armband_th1stanniversary,1,,,,,,,,,5,태국 1주년 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11138,ABAND01_138,,,,,콜로니를 점령한 길드에게 지급되는 암밴드입니다.{nl}정복자의 상징입니다.,-1,2,icon_item_armband_colony01,1,,,,,,,,,5,정복자의 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11139,ABAND01_139,,,,,콜로니를 점령한 길드에게 지급되는 암밴드입니다.{nl}정복자의 상징입니다.,-1,2,icon_item_armband_colony01,1,,,,,,,,,5,정복자의 암밴드(1일),0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,86400.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11140,ABAND01_140,,,,,3주년 암밴드,-1,2,icon_item_armband_guilty,1,,,,,,,,,5,길티네 추종자의 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11141,ABAND01_141,,,,,3주년 암밴드,-1,2,icon_item_armband_goddess,1,,,,,,,,,5,여신의 구원자 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11142,ABAND01_142,,,,,세 번째 맞이하는 식목일을 기념하여 만든 암밴드입니다.,-1,2,icon_item_armband_chick01,1,,,,,,,,,5,삐약삐약 병아리 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11143,ABAND01_143,,,,,새나라의 트린이들에게 주는 귀여운 포포리온이 그려진 암밴드입니다.,-1,2,icon_item_armband_popolion,1,,,,,,,,,5,포포리온 암밴드,0,0,TTTTT,1,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
12111,HAIR_M_101,,,,,왕국의 유서깊은 가문의 계승자가 처음 이런 머리 모양을 한 후 상류층 사이에서 많은 이들이 이를 따라했습니다. 다만 외모가 받쳐주지 않는다면 완벽한 매력을 발산하기 약간 어렵습니다.,-1,,hair_lancer_male,0,,,,,,,,,5,테리우스,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12112,HAIR_M_102,,,,,천년제를 즈음하여 복원된 머리 모양으로 많은 사람들이 흉내를 내려 했으나 만들기도 유지하기도 어렵기 때문에 귀족들이 주로 하였습니다.,-1,,hair_puppeteer_male,0,,,,,,,,,5,댄디 웨이브컬,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12113,HAIR_M_103,,,,,"짧은 머리가 예쁘게 어울립니다. 다만 머리를 짧게 자르는 일에 가장 큰 장점은 잘라낸 머리카락을 팔 수도 있다는 점입니다, ",-1,2,hair_messy,0,,,,,,,,,5,숏 컷,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12114,HAIR_M_104,,,,,상대가 당신의 살짝 가린 얼굴에 매력을 느낄 것입니다.,-1,2,hair_thaumaturge,0,,,,,,,,,5,비대칭 숏 컷,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12115,HAIR_M_105,,,,,은근한 금빛을 머금은 머릿결이 한 줄기가 당신의 뒷모습을 빛나게 합니다.,-1,2,hair_dratail,0,,,,,,,,,5,리젠트,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12116,HAIR_M_106,,,,,밝고 가벼운 느낌을 주어 착용자를 멋지게 보이도록 합니다.,-1,2,hair_shaggy,0,,,,,,,,,5,숏 샤기,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
12117,HAIR_M_107,,,,,유행을 타지 않으면서도 멋을 잃지 않는 머리 모양입니다.,-1,2,hair_shot_asymmetric,0,,,,,,,,,5,넘긴 머리,1,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,7,False,False,0.0
