$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Items,Link_Maps,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR,Type
10121,GhostGirl_Add,5,몬스터,64,49,6,icon_item_nothing,1,,,신도 유령,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10130,GhostBoy,5,몬스터,64,49,6,icon_item_nothing,1,,,유령 소년,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10131,GhostBoy_S,5,몬스터,64,49,6,icon_item_nothing,1,,,신도 유령,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10140,GhostOldWoman,5,몬스터,64,49,6,icon_item_nothing,1,,,유령 아줌마,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10150,Ghostman,5,몬스터,64,49,6,icon_item_nothing,1,,,유령 아저씨,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10151,Ghostman_L,5,몬스터,64,49,6,icon_item_nothing,1,,,신도 유령,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10152,Ghostman_Big,5,몬스터,64,49,6,icon_item_nothing,1,,,신도 유령 수장,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10153,Ghostman_Copy,5,몬스터,64,49,6,icon_item_nothing,1,,,신도 유령(분신),,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10160,Kiyak,5,몬스터,64,49,6,icon_item_nothing,1,,,뿔 세눈박이,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10170,Kyokyo,5,몬스터,64,49,6,icon_item_nothing,1,,,날개 세눈박이,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10210,Believeroldman,5,몬스터,64,49,6,icon_item_nothing,1,,,신도,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10230,zombiehoplite,5,몬스터,64,49,6,icon_item_nothing,1,,,좀비 중보병,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10250,Monsterbook,5,몬스터,64,49,6,icon_item_nothing,1,,,매직북,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10260,Pumpkin,5,몬스터,64,49,6,icon_item_nothing,1,,,덜 익은 호박,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10261,Pumpkin2,5,몬스터,64,49,6,icon_item_nothing,1,,,잘 죽는 양파,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10262,Pumpkin3,5,몬스터,64,49,6,icon_item_nothing,1,,,피통 큰 양파,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10263,Pumpkin_MagicTarget,5,몬스터,64,49,6,icon_item_nothing,1,,,호박 타겟,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10280,Palisade,5,몬스터,0,0,6,icon_item_nothing,1,,,방책,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
10281,TR_Defense_Symbol,5,몬스터,64,49,6,icon_item_nothing,1,,,디펜스 수호물,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11019,shader_test,5,몬스터,64,49,6,icon_item_nothing,1,,,쉐이더테스트,,2,0,32,21,32,21,1,1,0,2,5,1,1,80,80,2,1,105,2,26,2,2,0
11020,Goblin_Elite,5,몬스터,64,49,6,icon_item_nothing,1,,,바바우지스,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11050,Zombie_Bolt,5,몬스터,64,49,6,icon_item_nothing,1,,,나사 좀비,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11060,Zombie_Berserker,5,몬스터,64,49,6,icon_item_nothing,1,,,좀비 광전사,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11061,Zombie_Berserker_Quest,5,몬스터,64,49,6,icon_item_nothing,1,,,좀비 광전사,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11070,Zombie_Bomber,5,몬스터,64,49,6,icon_item_nothing,1,,,양초 좀비,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11080,Zombie_archer,5,pc 소환 몬스터로 모험일지 설명에서 제외됨,64,49,6,icon_item_nothing,1,,,좀비 궁수,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11085,Zombie_Overwatcher,3,몬스터,0,0,0,icon_item_nothing,1,,,휠체어 좀비,4,2,1,2,2,5,5,0,1,0,3,3,1,1,60,65,1,0,5105,1,26,2,2,0
11090,HighBube_Archer,3,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,1827,1147,4,mon_highbube_archer,113,,"[{""Map"": 1141, ""Population"": 30, ""TimeRespawn"": 0.0}]",하이 부베 궁수,0,5,1,888,296,1676,558,146,90,0,47,292,113,101,586,879,70,113,9623,23,1049,23,70,0
11091,HighBube_Archer_test,1,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,0,0,7,icon_item_nothing,1,,,하이 부베 궁수,0,2,0,24,16,45,30,1,0,0,2,7,1,0,54,43,3,1,94,1,13,1,3,0
11092,HighBube_Archer_ghost,1,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,0,0,7,icon_item_nothing,1,,,유령 부베 궁수,0,2,0,24,16,45,30,1,0,0,2,7,1,0,54,43,3,1,94,1,13,1,3,0
11110,New_desmodus,3,일설에는 마족들이 전령으로 이용한다고도 합니다.,257,225,0,mon_new_desmodus,41,,"[{""Map"": 2085, ""Population"": 35, ""TimeRespawn"": 0.0}, {""Map"": 1143, ""Population"": 40, ""TimeRespawn"": 15.0}]",데스모두스,1,5,0,257,210,149,122,41,28,0,13,59,28,65,152,82,9,41,785,32,619,27,9,0
11119,Treasure_Goblin,3,이들은 분명 부베이긴 하지만 본레 종족과는 무관한 삶을 삽니다.,2954,1581,6,mon_goblin_spear_yellow,164,,"[{""Map"": 3480, ""Population"": 0, ""TimeRespawn"": 0.0}]",트레저 부베,0,2,0,1138,758,2151,1434,213,131,0,67,448,164,147,808,1212,101,164,19569,33,1521,33,101,0
11120,Goblin_Spear,3,인간들에게 가장 자주 목격되는 부베입니다.,105,109,1,mon_goblin_spear,13,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1041, ""Population"": 23, ""TimeRespawn"": 0.0}]",부베 약탈자,0,5,1,52,28,110,59,16,10,0,7,33,13,11,47,71,10,13,344,3,119,3,10,0
11123,Goblin_Spear_red,3,인간들에게 가장 자주 목격되는 부베입니다.,3116,1773,2,mon_goblin_spear_red,150,,,붉은 부베 약탈자,0,5,1,1089,586,2049,1103,195,120,0,62,403,150,135,828,1243,93,150,17315,31,1401,31,93,0
11124,Goblin_Spear_blue,3,인간들에게 가장 자주 목격되는 부베입니다.,158,163,4,mon_goblin_spear_blue,23,,"[{""Map"": 3920, ""Population"": 100, ""TimeRespawn"": 0.0}]",푸른 부베 약탈자,0,5,1,67,36,147,79,29,18,0,11,56,23,20,60,90,16,23,552,5,212,5,16,0
11125,Goblin_Miners,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다.",118,124,1,mon_goblin_miners,16,,"[{""Map"": 1051, ""Population"": 44, ""TimeRespawn"": 0.0}]",부베 광부,0,5,1,57,31,121,65,20,12,0,8,40,16,14,51,76,12,16,405,4,152,4,12,0
11126,Goblin_Miners_Red,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 일설에 의하면 대형 부베 광부는 죄를 지어서 노동으로 벌을 받고 있다는 말도 있습니다. 또한 신수의 날로 변이된 풀을 섭취하면 붉은 색으로 변한다고 합니다.",80,62,2,mon_goblin_miners_red,1,,,붉은 부베 광부,0,2,1,36,29,65,53,1,0,0,2,7,1,0,38,57,3,1,118,1,13,1,3,0
11127,Goblin_Miners_Blue,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다.",139,146,4,mon_goblin_miners_blue,20,,"[{""Map"": 3910, ""Population"": 60, ""TimeRespawn"": 0.0}]",푸른 부베 광부,0,5,1,59,39,128,85,26,16,0,10,51,20,18,57,85,15,20,489,5,192,5,15,0
11128,Goblin_Miners_Big,3,"채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 일설에 의하면 대형 부베 광부는 죄를 지어서 노동으로 벌을 받고 있다는 말도 있습니다.",64,49,6,mon_goblin_miners,1,,,대형 부베 광부,0,2,0,34,23,62,41,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
11160,Goblin_Archer,3,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,145,151,1,mon_goblin_archer,21,,"[{""Map"": 101, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 1061, ""Population"": 25, ""TimeRespawn"": 0.0}]",부베 궁수,0,5,1,60,40,129,86,27,16,0,10,52,21,18,57,86,15,21,510,5,199,5,15,0
11162,Goblin_Archer_red,3,부베궁수는 투사무기에 특화된 모습을 보입니다. 혹자는 이런 점을 들어 부베의 직군이 명확히 짜져있다고 주장합니다.,3116,1773,2,mon_goblin_archer_red,150,,,붉은 부베 궁수,0,5,1,1173,502,2206,945,195,120,0,62,403,150,135,828,1243,93,150,17315,31,1401,31,93,0
11260,EyesOfRagas,5,몬스터,64,49,6,icon_item_nothing,1,,,눈팅이,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11270,EyesOfSiknos,5,몬스터,64,49,6,icon_item_nothing,1,,,눈까리,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11280,Prison_Guard,5,몬스터,64,49,6,icon_item_nothing,1,,,감옥 간수,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11281,mon_paladin_follower1_1,5,몬스터,80,62,6,icon_item_nothing,1,,"[{""Map"": 2083, ""Population"": 1, ""TimeRespawn"": 60.0}]",팔라딘 추종자A1,,2,1,37,24,37,24,1,1,0,2,5,1,1,80,80,2,1,131,2,26,2,2,0
11284,mon_intermediate_officer_men2,5,몬스터,80,62,6,icon_item_nothing,1,,,기사 아라스,,2,1,37,24,37,24,1,1,0,2,5,1,1,80,80,2,1,131,2,26,2,2,0
11310,Mirtis,5,마군주 미르티스가 정찰을 위해 내보내는 부하라고 합니다. 일각에서는 분신으로 보는 사람도 있습니다.,64,49,6,icon_item_nothing,1,,,미르티스의 눈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
11311,Mirtis_Elite,5,마군주 미르티스가 정찰을 위해 내보내는 부하라고 합니다. 일각에서는 분신으로 보는 사람도 있습니다.,64,49,6,icon_item_nothing,1,,,대형 미르티스의 눈,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12000,Landmine,5,몬스터,0,0,6,icon_item_nothing,1,,,폭발 지뢰,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12001,Poisonmine,5,몬스터,0,0,6,icon_item_nothing,1,,,맹독 지뢰,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12002,Claymore,5,몬스터,0,0,6,icon_item_nothing,1,,,대인 지뢰,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12015,Infernalmine,5,몬스터,0,0,6,icon_item_nothing,1,,,불지옥 지뢰,,2,0,6,4,6,4,1,1,0,2,5,1,1,1,1,2,1,5105,2,26,2,2,0
12051,Warrior_M,5,몬스터,64,49,6,icon_item_nothing,1,,,마을사람,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12061,Statue_angel,5,몬스터,94,99,6,icon_item_nothing,16,,,아기천사상,,2,0,64,43,64,43,16,16,0,8,32,16,16,24,24,8,16,424,8,204,8,8,0
12062,Hall_stone,5,몬스터,98,103,6,icon_item_nothing,17,,,홀 석상,,2,0,66,44,66,44,17,17,0,8,33,17,17,24,24,8,17,445,8,211,8,8,0
12063,Priest,5,몬스터,64,49,6,icon_item_nothing,1,,,사제,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12082,hidden_monster,5,몬스터,0,0,6,icon_item_nothing,1,,"[{""Map"": 528, ""Population"": 2, ""TimeRespawn"": 60.0}, {""Map"": 529, ""Population"": 2, ""TimeRespawn"": 60.0}]",투명 오브젝트,,2,5,32,21,32,21,1,1,0,2,5,1,1,5,5,2,1,131,2,26,2,2,0
12083,hidden_monster2,5,몬스터,0,0,2,icon_item_nothing,1,,,파이어 볼,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
12084,hidden_monster3,5,몬스터,0,0,6,icon_item_nothing,1,,,인질 폭탄,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
15000,Ghost_Soldier,5,몬스터,64,49,6,icon_item_nothing,1,,"[{""Map"": 1551, ""Population"": 6, ""TimeRespawn"": 60.0}]",유령 병사,,2,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
20000,MonsterSpawner,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
20001,GroupSpawner1,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
20002,GroupSpawner2,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
20003,GroupSpawner3,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
20004,GroupSpawner4,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
20005,GroupSpawner5,3,,0,0,6,,1,,,,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
40056,Skrik,5,몬스터,64,49,6,icon_item_nothing,1,,,수정,,3,0,32,21,32,21,1,1,0,2,5,1,1,3,3,2,1,105,2,26,2,2,0
40063,Anvil,3,,0,0,6,,1,,,모루,3,3,0,36,36,36,36,1,1,0,1,3,1,1,34,34,1,0,3,1,13,1,1,0
40067,HitMe,3,,0,0,6,,1,,,Hit Me,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
40142,mandragora,1,,0,0,6,,1,,,만드라고라,5,3,0,25,25,29,29,1,1,0,3,3,2,1,69,37,1,0,105,1,13,1,3,0
40200,MCy_Turret,3,,0,0,6,,1,,,포대,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
40201,MCy_Guard_fence,3,,0,0,6,,1,,,나비 덤불,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
40202,MCy_Soldier,3,,0,0,6,,1,,,경비병,0,6,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
40203,MCy_Golem,3,,0,0,6,,1,,,골렘,0,3,0,28,28,52,52,1,0,0,2,7,1,0,28,43,3,1,94,1,13,1,3,0
