$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
12113,HAIR_M_103,,,,,Wearing this will change your hairstyle.,-1,2,hair_messy,0,,,,,,,4,Short Cut,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12114,HAIR_M_104,,,,,Wearing this will change your hairstyle.,-1,2,hair_thaumaturge,0,,,,,,,4,Asymmetrical Short Cut,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12115,HAIR_M_105,,,,,Wearing this will change your hairstyle.,-1,2,hair_dratail,0,,,,,,,4,Regent,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12116,HAIR_M_106,,,,,Wearing this will change your hairstyle.,-1,2,hair_shaggy,0,,,,,,,4,Short Shaggy,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12117,HAIR_M_107,,,,,Wearing this will change your hairstyle.,-1,2,hair_shot_asymmetric,0,,,,,,,4,Slicked-back Hair,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12118,HAIR_M_108,,,,,Wearing this will change your hairstyle.,-1,2,hair_babyperm,0,,,,,,,4,Baby Perm,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12119,HAIR_M_109,,,,,Wearing this will change your hairstyle.,-1,2,hair_dandy,0,,,,,,,4,Dandy,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12120,HAIR_M_110,,,,,Wearing this will change your hairstyle.,-1,2,hair_halfup,0,,,,,,,4,Short Ponytail,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12121,HAIR_M_111,,,,,Wearing this will change your hairstyle.,-1,2,hair_musketeer,0,,,,,,,4,Noble Wave,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12122,HAIR_M_112,,,,,Wearing this will change your hairstyle.,-1,2,hair_pantherhair,0,,,,,,,4,Shadow Perm,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12123,HAIR_M_113,,,,,"Some say that a mere hairstyle cannot be a way to show one's respect for the goddesses.{nl}However, goddesses also have their preferences.",-1,,icon_item_hair_sage,0,,,,,,,4,Root Lifted Wave Hairstyle,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12124,HAIR_M_114,,,,,"A hairstyle that's come into fashion each time the kingdom was at peace. This hairstyle signifies longing for the peace of times past, before Medzio Diena.",-1,,icon_item_hair_warrock,0,,,,,,,4,Noble Ponytail,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12125,HAIR_M_116,,,,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_hair_cokatrice_m,0,,,,,,,4,Cockatrice Head (Male),1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,1101,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12126,HAIR_M_117,,,,,Wearing this will change your hairstyle.,-1,,hair_onmyoji,0,,,,,,,4,Quiff Style,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12127,HAIR_M_118,,,,,Wearing this will change your hairstyle.,-1,,hair_necromancer,0,,,,,,,4,Noble Dandy Cut,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12128,HAIR_M_119,,,,,Wearing this will change your hairstyle.,-1,,hair_featherfoota,0,,,,,,,4,Curling Back Perm,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12129,HAIR_M_120,,,,,Wearing this will change your hairstyle.,-1,,hair_shinobi,0,,,,,,,4,Upper-bind Two-block,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12130,HAIR_M_121,,,,,Wearing this will change your hairstyle.,-1,,hair_mergen,0,,,,,,,4,Twoblock,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12131,HAIR_M_122,,,,,"A hair cut favored by royal families in past days, this style boasts natural elegance in its soft waves.",-1,,hair_plaguedoctor_m,0,,,,,,,4,Prince Waves,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12132,HAIR_M_123,,,,,The nobles in the past adapt this hairstyle. It requires a special fluid to keep it like this.,-1,,hair_shortwave_m,0,,,,,,,4,Medium Cut,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12133,HAIR_M_124,,,,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,hair_falconer_m,0,,,,,,,4,Asymmetric Long Cut,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12134,HAIR_M_125,,,,,Changes your appearance. Does not apply wig dye color.,-1,,hair_shepherd,0,,,,,,,4,Retro Layered,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0000,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12135,HAIR_M_126,,,,,Wear to change the appearance of your head. Hair Dyes will not apply.,-1,,icon_item_helmet_poodle_m,0,,,,,,,4,Fried Chicken Poodle Head (Male),1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,1101,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
