$ID,$ID_NAME,Bonus,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642077,COLLECT_177,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[30285, 181124, 241113, 645551, 645551, 645552]",,,,Collection: Starving Demon's Way,1,0.0,0.0,0000,4,0.0
642078,COLLECT_178,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[18010, 511140, 645395, 645553, 645602]",,,,Collection: Pilgrim Path,1,0.0,0.0,0000,4,0.0
642079,COLLECT_179,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[122110, 252110, 640131, 645555, 645556]",,,,Collection: Altar Way,1,0.0,0.0,0000,4,0.0
642080,COLLECT_180,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[643546, 645373, 645429, 645615]",,,,Collection: Forest of Prayer,1,0.0,0.0,0000,4,0.0
642081,COLLECT_181,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[34045, 181125, 271124, 645187, 645213]",,,,Collection: Apsimesti Crossroads,1,0.0,0.0,0000,4,0.0
642082,COLLECT_182,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[14055, 17012, 141132, 201131, 643569, 645443, 645443]",,,,Collection: Residence of the Fallen Legwyn Family,1,0.0,0.0,0000,4,0.0
642083,COLLECT_183,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[101132, 111002, 251105, 645560, 645561]",,,,Collection: Main Building,1,0.0,0.0,0000,4,0.0
642084,COLLECT_184,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[121124, 511144, 521144, 645429, 645615]",,,,Collection: Grand Corridor,1,0.0,0.0,0000,4,0.0
642085,COLLECT_185,"[[""Weight Limit"", 50]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645548, 645548, 645548, 645548, 645548, 645564, 645564, 645564, 645564]",,,,Collection: Penitence Route of Great Cathedral,1,0.0,0.0,0000,4,0.0
642086,COLLECT_186,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[142108, 221116, 643504, 645618]",,,,Collection: Grand Corridor,1,0.0,0.0,0000,4,0.0
642087,COLLECT_187,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[511146, 601134, 645583, 645584, 649209]",,,,Collection: Greene Manor,1,0.0,0.0,0000,4,0.0
642088,COLLECT_188,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[521146, 640038, 645585, 645586]",,,,Collection: Shaton Farm,1,0.0,0.0,0000,4,0.0
642089,COLLECT_189,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[531146, 581139, 645588, 645617]",,,,Collection: Shaton Reservoir,1,0.0,0.0,0000,4,0.0
642090,COLLECT_190,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[18011, 645320, 645559, 645574, 645575, 645576]",,,,Collection: Demon Prison District 1,1,0.0,0.0,0000,4,0.0
642091,COLLECT_191,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[111003, 521145, 531145, 645579, 645601]",,,,Collection: Demon Prison District 2,1,0.0,0.0,0000,4,0.0
642092,COLLECT_192,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[141133, 645543, 645551, 645580, 645581]",,,,Collection: Demon Prison District 3,1,0.0,0.0,0000,4,0.0
642093,COLLECT_193,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[643501, 643501, 643501, 643501, 643501, 643502, 643502, 643502, 643502]",,,,Collection: Demon Prison District 4,1,0.0,0.0,0000,4,0.0
642094,COLLECT_194,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[101133, 645370, 645582, 680297, 685297]",,,,Collection: Demon Prison District 5,1,0.0,0.0,0000,4,0.0
642095,COLLECT_195,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645589, 645590, 645591, 645591, 645592, 645593]",,,,Collection: Dina Bee Farm,1,0.0,0.0,0000,4,0.0
642096,COLLECT_196,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645565, 645594, 645595, 645596]",,,,Collection: Vilna Forest,1,0.0,0.0,0000,4,0.0
642097,COLLECT_197,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[242107, 645346, 645418, 645596, 645597]",,,,Collection: Uskis Arable Land,1,0.0,0.0,0000,4,0.0
642098,COLLECT_198,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[33055, 111004, 602109, 645596, 645599]",,,,Collection: Spring Light Woods,1,0.0,0.0,0000,4,0.0
642099,COLLECT_199,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[33023, 161133, 201132, 645174]",,,,Collection: 2nd Demon Prison,1,0.0,0.0,0000,4,0.0
642100,COLLECT_200,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[121126, 221117, 501148, 645614, 649209]",,,,Collection: Nuoridin Falls,1,0.0,0.0,0000,4,0.0
642101,COLLECT_201,"[[""Weight Limit"", 50]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[141134, 161134, 241116, 645614, 649209]",,,,Collection: Namu Temple Ruins,1,0.0,0.0,0000,4,0.0
642102,COLLECT_202,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[181127, 521148, 531148, 645193, 645481]",,,,Collection: Istora Ruins,1,0.0,0.0,0000,4,0.0
642103,COLLECT_203,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[101134, 201133, 301101, 501149, 645208, 645413]",,,,Collection: Glade Hillroad,1,0.0,0.0,0000,4,0.0
642104,COLLECT_204,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[34021, 271126, 511147, 511149]",,,,Collection: Viltis Forest,1,0.0,0.0,0000,4,0.0
642105,COLLECT_205,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[252107, 521147, 521149, 645561]",,,,Collection: Laukyme Swamp,1,0.0,0.0,0000,4,0.0
642106,COLLECT_206,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645373, 645373, 645373, 645373, 645373, 645373, 645373, 645373, 645373]",,,,Collection: Tyla Monastery,1,0.0,0.0,0000,4,0.0
642107,COLLECT_207,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[30371, 30372, 111005, 645550, 645611]",,,,Collection: Roxona Reconstruction Agency West Building,1,0.0,0.0,0000,4,0.0
642108,COLLECT_208,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[19006, 30375, 30376, 645560, 645612, 645613]",,,,Collection: Roxona Reconstruction Agency East Building,1,0.0,0.0,0000,4,0.0
642109,COLLECT_209,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[161135, 251109, 581141, 645126, 645386, 645616]",,,,Collection: Verkti Square,1,0.0,0.0,0000,4,0.0
642110,COLLECT_210,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[121127, 271127, 311102, 645409, 645559]",,,,Collection: Roxona Market,1,0.0,0.0,0000,4,0.0
