$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
41197,tombstone_turtle,3,This monster belongs to the group of the Infro Rocktor.,3272,1688,6,mon_tombstone_turtle,173,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 58, ""Quantity_MIN"": 56}, {""Item"": 645208, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16056, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30321, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680330, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685330, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 60}]",Rocktor,3,2,0,306,131,402,172,121,242,0,115,322,224,173,381,412,53,103,17816,53,1958,62,71
41198,dog_of_king,3,According to legend this watchdog is a creation that Zachariel the Great had planned to preserve.,1201,784,1,mon_dog_of_king,90,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 86, ""Quantity_MIN"": 82}, {""Item"": 645209, ""Chance"": 11.11, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 31020, ""Chance"": 0.01, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 640263, ""Chance"": 1.29, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121108, ""Chance"": 0.61, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680149, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685149, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}]",Venucelos,1,2,1,442,189,181,77,90,62,0,28,132,62,144,171,92,19,90,4623,66,1337,57,19
41199,katacom_cemeterygolem,3,"Almost Golem in the world originally crafted for good purposes, but now, They have been working caused by the evil spirit.",1015,701,6,katacom_cemetery_golem,82,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 593, ""Quantity_MIN"": 474}, {""Item"": 645192, ""Chance"": 50.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 649003, ""Chance"": 25.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 182107, ""Chance"": 0.1, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Cemetery Golem,3,2,1,133,88,171,114,57,114,0,56,142,106,82,218,237,26,49,4632,26,932,30,34
41201,boss_onion_the_great,3,"The research to find out why some Kepas transformed to like this is progressing. Even the research to see if it was edible, but still, nothing is certain.",120,93,0,boss_onion_the_great,1,,,Kepa Chieftain,3,0,3,4,3,8,5,1,2,0,3,3,2,1,12,13,1,0,788,1,26,2,2
41202,boss_poata,2,Poata is trying to find chances to showoff to the demons to obtain more power from the monsters originated plants.,127,117,7,boss_poata,6,,,Poata,0,0,3,17,7,51,21,14,9,0,4,18,11,10,16,24,6,6,1778,2,59,2,6
41203,boss_deadbone,3,"Usually referred to as a monster that returned from the dead. In reality, it underwent death to be reborn as a demon.",2476,1611,0,m_boss_deadbone,107,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Deadborn,3,0,3,283,189,365,243,140,280,0,72,189,260,200,497,539,33,64,70949,33,1217,39,44
41205,boss_salamander,2,"A monster that already existed before Medzio Diena. It used to have a liking towards humans in the past, but that feeling has faded away in the current times.",184,193,2,boss_salamander,17,"[{""Item"": 601105, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Salamander,0,0,3,40,21,115,62,41,25,0,8,43,31,28,37,56,13,17,3757,4,159,4,13
41207,boss_Saltistter,3,"Basically, It was born in the cold region, after Medzio Diena, it is actively working around because spotted in many areas.",2433,1593,4,boss_saltistter,106,"[{""Item"": 10055, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14053, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 17033, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18003, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Saltistter,0,0,3,260,140,712,383,258,159,0,44,269,198,178,247,371,66,106,74574,22,989,22,66
41208,boss_ginklas,3,"Current Ginklas is caught by madness, so there is no chance to show his original rationality.",201,210,2,boss_ginklas,19,,,Ginklas,3,0,3,49,33,62,41,24,49,0,15,33,46,35,86,93,7,11,3704,7,224,8,9
41209,boss_stone_whale,3,"As a monster of mineral-type mutation, it is unclear why it bears resemblance to a whale.",201,210,1,boss_stone_whale,19,"[{""Item"": 643501, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643502, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643503, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643504, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Stone Whale,3,0,3,53,28,67,36,24,49,0,15,33,46,35,86,93,7,11,3704,7,224,8,9
41210,boss_tutu,2,"Since Medzio Diena, amphibians have became to various forms, so Tutu seems as same as the original form. Of course, it is ferocious.",130,123,7,boss_tutu,7,"[{""Item"": 601120, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Tutu,0,0,3,19,8,59,25,17,10,0,4,21,13,11,17,25,7,7,1956,2,66,2,7
41211,boss_yonazolem,3,The difference between a Zolem and a Golem is the movement with a spirit and not by magic.,2971,1813,1,boss_yonazolem,118,"[{""Item"": 644059, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 101116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121111, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271109, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 161116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 181111, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 241106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 251102, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Yonazolem,3,0,3,337,181,438,235,154,309,0,79,207,287,221,547,592,36,70,86800,36,1342,43,49
41212,boss_Genmagnus,1,"While most fairy or spirit-type creatures have sided not with humans and goddesses but with demons, the small minority that hasn't is currently taking a neutral stance. Genies are one type of such creatures.",120,93,4,boss_genmagnus,1,,,Master Genie,1,0,3,23,12,6,3,1,1,0,1,3,1,3,5,3,1,1,689,4,39,3,1
41213,boss_BiteRegina,3,Insect-type monsters mutated during Medzio Diena are known to have queens or other monarch entities.,907,745,7,boss_biteregina,61,"[{""Item"": 101108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 161108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 181106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 241103, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Biteregina,2,0,3,194,129,256,171,114,80,0,26,165,68,148,154,162,46,85,23134,13,649,19,26
41214,boss_Iltiswort,0,The advantage can be found the powerful monsters are that many of them can't move to another place.,120,93,7,boss_iltiswort,1,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Iltiswort,4,0,3,6,2,15,6,1,1,0,3,3,3,1,10,10,1,0,985,1,13,1,3
41215,boss_GiantWoodGoblin_red,2,The forest became horror after Medzio Diena. It mainly caused by the large scale monsters to be hard to defeat.,3115,1869,2,boss_giantwoodgoblin_red,121,"[{""Item"": 10056, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11047, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14054, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15047, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16053, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 17034, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18004, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Giant Red Wood Goblin,4,0,3,499,166,663,221,226,226,0,75,213,453,226,450,450,37,0,113429,37,1285,37,63
41216,boss_lepus,2,"In the past this animal was quite friendly towards humans, but now it's even more dangerous than demons.",882,732,1,boss_lepus,60,,,Lepus,0,0,3,144,77,388,209,146,90,0,26,147,112,101,135,203,39,60,23721,13,564,13,39
41217,boss_mushcaria,0,"For unknown reasons, after mutating during Medzio Diena this monster shows high hostility towards the goddesses.",123,105,7,boss_mushcaria,4,,,Mushcaria,4,0,3,16,8,24,13,7,7,0,5,8,15,7,20,20,2,0,1580,2,46,2,4
41219,boss_chafer,2,"Although it does not affect humans, this monster strongly dislikes other insect types besides itself, particularly bee-type monsters.",142,142,7,boss_chafer,10,"[{""Item"": 640005, ""Chance"": 80.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Chafer,2,0,3,40,17,55,23,18,13,0,6,30,11,24,28,30,10,14,2357,3,112,4,6
41220,boss_Gaigalas,2,It is little ambiguous which types of lives become the source of Gaigalas. It is suspicious if they existed in our world.,984,787,1,boss_gaigalas,64,"[{""Item"": 101108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 161108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 181106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 241103, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Gaigalas,0,0,3,151,81,419,225,156,96,0,27,158,120,108,143,214,41,64,26925,13,591,13,41
41221,boss_Throneweaver,0,"Powerful insect-type monsters tend to become either vicious hunters or influential individuals. The latter group, in which the Throneweaver is included, is particularly dangerous, as they often side with demons.",2563,1647,7,boss_throneweaver,109,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Throneweaver,1,0,3,743,495,307,204,204,143,0,34,163,143,327,361,194,22,109,60183,79,1607,68,22
41222,boss_bebraspion,2,"Humans have attempted to tame these monsters before they grow, but only demons have succeeded in doing so.",786,678,5,boss_bebraspion,56,,,Bebraspion,0,0,3,124,82,332,221,136,84,0,24,136,105,94,126,189,36,56,20697,12,524,12,36
41223,boss_mushwort,0,The most difficult aspect about dealing with these monsters is that they can appear in people's houses unexpectedly.,2695,1702,7,boss_mushwort,112,"[{""Item"": 10055, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14053, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 17033, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18003, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Soggy Mushwort,4,0,3,372,248,480,320,210,210,0,70,198,420,210,418,418,35,0,96784,35,1198,35,58
41224,boss_sparnas,2,"As a bird, it is easily attracted to bird feed. Demons use this to make these monsters attack humans.",907,745,5,boss_sparnas,61,,,Sparnas,0,0,3,146,78,391,210,148,91,0,26,148,114,102,136,205,39,61,24495,13,571,13,39
