$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Materials,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
3010,R_Drug_HolyAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": 3010, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3010],,640203,Recipe - Attack Boost Potion: Holy,0,FFTT,21
3011,R_Drug_DarkAtk_PC,icon_item_recipe_misc1,,,"[{""Item"": 3011, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3011],,640204,Recipe - Attack Boost Potion: Dark,0,FFTT,21
3012,R_Drug_AriesDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3012, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3012],,640205,Recipe - Defense Boost Potion: Pierce,0,FFTT,21
3013,R_Drug_SlashDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3013, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3013],,640206,Recipe - Defense Boost Potion: Slash,0,FFTT,21
3014,R_Drug_StrikeDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3014, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3014],,640207,Recipe - Defense Boost Potion: Strike,0,FFTT,21
3015,R_Drug_MissileDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3015, ""Quantity"": 1}, {""Item"": 640216, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3015],,640208,Recipe - Defense Boost Potion: Missile,0,FFTT,21
3016,R_Drug_FireDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3016, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3016],,640209,Recipe - Defense Boost Potion: Fire,0,FFTT,21
3017,R_Drug_IceDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3017, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3017],,640210,Recipe - Defense Boost Potion: Ice,0,FFTT,21
3018,R_Drug_PoisonDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3018, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3018],,640211,Recipe - Defense Boost Potion: Poison,0,FFTT,21
3019,R_Drug_LightningDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3019, ""Quantity"": 1}, {""Item"": 640033, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3019],,640212,Recipe - Defense Boost Potion: Lightning,0,FFTT,21
3020,R_Drug_EarthDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3020, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640006, ""Quantity"": 1}]",,[3020],,640213,Recipe - Defense Boost Potion: Earth,0,FFTT,21
3021,R_Drug_HolyDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3021, ""Quantity"": 1}, {""Item"": 640032, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3021],,640214,Recipe - Defense Boost Potion: Holy,0,FFTT,21
3022,R_Drug_DarkDef_PC,icon_item_recipe_misc1,,,"[{""Item"": 3022, ""Quantity"": 1}, {""Item"": 640217, ""Quantity"": 5}, {""Item"": 640003, ""Quantity"": 3}]",,[3022],,640215,Recipe - Defense Boost Potion: Dark,0,FFTT,21
3023,R_Guild_Academy01,icon_item_recipe_misc1,,,"[{""Item"": 3023, ""Quantity"": 1}, {""Item"": 645268, ""Quantity"": 28}]",,[3023],,640153,Recipe - Academy,0,FFTT,21
3024,R_Guild_Forge01,icon_item_recipe_misc1,,,"[{""Item"": 3024, ""Quantity"": 1}, {""Item"": 645268, ""Quantity"": 28}]",,[3024],,640154,Recipe - Forge,0,FFTT,21
3025,R_Guild_ShieldCharger01,icon_item_recipe_misc1,,,"[{""Item"": 3025, ""Quantity"": 1}, {""Item"": 645268, ""Quantity"": 40}]",,[3025],,640155,Recipe - Shield Charger,0,FFTT,21
3026,R_Event_160908_5,icon_item_recipe_songpyeon,,,"[{""Item"": 3026, ""Quantity"": 1}, {""Item"": 900126, ""Quantity"": 1}, {""Item"": 900127, ""Quantity"": 1}, {""Item"": 900128, ""Quantity"": 1}, {""Item"": 900129, ""Quantity"": 1}]",,[3026],,900130,Recipe - Sweet Dumpling,100,FFTT,21
3027,R_Event_160908_6,icon_item_recipe_large_songpyeon,,,"[{""Item"": 3027, ""Quantity"": 1}, {""Item"": 900126, ""Quantity"": 5}, {""Item"": 900127, ""Quantity"": 5}, {""Item"": 900128, ""Quantity"": 5}, {""Item"": 900129, ""Quantity"": 5}]",,[3027],,900131,Recipe - Jumbo Dumpling,100,FFTT,21
3028,R_Premium_Clear_dungeon_02,icon_item_recipe_misc1,,,"[{""Item"": 3028, ""Quantity"": 1}, {""Item"": 490108, ""Quantity"": 3}]",,[3028],,490115,Recipe - Instance Clear Voucher (2 Stars),100,FFTF,21
3029,R_Premium_Clear_dungeon_03,icon_item_recipe_misc3,,,"[{""Item"": 3029, ""Quantity"": 1}, {""Item"": 490115, ""Quantity"": 2}]",,[3029],,490116,Recipe - Instance Clear Voucher (3 Stars),100,FFTT,21
3030,R_Gacha_G_009,icon_item_recipe_misc1,,,"[{""Item"": 3030, ""Quantity"": 1}, {""Item"": 649016, ""Quantity"": 16}]",,[3030],[3031],642809,Recipe - Mystical Cube,100,FFFF,21
3031,R_recipe_Gachacube,icon_item_recipe_misc1,,,"[{""Item"": 3031, ""Quantity"": 1}, {""Item"": 646040, ""Quantity"": 10}, {""Item"": 645810, ""Quantity"": 2}]",,[3031],,3030,Recipe - Recipe - Mystical Cube,100,FFFF,21
9001,R_Bocors_doll,icon_item_recipe_misc1,,,"[{""Item"": 9001, ""Quantity"": 1}, {""Item"": 650562, ""Quantity"": 10}, {""Item"": 650563, ""Quantity"": 10}]",,[9001],,650065,Recipe - Bokor Doll,10,FFFF,21
9003,R_TEST2,icon_item_weapon_misc1,,,"[{""Item"": 9003, ""Quantity"": 1}, {""Item"": 649001, ""Quantity"": 5}, {""Item"": 645122, ""Quantity"": 3}]",,[9003],,101102,Recipe - Gladius,10,TTTT,21
9004,R_SIAULIAI50_DRUG01,icon_item_recipe_misc1,,,"[{""Item"": 9004, ""Quantity"": 1}, {""Item"": 663029, ""Quantity"": 6}, {""Item"": 663028, ""Quantity"": 1}]",,[9004],,663026,Recipe - Antidote ,0,FFFF,21
9005,R_FLASH_58_SQ_070_ITEM_3,icon_item_recipe_misc1,,,"[{""Item"": 662133, ""Quantity"": 1}, {""Item"": 662134, ""Quantity"": 3}, {""Item"": 9005, ""Quantity"": 1}]",,[9005],,662135,Recipe - Svitrigaila's Orb,0,FFFF,21
9006,R_Bocors_doll2,icon_item_recipe_misc1,,,"[{""Item"": 9006, ""Quantity"": 1}, {""Item"": 666091, ""Quantity"": 10}, {""Item"": 666092, ""Quantity"": 10}]",,[9006],,650065,Recipe - Bokor Doll,10,FFFF,21
9007,R_ABBAY643_SQ4_ITEM1,icon_item_recipe_misc1,,,"[{""Item"": 9007, ""Quantity"": 1}, {""Item"": 663111, ""Quantity"": 10}, {""Item"": 663117, ""Quantity"": 1}]",,[9007],,663115,Recipe - Protection Barrier Crystal,0,FFFF,21
9008,R_JOB_SHINOBI_HIDDEN_1,icon_item_recipe_misc1,,,"[{""Item"": 645545, ""Quantity"": 100}, {""Item"": 645228, ""Quantity"": 80}, {""Item"": 645187, ""Quantity"": 50}, {""Item"": 645427, ""Quantity"": 10}, {""Item"": 645560, ""Quantity"": 30}]",,,,661079,Recipe - Scout Master's Special Reagent,0,FFFF,21
9009,R_JOB_SHINOBI_HIDDEN_2,icon_item_recipe_misc1,,,"[{""Item"": 661077, ""Quantity"": 1}, {""Item"": 661074, ""Quantity"": 1}, {""Item"": 661075, ""Quantity"": 1}, {""Item"": 661076, ""Quantity"": 1}, {""Item"": 661079, ""Quantity"": 1}]",,,,661078,Recipe - Scroll With Writings,0,FFFF,21
9010,R_BlessedStone_1,icon_item_recipe_misc1,,,,,,,645778,Recipe - Goddesses' Blessed Gem: Weapon,10000,FFTF,21
9011,R_BlessedStone_2,icon_item_recipe_misc1,,,,,,,645779,Recipe - Goddesses' Blessed Gem: Armor,10000,FFTF,21
9012,R_BlessedStone_3,icon_item_recipe_misc1,,,,,,,645780,Recipe - Goddesses' Blessed Gem: Accessory,10000,FFTF,21
9013,R_Premium_boostToken02,icon_item_recipe_misc1,,,"[{""Item"": 9013, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}, {""Item"": 490015, ""Quantity"": 1}]",,[9013],,490094,Recipe - x4 EXP Tome,50,FFTF,21
9014,R_Premium_boostToken03,icon_item_recipe_misc1,,,"[{""Item"": 9014, ""Quantity"": 1}, {""Item"": 490094, ""Quantity"": 1}, {""Item"": 490094, ""Quantity"": 1}]",,[9014],,490095,Recipe - x8 EXP Tome,50,FFTF,21
9015,R_misc_TruthMirror,icon_item_recipe_misc1,,,"[{""Item"": 9015, ""Quantity"": 1}, {""Item"": 645820, ""Quantity"": 8}]",,[9015],,645819,Recipe - Mirror of Truth,199,FFFF,21
9018,R_BlessedStone_Multi,icon_item_recipe_misc1,,,"[{""Item"": 9018, ""Quantity"": 1}, {""Item"": 645783, ""Quantity"": 10}]",,[9018],,646045,Recipe - Goddesses' Blessed Gem,5000,FFFF,21
9019,R_3CMLAKE262_SQ04,icon_item_recipe_misc1,,,"[{""Item"": 9019, ""Quantity"": 1}, {""Item"": 666180, ""Quantity"": 1}, {""Item"": 666182, ""Quantity"": 16}]",,[9019],,666181,Recipe - Magic Nullification Bomb,0,FFFF,21
9020,R_3CMLAKE262_SQ10,icon_item_recipe_misc1,,,"[{""Item"": 9020, ""Quantity"": 1}, {""Item"": 666179, ""Quantity"": 18}, {""Item"": 666183, ""Quantity"": 12}, {""Item"": 666184, ""Quantity"": 3}]",,[9020],,666185,Recipe - Spiritually Infused Lakeland Sap,0,FFFF,21
9024,R_Dungeon_Key01,icon_item_recipe_misc1,,,"[{""Item"": 9024, ""Quantity"": 1}, {""Item"": 649026, ""Quantity"": 15}, {""Item"": 649025, ""Quantity"": 30}]",,[9024],,680000,Recipe - Raid Portal Stone,0,TTTT,21
9025,R_Old_Socket_Gold,icon_item_recipe_misc1,,"[642926, 642931, 642929, 642934]","[{""Item"": 9025, ""Quantity"": 1}, {""Item"": 646045, ""Quantity"": 10}]",,[9025],,643018,Recipe - Ancient Golden Socket,0,FFFF,21
9027,R_misc_ore24,icon_item_recipe_misc1,,,"[{""Item"": 9027, ""Quantity"": 1}, {""Item"": 649009, ""Quantity"": 5}, {""Item"": 649004, ""Quantity"": 50}]",,[9027],,649027,Recipe - Pheltremin,0,FFTF,21
9028,R_misc_ore25,icon_item_recipe_misc1,,,"[{""Item"": 9028, ""Quantity"": 1}, {""Item"": 645694, ""Quantity"": 5}, {""Item"": 649004, ""Quantity"": 50}]",,[9028],,649028,Recipe - Ulstermite,0,FFTF,21
9029,R_GuildColony_Item_mysticCristal,icon_item_recipe_misc1,,,"[{""Item"": 9029, ""Quantity"": 1}, {""Item"": 490005, ""Quantity"": 2}]",,[9029],,651005,Recipe - [GTW] Mysterious Crystal,100,FFTT,21
9030,R_GuildColony_Item_AoE_Revive_Scroll,icon_item_recipe_misc1,,,"[{""Item"": 9030, ""Quantity"": 1}, {""Item"": 490005, ""Quantity"": 10}]",,[9030],,651006,Recipe - [GTW] Wide Regeneration Scroll,100,FFTT,21
10006,R_SWD01_109,icon_item_weapon_misc1,[642158],,"[{""Item"": 10006, ""Quantity"": 1}, {""Item"": 645446, ""Quantity"": 16}]","[{""Map"": null, ""Chance"": 10.0, ""Monster"": 57406}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57416}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41226}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41240}, {""Map"": null, ""Chance"": 1.34, ""Monster"": 41433}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 58154}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 58155}, {""Map"": null, ""Chance"": 0.95, ""Monster"": 400241}, {""Map"": null, ""Chance"": 1.15, ""Monster"": 400343}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57080}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57111}]",[10006],,101109,Recipe - Kris,0,TTTT,21
10008,R_SWD01_116,icon_item_weapon_misc1,,,"[{""Item"": 10008, ""Quantity"": 1}, {""Item"": 645462, ""Quantity"": 13}, {""Item"": 645573, ""Quantity"": 2}]","[{""Map"": null, ""Chance"": 1.35, ""Monster"": 401761}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41350}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41378}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41385}, {""Map"": null, ""Chance"": 1.15, ""Monster"": 57853}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 58203}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57805}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 47317}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57064}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57098}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57274}]",[10008],,101116,Recipe - Moplah,0,TTTT,21
10010,R_SWD02_101,icon_item_weapon_misc3,,,"[{""Item"": 10010, ""Quantity"": 1}, {""Item"": 645307, ""Quantity"": 2}]",,[10010],,102101,Recipe - Panto Sword,0,TTTT,21
10012,R_SWD02_106,icon_item_weapon_misc3,[642155],,"[{""Item"": 10012, ""Quantity"": 1}, {""Item"": 101118, ""Quantity"": 1}, {""Item"": 101118, ""Quantity"": 1}, {""Item"": 101118, ""Quantity"": 1}, {""Item"": 645485, ""Quantity"": 1}]","[{""Map"": null, ""Chance"": 1.5, ""Monster"": 57697}]",[10012],,102106,Recipe - Silver Falchion,0,TTTT,21
10013,R_SWD02_104,icon_item_weapon_misc3,[642155],,"[{""Item"": 10013, ""Quantity"": 1}, {""Item"": 101118, ""Quantity"": 1}, {""Item"": 101118, ""Quantity"": 1}, {""Item"": 101118, ""Quantity"": 1}, {""Item"": 645257, ""Quantity"": 1}]","[{""Map"": null, ""Chance"": 1.0, ""Monster"": 401041}]",[10013],,102104,Recipe - Golden Falchion,0,TTTT,21
10015,R_SWD02_102,icon_item_weapon_misc3,,,"[{""Item"": 10015, ""Quantity"": 1}, {""Item"": 101106, ""Quantity"": 1}, {""Item"": 645363, ""Quantity"": 14}, {""Item"": 645445, ""Quantity"": 2}]","[{""Map"": null, ""Chance"": 0.75, ""Monster"": 400561}]",[10015],,102102,Recipe - Flonas Sabre,0,TTTT,21
10016,R_SWD02_108,icon_item_weapon_misc3,,,"[{""Item"": 10016, ""Quantity"": 1}, {""Item"": 643502, ""Quantity"": 1}, {""Item"": 643502, ""Quantity"": 1}, {""Item"": 643502, ""Quantity"": 1}]","[{""Map"": null, ""Chance"": 0.15, ""Monster"": 41290}, {""Map"": null, ""Chance"": 0.25, ""Monster"": 47309}]",[10016],,102108,Recipe - Wizard Blade,0,TTTT,21
10018,R_SWD02_110,icon_item_weapon_misc3,,,"[{""Item"": 10018, ""Quantity"": 1}, {""Item"": 101133, ""Quantity"": 1}, {""Item"": 645588, ""Quantity"": 13}, {""Item"": 645579, ""Quantity"": 7}]","[{""Map"": null, ""Chance"": 0.47, ""Monster"": 57486}]",[10018],,102110,Recipe - Austas,0,TTTT,21
10019,R_SWD02_111,icon_item_weapon_misc3,,,"[{""Item"": 10019, ""Quantity"": 1}, {""Item"": 645131, ""Quantity"": 28}, {""Item"": 645293, ""Quantity"": 1}]","[{""Map"": null, ""Chance"": 0.4, ""Monster"": 57569}]",[10019],,102111,Recipe - Miskas Sabre,0,TTTT,21
10022,R_SWD03_101,icon_item_weapon_misc4,,,"[{""Item"": 10022, ""Quantity"": 1}, {""Item"": 102105, ""Quantity"": 1}, {""Item"": 102106, ""Quantity"": 1}, {""Item"": 102104, ""Quantity"": 1}]",,[10022],,103101,Recipe - Trinity Sword,0,TTTT,21
10024,R_SWD03_103,icon_item_weapon_misc4,,,"[{""Item"": 10024, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}, {""Item"": 101130, ""Quantity"": 1}]","[{""Map"": null, ""Chance"": 0.19, ""Monster"": 57462}]",[10024],,103103,Recipe - Velniup,0,TTTT,21
10025,R_SWD03_104,icon_item_weapon_misc4,,,"[{""Item"": 10025, ""Quantity"": 1}, {""Item"": 102113, ""Quantity"": 1}, {""Item"": 645495, ""Quantity"": 27}, {""Item"": 645498, ""Quantity"": 15}]",,[10025],,103104,Recipe - Fortis,0,TTTT,21
10027,R_SWD04_101,icon_item_weapon_misc5,,,"[{""Item"": 10027, ""Quantity"": 1}, {""Item"": 103101, ""Quantity"": 1}, {""Item"": 102109, ""Quantity"": 1}, {""Item"": 103103, ""Quantity"": 1}, {""Item"": 645501, ""Quantity"": 12}]",,[10027],,104101,Recipe - Bendras Sword,0,TTTT,21
10028,R_SWD04_102,icon_item_weapon_misc5,,,"[{""Item"": 10028, ""Quantity"": 1}, {""Item"": 645502, ""Quantity"": 5}, {""Item"": 645231, ""Quantity"": 1}, {""Item"": 645393, ""Quantity"": 1}, {""Item"": 645421, ""Quantity"": 1}]",,[10028],,104102,Recipe - Illizia,0,TTTT,21
10029,R_SWD02_115,icon_item_weapon_misc3,[642155],,"[{""Item"": 10029, ""Quantity"": 1}, {""Item"": 645122, ""Quantity"": 3}]","[{""Map"": null, ""Chance"": 0.55, ""Monster"": 400941}]",[10029],,102115,Recipe - Aras' Falchion,0,TTTT,21
10041,R_SWD02_116,icon_item_weapon_misc3,,,"[{""Item"": 10041, ""Quantity"": 1}, {""Item"": 645129, ""Quantity"": 12}]",,[10041],,102116,Recipe - Smith Sword,0,TTTT,21
10042,R_SWD02_117,icon_item_weapon_misc3,,,"[{""Item"": 10042, ""Quantity"": 1}, {""Item"": 645134, ""Quantity"": 14}]",,[10042],,102117,Recipe - Klavis Sword,0,TTTT,21
10055,R_SWD01_130,icon_item_weapon_misc1,,,"[{""Item"": 10055, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 12}, {""Item"": 645213, ""Quantity"": 6}]","[{""Map"": null, ""Chance"": 10.0, ""Monster"": 41207}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 41223}, {""Map"": null, ""Chance"": 1.15, ""Monster"": 58140}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 401681}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 103003}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 400743}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 450222}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57058}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57088}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57101}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57120}, {""Map"": null, ""Chance"": 1.35, ""Monster"": 401261}, {""Map"": null, ""Chance"": 10.0, ""Monster"": 57300}]",[10055],,101130,Recipe - Kozuka,0,TTTT,21
