$ID,$ID_NAME,CircleMax,Description,Icon,IsHidden,IsSecret,IsStarter,JobDifficulty,JobTree,JobType,Link_Attributes,Link_Skills,Name,Rank,StatBase_CON,StatBase_DEX,StatBase_INT,StatBase_SPR,StatBase_STR,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR
1011,Char1_11,3,"Squires are warriors who support their allies. They support by repairing and enhancing others' weapons, or by setting up a base camp to aid their team.",c_warrior_squire,False,False,False,2,3,"[7, 4, 9]","[10022, 10028, 108001, 108008, 108009, 108002, 108003, 108004, 108005, 108006, 108007, 108010]","[10704, 10703, 10709, 10705, 10706, 10707, 10708]",Squire,5,0,0,0,0,0,8,5,2,3,7
1012,Char1_12,3,The Murmillo is a gladiatorial class that has a fine balance between offense and defense. It is capable of wearing a Cassis Crista to block ranged attacks or to enhance any shield related skills.,c_warrior_murmillo,False,False,False,1,3,"[0, 5]","[10028, 115001, 102015, 115008, 115012, 115013, 115014, 115002, 115003, 115004, 115005, 115010, 115009, 115011, 115016, 115015, 115019, 115018, 115017]","[11301, 11302, 11303, 11304, 11307, 11308, 11309, 11310]",Murmillo,8,0,0,0,0,0,8,5,2,3,7
1013,Char1_13,1,Shinobis are warriors who are familiar with special tactics called Ninjutsu. Only few can overcome the long and harsh training required to become a Shinobi.,c_warrior_shinobi,True,False,False,1,3,[0],"[10028, 10018, 113009, 113003, 113004, 113006, 113007, 113002, 113005, 113001, 113010]","[11205, 11202, 11203, 11204, 11201]",Shinobi,7,0,0,0,0,0,8,5,2,3,7
1014,Char1_14,3,The Fencer class makes use of the Rapier weapon to rapidly hit successive strikes on their enemy. ,c_warrior_fencer,False,False,False,0,3,[0],"[10017, 112001, 112011, 112003, 112004, 112005, 112006, 112007, 112002, 112008, 112009, 112010]","[11102, 11103, 11104, 11105, 11107, 11101, 11106, 11108, 11109, 11110, 11111]",Fencer,6,0,0,0,0,0,8,5,2,3,7
1015,Char1_15,3,Dragoons are elite warriors who are specialized in using spears for battle. They benefit from using two-handed spears.,c_warrior_dragoon,False,False,False,2,3,[0],"[10003, 10004, 114010, 114019, 114001, 114003, 114004, 114012, 114005, 114006, 114007, 114017, 114008, 114009, 114016, 114011, 114014, 114015, 114018]","[11401, 11402, 11403, 11404, 11405, 11407, 11408]",Dragoon,7,0,0,0,0,0,8,5,2,3,7
1016,Char1_16,3,Templars are commanding leaders who organize guilds and lead those within their guild. Only a Templar can become a guild master and determine the outcome of his or her guild.,c_warrior_templar,False,False,False,0,3,[7],"[10028, 117001, 117002, 117003]","[11501, 11502, 11503, 11504, 11505, 11507, 11508, 11509, 11506, 11510]",Templar,7,0,0,0,0,0,8,5,2,3,7
1017,Char1_17,3,The Lancer is a cavalry class that uses strong anti-personnel skills. It is capable of charging through enemy magic circles and obstacles.,c_warrior_lancer,False,False,False,2,3,[2],"[10004, 10016, 116001, 116002, 116003, 116006, 116012, 116007, 116017, 116008, 116011, 116009, 116010, 116015, 116016, 116014, 116013]","[11601, 11603, 11604, 11605, 11606, 11607, 11608, 11609]",Lancer,8,0,0,0,0,0,8,5,2,3,7
1018,Char1_19,3,"The Matador is a bullfighter who strongly provokes enemies and is specialized in swift movement for attacking and retreating.{nl}Interact with the Matador Notice Board in Orsha then speak with Litis, Naglis, and Linas in Escanciu Village. Afterwards, meet with the Matador Master in Fedimian.",c_warrior_matador,True,False,False,2,3,[6],"[10017, 118001, 118008, 118016, 118007, 118006, 118013, 118002, 118003, 118017, 118004, 118005, 118012, 118009, 118018, 118010, 118011, 118014, 118015]","[11701, 11702, 11703, 11704, 11705, 11706, 11707]",Matador,8,0,0,0,0,0,8,5,2,3,7
1019,Char1_20,1,"Nak Muay is a class that makes use of close-range, physical attack Muay Thai techniques. The efficacy and amount of their combat effects rely mostly on strength.",c_warrior_nakmuay,True,False,False,0,3,[0],"[119001, 119002, 119003, 119004]","[11801, 11802, 11803, 11804, 11805, 11806]",Nak Muay,7,0,0,0,0,0,8,5,2,3,7
1020,Char1_18,3,"The Retiarii are gladiators who use the net (or 'rete'), one-handed spear and dagger as their main weapons in combat. This class is specialized in using the rete to entrap or disarm their opponents.{nl}Meet their Master at Tenants' Farm.",c_warrior_retiarii,True,False,False,0,3,[0],"[10003, 120001, 120013, 120002, 120009, 120014, 120005, 120003, 120004, 120015, 120006, 120007, 120008, 120010, 120011, 120012]","[11901, 11902, 11903, 11904, 11905, 11906, 11907, 11908]",Retiarius,8,0,0,0,0,0,8,5,2,3,7
2001,Char2_1,3,"Wizards use magic to block attacks and protect themselves.{nl}They can cast powerful and concentrated spells, dealing damage to a single target or multiple enemies in an area.",c_wizard_wizard,False,False,True,2,4,[0],"[10000, 201001, 201009, 201010, 201014, 201004, 201006, 201013, 201008, 201015]","[20001, 20002, 20003, 20004, 20005, 20006, 20007, 20008]",Wizard,1,0,0,0,0,0,3,4,8,7,3
2002,Char2_2,3,Pyromancers use successive fire magic to fight against multiple enemies.,c_wizard_pyromancer,False,False,False,2,4,[0],"[10000, 202019, 202001, 202014, 202024, 202004, 202015, 202023, 202017, 202007, 202020, 202021, 202022, 202011, 202013, 202016]","[20101, 20102, 20103, 20104, 20107, 20105, 20106]",Pyromancer,2,0,0,0,0,0,3,4,8,7,3
2003,Char2_3,3,"Cryomancers use powerful ice magic to freeze enemies, or protect their allies from enemies by using ice walls.",c_wizard_cryomancer,False,False,False,2,4,[0],"[10000, 203013, 203017, 203019, 203001, 203011, 203004, 203020, 203007, 203016, 203015, 203018, 203010, 203021]","[20201, 20202, 20203, 20204, 20205, 20207, 20208]",Cryomancer,2,0,0,0,0,0,3,4,8,7,3
2004,Char2_4,3,"Psychokinos use psychokinesis to control gravity, or pull enemies and throw them around.",c_wizard_psychokino,False,False,False,2,4,"[0, 7]","[204004, 204009, 204017, 204001, 204007, 204011, 204015, 204010, 204012, 204018, 204016, 204019, 204020, 204021]","[20301, 20302, 20303, 20304, 20305, 20308, 20306, 20307]",Psychokino,3,0,0,0,0,0,3,4,8,7,3
2005,Char2_5,3,Alchemists use alchemy to enhance gems and synthesize or craft items.,c_wizard_alchemist,False,False,False,2,4,[4],"[10022, 211001, 211007, 211004, 211005, 211006, 211008]","[21001, 21002, 21007, 21005, 21006, 21003, 21008]",Alchemist,6,0,0,0,0,0,3,4,8,7,3
2006,Char2_6,3,"Sorcerers summon and control spirits to fight enemies, or even to use as mounts.",c_wizard_sorcerer,False,False,False,1,4,"[3, 0]","[208003, 208014, 208001, 208002, 208006, 208007, 208013, 208009, 208008, 208010, 208011]","[20701, 20706, 20707, 20708, 20702, 20703, 20704, 20705, 20709, 20710]",Sorcerer,5,0,0,0,0,0,3,4,8,7,3
2007,Char2_7,3,"Linkers link allies together to reduce incoming damage, or connect enemies to amplify the inflicted damage.",c_wizard_linker,False,False,False,1,4,[7],"[205006, 205001, 205007, 205008, 205009, 205002, 205005, 205004, 205011, 205003, 205012, 205013, 205014]","[20401, 20402, 20403, 20404, 20405, 20407, 20406]",Linker,3,0,0,0,0,0,3,4,8,7,3
2008,Char2_8,3,"Chronomancers are wizards who control time. They stop, speed up, or change back time to help allies.",c_wizard_chronomancer,False,False,False,2,4,[7],"[209001, 209003, 209004, 209002, 209006, 209007, 209005]","[20801, 20802, 20803, 20804, 20805, 20806, 20807]",Chronomancer,5,0,0,0,0,0,3,4,8,7,3
2009,Char2_9,3,"Necromancers are wizards who utilize magic involving the dead. They attack with, or create summoned creatures, using corpses collected over time.",c_wizard_necromancer,False,False,False,2,4,"[3, 0]","[210014, 210016, 210001, 210006, 210008, 210011, 210002, 210004, 210003, 210005, 210019, 210007, 210015, 210009, 210018, 210010, 210017, 210021, 210012, 210020, 210013]","[20901, 20902, 20903, 20904, 20907, 20906, 20908, 20909, 20910, 20911]",Necromancer,6,0,0,0,0,0,3,4,8,7,3
2010,Char2_10,3,Thaumaturges use magic that change the attributes and sizes of targets. They can shrink enemies or strengthen allies to aid them in battle.,c_wizard_thaumaturge,False,False,False,0,4,[7],"[206001, 206008, 206009, 206014, 206005, 206007, 206004, 206006, 206011, 206002, 206010, 206015, 206003, 206013]","[20501, 20502, 20503, 20504, 20505, 20506, 20507]",Thaumaturge,4,0,0,0,0,0,3,4,8,7,3
2011,Char2_11,3,"Elementalists harness the elements and can cast powerful magic attacks. However, their spells have a long cooldown time, so it is recommended to cooperate with other players.",c_wizard_elementalist,False,False,False,2,4,[0],"[207017, 207018, 207019, 207007, 207013, 207004, 207015, 207001, 207014, 207024, 207022, 207010, 207028, 207025, 207026, 207027]","[20601, 20602, 20603, 20604, 20609, 20607, 20605]",Elementalist,4,0,0,0,0,0,3,4,8,7,3
2012,Char2_12,3,Mimic,c_wizard_thaumaturge,False,False,False,,4,,,,Mimic,200,0,0,0,0,0,3,4,8,7,3
2013,Char2_13,3,Taoist Dummy,c_wizard_daoshi,False,False,False,,4,,,,Citydummy,200,0,0,0,0,0,3,4,8,7,3
2014,Char2_14,3,The Sage is a class that is able to manipulate space by learning about the basics of how the world is constructed. It is capable of using dimension manipulating magic or portals to move where it pleases.,c_wizard_sage,False,False,False,2,4,"[0, 7]","[216001, 216002, 216008, 216011, 216003, 216004, 216009, 216012, 216005, 216014, 216013, 216010, 216015]","[21401, 21403, 21404, 21405, 21408, 21409, 21410, 21411]",Sage,8,0,0,0,0,0,3,4,8,7,3
2015,Char2_15,3,Warlocks are wizards who harness the power of evil spirits. They can summon evil spirits and can command them to defeat monsters.,c_wizard_warlock,False,False,False,1,4,[0],"[212001, 212019, 212002, 212003, 212011, 212005, 212012, 212014, 212007, 212008, 212016, 212018, 212009, 212010, 212013, 212015, 212017]","[21201, 21202, 21203, 21204, 21205, 21206, 21207, 21208]",Warlock,7,0,0,0,0,0,3,4,8,7,3
2016,Char2_16,3,"Featherfoots are wizards who utilize the power of incantations. They can absorb an enemy's life, or help allies by making enemies weak from a curse.",c_wizard_featherfoot,False,False,False,2,4,[0],"[213010, 213019, 213003, 213004, 213001, 213005, 213006, 213013, 213007, 213008, 213014, 213015, 213016, 213011, 213017, 213012, 213018]","[21101, 21102, 21103, 21104, 21105, 21106, 21107, 21108, 21109]",Featherfoot,7,0,0,0,0,0,3,4,8,7,3
2017,Char2_17,1,"Rune Casters are wizards who use ancient symbols imbued with magic. Although it takes some time to draw energy from the symbols, they contain enormous power.",c_wizard_runecaster,True,False,False,2,4,[0],"[214001, 214003, 214008, 214002, 214004, 214005, 214006]","[21301, 21302, 21303, 21304, 21305]",Rune Caster,6,0,0,0,0,0,3,4,8,7,3
2018,Char2_18,3,The Enchanter class is able to help allies by crafting consumable items or enhancing equipment.,c_wizard_enchanter,False,False,False,2,4,"[7, 4]","[215001, 215007, 215008, 215004, 215009, 215005, 215006]","[21504, 21505, 21506, 21507, 21508, 21509, 21510, 21511]",Enchanter,8,0,0,0,0,0,3,4,8,7,3
2019,Char2_19,3,The Shadowmancer is a mage that is able to perform powerful attacks or hide in the shadows.{nl}Start by talking with the shadow that has appeared in Library Annex Roof at Taniel I Avenue. ,c_wizard_shadowmancer,True,False,False,2,4,[0],"[217001, 217004, 217002, 217005, 217003, 217008, 217006, 217009]","[21601, 21602, 21603, 21604, 21605, 21606, 21613]",Shadowmancer,8,0,0,0,0,0,3,4,8,7,3
2020,Char2_20,3,"The Onmyoji are able to summon divine spirits and use the magic of Yin and Yang in combat, which allows them to face a large number of opponents simultaneously.{nl}To meet their Master, speak to Uska in Klaipeda.",c_wizard_onmyoji,True,False,False,1,4,[0],"[218001, 218002, 218017, 218018, 218003, 218004, 218005, 218016, 218006, 218007, 218008, 218009, 218010, 218011, 218012, 218013, 218014, 218015, 218019, 218020]","[21607, 21608, 21609, 21610, 21611, 21612, 21614]",Onmyoji,8,0,0,0,0,0,3,4,8,7,3
3001,Char3_1,3,Archers use bows and various secondary equipment.{nl}Their specialties are long-ranged and agile attacks.,c_archer_archer,False,False,True,1,0,[0],"[10000, 301016, 301021, 301018, 301022, 301001, 301013, 301004, 301014, 301019, 301008, 301017, 301007, 301015, 301010, 301012]","[30004, 30001, 30002, 30005, 30003, 30006, 30007]",Archer,1,0,0,0,0,0,4,8,3,4,6
3002,Char3_2,3,"Hunters are trainers who hunt enemies using companions. Companions use skills which require cooperation with their owners, such as biting and holding onto enemies, or finding hidden targets.",c_archer_hunter,False,False,False,1,0,"[7, 8]","[10019, 10020, 305008, 305005, 305009, 305003, 305004, 305001, 305010, 305007, 305011, 305002, 305012]","[30401, 30402, 30404, 30405, 30403, 30406, 30407, 30408]",Hunter,3,0,0,0,0,0,4,8,3,4,6
3003,Char3_3,3,"Quarrel Shooters use a crossbow and shield for strategic combat. They can defend against long-range attacks using their pavises, placing them in the ground.",c_archer_quarrelshooter,False,False,False,2,0,[5],"[10000, 303016, 303017, 303001, 303012, 303004, 303007, 303018, 303009, 303015]","[30201, 30202, 30204, 30205, 30206, 30207]",Quarrel Shooter,2,0,0,0,0,0,4,8,3,4,6
3004,Char3_4,3,Rangers specialize in fighting against multiple enemies with their quick and long-range attacks.,c_archer_ranger,False,False,False,1,0,[0],"[10000, 302001, 302014, 302004, 302018, 302021, 302008, 302007, 302019, 302020, 302011, 302022, 302023, 302013, 302015, 302017, 302016]","[30101, 30102, 30103, 30104, 30105, 30106, 30107]",Ranger,2,0,0,0,0,0,4,8,3,4,6
3005,Char3_5,3,Sappers are archers who build traps and lure enemies into them.,c_archer_sapper,False,False,False,1,0,[1],"[10018, 304019, 304004, 304017, 304020, 304023, 304007, 304018, 304022, 304026, 304010, 304021, 304001, 304016, 304024, 304014, 304013, 304025, 304027]","[30301, 30305, 30302, 30303, 30304, 30306, 30307, 30308]",Sapper,3,0,0,0,0,0,4,8,3,4,6
3006,Char3_6,3,A Wugushi specialize in using various poisons to attack or bewitch enemies.,c_archer_wugushi,False,False,False,2,0,[0],"[306012, 306009, 306019, 306004, 306010, 306014, 306018, 306007, 306011, 306022, 306021, 306023, 306013, 306020, 306017]","[30501, 30504, 30507, 30508, 30505, 30506, 30509, 30510]",Wugushi,4,0,0,0,0,0,4,8,3,4,6
3007,Char3_7,3,The Hackapell is a cavalry class that uses both ranged and melee weapons. It has high movement capabilities and various combinations skills using melee and ranged weapons.,c_archer_hackapell,False,False,False,1,0,[2],"[10024, 10016, 314006, 314001, 314010, 314011, 314003, 314008, 314004, 314005, 314012, 314009, 314014, 314013]","[31301, 31307, 31306, 31305, 31302, 31308, 31309]",Hackapell,8,0,0,0,0,0,4,8,3,4,6
3008,Char3_8,3,"Scouts specialize in reconnaissance and infiltration. They use stealth to hide themselves and convey the enemy's situation to allies, providing an advantage in battle.",c_archer_scout,False,False,False,2,0,[7],"[307001, 307009, 307004, 307007, 307012, 307008, 307011, 307013]","[30601, 30602, 30603, 30604, 30605, 30606, 30608]",Scout,4,0,0,0,0,0,4,8,3,4,6
3009,Char3_9,3,Rogues are combat professionals who will do anything for victory. They're specialized at ambushing enemies from behind using bows and daggers.,c_archer_rogue,False,False,False,2,0,[0],"[109008, 10015, 308005, 308010, 308011, 308001, 308006, 308003, 308009, 308004, 308007, 308008]","[30701, 30702, 30703, 30704, 30705, 30707, 30708, 30706]",Rogue,5,0,0,0,0,0,4,8,3,4,6
3010,Char3_10,3,Schwarzer Reiters maneuver quickly. They specialize in diverse shooting techniques using a pistol.,c_archer_schwarzereiter,False,False,False,2,0,[2],"[10016, 311005, 311006, 311013, 311001, 311002, 311009, 311010, 311003, 311011, 311004, 311007, 311008, 311012]","[30901, 30902, 30903, 30904, 30905, 30906, 30907]",Schwarzer Reiter,6,0,0,0,0,0,4,8,3,4,6
3011,Char3_11,3,Fletchers make and use special arrows. Different arrows result in powerful attacks depending on the type of enemy and combat situation.,c_archer_fletcher,False,False,False,2,0,"[0, 4]","[309016, 309017, 309001, 309003, 309012, 309005, 309007, 309013, 309009, 309014, 309010, 309015]","[30801, 30802, 30803, 30804, 30805, 30806]",Fletcher,5,0,0,0,0,0,4,8,3,4,6
3012,Char3_12,3,Pied Pipers play the flute to control enemies or create beneficial effects for their allies.{nl}Start by talking to Item Merchant Muras in Fedimian and tell him that he looks worried.,c_archer_piedpiper,True,False,False,1,0,"[7, 5]","[318001, 318002, 318003, 318004, 318005, 318006, 318011, 318012, 318013, 318009, 318010, 318007, 318008, 318014, 318015, 318016]","[31701, 31702, 31703, 31704, 31705, 31706, 31707, 31708]",Pied Piper,8,0,0,0,0,0,4,8,3,4,6
3013,Char3_13,1,"Appraisers are a class that can identify unidentified items. In combat, Appraisers use their skills to evaluate both allies and enemies.",c_archer_appraiser,True,False,False,2,0,"[7, 4]","[316001, 316002, 316003, 316004]","[31501, 31502, 31503, 31504, 31505]",Appraiser,5,0,0,0,0,0,4,8,3,4,6
3014,Char3_14,3,"Falconers control Hawks. Hawks may be fussy, but they become reliable companions when trained well.",c_archer_falconer,False,False,False,1,0,[7],"[10019, 10020, 310021, 310002, 310001, 310007, 310011, 310005, 310003, 310004, 310016, 310006, 310012, 310017, 310018, 310008, 310010, 310015, 310013, 310014, 310019, 310020]","[31001, 31002, 31003, 31004, 31005, 31006, 31008, 31011, 31012]",Falconer,6,0,0,0,0,0,4,8,3,4,6
3015,Char3_15,3,"Cannoneers are archers who use powerful cannons to deal massive damage from above, or blast flying enemies from below.",c_archer_cannoneer,False,False,False,1,0,[0],"[312001, 10018, 312021, 312002, 312017, 312003, 312006, 312018, 312004, 312007, 312013, 312011, 312019, 312005, 312008, 312009, 312012, 312020, 312010, 312014, 312016, 312022, 312015]","[31101, 31102, 31103, 31104, 31105, 31106, 31107, 31108]",Cannoneer,7,0,0,0,0,0,4,8,3,4,6
3016,Char3_16,3,"Musketeers are equipped with rifles. Even though they cannot use a bow at the same time, they have effective skills for continuous hits and close combat techniques.",c_archer_musketeer,False,False,False,2,0,[0],"[10021, 311005, 313001, 313030, 313002, 313003, 313009, 313004, 313010, 313012, 313021, 313005, 313016, 313017, 313025, 313011, 313022, 313023, 313026, 313027, 313029]","[31201, 31202, 31204, 31211, 31207, 31208, 31203, 31209, 31210]",Musketeer,7,0,0,0,0,0,4,8,3,4,6
3017,Char3_17,3,The Mergen is a class that uses large bows and is most effective when facing numerous enemies.,c_archer_mergen,False,False,False,0,0,[0],"[315001, 315002, 315009, 315003, 315012, 315005, 315013, 315006, 315011, 315014, 315007, 315010, 315015]","[31401, 31402, 31404, 31405, 31407, 31406, 31408, 31409]",Mergen,8,0,0,0,0,0,4,8,3,4,6
3018,Char3_18,3,The Bullet Marker is an archer that uses bullets have various properties or effects.{nl}You can meet their Master after talking to Manager Rota several times.,c_archer_bulletmarker,True,False,False,0,0,[0],"[311006, 317001, 317002, 317003, 317013, 317004, 317008, 317012, 317005, 317009, 317010, 317006, 317015, 317007, 317014, 317011]","[31605, 31601, 31602, 31603, 31604, 31606, 31607, 31608, 31609, 31610, 31611, 31612]",Bullet Marker,8,0,0,0,0,0,4,8,3,4,6
4001,Char4_1,3,"Clerics heal and protect allies through the blessings{nl}of the goddess, while knocking down their enemies {nl}with powerful blows.",c_cleric_cleric,False,False,True,2,1,[7],"[10000, 401009, 401004, 401010, 401016, 401019, 401020, 401021, 401001, 401008, 401014, 401017, 401007, 401011, 401013, 401012]","[40001, 40002, 40003, 40004, 40005, 40006, 40007]",Cleric,1,0,0,0,0,0,6,3,4,7,5
4002,Char4_2,3,Priests are clerics who give blessings and resurrect the dead with their holy powers.,c_cleric_priest,False,False,False,1,1,[7],"[10000, 10018, 403001, 403012, 403004, 403008, 403010, 403009, 403011, 403006, 403014, 403015]","[40201, 40202, 40203, 40204, 40205, 40206, 40209, 40207, 40210]",Priest,2,0,0,0,0,0,6,3,4,7,5
4003,Char4_3,3,Krivis are priests who use divine fire to help allies recover or to deal massive damage to enemies.,c_cleric_kriwi,False,False,False,2,1,[7],"[10000, 402005, 402004, 402008, 402014, 402013, 402009, 402010, 402007, 402017, 402001, 402006, 402011, 402015, 402016]","[40101, 40102, 40103, 40104, 40105, 40106]",Krivis,2,0,0,0,0,0,6,3,4,7,5
4004,Char4_4,3,Bokors use voodoo skills to raise the dead or curse their enemies to attack them from afar.,c_cleric_bokor,False,False,False,1,1,"[3, 0]","[404015, 404001, 404010, 404008, 404009, 404004, 404005, 404013, 404016, 404017, 404011, 404007, 404012, 404018]","[40301, 40302, 40303, 40304, 40305, 40306, 40307, 40308, 40309]",Bokor,3,0,0,0,0,0,6,3,4,7,5
4005,Char4_5,3,"Druids are clerics who use the power of nature. They control plants to help allies, or transform into monsters to use that monster's abilities.",c_cleric_druid,False,False,False,2,1,[7],"[410003, 410004, 410005, 410006, 410007, 410008, 410001, 410009, 410012, 410002, 410015, 410014, 410018, 410016, 410017]","[40902, 40906, 40903, 40901, 40910, 40905, 40904, 40911, 40908, 40909]",Druid,6,0,0,0,0,0,6,3,4,7,5
4006,Char4_6,3,A Sadhu can use their soul to assault enemies with unseen attacks or convey their powers to other players.,c_cleric_sadhu,False,False,False,1,1,"[0, 7]","[406004, 406010, 406007, 406009, 406001, 406008, 406012, 406005, 406013, 406014, 406015, 406016]","[40501, 40502, 40504, 40503, 40505, 40506]",Sadhu,4,0,0,0,0,0,6,3,4,7,5
4007,Char4_7,3,Dievdirbys can carve and place sacred statues. Their statues can protect allies or attack enemies.,c_cleric_dievdirbys,False,False,False,0,1,[7],"[405008, 10018, 405010, 405001, 405006, 405004, 405007]","[40401, 40402, 40403, 40404, 40405, 40406, 40407]",Dievdirbys,3,0,0,0,0,0,6,3,4,7,5
4008,Char4_8,3,Oracles are clerics who possess foresight. They can predict or interfere with an enemy's attacks and determine their fate.,c_cleric_oracle,False,False,False,2,1,[7],"[411001, 411007, 411004, 411010, 411003, 411006, 411012, 411008, 411013, 411014]","[41002, 41003, 41004, 41005, 41006, 41007, 41009, 41008, 41011, 41010, 41012]",Oracle,6,0,0,0,0,0,6,3,4,7,5
4009,Char4_9,3,Monks are clerics who train in martial arts through the blessing of the goddess.,c_cleric_monk,False,False,False,2,1,[0],"[10025, 10027, 408010, 408001, 408018, 408003, 408011, 408016, 408005, 408012, 408017, 408008, 408015, 408007, 408013, 408009, 408014, 408019]","[40701, 40702, 40703, 40704, 40706, 40705, 40707, 40708]",Monk,5,0,0,0,0,0,6,3,4,7,5
4010,Char4_10,3,Pardoners are clerics who don't shy from increasing their wealth through the goddess' blessing.,c_cleric_pardoner,False,False,False,2,1,[4],"[10022, 409006, 409003, 409001, 409002, 409007, 409004, 409005, 409008]","[40801, 40802, 40803, 40808, 40804, 40805, 40809]",Pardoner,5,0,0,0,0,0,6,3,4,7,5
4011,Char4_11,3,Paladins use their holy power to protect allies and vanquish enemies through the blessings of the goddess.,c_cleric_paladin,False,False,False,0,1,[5],"[10025, 10026, 407002, 407007, 407001, 407010, 407005, 407012, 407008, 407009, 407006, 407014, 407015, 407016, 407011, 407017, 407018, 102015]","[40601, 40602, 40603, 40604, 40608, 40609, 40606, 40607]",Paladin ,4,0,0,0,0,0,6,3,4,7,5
4012,Char4_12,1,The Chaplain is an army based class that uses divine power to aid allies in combat. Only advanced priests at a high level can become a Chaplain.,c_cleric_chaplain,True,True,False,2,1,[7],"[414005, 414006, 414001, 414002, 414003]","[41301, 41302, 41303, 41304]",Chaplain,5,0,0,0,0,0,6,3,4,7,5
