$ID,$ID_NAME,Bonus,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642013,COLLECT_113,"[[""Magic Defense"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644007, 644063, 644048, 644015, 644053, 644093]",,,,Lv3 Card Collection,1,0.0,0.0,FFTF,4,0.0
642014,COLLECT_114,"[[""CON"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644024, 644045, 644059, 644022]",,,,Lv4 Card Collection,1,0.0,0.0,FFTF,4,0.0
642015,COLLECT_115,"[[""INT"", 1]]","A collection of five necklaces. Each necklace is inscribed with one of the five topics of a pilgrim's path. Made by Maven, the founder of the Great Cathedral. You can add it through the Magic Association NPC's Collection window with right-click.",icon_item_jewelrybox,,,"[581132, 581133, 581134, 581135, 581136]",,,,Necklace of the Five Sins Collection,1,0.0,0.0,FFFF,4,0.0
642016,COLLECT_116,"[[""Maximum HP"", 125]]",A collection of the conflict between the demons and the goddesses in Goddess Laima's revelation.{nl}Right-click to add it to the Collection window through the Magic Association NPC.,icon_item_holyark,,,"[650710, 650742, 650830]",,,,Revelation: Opposing Piece Collection,1,0.0,0.0,FFFF,4,0.0
642017,COLLECT_117,"[[""Weight Limit"", 100]]",A collection of one of the world's hidden secret in Goddess Laima's revelation.{nl}Right-click to add it to the Collection window through the Magic Association NPC.,icon_item_holyark,,,"[650824, 653041, 650856]",,,,Revelation: Inside Piece Collection,1,0.0,0.0,FFFF,4,0.0
642018,COLLECT_118,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645117, 628054, 645118, 645024, 645120, 645121, 645267]",,,,Collection: West Siauliai Woods,1,0.0,0.0,FFFF,4,0.0
642019,COLLECT_119,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645122, 645269, 640072, 645124, 645125]",,,,Collection: East Siauliai Woods,1,0.0,0.0,FFFF,4,0.0
642020,COLLECT_120,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645117, 645126, 645129, 601123]",,,,Collection: Miners' Village,1,0.0,0.0,FFFF,4,0.0
642021,COLLECT_121,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640025, 645129, 581123, 645235, 645286, 645130]",,,,Collection: Crystal Mine 1F,1,0.0,0.0,FFFF,4,0.0
642022,COLLECT_122,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645287, 645288, 645132, 645129, 645222]",,,,Collection: Crystal Mine 2F,1,0.0,0.0,FFFF,4,0.0
642023,COLLECT_123,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645131, 645292, 645129, 645293]",,,,Collection: Crystal Mine 3F,1,0.0,0.0,FFFF,4,0.0
642024,COLLECT_124,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645135, 645134, 645352, 502123, 512123, 522123, 532123]",,,,Collection: Srautas Gorge,1,0.0,0.0,FFFF,4,0.0
642025,COLLECT_125,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645300, 645134, 142101, 645307]",,,,Collection: Gele Plateau,1,0.0,0.0,FFFF,4,0.0
642026,COLLECT_126,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645347, 645138, 645306, 645348, 645412, 645346, 645297, 628018]",,,,Collection: Nefritas Cliff,1,0.0,0.0,FFFF,4,0.0
642027,COLLECT_127,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645303, 645134, 645310, 645231]",,,,Collection: Tenet Garden,1,0.0,0.0,FFFF,4,0.0
642028,COLLECT_128,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645461, 645228, 645229, 645380, 645151]",,,,Collection: Veja Ravine,1,0.0,0.0,FFFF,4,0.0
642029,COLLECT_129,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645341, 645153, 645435, 645357, 645394, 645393]",,,,Collection: Vieta Gorge,1,0.0,0.0,FFFF,4,0.0
642030,COLLECT_130,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645156, 649201, 645451]",,,,Collection: Cobalt Forest,1,0.0,0.0,FFFF,4,0.0
642031,COLLECT_131,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640044, 645403, 601127, 511107]",,,,Collection: Septyni Glen,1,0.0,0.0,FFFF,4,0.0
642032,COLLECT_132,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645142, 582103, 645333, 645334]",,,,Collection: Tenet Church B1,1,0.0,0.0,FFFF,4,0.0
642033,COLLECT_133,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645453, 649007, 645330, 645618, 628051]",,,,Collection: Tenet Church 1F,1,0.0,0.0,FFFF,4,0.0
642034,COLLECT_134,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645141, 645320, 645430, 649204]",,,,Collection: Tenet Church 2F,1,0.0,0.0,FFFF,4,0.0
642035,COLLECT_135,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645159, 645246, 645413, 645162, 640042, 645160]",,,,Collection: Gate Route,1,0.0,0.0,FFFF,4,0.0
642036,COLLECT_136,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645161, 645218, 645369, 645219, 645164, 645234]",,,,Collection: Sirdgela Forest,1,0.0,0.0,FFFF,4,0.0
642037,COLLECT_137,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645165, 645163, 645432]",,,,Collection: Kvailas Forest,1,0.0,0.0,FFFF,4,0.0
642038,COLLECT_138,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645187, 645547, 202119, 242111, 121106, 201108]",,,,Collection: Guards Graveyard,1,0.0,0.0,FFFF,4,0.0
642039,COLLECT_139,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645225, 645476, 645171, 645445]",,,,Collection: Gateway of the Great King,1,0.0,0.0,FFFF,4,0.0
642040,COLLECT_140,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645172, 645173, 645420, 628061]",,,,Collection: Ramstis Ridge,1,0.0,0.0,FFFF,4,0.0
642041,COLLECT_141,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645174, 645256, 645446, 601129, 531107, 521111, 531111]",,,,Collection: Overlong Bridge Valley,1,0.0,0.0,FFFF,4,0.0
642042,COLLECT_142,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645175, 645421, 645465, 645464, 649208]",,,,Collection: Akmens Ridge,1,0.0,0.0,FFFF,4,0.0
642043,COLLECT_143,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645176, 645177, 241104, 161109, 141109]",,,,Collection: Tiltas Valley,1,0.0,0.0,FFFF,4,0.0
642044,COLLECT_144,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645565, 645423, 645540, 645392]",,,,Collection: Gytis Settlement Area,1,0.0,0.0,FFFF,4,0.0
642045,COLLECT_145,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644130, 680114, 685114, 680115, 685115, 680116, 685116, 680117, 685117]",,,,Collection: Royal Mausoleum Workers Lodge,1,0.0,0.0,FFFF,4,0.0
642046,COLLECT_146,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644126, 680118, 685118, 680119, 685119, 680120, 685120, 680121, 685121]",,,,Collection: Royal Mausoleum Constructors' Chapel,1,0.0,0.0,FFFF,4,0.0
642047,COLLECT_147,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644053, 649216, 182106, 680122, 685122, 680123, 685123, 680124, 685124]",,,,Collection: Royal Mausoleum Storage,1,0.0,0.0,FFFF,4,0.0
642048,COLLECT_148,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645177, 645364, 645238, 602105]",,,,Collection: Rukas Plateau,1,0.0,0.0,FFFF,4,0.0
642049,COLLECT_149,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645177, 628040, 501114, 501113, 182114]",,,,Collection: King's Plateau,1,0.0,0.0,FFFF,4,0.0
642050,COLLECT_150,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645463, 645392, 251101, 601128, 202116]",,,,Collection: Zachariel Crossroads,1,0.0,0.0,FFFF,4,0.0
642051,COLLECT_151,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645178, 645410, 645221, 645179, 645450]",,,,Collection: Royal Mausoleum 1F,1,0.0,0.0,FFFF,4,0.0
642052,COLLECT_152,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645180, 645220, 645181, 581129, 201110, 241105]",,,,Collection: Royal Mausoleum 2F,1,0.0,0.0,FFFF,4,0.0
642053,COLLECT_153,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645428, 645210, 645181, 531114, 521153, 161110]",,,,Collection: Royal Mausoleum 3F,1,0.0,0.0,FFFF,4,0.0
642054,COLLECT_154,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645411, 645209, 121108, 531153, 251101]",,,,Collection: Royal Mausoleum 4F,1,0.0,0.0,FFFF,4,0.0
642055,COLLECT_155,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645402, 645401, 640040, 649205, 645186]",,,,Collection: Royal Mausoleum 5F,1,0.0,0.0,FFFF,4,0.0
642056,COLLECT_156,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645477, 640072, 162106, 101110, 511113, 582106]",,,,Collection: Baron Allerno,1,0.0,0.0,FFFF,4,0.0
642057,COLLECT_157,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645438, 645552, 645160, 645547, 521113, 602106]",,,,Collection: Myrkiti Farm,1,0.0,0.0,FFFF,4,0.0
642058,COLLECT_158,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645547, 645573, 645225, 645551, 501115]",,,,Collection: Aqueduct Bridge Area,1,0.0,0.0,FFFF,4,0.0
642059,COLLECT_159,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645445, 645476, 643740, 643677]",,,,Collection: Tenants' Farm,1,0.0,0.0,FFFF,4,0.0
642060,COLLECT_160,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645240, 645187, 645462, 645239, 640029]",,,,Collection: Stele Road,1,0.0,0.0,FFFF,4,0.0
642061,COLLECT_161,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645427, 649200, 640028, 645397, 645396, 649209, 645190]",,,,Collection: Goddess' Ancient Garden,1,0.0,0.0,FFFF,4,0.0
642062,COLLECT_162,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645191, 645213, 645192, 221113]",,,,Collection: Escanciu Village,1,0.0,0.0,FFFF,4,0.0
642063,COLLECT_163,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645481, 645193, 649203, 645455, 645419, 645194, 628015]",,,,Collection: Fedimian Suburbs,1,0.0,0.0,FFFF,4,0.0
642064,COLLECT_164,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[521122, 645614, 521122, 202104, 161130]",,,,Collection: Crystal Mine Lot 2 - 1F,1,0.0,0.0,FFFF,4,0.0
642065,COLLECT_165,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[531122, 645429, 645615, 645235, 271122, 142104]",,,,Collection: Crystal Mine Lot 2 - 2F,1,0.0,0.0,FFFF,4,0.0
642066,COLLECT_166,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645438, 645539, 645363, 645344, 141130]",,,,Collection: Entrance of Kateen Forest,1,0.0,0.0,FFFF,4,0.0
642067,COLLECT_167,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645437, 645540, 645541, 17033, 30278, 582109]",,,,Collection: Owl Burial Ground,1,0.0,0.0,FFFF,4,0.0
642068,COLLECT_168,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645479, 601132, 645469, 601132]",,,,Collection: Poslinkis Forest,1,0.0,0.0,FFFF,4,0.0
642069,COLLECT_169,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[111001, 645344, 643535, 582108, 18008]",,,,Collection: Saknis Plains,1,0.0,0.0,FFFF,4,0.0
642070,COLLECT_170,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645216, 645381, 645195, 645233, 645388, 645389, 645196, 645431]",,,,Collection: Mage Tower 1F,1,0.0,0.0,FFFF,4,0.0
642071,COLLECT_171,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645197, 645447, 649208, 649210, 645460, 628036]",,,,Collection: Mage Tower 2F,1,0.0,0.0,FFFF,4,0.0
642072,COLLECT_172,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645199, 645200, 581137, 645443]",,,,Collection: Mage Tower 3F,1,0.0,0.0,FFFF,4,0.0
642073,COLLECT_173,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645237, 645234, 628058, 645202, 645407, 640054]",,,,Collection: Mage Tower 4F,1,0.0,0.0,FFFF,4,0.0
642074,COLLECT_174,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645204, 645205, 645216, 645381]",,,,Collection: Mage Tower 5F,1,0.0,0.0,FFFF,4,0.0
642075,COLLECT_175,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645544, 645545, 645546, 122117, 11103, 14054]",,,,Collection: Dvasia Peak,1,0.0,0.0,FFFF,4,0.0
642076,COLLECT_176,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645547, 645548, 645549, 645550, 645442]",,,,Collection: Sunset Flag Forest,1,0.0,0.0,FFFF,4,0.0
642077,COLLECT_177,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645551, 645551, 645552, 181124, 241113, 30285]",,,,Collection: Starving Demon's Way,1,0.0,0.0,FFFF,4,0.0
642078,COLLECT_178,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645553, 645395, 645602, 511140, 18010]",,,,Collection: Pilgrim Path,1,0.0,0.0,FFFF,4,0.0
642079,COLLECT_179,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645555, 645556, 640131, 252110, 122110]",,,,Collection: Altar Way,1,0.0,0.0,FFFF,4,0.0
642080,COLLECT_180,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[643546, 645373, 645429, 645615]",,,,Collection: Forest of Prayer,1,0.0,0.0,FFFF,4,0.0
642081,COLLECT_181,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645213, 645187, 181125, 34045, 271124]",,,,Collection: Apsimesti Crossroads,1,0.0,0.0,FFFF,4,0.0
642082,COLLECT_182,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645443, 643569, 645443, 141132, 201131, 17012, 14055]",,,,Collection: Residence of the Fallen Legwyn Family,1,0.0,0.0,FFFF,4,0.0
642083,COLLECT_183,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645560, 645561, 111002, 101132, 251105]",,,,Collection: Main Building,1,0.0,0.0,FFFF,4,0.0
642084,COLLECT_184,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645429, 645615, 521144, 511144, 121124]",,,,Collection: Grand Corridor,1,0.0,0.0,FFFF,4,0.0
642085,COLLECT_185,"[[""Weight Limit"", 50]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645548, 645564, 645548, 645564, 645548, 645564, 645548, 645564, 645548]",,,,Collection: Penitence Route of Great Cathedral,1,0.0,0.0,FFFF,4,0.0
642086,COLLECT_186,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645618, 221116, 142108, 643504]",,,,Collection: Grand Corridor,1,0.0,0.0,FFFF,4,0.0
642087,COLLECT_187,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645583, 649209, 645584, 601134, 511146]",,,,Collection: Greene Manor,1,0.0,0.0,FFFF,4,0.0
642088,COLLECT_188,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645585, 645586, 521146, 640038]",,,,Collection: Shaton Farm,1,0.0,0.0,FFFF,4,0.0
642089,COLLECT_189,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645617, 645588, 581139, 531146]",,,,Collection: Shaton Reservoir,1,0.0,0.0,FFFF,4,0.0
642090,COLLECT_190,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645574, 645575, 645320, 645576, 645559, 18011]",,,,Collection: Demon Prison District 1,1,0.0,0.0,FFFF,4,0.0
642091,COLLECT_191,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645579, 645601, 531145, 521145, 111003]",,,,Collection: Demon Prison District 2,1,0.0,0.0,FFFF,4,0.0
642092,COLLECT_192,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645580, 645543, 645581, 645551, 141133]",,,,Collection: Demon Prison District 3,1,0.0,0.0,FFFF,4,0.0
642093,COLLECT_193,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[643501, 643502, 643501, 643502, 643501, 643502, 643501, 643502, 643501]",,,,Collection: Demon Prison District 4,1,0.0,0.0,FFFF,4,0.0
642094,COLLECT_194,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645582, 645370, 101133, 680297, 685297]",,,,Collection: Demon Prison District 5,1,0.0,0.0,FFFF,4,0.0
642095,COLLECT_195,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645589, 645590, 645591, 645592, 645593, 645591]",,,,Collection: Dina Bee Farm,1,0.0,0.0,FFFF,4,0.0
642096,COLLECT_196,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645594, 645565, 645595, 645596]",,,,Collection: Vilna Forest,1,0.0,0.0,FFFF,4,0.0
642097,COLLECT_197,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645346, 645418, 645597, 645596, 242107]",,,,Collection: Uskis Arable Land,1,0.0,0.0,FFFF,4,0.0
642098,COLLECT_198,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645599, 645596, 602109, 111004, 33055]",,,,Collection: Spring Light Woods,1,0.0,0.0,FFFF,4,0.0
642099,COLLECT_199,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645174, 33023, 201132, 161133]",,,,Collection: 2nd Demon Prison,1,0.0,0.0,FFFF,4,0.0
642100,COLLECT_200,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[649209, 645614, 501148, 121126, 221117]",,,,Collection: Nuoridin Falls,1,0.0,0.0,FFFF,4,0.0
642101,COLLECT_201,"[[""Weight Limit"", 50]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[649209, 645614, 141134, 241116, 161134]",,,,Collection: Namu Temple Ruins,1,0.0,0.0,FFFF,4,0.0
642102,COLLECT_202,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645481, 645193, 181127, 531148, 521148]",,,,Collection: Istora Ruins,1,0.0,0.0,FFFF,4,0.0
642103,COLLECT_203,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645208, 645413, 201133, 501149, 101134, 301101]",,,,Collection: Glade Hillroad,1,0.0,0.0,FFFF,4,0.0
642104,COLLECT_204,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[511149, 34021, 271126, 511147]",,,,Collection: Viltis Forest,1,0.0,0.0,FFFF,4,0.0
642105,COLLECT_205,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645561, 521147, 521149, 252107]",,,,Collection: Laukyme Swamp,1,0.0,0.0,FFFF,4,0.0
642106,COLLECT_206,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645373, 645373, 645373, 645373, 645373, 645373, 645373, 645373, 645373]",,,,Collection: Tyla Monastery,1,0.0,0.0,FFFF,4,0.0
642107,COLLECT_207,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645550, 645611, 30372, 30371, 111005]",,,,Collection: Roxona Reconstruction Agency West Building,1,0.0,0.0,FFFF,4,0.0
642108,COLLECT_208,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645612, 645613, 645560, 30376, 30375, 19006]",,,,Collection: Roxona Reconstruction Agency East Building,1,0.0,0.0,FFFF,4,0.0
