$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
41197,tombstone_turtle,3,This monster belongs to the group of the Infro Rocktor.,935,1922,6,mon_tombstone_turtle,173,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 58, ""Quantity_MIN"": 56}, {""Item"": 645208, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16056, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 30321, ""Chance"": 1.15, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680330, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685330, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 2511, ""TimeRespawn"": 0, ""Population"": 20}]",Rocktor,3,2,0,738,316,843,361,89,64,0,82,77,86,86,418,523,31,64,14483,38,1750,46,68
41198,dog_of_king,3,According to legend this watchdog is a creation that Zachariel the Great had planned to preserve.,1216,1141,1,mon_dog_of_king,90,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 86, ""Quantity_MIN"": 82}, {""Item"": 645209, ""Chance"": 11.11, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 31020, ""Chance"": 0.01, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643502, ""Chance"": 1.29, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121108, ""Chance"": 0.61, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 680149, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 685149, ""Chance"": 0.02, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]","[{""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}]",Venucelos,1,2,1,393,168,393,168,54,36,34,17,52,45,45,194,194,21,36,3831,45,817,17,45
41199,katacom_cemeterygolem,3,"Almost Golem in the world originally crafted for good purposes, but now, They have been working caused by the evil spirit.",482,2433,6,katacom_cemetery_golem,82,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 80.0, ""Quantity_MAX"": 593, ""Quantity_MIN"": 474}, {""Item"": 645192, ""Chance"": 50.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 649003, ""Chance"": 25.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 182107, ""Chance"": 0.1, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Cemetery Golem,3,2,1,225,150,271,180,43,31,0,41,35,41,41,148,186,15,31,4014,19,828,22,33
41201,boss_onion_the_great,3,"The research to find out why some Kepas transformed to like this is progressing. Even the research to see if it was edible, but still, nothing is certain.",105,75,0,boss_onion_the_great,1,,,Kepa Chieftain,3,0,3,36,24,41,27,1,0,0,3,2,0,0,23,29,1,0,114,1,13,1,3
41202,boss_poata,2,Poata is trying to find chances to showoff to the demons to obtain more power from the monsters originated plants.,220,240,7,boss_poata,6,,,Poata,0,0,3,46,19,51,22,3,3,0,5,8,3,3,28,32,4,3,691,1,46,1,3
41203,boss_deadbone,3,"Usually referred to as a monster that returned from the dead. In reality, it underwent death to be reborn as a demon.",2304,1368,0,m_boss_deadbone,107,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Deadborn,3,0,3,419,279,474,316,53,39,0,52,43,53,53,276,345,19,39,45767,24,1074,28,42
41205,boss_salamander,2,"A monster that already existed before Medzio Diena. It used to have a liking towards humans in the past, but that feeling has faded away in the current times.",696,1003,2,boss_salamander,17,"[{""Item"": 601105, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Salamander,0,0,3,55,29,65,35,7,8,0,9,16,8,8,38,42,8,8,1998,3,146,3,7
41207,boss_Saltistter,3,"Basically, It was born in the cold region, after Medzio Diena, it is actively working around because spotted in many areas.",2632,1350,4,boss_saltistter,106,"[{""Item"": 10055, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14053, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 17033, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18003, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Saltistter,0,0,3,430,231,490,263,51,53,0,47,104,53,53,289,323,42,53,43981,19,950,19,37
41208,boss_ginklas,3,"Current Ginklas is caught by madness, so there is no chance to show his original rationality.",1491,1078,2,boss_ginklas,19,,,Ginklas,3,0,3,54,36,66,44,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41209,boss_stone_whale,3,"As a monster of mineral-type mutation, it is unclear why it bears resemblance to a whale.",1064,991,1,boss_stone_whale,19,"[{""Item"": 643501, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643502, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643503, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 643504, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Stone Whale,3,0,3,59,31,72,38,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41210,boss_tutu,2,"Since Medzio Diena, amphibians have became to various forms, so Tutu seems as same as the original form. Of course, it is ferocious.",243,279,7,boss_tutu,7,"[{""Item"": 601120, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Tutu,0,0,3,46,20,55,23,3,3,0,5,8,3,3,29,33,4,3,807,1,53,1,4
41211,boss_yonazolem,3,The difference between a Zolem and a Golem is the movement with a spirit and not by magic.,1171,2104,1,boss_yonazolem,118,"[{""Item"": 644059, ""Chance"": 0.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 101116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121111, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271109, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 161116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 181111, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201116, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 241106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 251102, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Yonazolem,3,0,3,521,280,586,315,61,43,0,57,52,59,59,318,398,21,43,51417,26,1186,31,46
41212,boss_Genmagnus,1,"While most fairy or spirit-type creatures have sided not with humans and goddesses but with demons, the small minority that hasn't is currently taking a neutral stance. Genies are one type of such creatures.",126,82,4,boss_genmagnus,1,,,Master Genie,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,113,3,13,1,3
41213,boss_BiteRegina,3,Insect-type monsters mutated during Medzio Diena are known to have queens or other monarch entities.,1400,1285,7,boss_biteregina,61,"[{""Item"": 101108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 161108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 181106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 241103, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Biteregina,2,0,3,155,103,162,108,26,36,22,14,77,30,30,120,107,31,36,7445,14,701,23,17
41214,boss_Iltiswort,0,The advantage can be found the powerful monsters are that many of them can't move to another place.,105,75,7,boss_iltiswort,1,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Iltiswort,4,0,3,42,18,42,18,0,0,0,1,2,0,0,29,23,1,0,113,1,39,3,1
41215,boss_GiantWoodGoblin_red,2,The forest became horror after Medzio Diena. It mainly caused by the large scale monsters to be hard to defeat.,2983,765,2,boss_giantwoodgoblin_red,121,"[{""Item"": 10056, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11047, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14054, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15047, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16053, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 17034, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18004, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Giant Red Wood Goblin,4,0,3,645,215,645,215,52,52,0,32,79,60,60,412,329,32,52,46715,32,1571,59,32
41216,boss_lepus,2,"In the past this animal was quite friendly towards humans, but now it's even more dangerous than demons.",1542,1185,1,boss_lepus,60,,,Lepus,0,0,3,154,83,189,102,29,30,0,28,60,30,30,103,115,25,30,7897,11,538,11,22
41217,boss_mushcaria,0,"For unknown reasons, after mutating during Medzio Diena this monster shows high hostility towards the goddesses.",228,145,7,boss_mushcaria,4,,,Mushcaria,4,0,3,44,23,44,23,2,2,0,2,4,2,2,32,25,2,2,454,2,85,5,2
41219,boss_chafer,2,"Although it does not affect humans, this monster strongly dislikes other insect types besides itself, particularly bee-type monsters.",432,308,7,boss_chafer,10,"[{""Item"": 640005, ""Chance"": 80.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Chafer,2,0,3,54,23,57,24,4,6,0,3,16,5,5,36,32,8,6,1141,3,125,5,4
41220,boss_Gaigalas,2,It is little ambiguous which types of lives become the source of Gaigalas. It is suspicious if they existed in our world.,1648,1379,1,boss_gaigalas,64,"[{""Item"": 101108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 121106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 141108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 271106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 161108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 181106, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 201108, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 241103, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Gaigalas,0,0,3,176,95,214,115,30,32,0,29,62,32,32,119,133,26,32,8460,11,565,11,23
41221,boss_Throneweaver,0,"Powerful insect-type monsters tend to become either vicious hunters or influential individuals. The latter group, in which the Throneweaver is included, is particularly dangerous, as they often side with demons.",2700,1663,7,boss_throneweaver,109,"[{""Item"": {""$ID"": -1, ""$ID_NAME"": null, ""Name"": ""Silver"", ""Icon"": ""icon_item_silver""}, ""Chance"": 0.0, ""Quantity_MAX"": 1, ""Quantity_MIN"": 1}]",,Throneweaver,1,0,3,515,343,515,343,62,42,0,19,58,54,54,319,319,24,42,38765,52,970,19,52
41222,boss_bebraspion,2,"Humans have attempted to tame these monsters before they grow, but only demons have succeeded in doing so.",1576,1426,5,boss_bebraspion,56,,,Bebraspion,0,0,3,120,80,150,100,27,28,0,26,56,28,28,87,97,23,28,7308,10,498,10,20
41223,boss_mushwort,0,The most difficult aspect about dealing with these monsters is that they can appear in people's houses unexpectedly.,1854,1717,7,boss_mushwort,112,"[{""Item"": 10055, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 11046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 12051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 13051, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 14053, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 15046, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 16052, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 17033, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}, {""Item"": 18003, ""Chance"": 10.0, ""Quantity_MAX"": 0, ""Quantity_MIN"": 0}]",,Soggy Mushwort,4,0,3,465,310,465,310,49,49,0,30,75,56,56,369,295,30,49,42882,30,1445,54,30
41224,boss_sparnas,2,"As a bird, it is easily attracted to bird feed. Demons use this to make these monsters attack humans.",2100,1178,5,boss_sparnas,61,,,Sparnas,0,0,3,160,86,198,106,29,30,0,28,60,30,30,107,120,25,30,8029,11,545,11,23
