$ID,$ID_NAME,Armor,Description,EXP,EXPClass,Element,Icon,Level,Link_Drops,Link_Spawns,Name,Race,Rank,Size,Stat_ATTACK_MAGICAL_MAX,Stat_ATTACK_MAGICAL_MIN,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_Accuracy,Stat_BlockPenetration,Stat_BlockRate,Stat_CON,Stat_CriticalDamage,Stat_CriticalDefense,Stat_CriticalRate,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,Stat_DEX,Stat_Evasion,Stat_HP,Stat_INT,Stat_SP,Stat_SPR,Stat_STR
41198,dog_of_king,3,일설에 의하면 경비견은 자카리엘 대왕이 손수 시안을 잡아 만든 것이라 합니다.,1216,1141,1,mon_dog_of_king,90,,"[{""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1361, ""TimeRespawn"": 0, ""Population"": 10}]",베누켈로스,1,2,1,393,168,393,168,54,36,34,17,52,45,45,194,194,21,36,3831,45,817,17,45
41199,katacom_cemeterygolem,3,세계에 존재하는 대부분의 골렘은 본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이게 되었습니다.,482,2433,6,katacom_cemetery_golem,82,,,묘지 골렘,3,2,1,225,150,271,180,43,31,0,41,35,41,41,148,186,15,31,4014,19,828,22,33
41201,boss_onion_the_great,3,"왜 어떤 케파들이 이렇게 변형이 되는지 연구가 행해지고 있습니다. 그 중에는 먹을 수 있도록 하는 연구도 포함되지만, 성과는 기대하기 어렵습니다.",105,75,0,boss_onion_the_great,1,,,케파치프틴,3,0,3,36,24,41,27,1,0,0,3,2,0,0,23,29,1,0,114,1,13,1,3
41202,boss_poata,2,포아타는 식물에서 기원한 몬스터로 더 강한 힘을 얻기 위해 마족에게 잘 보일 기회를 찾고 있습니다.,220,240,7,boss_poata,6,,,포아타,0,0,3,46,19,51,22,3,3,0,5,8,3,3,28,32,4,3,691,1,46,1,3
41203,boss_deadbone,3,"죽음에서 되돌아온 몬스터라고 하지만, 정확하게 말하면 죽음을 거쳐 다시 마족으로 태어난 몬스터입니다.",2304,1368,0,m_boss_deadbone,107,,,데드본,3,0,3,419,279,474,316,53,39,0,52,43,53,53,276,345,19,39,45767,24,1074,28,42
41205,boss_salamander,2,신수의 날 이전에도 존재하던 몬스터로 예전에는 비록 소수라도 사람과 친한 개체도 있었으나 지금은 전혀 그렇지 않습니다.,696,1003,2,boss_salamander,17,,,샐러맨더,0,0,3,55,29,65,35,7,8,0,9,16,8,8,38,42,8,8,1998,3,146,3,7
41207,boss_Saltistter,3,본시 추운 지방에서 태어났으며 신수의 날 이후에 여러 곳에서 목격된 것으로 보아 활발하게 돌아다니는 것 같습니다.,2632,1350,4,boss_saltistter,106,,,살티스터,0,0,3,430,231,490,263,51,53,0,47,104,53,53,289,323,42,53,43981,19,950,19,37
41208,boss_ginklas,3,현재의 긴클라스는 광기에 물들어 있으며 따라서 본시 있던 이성이 드러날 가능성은 없습니다.,1491,1078,2,boss_ginklas,19,,,긴클라스,3,0,3,54,36,66,44,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41209,boss_stone_whale,3,광물에서 변이된 몬스터인 석화고래가 별 연관이 없는 고래의 형태를 띤 이유는 밝혀지지 않았습니다.,1064,991,1,boss_stone_whale,19,,,석화고래,3,0,3,59,31,72,38,9,6,0,11,6,9,9,37,47,3,6,2287,4,185,5,9
41210,boss_tutu,2,신수의 날 이후 양서류들은 매우 여러 형태로 변형되었기 때문에 투투는 상대적으로 본래 원형에 가깝습니다. 물론 그렇다고 흉폭하지 않은 것은 아닙니다.,243,279,7,boss_tutu,7,,,투투,0,0,3,46,20,55,23,3,3,0,5,8,3,3,29,33,4,3,807,1,53,1,4
41211,boss_yonazolem,3,졸렘이 일반 골렘과 다른 차이점은 마법이 아닌 다른 기운에 의해 움직인다는 점입니다.,1171,2104,1,boss_yonazolem,118,,,요나졸렘,3,0,3,521,280,586,315,61,43,0,57,52,59,59,318,398,21,43,51417,26,1186,31,46
41212,boss_Genmagnus,1,"많은 요정과 정령들이 인간과 여신이 아닌 마족의 편에 섰으며, 그렇지 않은 소수는 숨어서 관망중입니다. 지니 역시 이러한 흐름에서 벗어나지 않습니다.",126,82,4,boss_genmagnus,1,,,마스터 지니,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,113,3,13,1,3
41213,boss_BiteRegina,3,신수의 날에 변형된 곤충형 몬스터는 대부분 여왕이나 군주에 해당하는 개체가 존재합니다.,1400,1285,7,boss_biteregina,61,,,비테레지나,2,0,3,155,103,162,108,26,36,22,14,77,30,30,120,107,31,36,7445,14,701,23,17
41214,boss_Iltiswort,0,강력한 식물 몬스터들에게서 찾을 수 있는 장점은 대개 그들이 움직이지 못하는 고정형이라는 사실 정도입니다.,105,75,7,boss_iltiswort,1,,,일티스워트,4,0,3,42,18,42,18,0,0,0,1,2,0,0,29,23,1,0,113,1,39,3,1
41215,boss_GiantWoodGoblin_red,2,신수의 날 이후 숲은 인간에게 공포가 되었습니다. 바로 이러한 감당하기 어려운 대형 몬스터들의 영향이 큽니다.,2983,765,2,boss_giantwoodgoblin_red,121,,,자이언트 레드 우드,4,0,3,645,215,645,215,52,52,0,32,79,60,60,412,329,32,52,46715,32,1571,59,32
41216,boss_lepus,2,"이들은 한때는 인간에게 친숙한 동물이었지만, 지금은 곰보다 위험한 생물이며, 마족만큼 사악합니다.",1542,1185,1,boss_lepus,60,,,레푸스,0,0,3,154,83,189,102,29,30,0,28,60,30,30,103,115,25,30,7897,11,538,11,22
41217,boss_mushcaria,0,"이유는 알 수 없지만, 신수의 날로 변형된 이후 여신들에게 강한 적대감을 드러냅니다.",228,145,7,boss_mushcaria,4,,,머슈카리아,4,0,3,44,23,44,23,2,2,0,2,4,2,2,32,25,2,2,454,2,85,5,2
41219,boss_chafer,2,"어차피 인간에게는 무관한 일이지만, 자신 외에 다른 곤충형을 좋아하지 않으며 특히 벌종류의 몬스터들을 싫어합니다.",432,308,7,boss_chafer,10,,,체이퍼,2,0,3,54,23,57,24,4,6,0,3,16,5,5,36,32,8,6,1141,3,125,5,4
41220,boss_Gaigalas,2,가이갈라스의 기원이 되는 생물이 무엇인지 모호합니다. 심지어 본래 우리 세상에 속하던 생물인지도 의심스럽습니다.,1648,1379,1,boss_gaigalas,64,,,가이갈라스,0,0,3,176,95,214,115,30,32,0,29,62,32,32,119,133,26,32,8460,11,565,11,23
41221,boss_Throneweaver,0,강한 힘을 지닌 곤충형은 본능에 충실한 살육자가 되거나 영향력을 얻으려 합니다. 후자가 특히 위험한 이유는 대개 마족과 손을 잡기 때문이며 쓰론위버가 이 경우에 해당합니다.,2700,1663,7,boss_throneweaver,109,,,쓰론위버,1,0,3,515,343,515,343,62,42,0,19,58,54,54,319,319,24,42,38765,52,970,19,52
41222,boss_bebraspion,2,"인간 가운데도 어린 시절에 길들이려 한 시도가 있었으나, 확실한 성공을 거둔 것은 마족들입니다.",1576,1426,5,boss_bebraspion,56,,,베브라스피온,0,0,3,120,80,150,100,27,28,0,26,56,28,28,87,97,23,28,7308,10,498,10,20
41223,boss_mushwort,0,이러한 종류의 몬스터의 가장 곤란한 점은 자고 일어난 집안에서도 나타날 가능성이 있다는 점입니다.,1854,1717,7,boss_mushwort,112,,,눅눅한 머쉬워트,4,0,3,465,310,465,310,49,49,0,30,75,56,56,369,295,30,49,42882,30,1445,54,30
41224,boss_sparnas,2,새라서 그런지 모이에 잘 유혹당합니다. 마족은 이를 이용해 인간을 괴롭히도록 유인하기도 합니다.,2100,1178,5,boss_sparnas,61,,,스파르나스,0,0,3,160,86,198,106,29,30,0,28,60,30,30,107,120,25,30,8029,11,545,11,23
41225,boss_mineloader,3,신수의 날 이후 변화되어 몬스터가 된 것인지 마군주가 특정한 의식을 거쳐 몬스터로 만들었는지 확실하지 않습니다. 아무튼 전에는 유용한 장비였습니다.,2365,2129,5,boss_mineloader,119,,,마인로더,3,0,3,525,283,593,319,62,43,0,57,52,59,59,321,402,21,43,51853,26,1193,31,47
41226,boss_Rajatoad,2,이 종류의 몬스터가 신수의 날 이후 변형되어 활동 공간을 바다에서 육지로 옮긴 것인지 마계의 생물이 넘어온 것인지는 확실하지 않습니다. 일단 유라테 여신께서는 이들에 대해 관심을 보이지 않고 있습니다.,1668,891,4,boss_rajatoad,73,,,라자토드,0,0,3,214,142,251,167,34,39,0,33,75,36,36,156,174,30,39,9937,13,651,13,26
41227,boss_ShadowGaoler,0,섀도게일러는 본시 정령 가운데 하나였으나 신수의 날을 즈음하여 마족의 힘을 받아들였습니다.,1332,1023,0,boss_shadowgaoler,18,,,섀도게일러,1,0,3,89,38,89,38,10,6,0,3,8,9,9,41,41,4,6,2055,11,152,3,11
41228,boss_helgasercle,0,헬가 세르클은 가장 강력한 마군주의 하나입니다. 같은 마군주인 하우벅이 그녀의 분노를 받아 해체되어 봉인된 일은 그녀의 강함을 알려줍니다. 이런 헬가 세르클과 백 년 넘게 싸우며 우위를 점한 아가일라 플러리가 역사상 최고의 마법사로 칭송받는 것은 매우 당연합니다.,2983,1683,0,boss_helgasercle,126,,,헬가 세르클,1,0,3,732,313,732,313,73,48,0,22,66,63,63,392,392,28,48,46022,60,1123,22,60
41229,boss_lecifer,1,렉시퍼는 모든 마군주 가운데 가장 총명하다고 알려졌습니다. 그가 더 큰 활약을 하지 못하는 것은 마왕 제스티가 그를 적재적소에 활용하지 못하기 때문입니다. 인간으로서는 다행한 일이라 하겠습니다.,2182,1162,0,boss_lecifer,96,,,렉시퍼,1,0,3,502,215,502,215,56,37,0,17,52,48,48,263,263,21,37,33834,47,857,17,47
41230,boss_necrovanter,1,"다른 망령들을 지배하고, 복종하지 않은 약한 망령의 힘을 빼앗아 더 큰 힘을 모으려는 성향이 있습니다.",2079,1603,0,boss_necrovanter,49,,,네크로벤터,1,0,3,146,78,146,78,27,17,0,8,27,24,24,69,69,11,17,5733,25,425,8,25
41231,boss_rootopus,2,"바다와 전혀 상관이 없는 생물과 지형에서 이런 형태로 변이된 몬스터가 나오는 이유는 마족탓이라고 생각하면 간편하지만, 실은 그렇게 간단히 설명할 수 없는 현상이기도 합니다.",11340,7425,5,boss_rootopus,1,,,꿈틀대는 루토푸스,1,0,3,44,24,44,24,1,0,0,1,2,0,0,26,26,1,0,2261,3,13,1,3
41232,boss_RingCrawler,3,링크롤러가 어떤 마법 작용으로 움직이는지는 대강 그 원리가 밝혀졌습니다. 정말 신기한 일은 그것이 누군가에 의해 고안된 것이 아니라 신수의 날 즈음하여 저절로 발생한 것이란 사실입니다.,2250,1737,5,boss_ringcrawler,145,,,링크롤러,3,0,3,639,426,711,474,73,52,0,69,62,72,72,420,526,26,52,66667,32,1458,38,57
41233,boss_Rocktortuga,3,락토르투가가 처음에 출현했을 때 그 견고함 때문에 병사들이 퇴치에 어려움을 겪었습니다. 시간이 지나면서 신체구조상의 약점이 알려지긴 했으나 그 약점에 대한 공략도 그리 쉽지는 않습니다.,236,187,1,boss_rocktortuga,5,,,락토르투가,3,0,3,42,22,50,26,3,1,0,5,2,2,2,26,33,1,1,576,1,52,2,4
41234,boss_yekub,2,예쿱은 마계에서 악명를 떨친 존재이며 많은 분신을 낳아 세상에 퍼뜨렸습니다. 에큐바이트는 그런 분신들에게 붙여진 이름입니다.,2257,1593,4,boss_yekub,114,,,예쿱,0,0,3,520,223,590,253,54,60,0,50,110,57,57,322,360,45,60,48396,20,1017,20,40
41235,boss_RytaSwort,0,이들이 포자를 발산해 후손이 되는 개체를 낳기 전에 제거하는 노력에 여러 사람이 동참하고 있습니다.,154350,109399,7,boss_rytaswort,55,,,독포자 리타스워트,4,0,3,147,63,147,63,24,24,0,15,35,27,27,98,78,15,24,134887,15,725,28,15
41236,boss_Ravinepede,2,벌레에서 변이된 몬스터가 나중에는 날개를 지닌 성충형 몬스터로 변한 사례는 아직 목격되지 않았습니다. 이 녀석을 보면 그런 일은 없어야 합니다.,1195,1324,7,boss_ravinepede,69,,,라바인피드,4,0,3,205,137,205,137,29,29,0,18,41,34,34,165,132,18,29,8577,18,897,34,18
41237,boss_NetherBovine,2,네더보바인은 마계를 기원으로 하는 몬스터입니다. 지능이 있는 마족이 아니라 마족이 사육하는 마계의 야수입니다.,1462,873,0,boss_netherbovine,21,,,네더보바인,1,0,3,83,55,83,55,11,7,0,4,10,10,10,44,44,5,7,2409,13,186,4,13
41238,boss_Carnivore,0,도대체 이 녀석은 어떤 동물을 잡아 먹어 흡수했기에 눈을 가지게 된 것인지 알 수 없습니다.,1368,1354,7,boss_carnivore,30,,,광폭해진 카너버,4,0,3,79,42,79,42,12,12,0,9,18,15,15,58,46,9,12,3526,9,415,17,9
41239,boss_TombLord,3,예전에는 무덤을 도굴에서 지키는 숨어있는 수호자의 역할을 담당하던 시절도 있었습니다.,1898,1466,0,boss_tomblord,67,,,툼로드,1,0,3,263,141,263,141,39,27,0,12,35,33,33,139,139,15,27,8102,33,598,12,33
41240,boss_Achat,3,왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다. 자카리엘 대왕이 제조법을 일부러 남기지 않았기에 천 년 넘게 제조되지 않았으나 최근에 왕릉이 열리면서 이것을 다시 만들어보려는 시도가 있다고 합니다.,2245,2035,5,boss_achat,81,,,에하트,3,0,3,289,155,341,183,42,30,0,40,35,40,40,177,222,15,30,32700,18,822,22,33
41241,boss_Shnayim,3,왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다. 일부 학자와 마법사들은 최근에 왕릉이 열리자 에하트를 재복원하는 일에 성공하면 쉬나임도 시도하려고 한다고 합니다.,1236,1488,5,boss_shnayim,64,,,쉬나임,3,0,3,170,113,205,136,32,21,0,32,27,32,32,112,141,11,21,8676,14,643,17,26
41242,boss_honeypin,2,아우스테야 여신께서 그 임무를 살피기 어려워지시면서 여신의 손길에서 벗어난 이러한 몬스터들이 나타나기 시작했습니다.,1376,1061,7,boss_honeypin,64,,,허니핀,2,0,3,184,99,192,103,27,38,0,14,79,32,32,133,119,32,38,7811,14,721,23,17
41243,boss_Rajapearl,2,이 종류의 몬스터가 신수의 날 이후 변형되어 활동 공간을 바다에서 육지로 옮긴 것인지 마계의 생물이 넘어온 것인지는 확실하지 않습니다. 일단 유라테 여신께서는 이들에 대해 관심을 보이지 않고 있습니다.,1989,2142,4,boss_rajapearl,123,,,라자펄,0,0,3,578,248,651,279,58,64,0,54,118,61,61,357,399,49,64,53005,22,1103,22,43
41244,boss_Strongholder,2,마계에서 강력한 전사로 이름을 떨치던 이들이 길티네의 명으로 우리 세계에 발을 디뎠습니다.,993,1159,0,boss_strongholder,17,,,사이클롭스,1,0,3,73,49,73,49,9,6,0,3,8,8,8,40,40,4,6,1941,10,146,3,10
41245,boss_archon,3,아콘은 마계에서 비교적 높은 지위에 속하며 전투 외에도 많은 일을 담당하는 마족입니다.,1260,1285,2,boss_archon,61,,,아콘,3,0,3,155,103,187,125,30,20,0,31,27,30,30,101,127,11,20,8235,14,623,17,25
41246,boss_Carapace,3,"많은 몬스터들이 신수의 날에 온갖 종류의 변형을 일으켰지만, 캐러페이스는 그 가운데도 독특한 경우에 해당합니다. 이 몬스터는 탈피동물이 벗어버린 껍질에서 발생했습니다.",532,1242,4,boss_carapace,19,,,캐러페이스,2,0,3,63,27,66,28,7,10,0,4,27,9,9,44,39,11,10,2180,4,211,7,5
41247,boss_werewolf,2,웨어울프는 오래 전부터 여러 세상을 방랑하던 종족입니다. 어느 세계나 세상에도 속하지 않던 이들은 최근 신수의 날이 자신들에게는 좋은 기회가 될 것이라고 생각하고 있습니다.,1504,2028,0,boss_werewolf,114,,,웨어울프,0,0,3,446,297,506,337,54,60,0,50,110,57,57,322,360,45,60,48396,20,1017,20,40
41248,Tiny,2,귀여운 외모 탓에 많은 사람들이 티니를 길들이려 하였으나 성공한 적이 없다고 합니다.,1142,1050,5,mon_tiny,56,,,티니,0,2,1,95,78,123,100,27,28,0,26,56,28,28,76,85,23,28,974,10,498,10,20
41249,TreeAmbulo,2,트리암불로는 마계에 기원한 몬스터로 선입견과 달리 생물이나 사물이 변형된 몬스터가 아닙니다. 그럼에도 불구하고 마족들은 이들을 자기 세계의 화분 식물이라고 생각하긴 합니다.,943,1341,1,mon_treeambulo,96,,"[{""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1421, ""TimeRespawn"": 0, ""Population"": 10}]",트리암불로,4,2,0,275,224,275,224,39,39,0,25,60,48,48,238,190,25,39,3432,25,1247,47,25
41252,Spion,2,잘 훈련시키면 주인을 따릅니다. 문제는 그 주인이란 대개 마족이란 점입니다.,3528,1134,7,mon_spion,163,,"[{""Map"": 1174, ""TimeRespawn"": 200000, ""Population"": 15}, {""Map"": 1174, ""TimeRespawn"": 20000, ""Population"": 20}]",스피온,0,2,1,519,425,597,489,78,84,0,71,158,81,81,413,461,64,84,16277,29,1462,29,57
41253,mirtislampa,2,마족의 일상 생활에 쓰이는 사물 역할을 하는 하급 마족의 일원입니다.,117,18,0,mon_mirtislampa,1,,,미티스램파,1,2,0,37,15,37,15,1,0,0,1,2,0,0,18,18,1,0,12,3,13,1,3
41254,spekull,3,거짓말쟁이와 사기꾼들의 망령이 마계에서 몬스터로 변하면 이런 꼴이 됩니다.,84,60,0,mon_spekull,1,,,스페컬,1,2,0,31,21,31,21,1,0,0,1,2,0,0,18,18,1,0,12,3,13,1,3
41255,scab,3,케도라 상단이 이 몬스터를 활용해 상품을 만들 궁리를 하고 있다고 합니다.,84,60,0,mon_scab,1,,,스캡,3,2,0,27,18,31,21,1,0,0,3,2,0,0,16,21,1,0,12,1,13,1,3
41256,Shredded,0,쉬레디드는 마족이 강력한 원혼으로 몬스터를 만들 때 떨어져 나온 부산물에서 기원한 몬스터입니다. ,701,1000,0,mon_shredded,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",쉬레디드,1,2,1,70,47,70,47,11,7,0,4,10,10,10,36,36,5,7,306,12,179,4,12
41257,Yekubite,0,예쿱은 마계에서 악명를 떨친 존재이며 많은 분신을 낳아 세상에 퍼뜨렸습니다. 에큐바이트는 그런 분신들에게 붙여진 이름입니다.,1050,533,4,mon_yekubite,20,,"[{""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 5}, {""Map"": 1061, ""TimeRespawn"": 0, ""Population"": 20}]",에큐바이트,2,2,1,44,36,46,37,8,11,7,5,29,10,10,38,34,12,11,307,5,244,9,6
41258,Shardstatue,3,신성이 떠난 여신상에 빙의한 마족이 자신만의 피조물로 만든 몬스터입니다.,3982,2123,5,mon_shardstatue,170,,"[{""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 12}, {""Map"": 1172, ""TimeRespawn"": 0, ""Population"": 10}]",샤드스태튜,3,2,1,621,414,709,472,88,64,98,81,77,85,85,409,512,31,64,17732,38,1717,45,67
41260,Cire,0,"정확히는 초목이 변형된 몬스터가 아니라 썩어가는 초목이 생명을 얻은 것이라 합니다만, 그 흔적은 찾기 쉽지 않습니다.",1570,4105,5,mon_cire,174,,,사이어,4,2,2,716,385,716,385,75,75,0,46,112,87,87,526,420,46,75,19191,46,2238,83,46
41264,TreeGool,2,몬스터로 변한 후 목질이 단단해지고 잎이 없어진 트리굴은 없어진 광합성 능력을 사냥으로 보충합니다.,1750,1591,0,mon_treegool,122,,"[{""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 13}]",트리굴,4,2,1,389,318,389,318,53,53,0,33,81,61,61,334,267,33,53,5712,33,1577,59,33
41265,Cyst,0,움직이지 못하니 접근하지 않으면 별 문제 없는 몬스터이지만 특이하게도 쓸만한 기름을 채취할 수 있기에 일반인들이 사고를 당하기도 합니다.,2873,2213,7,mon_cyst,153,,"[{""Map"": 2301, ""TimeRespawn"": 25000, ""Population"": 29}]",시스트,4,2,1,569,379,569,379,64,64,0,41,102,76,76,449,359,41,64,13238,41,1967,73,41
41266,Ammon,2,암몬은 고대부터 존재한 몬스터로 많은 사람을 해쳤습니다.,1090,837,1,mon_ammon,66,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 15}]",암몬,0,2,1,147,98,182,121,31,33,0,30,64,33,33,107,120,27,33,1183,12,591,12,24
41267,operor,2,"오페러는 비교적 원형을 유지하고 있는 몬스터지만, 그 공격성과 사나움은 심해졌습니다. ",680,1047,7,mon_operor,59,,"[{""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 15}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}, {""Map"": 1201, ""TimeRespawn"": 0, ""Population"": 10}]",오페러,2,2,0,133,71,141,75,25,32,0,13,68,29,29,95,85,29,32,764,13,661,21,16
41268,Chafperor,3,벌과 딱정벌레의 장점에 변이된 몬스터의 사나움이 깃든 몬스터입니다. 벌처럼 체계를 지닙니다.,1656,1016,7,mon_chafperor,64,,"[{""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 25}, {""Map"": 1221, ""TimeRespawn"": 0, ""Population"": 20}]",체이퍼러,2,2,0,144,96,151,100,27,38,0,14,79,32,32,113,101,32,38,833,14,721,23,17
41269,RavineLerva,2,식물변형이란 점이 밝혀지기 전에는 어떤 몬스터의 유충이 아닌가 추측이 있었습니다.,1591,2080,7,mon_ravinelerva,121,,"[{""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 15}, {""Map"": 1231, ""TimeRespawn"": 20000, ""Population"": 14}, {""Map"": 1231, ""TimeRespawn"": 15000, ""Population"": 5}]",러바인러바,4,2,1,453,243,453,243,52,52,0,32,79,60,60,330,264,32,52,5642,32,1571,59,32
41273,Vesper,2,왕릉에 서식하던 동물이 근래에 마기의 영향을 받아 변형된 몬스터입니다.,1631,798,0,mon_vesper,85,,"[{""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 7}, {""Map"": 1341, ""TimeRespawn"": 0, ""Population"": 20}]",베스퍼,3,2,0,276,118,332,142,44,31,0,42,35,42,42,157,197,15,31,3342,19,861,23,34
41274,Karas,3,엄밀히는 골렘의 일종이나 만든이의 염원이 담긴 이름을 지닌 마법피조물입니다.,1860,715,0,mon_karas,83,,"[{""Map"": 1331, ""TimeRespawn"": 0, ""Population"": 10}]",카라스,3,2,1,210,172,254,208,43,31,0,41,35,41,41,152,190,15,31,4063,19,835,22,34
