$ID,$ID_NAME,Icon,Link_Collections,Link_Cubes,Link_Materials,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Target,Name,Price,Tradability,Type
10057,R_SWD01_132,icon_item_weapon_misc1,,,"[{""Item"": 10057, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 4}, {""Item"": 645213, ""Quantity"": 4}]",,[10057],,101132,Recipe - 사이프,0,1111,21
10058,R_SWD01_133,icon_item_weapon_misc1,,,"[{""Item"": 10058, ""Quantity"": 1}, {""Item"": 101132, ""Quantity"": 1}, {""Item"": 101132, ""Quantity"": 1}]",,[10058],,101133,Recipe - 콜리슈마르드,0,1111,21
10059,R_SWD01_134,icon_item_weapon_misc1,,,"[{""Item"": 10059, ""Quantity"": 1}, {""Item"": 645614, ""Quantity"": 9}, {""Item"": 645208, ""Quantity"": 2}]",,[10059],,101134,Recipe - 피란기,0,1111,21
10060,R_SWD01_135,icon_item_weapon_misc1,,,"[{""Item"": 10060, ""Quantity"": 1}, {""Item"": 645559, ""Quantity"": 6}]",,[10060],,101135,Recipe - 쏜 커터,0,1111,21
10061,R_SWD01_136,icon_item_weapon_misc1,,,"[{""Item"": 10061, ""Quantity"": 1}, {""Item"": 645580, ""Quantity"": 15}, {""Item"": 645391, ""Quantity"": 2}]",,[10061],,101136,Recipe - 데미온소드,0,1111,21
10067,R_SWD02_127,icon_item_weapon_misc3,,,"[{""Item"": 10067, ""Quantity"": 1}, {""Item"": 645191, ""Quantity"": 7}]",,[10067],,102127,Recipe - 에산치우 소드,0,1111,21
10068,R_SWD02_128,icon_item_weapon_misc3,,,"[{""Item"": 10068, ""Quantity"": 1}, {""Item"": 645177, ""Quantity"": 7}]",,[10068],,102128,Recipe - 크래그 소드,0,1111,21
10069,R_SWD02_129,icon_item_weapon_misc3,,,"[{""Item"": 10069, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 28}]",,[10069],,102129,Recipe - 필그림 소드,0,1111,21
10070,R_SWD02_130,icon_item_weapon_misc3,,,"[{""Item"": 10070, ""Quantity"": 1}, {""Item"": 645481, ""Quantity"": 20}]",,[10070],,102130,Recipe - 이스토라 소드,0,1111,21
10071,R_SWD01_138,icon_item_weapon_misc1,,,"[{""Item"": 10071, ""Quantity"": 1}, {""Item"": 645657, ""Quantity"": 11}, {""Item"": 645654, ""Quantity"": 7}]",,[10071],,101138,Recipe - 코페론 소드,0,1111,21
10072,R_SWD01_139,icon_item_weapon_misc1,,,"[{""Item"": 10072, ""Quantity"": 1}, {""Item"": 645676, ""Quantity"": 15}, {""Item"": 645678, ""Quantity"": 5}]",,[10072],,101139,Recipe - 슈페리어 코페론 소드,0,1111,21
10073,R_SWD03_110,icon_item_weapon_misc4,,,"[{""Item"": 10073, ""Quantity"": 1}, {""Item"": 645698, ""Quantity"": 2}, {""Item"": 645613, ""Quantity"": 45}, {""Item"": 645213, ""Quantity"": 78}]",,[10073],,103110,Recipe - 샤크 커터,0,1111,21
10083,R_SWD03_111,icon_item_weapon_misc4,,"[642911, 642919]","[{""Item"": 10083, ""Quantity"": 1}, {""Item"": 645213, ""Quantity"": 76}, {""Item"": 645373, ""Quantity"": 42}]",,[10083],,103111,Recipe - 세이모스 소드,0,1111,21
10085,R_SWD04_104,icon_item_weapon_misc4,,,"[{""Item"": 10085, ""Quantity"": 1}, {""Item"": 645547, ""Quantity"": 48}, {""Item"": 645545, ""Quantity"": 30}, {""Item"": 645205, ""Quantity"": 4}]",,[10085],,104104,Recipe - 루마 소드,0,1111,21
10089,R_SWD03_113,icon_item_weapon_misc4,,"[642903, 642920]","[{""Item"": 10089, ""Quantity"": 1}, {""Item"": 645551, ""Quantity"": 38}, {""Item"": 645370, ""Quantity"": 60}]",,[10089],,103113,Recipe - 마가스 소드,0,1111,21
10092,R_SWD04_106,icon_item_weapon_misc5,,"[642906, 642920]","[{""Item"": 10092, ""Quantity"": 1}, {""Item"": 645561, ""Quantity"": 45}, {""Item"": 645465, ""Quantity"": 56}, {""Item"": 645379, ""Quantity"": 3}]",,[10092],,104106,Recipe - 카타콤 블레이드,0,1111,21
10093,R_SWD02_138,icon_item_weapon_misc3,,,"[{""Item"": 10093, ""Quantity"": 1}, {""Item"": 645237, ""Quantity"": 20}, {""Item"": 645601, ""Quantity"": 4}]",,[10093],,102138,Recipe - 비니 코페론 소드,0,1111,21
