$ID,$ID_NAME,CircleMax,Description,Icon,IsHidden,IsSecret,JobDifficulty,JobTree,JobType,Link_Attributes,Link_Skills,Name,Rank,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR
2004,Char2_4,3,사이코 키노는 염동력을 사용하여 중력을 조작할 수도 있고 적을 끌어당기거나 던져버릴 수 있습니다. ,c_wizard_psychokino,False,False,2,4,"[0, 7]","[204004, 204009, 204017, 204001, 204007, 204011, 204015, 204010, 204012, 204018, 204016, 204019, 204020, 204021]","[20301, 20302, 20303, 20304, 20305, 20308, 20306, 20307]",사이코키노,3,3,4,8,7,3
2005,Char2_5,3,알케미스트는 연금술을 이용하여 젬을 강화하거나 아이템의 합성 또는 제작을 할 수 있습니다.,c_wizard_alchemist,False,False,2,4,[4],"[211001, 211007, 211004, 211005, 211006, 211008]","[21001, 21002, 21007, 21005, 21006, 21003, 21008]",알케미스트,6,3,4,8,7,3
2006,Char2_6,3,소서러는 악마를 소환하는 마법사입니다. 소환된 악마를 조종하거나 탑승하여 적을 상대합니다.,c_wizard_sorcerer,False,False,1,4,"[3, 0]","[208003, 208014, 208001, 208002, 208006, 208007, 208013, 208009, 208008, 208010, 208011]","[60, 61, 62, 20701, 20706, 20707, 20708, 20702, 20703, 20704, 20705, 20709, 20710]",소서러,5,3,4,8,7,3
2007,Char2_7,3,"링커는 동료를 서로 연결하여 받는 피해량을 줄이거나, 적군을 묶어서 적에게 주는 피해량을 증폭시킬 수 있습니다.",c_wizard_linker,False,False,1,4,[7],"[205006, 205001, 205007, 205008, 205009, 205002, 205005, 205004, 205011, 205003, 205012, 205013, 205014]","[20401, 20402, 20403, 20404, 20405, 20407, 20406]",링커,3,3,4,8,7,3
2008,Char2_8,3,"크로노맨서는 시간을 조작하는 마법사입니다. 시간을 빠르게 하거나 멈춰서 동료들을 도울 수도 있고, 이전의 상태로 시간을 되돌릴 수도 있습니다.",c_wizard_chronomancer,False,False,2,4,[7],"[209001, 209003, 209004, 209002, 209006, 209007, 209005]","[20801, 20802, 20803, 20804, 20805, 20806, 20807]",크로노맨서,5,3,4,8,7,3
2009,Char2_9,3,네크로맨서는 사체를 이용한 마법을 사용하는 클래스입니다. 틈틈히 모아둔 사체로 적을 공격하거나 소환물을 만들어 낼 수 있습니다.,c_wizard_necromancer,False,False,2,4,"[3, 0]","[210014, 210016, 210001, 210006, 210008, 210011, 210002, 210004, 210003, 210005, 210019, 210007, 210015, 210009, 210018, 210010, 210017, 210021, 210012, 210020, 210013]","[60, 61, 62, 20901, 20902, 20903, 20904, 20907, 20906, 20908, 20909, 20910, 20911]",네크로맨서,6,3,4,8,7,3
2010,Char2_10,3,쏘마터지는 대상의 속성과 형태를 변화시키는 마법을 구사합니다. 적을 작게 변형시키거나 동료의 신체를 강화시켜 전투에 도움을 줍니다.,c_wizard_thaumaturge,False,False,0,4,[7],"[206001, 206008, 206009, 206014, 206005, 206007, 206004, 206006, 206011, 206002, 206010, 206015, 206003, 206013]","[20501, 20502, 20503, 20504, 20505, 20506, 20507]",쏘마터지,4,3,4,8,7,3
2011,Char2_11,3,엘리멘탈리스트는 원소의 힘을 다루는 마법사입니다. 강력한 공격 마법을 갖고 있지만 기술을 재사용하기까지 시간이 필요하므로 동료와의 협력이 중요합니다.,c_wizard_elementalist,False,False,2,4,[0],"[207017, 207018, 207019, 207007, 207013, 207004, 207015, 207001, 207014, 207024, 207022, 207010, 207028, 207025, 207026, 207027]","[20601, 20602, 20603, 20604, 20609, 20607, 20605]",엘리멘탈리스트,4,3,4,8,7,3
2012,Char2_12,3,미믹,c_wizard_thaumaturge,False,False,,4,,,,미믹,200,3,4,8,7,3
2013,Char2_13,3,다오시 더미,c_wizard_daoshi,False,False,,4,,,,도시더미,200,3,4,8,7,3
2014,Char2_14,3,세이지는 지식을 통해 세계의 원리를 깨우쳐 공간을 조작할 수 있게 된 마법사 클래스입니다. 차원을 조작하는 마법을 사용하거나 포탈을 이용해 자신이 아는 곳으로 이동할 수 있습니다.,c_wizard_sage,False,False,2,4,"[0, 7]","[216001, 216002, 216008, 216011, 216003, 216004, 216009, 216012, 216005, 216014, 216013, 216010, 216015]","[21401, 21403, 21404, 21405, 21408, 21409, 21410, 21411]",세이지,8,3,4,8,7,3
2015,Char2_15,3,워록은 악령의 힘을 사용하는 마법사입니다. 적을 처치해 악령을 소환하거나 조종할 수 있습니다.,c_wizard_warlock,False,False,1,4,[0],"[212001, 212019, 212002, 212003, 212011, 212005, 212012, 212014, 212007, 212008, 212016, 212018, 212009, 212010, 212013, 212015, 212017]","[21201, 21202, 21203, 21204, 21205, 21206, 21207, 21208]",워록,7,3,4,8,7,3
2016,Char2_16,3,페더풋은 주술적인 힘을 사용하는 마법사입니다. 적의 생명 에너지를 흡수하거나 적을 저주하여 동료를 돕습니다.,c_wizard_featherfoot,False,False,2,4,[0],"[213010, 213019, 213003, 213004, 213001, 213005, 213006, 213013, 213007, 213008, 213014, 213015, 213016, 213011, 213017, 213012, 213018]","[21101, 21102, 21103, 21104, 21105, 21106, 21107, 21108, 21109]",페더풋,7,3,4,8,7,3
2017,Char2_17,1,"룬캐스터는 마력이 담긴 고대의 문자를 사용하는 마법사입니다. 문자의 힘을 끌어내는 데는 시간이 걸리지만, 그 위력은 매우 강력합니다.",c_wizard_runecaster,True,True,2,4,[0],"[214001, 214003, 214008, 214002, 214004, 214005, 214006]","[21301, 21302, 21303, 21304, 21305]",룬캐스터,6,3,4,8,7,3
2018,Char2_18,3,인챈터 클래스는 자신이 가진 마법을 소모성 아이템으로 만들거나 장비 아이템에 직접 효과를 부여해 동료를 돕는 마법사입니다.,c_wizard_enchanter,False,False,2,4,"[7, 4]","[215001, 215007, 215008, 215004, 215009, 215005, 215006]","[21504, 21505, 21506, 21507, 21508, 21509, 21510, 21511]",인챈터,8,3,4,8,7,3
2019,Char2_19,3,섀도우맨서는 그림자를 이용하여 적에게 강력한 공격을 하거나 숨어 생존하는 마법사 클래스 입니다.{nl}타니엘 1세 기념구의 도서관 별관 지붕에 나타나는 그림자에 말을 걸면 시작됩니다.,c_wizard_shadowmancer,True,False,2,4,[0],"[217001, 217004, 217002, 217005, 217003, 217008, 217006, 217009]","[21601, 21602, 21603, 21604, 21605, 21606, 21613]",섀도우맨서,8,3,4,8,7,3
2020,Char2_20,3,음양사는 식신령을 소환하고 음양오행에 관련된 마법을 사용하는 클래스 입니다. 다수의 적을 효과적으로 상대할 수 있습니다.{nl}클라페다의 기사단장 우스카에게 초조해 보인다며 말을 걸면 시작됩니다.,c_wizard_onmyoji,True,False,1,4,[0],"[218001, 218002, 218017, 218018, 218003, 218004, 218005, 218016, 218006, 218007, 218008, 218009, 218010, 218011, 218012, 218013, 218014, 218015, 218019, 218020]","[21607, 21608, 21609, 21610, 21611, 21612, 21614]",음양사,8,3,4,8,7,3
3001,Char3_1,3,아처는 활과 다양한 보조 장비를 활용하여 원거리 전투와 이동 공격에 강한 클래스 입니다.,c_archer_archer,False,False,1,0,[0],"[10000, 301016, 301021, 301018, 301022, 301001, 301013, 301004, 301014, 301019, 301008, 301017, 301007, 301015, 301010, 301012]","[30004, 30001, 30002, 30005, 30003, 30006, 30007]",아처,1,4,8,3,4,6
3002,Char3_2,3,헌터는 컴패니언에게 명령을 내려 적을 사냥하는 조련 클래스입니다. 목표물을 물고 늘어지거나 숨어있는 적을 찾아내는 등 주인과 협력하여 사냥하는 기술을 사용합니다.,c_archer_hunter,False,False,1,0,"[7, 8]","[10019, 10020, 305008, 305005, 305009, 305003, 305004, 305001, 305010, 305007, 305011, 305002, 305012]","[30401, 30402, 30404, 30405, 30403, 30406, 30407, 30408]",헌터,3,4,8,3,4,6
3003,Char3_3,3,"방패와 쇠뇌를 사용하는 쿼렐슈터는 엄폐물을 사용하여 전략적인 플레이를 하는 클래스로, 적의 원거리 공격을 방어하는 동시에 쇠뇌 기술로 접근하는 적을 처리할 수 있습니다.",c_archer_quarrelshooter,False,False,2,0,[5],"[10000, 303016, 303017, 303001, 303012, 303004, 303007, 303018, 303009, 303015]","[30201, 30202, 30204, 30205, 30206, 30207]",쿼렐슈터,2,4,8,3,4,6
3004,Char3_4,3,레인저는 활을 사용하여 원거리에서 빠른 사격을 하는 클래스로 다수의 적을 상대하는데 특화되어 있습니다.,c_archer_ranger,False,False,1,0,[0],"[10000, 302001, 302014, 302004, 302018, 302021, 302008, 302007, 302019, 302020, 302011, 302022, 302023, 302013, 302015, 302017, 302016]","[30101, 30102, 30103, 30104, 30105, 30106, 30107]",레인저,2,4,8,3,4,6
3005,Char3_5,3,새퍼는 덫을 설치하는 궁수로 적군을 자신의 트랩으로 유인하여 공격하는 클래스 입니다.,c_archer_sapper,False,False,1,0,[1],"[10018, 304019, 304004, 304017, 304020, 304023, 304007, 304018, 304022, 304026, 304010, 304021, 304001, 304016, 304024, 304014, 304013, 304025, 304027]","[30301, 30305, 30302, 30303, 30304, 30306, 30307, 30308]",새퍼,3,4,8,3,4,6
3006,Char3_6,3,독을 전문적으로 사용하는 무고사는 비전의 방법으로 만든 여러가지 고독을 사용해 적을 공격하거나 고혹하게 합니다. ,c_archer_wugushi,False,False,2,0,[0],"[306012, 306009, 306019, 306004, 306010, 306014, 306018, 306007, 306011, 306022, 306021, 306023, 306013, 306020, 306017]","[30501, 30504, 30507, 30508, 30505, 30506, 30509, 30510]",무고사,4,4,8,3,4,6
3007,Char3_7,3,"하카펠은 활과 근접 무기를 동시에 사용하는 기병 클래스입니다. 기동성이 높으며, 활과 검의 다양한 연계 기술을 갖고 있습니다.",c_archer_hackapell,False,False,1,0,[2],"[10024, 10016, 314006, 314001, 314010, 314011, 314003, 314008, 314004, 314005, 314012, 314009, 314014, 314013]","[31301, 31307, 31306, 31305, 31302, 31308, 31309]",하카펠,8,4,8,3,4,6
3008,Char3_8,3,정찰과 침투에 특화된 스카우트는 자신의 모습을 숨길 수 있고 주변의 상황을 동료에게 전달하여 전투를 유리하게 이끌 수 있습니다. ,c_archer_scout,False,False,2,0,[7],"[307001, 307009, 307004, 307007, 307012, 307008, 307011, 307013]","[30601, 30602, 30603, 30604, 30605, 30606, 30608]",스카우트,4,4,8,3,4,6
3009,Char3_9,3,"로그는 승리를 위해서는 무엇이든 하는 전투의 프로입니다. 쇠뇌와 단검을 사용하여 적 뒤에서의 기습, 은신한 상태에서의 활 공격 등 기습전투에 강한 클래스입니다.",c_archer_rogue,False,False,2,0,[0],"[10015, 308005, 308010, 308011, 308001, 308006, 308003, 308009, 308004, 308007, 308008]","[30701, 30702, 30703, 30704, 30705, 30707, 30708, 30706]",로그,5,4,8,3,4,6
3010,Char3_10,3,슈바르츠라이터는 빠른 기동력을 가진 기병 클래스입니다. 권총을 사용한 다채로운 이동 사격기술을 주 특기로 합니다.,c_archer_schwarzereiter,False,False,2,0,[2],"[10016, 311005, 311006, 311013, 311001, 311002, 311009, 311010, 311003, 311011, 311004, 311007, 311008, 311012]","[30901, 30902, 30903, 30904, 30905, 30906, 30907]",슈바르츠라이터,6,4,8,3,4,6
3011,Char3_11,3,플레쳐는 특수한 화살을 제작하고 사용하는 클래스입니다. 다양한 화살들은 적의 종류와 전투의 상황에 따라 강력한 효과를 발휘합니다.,c_archer_fletcher,False,False,2,0,"[0, 4]","[309016, 309017, 309001, 309003, 309012, 309005, 309007, 309013, 309009, 309014, 309010, 309015]","[30801, 30802, 30803, 30804, 30805, 30806]",플레쳐,5,4,8,3,4,6
3012,Char3_12,3,"파이드 파이퍼는 피리를 연주하는 클래스입니다. 피리를 불어 적을 제어하거나 해로운 효과를 부여하고, 아군에겐 이로운 효과를 부여합니다. 피리를 직접 연주할 수도 있습니다.{nl}페디미안의 잡화상인 뮤라스에게 고민이 있어보인다며 말을 걸면 시작됩니다.",c_archer_piedpiper,True,False,1,0,"[7, 5]","[318001, 318002, 318003, 318004, 318005, 318006, 318011, 318012, 318013, 318009, 318010, 318007, 318008, 318014, 318015, 318016]","[31701, 31702, 31703, 31704, 31705, 31706, 31707, 31708]",파이드 파이퍼,8,4,8,3,4,6
3013,Char3_13,1,감정사는 미감정 아이템을 감정할 수 있는 클래스입니다. 전투에서는 아군이나 적을 평가하여 유리한 상황을 이끌어냅니다.,c_archer_appraiser,True,True,2,0,"[7, 4]","[316001, 316002, 316003, 316004]","[31501, 31502, 31503, 31504, 31505]",감정사,5,4,8,3,4,6
3014,Char3_14,3,응사는 매를 다루는 조련 클래스입니다. 까탈스러운 매는 잘 길들일수록 홀로 싸울 때보다 든든한 동료가 되어 줍니다.,c_archer_falconer,False,False,1,0,[7],"[10019, 10020, 310021, 310002, 310001, 310007, 310011, 310005, 310003, 310004, 310016, 310006, 310012, 310017, 310018, 310008, 310010, 310015, 310013, 310014, 310019, 310020]","[31001, 31002, 31003, 31004, 31005, 31006, 31008, 31011, 31012]",응사,6,4,8,3,4,6
3015,Char3_15,3,캐노니어는 강력한 대포를 사용하는 궁수계 클래스입니다. 대포는 사용 전후의 빈틈이 있고 포탄의 번거로운 결점이 있지만 그만큼 강력한 범위와 화력을 자랑합니다.,c_archer_cannoneer,False,False,1,0,[0],"[312001, 10018, 312021, 312002, 312017, 312003, 312006, 312018, 312004, 312007, 312013, 312011, 312019, 312005, 312008, 312009, 312012, 312020, 312010, 312014, 312016, 312022, 312015]","[31101, 31102, 31103, 31104, 31105, 31106, 31107, 31108]",캐노니어,7,4,8,3,4,6
3016,Char3_16,3,"머스킷티어는 장총을 사용하는 총병 클래스입니다. 활과 동시에 사용할 수는 없지만, 장총을 사용한 연사공격과 근접전에 효과적인 기술을 갖고 있습니다.",c_archer_musketeer,False,False,2,0,[0],"[10021, 311005, 313001, 313030, 313002, 313003, 313009, 313004, 313010, 313012, 313021, 313005, 313016, 313017, 313025, 313011, 313022, 313023, 313026, 313027, 313029]","[31201, 31202, 31204, 31211, 31207, 31208, 31203, 31209, 31210]",머스킷티어,7,4,8,3,4,6
3017,Char3_17,3,양손활을 주 무기로 사용하는 메르겐은 다수의 적들을 상대할 때 특히 강한 궁수 클래스입니다.,c_archer_mergen,False,False,0,0,[0],"[315001, 315002, 315009, 315003, 315012, 315005, 315013, 315006, 315011, 315014, 315007, 315010, 315015]","[31401, 31402, 31404, 31405, 31407, 31406, 31408, 31409]",메르겐,8,4,8,3,4,6
3018,Char3_18,3,불릿마커는 각종 속성이나 효과를 가지는 탄을 사용하는 궁수 클래스 입니다.{nl}의뢰소장 로타와 여러 번 대화 후 그린가의 장원으로 가 불릿 마커 마스터를 만나세요.,c_archer_bulletmarker,True,False,0,0,[0],"[311006, 317001, 317002, 317003, 317013, 317004, 317008, 317012, 317005, 317009, 317010, 317006, 317015, 317007, 317014, 317011]","[31605, 31601, 31602, 31603, 31604, 31606, 31607, 31608, 31609, 31610, 31611, 31612]",불릿 마커,8,4,8,3,4,6
4001,Char4_1,3,"클레릭은 여신의 은총으로 동료에게는 치유와 보호 마법을, 적군에게는 강력한 타격을 줍니다.",c_cleric_cleric,False,False,2,1,[7],"[10000, 401009, 401004, 401010, 401016, 401019, 401020, 401021, 401001, 401008, 401014, 401017, 401007, 401011, 401013, 401012]","[40001, 40002, 40003, 40004, 40005, 40006, 40007]",클레릭,1,6,3,4,7,5
4002,Char4_2,3,프리스트는 성물을 사용하여 동료에게 축복을 내리고 성스러운 힘으로 죽은 이를 부활 시키는 성직자 클래스 입니다.,c_cleric_priest,False,False,1,1,[7],"[10000, 10018, 403001, 403012, 403004, 403008, 403010, 403009, 403011, 403006, 403014, 403015]","[40201, 40202, 40203, 40204, 40205, 40206, 40209, 40207, 40210]",프리스트,2,6,3,4,7,5
4003,Char4_3,3,불을 섬기는 사제인 크리비는 성스러운 불을 사용하여 동료의 회복을 돕거나 적에게 강력한 피해를 입힙니다.,c_cleric_kriwi,False,False,2,1,[7],"[10000, 402005, 402004, 402008, 402014, 402013, 402009, 402010, 402007, 402017, 402001, 402006, 402011, 402015, 402016]","[40101, 40102, 40103, 40104, 40105, 40106]",크리비,2,6,3,4,7,5
4004,Char4_4,3,부두술의 사제인 보코르는 죽은 사체를 되살려 좀비로 만들거나 적에게 저주를 걸어 멀리서 괴롭힐 수 있습니다.,c_cleric_bokor,False,False,1,1,"[3, 0]","[404015, 404001, 404010, 404008, 404009, 404004, 404005, 404013, 404016, 404017, 404011, 404007, 404012, 404018]","[60, 61, 62, 40301, 40302, 40303, 40304, 40305, 40306, 40307, 40308, 40309]",보코르,3,6,3,4,7,5
4005,Char4_5,3,자연의 힘을 이용하는 드루이드는 땅에 핀 풀을 조종하여 아군에 도움을 주거나 직접 몬스터로 변신하여 몬스터가 가진 기술을 사용할 수 있는 사제 클래스입니다.,c_cleric_druid,False,False,2,1,[7],"[410003, 410004, 410005, 410006, 410007, 410008, 410001, 410009, 410012, 410002, 410015, 410014, 410018, 410016, 410017]","[40902, 40906, 40903, 40901, 40910, 40905, 40904, 40911, 40908, 40909]",드루이드,6,6,3,4,7,5
4006,Char4_6,3,"사두는 자신의 영혼을 유체화하여 적의 눈에 보이지 않게 활동하거나, 자신의 힘을 동료에게 전송할 수 있습니다. ",c_cleric_sadhu,False,False,1,1,"[0, 7]","[406004, 406010, 406007, 406009, 406001, 406008, 406012, 406005, 406013, 406014, 406015, 406016]","[40501, 40502, 40504, 40503, 40505, 40506]",사두,4,6,3,4,7,5
