$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
11107,ABAND01_107,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 한편으로 적에게 주요인물로 부각되기도 합니다. ,-1,2,icon_item_armband_chief,40,,,,,,,4,치프 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11108,ABAND01_108,,,,,"이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 한편으로 적에게 주요인물로 부각되며, 상황에 따라 자랑할 기회가 되거나 위기를 불러올 수도 있습니다.",-1,2,icon_item_armband_silver,40,,,,,,,4,실버 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11109,ABAND01_109,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 가끔은 사람들 앞에서 일부러 유리에 흠집을 내는 모습을 보여주어도 좋습니다.,-1,2,icon_item_armband_dia,40,,,,,,,4,다이아 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11110,ABAND01_110,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 술장식에 기념품을 달아 자신만의 개성을 나타내는 사람도 있다고 합니다. ,-1,2,icon_item_armband_singletassel,40,,,,,,,4,술 장식 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11111,ABAND01_111,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 몇몇 사람들의 오해와는 달리 이 밴드의 모양새는 사두 마스터와는 아무런 관련이 없습니다.  ,-1,2,icon_item_armband_shaman,40,,,,,,,4,샤먼 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11112,ABAND01_112,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 왕국의 해군력이 약하던 시절 유명한 해적단이 사용하던 장식이라는 설이 있습니다.,-1,2,icon_item_armband_orient,40,,,,,,,4,오리엔트 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11113,ABAND01_113,,,,,시즌 한정 서버에 참여하신 분들께 감사한 마음으로 드리는 작은 기념품 암밴드입니다.,-1,2,icon_item_armband_gold,1,,,,,,,4,골든 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11114,ABAND01_114,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 신수의 날 이후 나무와 풀이라면 지겹다는 사람들도 이 밴드는 곧잘 차고 다닙니다.,-1,2,icon_item_armband_leaf,40,,,,,,,4,잎사귀 무늬 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11115,ABAND01_115,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 절대로 실제 잠자리를 박제하여 붙인 것은 아닙니다. ,-1,2,icon_item_armband_dragonfly1,40,,,,,,,4,잠자리 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11116,ABAND01_116,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 아군 느낌 아니까..,-1,2,icon_item_armband_exclamationmark_icon,40,,,,,,,4,느낌있는 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11117,ABAND01_117,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 차고 있다고 자신이 누군가에게 선물이 되지는 않습니다.,-1,2,icon_item_armband_ribbon,40,,,,,,,4,리본 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11118,ABAND01_118,,,,,이것을 매고 있으면 아군을 구분하는데 도움을 줍니다. 또한 어쩐지 많은 사람의 지지를 받는 기분이 듭니다. ,-1,2,icon_item_armband_facebook,40,,,,,,,4,엄지척 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11119,ABAND01_119,,,,,길드 배틀에서 1위를 달성한 길드원에게 주어지는 암밴드입니다.,-1,2,icon_item_armband_01,40,,,,,,41,4,길드 배틀 1위 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11120,ABAND01_120,,,,,길드 배틀에서 2위를 달성한 길드원에게 주어지는 암밴드입니다.,-1,2,icon_item_armband_02,40,,,,,,42,4,길드 배틀 2위 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11121,ABAND01_121,,,,,길드 배틀에서 3위를 달성한 길드원에게 주어지는 암밴드입니다.,-1,2,icon_item_armband_03,40,,,,,,43,4,길드 배틀 3위 암밴드,0,0,1111,40,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11122,ABAND01_122,,,,,선도부가 착용하는 암밴드입니다.,-1,2,icon_item_armband_freshness,1,,,,,,,4,선도 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11123,ABAND01_123,,,,,불량 서클을 표시하는 암밴드입니다.,-1,2,icon_item_armband_skull,1,,,,,,,4,백골 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11124,ABAND01_124,,,,,귀여운 토끼가 인상적인 암밴드입니다.,-1,2,icon_item_armband_bunny,1,,,,,,,4,바니즈 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11125,ABAND01_125,,,,,흰색 하트가 인상적인 암밴드입니다.,-1,2,icon_item_armband_nurse,1,,,,,,,4,순백의 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11126,ABAND01_126,,,,,지구가 행복해지기를 기원하는 구원자가 착용하는 암밴드입니다.,-1,2,icon_item_armband_g9,1,,,,,,,4,지구의 행복 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11127,ABAND01_127,,,,,바카리네가 아끼는 디오니스를 모방한 암밴드입니다.,-1,2,icon_item_armband_dinios,1,,,,,,,4,디오니스 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11128,ABAND01_128,,,,,뇌오세의 스페셜리스트임을 증명하는 암밴드입니다.,-1,2,icon_item_armband_e_speicialbrain,1,,,,,,,4,TOS 스페셜티 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11129,ABAND01_129,,,,,황금 개의 해를 기념하여 만든 암밴드입니다.,-1,2,item_icon_armband_golddog2018,1,,,,,,,4,황금 멍멍 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11131,ABAND01_119_COLONY_30,,,,,콜로니전 베타 참여자에게 지급되는 암밴드 입니다.,-1,2,icon_item_armband_01,40,,,,,,54,4,Territory Wars Tester Armband (30days),0,0,1111,40,0,0,0,0,0,0,0,0,0.0,2592000.0,0000,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11132,ABAND01_119_COLONY_90,,,,,콜로니전 베타 참여자에게 지급되는 암밴드 입니다.,-1,2,icon_item_armband_01,40,,,,,,55,4,Territory Wars Tester Armband  (90days),0,0,1111,40,0,0,0,0,0,0,0,0,0.0,7776000.0,0000,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
11133,ABAND01_131,,,,,길드 있어 트오세 있다 이벤트를 기념하여 만든 암밴드입니다.,-1,2,icon_item_armband_guild04,1,,,,,,,4,길드 사랑 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11134,ABAND01_132,,,,,축구 캡틴을 상징하는 암밴드입니다.,-1,2,icon_item_armband_captain_soccer,1,,,,,,,4,캡틴 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1101,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11135,ABAND01_133,,,,,축구 서포터즈를 상징하는 암밴드입니다.,-1,2,icon_item_armband_supporter_soccer,1,,,,,,,4,서포터즈 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1101,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11136,ABAND01_134,,,,,별의 탑을 향하여 이벤트 참여자에게 지급되는 암밴드입니다.,-1,2,icon_item_armband_stararrow,1,,,,,,,4,별의 탑 영웅 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11137,ABAND01_130_THA,,,,,태국 1주년을 기념하여 제작된 암밴드 입니다.,-1,2,icon_item_armband_th1stanniversary,1,,,,,,,4,태국 1주년 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,1111,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11138,ABAND01_138,,,,,콜로니를 점령한 길드에게 지급되는 암밴드입니다.{nl}정복자의 상징입니다.,-1,2,icon_item_armband_colony01,1,,,,,,,4,정복자의 암밴드,0,0,1111,1,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
11139,ABAND01_139,,,,,콜로니를 점령한 길드에게 지급되는 암밴드입니다.{nl}정복자의 상징입니다.,-1,2,icon_item_armband_colony01,1,,,,,,,4,정복자의 암밴드(1일),0,0,1111,1,0,0,0,0,0,0,0,0,0.0,86400.0,0001,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3]",23,11,4,False,False,10.0
12111,HAIR_M_101,,,,,왕국의 유서깊은 가문의 계승자가 처음 이런 머리 모양을 한 후 상류층 사이에서 많은 이들이 이를 따라했습니다. 다만 외모가 받쳐주지 않는다면 완벽한 매력을 발산하기 약간 어렵습니다.,-1,,hair_lancer_male,0,,,,,,,4,테리우스,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12112,HAIR_M_102,,,,,천년제를 즈음하여 복원된 머리 모양으로 많은 사람들이 흉내를 내려 했으나 만들기도 유지하기도 어렵기 때문에 귀족들이 주로 하였습니다.,-1,,hair_puppeteer_male,0,,,,,,,4,댄디 웨이브컬,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12113,HAIR_M_103,,,,,"짧은 머리가 예쁘게 어울립니다. 다만 머리를 짧게 자르는 일에 가장 큰 장점은 잘라낸 머리카락을 팔 수도 있다는 점입니다, ",-1,2,hair_messy,0,,,,,,,4,숏 컷,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12114,HAIR_M_104,,,,,상대가 당신의 살짝 가린 얼굴에 매력을 느낄 것입니다.,-1,2,hair_thaumaturge,0,,,,,,,4,비대칭 숏 컷,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12115,HAIR_M_105,,,,,은근한 금빛을 머금은 머릿결이 한 줄기가 당신의 뒷모습을 빛나게 합니다.,-1,2,hair_dratail,0,,,,,,,4,리젠트,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12116,HAIR_M_106,,,,,밝고 가벼운 느낌을 주어 착용자를 멋지게 보이도록 합니다.,-1,2,hair_shaggy,0,,,,,,,4,숏 샤기,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12117,HAIR_M_107,,,,,유행을 타지 않으면서도 멋을 잃지 않는 머리 모양입니다.,-1,2,hair_shot_asymmetric,0,,,,,,,4,넘긴 머리,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12118,HAIR_M_108,,,,,이 머리 모양의 출현 시기는 약 80년전 도미펠 국왕의 통치기로 알려져 있습니다. 당시의 귀족들이 득세한 성직자 및 마법사와 구별하기 위해 고안되었으나 이후 많은 사람이 따라하면서 딱히 귀족의 머리모양만은 아니게 되었습니다.,-1,2,hair_babyperm,0,,,,,,,4,베이비펌,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12119,HAIR_M_109,,,,,이 머리모양을 창안한 사람은 르귄 가문의 선조 가운데 한 명이었다고 합니다.,-1,2,hair_dandy,0,,,,,,,4,댄디,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12120,HAIR_M_110,,,,,"리디아 샤펜이 머리가 짧았던 시절에 그녀의 제자들이 스승을 따라하면서 생겨난 머리모양이라고 합니다. 기원이 여성이었지만, 이후 많은 남성들의 교정으로 현재의 남성 머리 모양으로도 존재합니다.",-1,2,hair_halfup,0,,,,,,,4,숏 포니테일,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12121,HAIR_M_111,,,,,밝은 금빛의 머리가 당신의 외모를 고귀하게 보이도록 합니다.,-1,2,hair_musketeer,0,,,,,,,4,노블 웨이브,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12122,HAIR_M_112,,,,,단순한 기술로 만들어진 머리 모양이 아닙니다. 이 형태를 유지하기 위해 숨은 마법이 작용하고 있습니다. 그야말로 일상속의 마법이라 할 수 있습니다. ,-1,2,hair_pantherhair,0,,,,,,,4,쉐도우펌,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12123,HAIR_M_113,,,,,머리 모양 따위가 여신에 대한 공경을 보여줄 수 있는 시작점일 리가 없다고 말하는 사람도 있습니다. 그러나 여신께서도 취향을 지니고 계십니다. ,-1,,icon_item_hair_sage,0,,,,,,,4,올림 웨이브,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12124,HAIR_M_114,,,,,왕국이 평화로운 시기마다 유행한 머리 모양입니다. 비록 신수의 날 이후의 시기이지만 그 시절을 다시 기원하는 마음이 담겨있습니다.,-1,,icon_item_hair_warrock,0,,,,,,,4,노블 포니테일,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12125,HAIR_M_116,,,,,착용 시 외형이 변경됩니다. 염색약의 색상이 적용되지 않습니다.,-1,,icon_item_hair_cokatrice_m,0,,,,,,,4,코카트리스 헤드(남),1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,1101,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12126,HAIR_M_117,,,,,이 머리 모양은 이케멜 국왕 시대에 왕국 밖의 부족사회에 전파되기도 했습니다.,-1,,hair_onmyoji,0,,,,,,,4,퀴프 컷,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12127,HAIR_M_118,,,,,활동적인 신사와 기품을 유지하려는 강한 남성들이 선호하는 머리 모양입니다.,-1,,hair_necromancer,0,,,,,,,4,노블 댄디 컷,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12128,HAIR_M_119,,,,,처음에는 이성과 강한 서약을 맺고 그것을 지키겠다는 의지를 나타내기 위한 머리 모양이었습니다. 지금에 이르러서는 그런 맹세의 의미는 남아있지 않습니다. ,-1,,hair_featherfoota,0,,,,,,,4,컬링 백 펌,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
12129,HAIR_M_120,,,,,"처음에는 복수를 맹세한 전사들의 머리 모양에서 기원했다고 합니다. 현대에 이르러서는 서약을 기려 맺는 일은 없고, 장식의 의미가 더 강합니다.",-1,,hair_shinobi,0,,,,,,,4,어퍼바인드 투블럭,1,0,1111,0,0,0,0,0,0,0,0,0,0.0,0.0,0001,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,11,6,False,False,0.0
