$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642619,Gacha_F_019,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,숲 지킴이 페릿머로더의 큐브,0,0.0,0.0,0000,5,5.0
642620,Gacha_F_020,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 미르티스의 큐브,0,0.0,0.0,0000,5,5.0
642621,Gacha_F_021,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 헬가세르클의 큐브,0,0.0,0.0,0000,5,5.0
642622,Gacha_F_022,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 렉시퍼의 큐브,0,0.0,0.0,0000,5,5.0
642623,Gacha_F_023,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 마르녹스의 큐브,0,0.0,0.0,0000,5,5.0
642624,Gacha_F_024,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 누아엘레의 큐브,0,0.0,0.0,0000,5,5.0
642625,Gacha_F_025,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 자우라의 큐브,0,0.0,0.0,0000,5,5.0
642626,Gacha_F_026,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 블룻의 큐브,0,0.0,0.0,0000,5,5.0
642627,Gacha_F_027,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 미르티스 큐브,0,0.0,0.0,0000,5,5.0
642628,Gacha_F_028,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 헬가세르클 큐브,0,0.0,0.0,0000,5,5.0
642629,Gacha_F_029,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 렉시퍼 큐브,0,0.0,0.0,0000,5,5.0
642630,Gacha_F_030,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 마르녹스 큐브,0,0.0,0.0,0000,5,5.0
642631,Gacha_F_031,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 누아엘레 큐브,0,0.0,0.0,0000,5,5.0
642632,Gacha_F_032,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 자우라 큐브,0,0.0,0.0,0000,5,5.0
642633,Gacha_F_033,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템이 나올 확률이 조금 높습니다.,icon_item_cube3_first,,,,,,,(구) 블룻 큐브,0,0.0,0.0,0000,5,5.0
642634,Gacha_F_034,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 미르티스 큐브,0,0.0,0.0,0000,5,5.0
642635,Gacha_F_035,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 헬가세르클 큐브,0,0.0,0.0,0000,5,5.0
642636,Gacha_F_036,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 렉시퍼 큐브,0,0.0,0.0,0000,5,5.0
642637,Gacha_F_037,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 마르녹스 큐브,0,0.0,0.0,0000,5,5.0
642638,Gacha_F_038,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 누아엘레 큐브,0,0.0,0.0,0000,5,5.0
642639,Gacha_F_039,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 자우라 큐브,0,0.0,0.0,0000,5,5.0
642640,Gacha_F_040,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,(구) 블룻 큐브,0,0.0,0.0,0000,5,5.0
642641,Gacha_F_041,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,글락쿠만 큐브,0,0.0,0.0,0000,5,5.0
642642,Gacha_F_042,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,음산한 채퍼리션 큐브,0,0.0,0.0,0000,5,5.0
642643,Gacha_F_043,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,굶주려있는 벨니아몽키 큐브,0,0.0,0.0,0000,5,5.0
642644,Gacha_F_044,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,매혹의 서큐버스 큐브,0,0.0,0.0,0000,5,5.0
642645,Gacha_F_045,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,불타오르는 파이어로드 큐브,0,0.0,0.0,0000,5,5.0
642646,Gacha_F_046,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,요란한 마인로더 큐브,0,0.0,0.0,0000,5,5.0
642647,Gacha_F_047,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,불경스러운 데스위버 큐브,0,0.0,0.0,0000,5,5.0
642648,Gacha_F_048,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,숲 지킴이 페릿머로더 큐브,0,0.0,0.0,0000,5,5.0
642649,Gacha_F_049,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,굶주려있는 엘라가노스 큐브,0,0.0,0.0,0000,5,5.0
642650,Gacha_F_050,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,격렬한 켈베로스 큐브,0,0.0,0.0,0000,5,5.0
642651,Gacha_F_051,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,분노에 차오른 하르피아 큐브,0,0.0,0.0,0000,5,5.0
642652,Gacha_F_052,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,감옥 관리자 프리즌커터 큐브,0,0.0,0.0,0000,5,5.0
642653,Gacha_F_053,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube3,,,,,,,광분하는 몰렉 큐브,0,0.0,0.0,0000,5,5.0
642654,Gacha_F_054,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 미르티스 큐브,0,0.0,0.0,0000,5,1.0
642655,Gacha_F_055,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 헬가 세르클 큐브,0,0.0,0.0,0000,5,1.0
642656,Gacha_F_056,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 렉시퍼 큐브,0,0.0,0.0,0000,5,1.0
642657,Gacha_F_057,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 마르녹스 큐브,0,0.0,0.0,0000,5,1.0
642658,Gacha_F_058,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 누아엘레 큐브,0,0.0,0.0,0000,5,1.0
642659,Gacha_F_059,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 자우라 큐브,0,0.0,0.0,0000,5,1.0
642660,Gacha_F_060,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl} - 고급 아이템과 레전드 카드가 나올 확률이 일반 큐브에 비해 높습니다.,icon_item_cube_gold_first,,,,,,,빛나는 마군주 블룻 큐브,0,0.0,0.0,0000,5,1.0
642661,Gacha_F_061,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 미르티스 큐브,0,0.0,0.0,0000,5,1.0
642662,Gacha_F_062,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 헬가 세르클 큐브,0,0.0,0.0,0000,5,1.0
642663,Gacha_F_063,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 렉시퍼 큐브,0,0.0,0.0,0000,5,1.0
642664,Gacha_F_064,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 마르녹스 큐브,0,0.0,0.0,0000,5,1.0
642665,Gacha_F_065,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 누아엘레 큐브,0,0.0,0.0,0000,5,1.0
642666,Gacha_F_066,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 자우라 큐브,0,0.0,0.0,0000,5,1.0
642667,Gacha_F_067,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube_gold_blow,,,,,,,마군주 블룻 큐브,0,0.0,0.0,0000,5,1.0
642701,Gacha_E_001,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,수수께끼 큐브,0,0.0,0.0,0000,5,5.0
642702,Gacha_E_002,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,반짝반짝 큐브,0,0.0,0.0,0000,5,5.0
642703,Gacha_E_003,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,살러스 큐브,0,0.0,0.0,0000,5,5.0
642704,Gacha_E_004,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 5층 큐브,0,0.0,0.0,0000,5,5.0
642705,Gacha_E_005,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 10층 큐브,0,0.0,0.0,0000,5,5.0
642706,Gacha_E_006,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 15층 큐브,0,0.0,0.0,0000,5,5.0
642707,Gacha_E_007,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 20층 큐브,0,0.0,0.0,0000,5,5.0
642714,Gacha_E_013,사용 시 임의의 곤충형 몬스터 카드를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,카드 큐브:곤충형,0,0.0,0.0,1100,5,5.0
642715,Gacha_E_014,사용 시 임의의 변이형 몬스터 카드를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,카드 큐브:변이형,0,0.0,0.0,1100,5,5.0
642716,Gacha_E_015,사용 시 임의의 식물형 몬스터 카드를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,카드 큐브:식물형,0,0.0,0.0,1100,5,5.0
642717,Gacha_E_016,사용 시 임의의 악마형 몬스터 카드를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,카드 큐브:악마형,0,0.0,0.0,1100,5,5.0
642718,Gacha_E_017,사용 시 임의의 야수형 몬스터 카드를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,카드 큐브:야수형,0,0.0,0.0,1100,5,5.0
642719,Gacha_E_019,사용하면 축복받은 조각을 얻을수 있는 큐브입니다.,icon_item_cube1,,,,,,,(구)축복의 큐브,0,0.0,0.0,0000,5,5.0
642720,Gacha_E_020,사용 시 임의의 아이템을 획득할 수 있습니다.,icon_item_luckybox_gold,,,,,,,황금빛 상자,0,0.0,0.0,0000,5,0.0
642721,Gacha_E_021,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 25층 큐브,0,0.0,0.0,0000,5,5.0
642722,Gacha_E_022,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 30층 큐브,0,0.0,0.0,0000,5,5.0
642723,Gacha_E_023,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 35층 큐브,0,0.0,0.0,0000,5,5.0
642724,Gacha_E_024,사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,대지의 탑 40층 큐브,0,0.0,0.0,0000,5,5.0
642725,Gem_Gacha,"사용 시 Lv1 ~ Lv6 레드, 블루, 그린, 옐로우 젬과 몬스터 젬을 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.",icon_item_cube4,,,,,,,젬 뽑기,0,0.0,0.0,0000,5,5.0
642729,Gacha_M_Zachariel_1,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,살러스 큐브(왕릉),0,0.0,0.0,0000,5,5.0
642730,Gacha_M_Rokas_1,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,살러스 큐브(협곡),0,0.0,0.0,0000,5,5.0
642731,Gacha_M_Castle_1,사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.,icon_item_cube4,,,,,,,살러스 큐브(캐슬),0,0.0,0.0,0000,5,5.0
642732,Team_Battle_Basic,팀 배틀 리그 참여 기본 보상 상자입니다. 전투에 도움이되는 아이템이 들어있습니다.,icon_item_battle_cube_1,,,,,,,팀 배틀 리그 보상 상자,0,0.0,0.0,0000,5,5.0
642733,Team_Battle_Ranking_01,팀 배틀 리그 랭킹 50위 안에 등록되어 받은 보상 상자입니다. 전투에 도움이 되는 아이템이 들어있습니다.,icon_item_battle_cube_2,,,,,,,팀 배틀 리그 랭킹 보상 상자,0,0.0,0.0,0000,5,5.0
642734,Team_Battle_Ranking_02,팀 배틀 리그 랭킹 1 ~ 3위에 등록되어 받은 보상 상자입니다. 전투에 도움이 되는 아이템이 들어있습니다.,icon_item_battle_cube_3,,,,,,,팀 배틀 리그 상위 랭킹 보상 상자,0,0.0,0.0,0000,5,5.0
642739,Gacha_Guild_Boss,길드 퀘스트 중 보스 레이드에 성공하여 획득한 보상 상자입니다.{nl} 주로 광물을 획득할 수 있습니다.,icon_item_guild_mission_box,,,,,,,길드 퀘스트 보상: 보스 레이드,0,0.0,0.0,0001,5,0.0
642740,Gacha_Guild_Mission,길드 퀘스트 중 미션에 성공하여 획득한 보상 상자입니다.{nl} 주로 씨앗을 획득할 수 있습니다.,icon_item_guild_raid_box,,,,,,,길드 퀘스트 보상: 미션,0,0.0,0.0,0001,5,0.0
